#wls	flux	flux_err
4067.3200	5.4977e-14	5.0720e-15
4072.8300	5.5548e-14	5.0720e-15
4078.3400	5.5543e-14	5.0720e-15
4083.8700	5.4828e-14	5.0720e-15
4089.4000	5.4177e-14	6.5257e-15
4094.9400	5.3409e-14	6.5419e-15
4100.4900	5.2428e-14	6.6520e-15
4106.0400	5.1365e-14	7.0607e-15
4111.6100	5.0605e-14	6.1309e-15
4117.1800	5.0672e-14	5.6636e-15
4122.7500	5.1020e-14	3.7876e-15
4128.3400	5.1208e-14	3.4498e-15
4133.9300	5.1428e-14	3.6757e-15
4139.5300	5.0858e-14	2.6525e-15
4145.1400	5.0192e-14	1.5524e-15
4150.7500	4.9728e-14	1.8725e-15
4156.3800	4.8168e-14	3.0280e-15
4162.0100	4.6213e-14	3.0706e-15
4167.6500	4.3843e-14	2.9770e-15
4173.2900	4.1034e-14	2.6000e-15
4178.9500	3.8515e-14	1.9519e-15
4184.6100	3.6589e-14	3.0843e-15
4190.2800	3.4705e-14	3.2771e-15
4195.9500	3.2926e-14	3.2558e-15
4201.6400	3.1854e-14	4.8278e-15
4207.3300	3.0584e-14	4.6834e-15
4213.0300	2.9062e-14	4.8355e-15
4218.7400	2.7352e-14	4.6071e-15
4224.4500	2.6066e-14	3.7660e-15
4230.1800	2.5606e-14	3.7742e-15
4235.9100	2.4844e-14	1.6509e-15
4241.6400	2.4753e-14	1.6337e-15
4247.3900	2.6242e-14	1.1926e-15
4253.1500	2.8925e-14	7.6746e-16
4258.9100	3.2724e-14	1.1939e-15
4264.6800	3.6815e-14	1.6921e-15
4270.4500	4.1083e-14	1.7058e-15
4276.2400	4.6205e-14	3.8706e-15
4282.0300	5.0724e-14	4.1856e-15
4287.8300	5.3618e-14	4.1349e-15
4293.6400	5.4827e-14	3.7965e-15
4299.4600	5.5682e-14	3.9658e-15
4305.2800	5.5696e-14	4.5232e-15
4311.1200	5.4929e-14	3.3146e-15
4316.9600	5.3959e-14	2.5589e-15
4322.8000	5.2697e-14	2.1009e-15
4328.6600	5.1464e-14	3.0038e-15
4334.5200	5.1605e-14	2.6704e-15
4340.4000	5.2641e-14	2.6729e-15
4346.2800	5.3590e-14	2.6688e-15
4352.1600	5.3344e-14	2.6895e-15
4358.0600	5.2153e-14	2.7228e-15
4363.9600	4.9892e-14	2.5249e-15
4369.8800	4.6806e-14	2.5054e-15
4375.8000	4.3772e-14	3.4120e-15
4381.7200	4.1152e-14	3.6947e-15
4387.6600	3.8749e-14	3.4818e-15
4393.6000	3.7431e-14	3.2739e-15
4399.5600	3.7117e-14	3.3083e-15
4405.5200	3.6511e-14	3.5555e-15
4411.4800	3.6051e-14	2.4797e-15
4417.4600	3.6516e-14	1.6998e-15
4423.4500	3.7307e-14	1.9639e-15
4429.4400	3.8418e-14	2.4150e-15
4435.4400	3.9756e-14	2.8110e-15
4441.4500	4.0856e-14	2.3363e-15
4447.4600	4.1537e-14	3.0747e-15
4453.4900	4.1943e-14	3.6714e-15
4459.5200	4.2098e-14	3.8989e-15
4465.5600	4.2426e-14	3.6152e-15
4471.6100	4.2960e-14	3.4246e-15
4477.6700	4.3826e-14	3.8714e-15
4483.7400	4.5038e-14	3.8595e-15
4489.8100	4.6401e-14	3.1864e-15
4495.8900	4.7932e-14	3.9525e-15
4501.9800	5.0585e-14	4.1438e-15
4508.0800	5.4324e-14	3.9576e-15
4514.1900	5.8928e-14	3.4332e-15
4520.3100	6.4278e-14	2.9897e-15
4526.4300	6.9436e-14	2.8864e-15
4532.5600	7.4599e-14	1.6632e-15
4538.7000	7.9732e-14	1.4437e-15
4544.8500	8.4881e-14	2.0326e-15
4551.0100	9.0202e-14	2.3073e-15
4557.1700	9.5450e-14	2.3384e-15
4563.3500	1.0054e-13	2.5099e-15
4569.5300	1.0519e-13	2.5842e-15
4575.7200	1.0882e-13	2.5705e-15
4581.9200	1.1131e-13	2.0417e-15
4588.1300	1.1196e-13	1.2985e-15
4594.3400	1.1105e-13	1.2970e-15
4600.5700	1.0878e-13	1.3920e-15
