#wls	flux	flux_err
4067.3200	1.4174e-14	1.9066e-15
4072.8300	1.4378e-14	1.9066e-15
4078.3400	1.4267e-14	1.9066e-15
4083.8700	1.3634e-14	1.9066e-15
4089.4000	1.2989e-14	2.3827e-15
4094.9400	1.2121e-14	2.9515e-15
4100.4900	1.1309e-14	3.0257e-15
4106.0400	1.0476e-14	2.8653e-15
4111.6100	9.4035e-15	2.9744e-15
4117.1800	9.2133e-15	2.5539e-15
4122.7500	9.6620e-15	2.2100e-15
4128.3400	1.1519e-14	2.1154e-15
4133.9300	1.3369e-14	2.1483e-15
4139.5300	1.6047e-14	2.2550e-15
4145.1400	1.7993e-14	2.1200e-15
4150.7500	1.9131e-14	3.2606e-15
4156.3800	1.8852e-14	3.2445e-15
4162.0100	1.8236e-14	2.8046e-15
4167.6500	1.6811e-14	3.1197e-15
4173.2900	1.5050e-14	2.9341e-15
4178.9500	1.3051e-14	3.8414e-15
4184.6100	1.1118e-14	2.8145e-15
4190.2800	9.4006e-15	2.7976e-15
4195.9500	7.6779e-15	2.8142e-15
4201.6400	6.6659e-15	2.6434e-15
4207.3300	5.9533e-15	2.8990e-15
4213.0300	5.9717e-15	9.9160e-16
4218.7400	6.3811e-15	1.3406e-15
4224.4500	6.7911e-15	2.0711e-15
4230.1800	6.9849e-15	1.9244e-15
4241.6400	6.5456e-15	2.0548e-15
4247.3900	6.0803e-15	1.8241e-15
4253.1500	6.2539e-15	2.1301e-15
4258.9100	7.1051e-15	2.0889e-15
4264.6800	8.2349e-15	2.3275e-15
4270.4500	9.8069e-15	3.0383e-15
4276.2400	1.1764e-14	3.1253e-15
4282.0300	1.3831e-14	3.4571e-15
4287.8300	1.5257e-14	3.7609e-15
4293.6400	1.6235e-14	3.9396e-15
4299.4600	1.6817e-14	3.6180e-15
4305.2800	1.7486e-14	2.8494e-15
4311.1200	1.7705e-14	2.9685e-15
4316.9600	1.7852e-14	2.9277e-15
4322.8000	1.7918e-14	1.9922e-15
4328.6600	1.7618e-14	1.9145e-15
4334.5200	1.7530e-14	1.3955e-15
4340.4000	1.7903e-14	1.3957e-15
4346.2800	1.8644e-14	1.4282e-15
4352.1600	1.8464e-14	1.2581e-15
4358.0600	1.7318e-14	1.0834e-15
4363.9600	1.5077e-14	1.0921e-15
4369.8800	1.2960e-14	1.1697e-15
4375.8000	1.0271e-14	1.8507e-15
4381.7200	8.1054e-15	2.3607e-15
4387.6600	6.2998e-15	1.6712e-15
4393.6000	5.1848e-15	1.8749e-15
4399.5600	4.7373e-15	2.3375e-15
4405.5200	4.9098e-15	2.7047e-15
4411.4800	5.6037e-15	2.4711e-15
4417.4600	6.8132e-15	1.8091e-15
4423.4500	7.6690e-15	1.7163e-15
4429.4400	8.0139e-15	1.7996e-15
4435.4400	8.0853e-15	1.5453e-15
4441.4500	8.1355e-15	1.0701e-15
4447.4600	8.0310e-15	9.0075e-16
4453.4900	8.1745e-15	9.7331e-16
4459.5200	8.2958e-15	8.7492e-16
4465.5600	8.7058e-15	1.6996e-15
4471.6100	9.1326e-15	1.7401e-15
4477.6700	9.7846e-15	1.7704e-15
4483.7400	1.0346e-14	2.0638e-15
4489.8100	1.0480e-14	2.0635e-15
4495.8900	1.0489e-14	1.9890e-15
4501.9800	1.0416e-14	1.8942e-15
4508.0800	1.0582e-14	1.8493e-15
4514.1900	1.1010e-14	1.7877e-15
4520.3100	1.1665e-14	1.9869e-15
4526.4300	1.2752e-14	2.1389e-15
4532.5600	1.4617e-14	2.1751e-15
4538.7000	1.7161e-14	1.7663e-15
4544.8500	1.9354e-14	2.1392e-15
4551.0100	2.1104e-14	2.1576e-15
4557.1700	2.2148e-14	1.6152e-15
4563.3500	2.2995e-14	9.0908e-16
4569.5300	2.3581e-14	1.0169e-15
4575.7200	2.4014e-14	1.7008e-15
4581.9200	2.3669e-14	1.4755e-15
4588.1300	2.2779e-14	1.4192e-15
4594.3400	2.1738e-14	1.7034e-15
4600.5700	2.1108e-14	1.8428e-15
4606.8000	2.0908e-14	1.8646e-15
4613.0400	2.0791e-14	1.5690e-15
4619.2900	2.1023e-14	1.5631e-15
4625.5500	2.1072e-14	1.5728e-15
4631.8100	2.1361e-14	1.4814e-15
4638.0900	2.1701e-14	1.1778e-15
4644.3700	2.1711e-14	1.1659e-15
4650.6600	2.1411e-14	1.0913e-15
4656.9600	2.1041e-14	5.1765e-16
4663.2700	2.0648e-14	6.5647e-16
4669.5900	2.0031e-14	5.1540e-16
4675.9200	1.9150e-14	5.2998e-16
4682.2500	1.7762e-14	5.0049e-16
4688.5900	1.5978e-14	5.0165e-16
4694.9400	1.4103e-14	5.7808e-16
4701.3000	1.2442e-14	4.3140e-16
4707.6700	1.1016e-14	4.7032e-16
4714.0500	9.9362e-15	6.7130e-16
4720.4400	9.5452e-15	1.1048e-15
4726.8300	9.6689e-15	1.0878e-15
4733.2400	1.0254e-14	1.0656e-15
4739.6500	1.1353e-14	1.1716e-15
4746.0700	1.2889e-14	1.3659e-15
4752.5000	1.4337e-14	1.2957e-15
4758.9400	1.5675e-14	7.8415e-16
4765.3800	1.6894e-14	9.7660e-16
4771.8400	1.7944e-14	9.7901e-16
4778.3000	1.8565e-14	8.8357e-16
4784.7800	1.8694e-14	6.7210e-16
4791.2600	1.8246e-14	5.6070e-16
4797.7500	1.7554e-14	7.0711e-16
4804.2500	1.7182e-14	6.1798e-16
4810.7600	1.6887e-14	7.3384e-16
4817.2800	1.6508e-14	9.7185e-16
4823.8000	1.6305e-14	1.0452e-15
4830.3400	1.6415e-14	1.0384e-15
4836.8800	1.6836e-14	1.2073e-15
4843.4300	1.7326e-14	1.1094e-15
4849.9900	1.7736e-14	1.1101e-15
4856.5600	1.8005e-14	9.7446e-16
4863.1400	1.8220e-14	9.7020e-16
4869.7300	1.8493e-14	1.0103e-15
4876.3300	1.8467e-14	1.3040e-15
4882.9400	1.8242e-14	1.3398e-15
4889.5500	1.7527e-14	1.5117e-15
4896.1700	1.6319e-14	1.8206e-15
4902.8100	1.5233e-14	1.7078e-15
4909.4500	1.4507e-14	1.7582e-15
4916.1000	1.4340e-14	1.6423e-15
4922.7600	1.4461e-14	1.6488e-15
4929.4300	1.5169e-14	1.7683e-15
4936.1100	1.6466e-14	1.2845e-15
4942.7900	1.7999e-14	2.1505e-15
4949.4900	1.9751e-14	2.1762e-15
4956.2000	2.1826e-14	2.0619e-15
4962.9100	2.4015e-14	2.1130e-15
4969.6300	2.6387e-14	1.8220e-15
4976.3700	2.8336e-14	1.8469e-15
4983.1100	2.9519e-14	1.0712e-15
4989.8600	3.0049e-14	1.2360e-15
4996.6200	3.0037e-14	1.2252e-15
5003.3900	2.9517e-14	9.7907e-16
5010.1700	2.8657e-14	8.5953e-16
5016.9500	2.8052e-14	1.2779e-15
5023.7500	2.7202e-14	1.2150e-15
5030.5500	2.5874e-14	8.8492e-16
5037.3700	2.4132e-14	1.0709e-15
5044.1900	2.2141e-14	1.3666e-15
5051.0300	2.0135e-14	1.5102e-15
5057.8700	1.8347e-14	1.0347e-15
5064.7200	1.6993e-14	1.5668e-15
5071.5800	1.5928e-14	1.8645e-15
5078.4500	1.5266e-14	1.9052e-15
5085.3300	1.5274e-14	1.8028e-15
5092.2200	1.5716e-14	1.8193e-15
5099.1200	1.6435e-14	2.0087e-15
5106.0300	1.7838e-14	1.7114e-15
5112.9500	1.9786e-14	1.4207e-15
5119.8700	2.1668e-14	1.1201e-15
5126.8100	2.3554e-14	1.2026e-15
5133.7500	2.5036e-14	9.1622e-16
5140.7100	2.5891e-14	9.0795e-16
5147.6700	2.5990e-14	1.1839e-15
5154.6500	2.5864e-14	1.1277e-15
5161.6300	2.5478e-14	1.1984e-15
5168.6200	2.5064e-14	1.0396e-15
5175.6200	2.4324e-14	1.2709e-15
5182.6400	2.3646e-14	1.1584e-15
5189.6600	2.3026e-14	7.3641e-16
5196.6900	2.2690e-14	9.9911e-16
5203.7300	2.2687e-14	9.2631e-16
5210.7800	2.2984e-14	8.5719e-16
5217.8400	2.3592e-14	6.7853e-16
5224.9100	2.4447e-14	6.2275e-16
5231.9800	2.5159e-14	6.2041e-16
5239.0700	2.5631e-14	4.8184e-16
5246.1700	2.6131e-14	4.6953e-16
5253.2800	2.6729e-14	5.0892e-16
5260.3900	2.7031e-14	5.1764e-16
5267.5200	2.7419e-14	1.5276e-16
5274.6600	2.7771e-14	1.6024e-16
5281.8000	2.8052e-14	4.3240e-16
5288.9600	2.8287e-14	4.8643e-16
5296.1200	2.8764e-14	5.7367e-16
5303.3000	2.9111e-14	6.4677e-16
5310.4800	2.9385e-14	6.4669e-16
5317.6700	2.9418e-14	6.5721e-16
5324.8800	2.9441e-14	6.8092e-16
5332.0900	2.9329e-14	7.4155e-16
5339.3200	2.9188e-14	7.7355e-16
5346.5500	2.9217e-14	9.0118e-16
5353.7900	2.9337e-14	9.0326e-16
5361.0500	2.9457e-14	9.0100e-16
5368.3100	2.9751e-14	7.9800e-16
5375.5800	3.0031e-14	6.7097e-16
5382.8600	3.0267e-14	6.9322e-16
5390.1600	3.0570e-14	3.2309e-16
5397.4600	3.0897e-14	5.4012e-16
5404.7700	3.1156e-14	5.1786e-16
5412.0900	3.1341e-14	5.4350e-16
5419.4200	3.1424e-14	5.5378e-16
5426.7700	3.1269e-14	4.5458e-16
5434.1200	3.1218e-14	4.5082e-16
5441.4800	3.1254e-14	3.1441e-16
5448.8500	3.1161e-14	3.2130e-16
5456.2300	3.1240e-14	2.3950e-16
5463.6200	3.1513e-14	2.3515e-16
5471.0300	3.2055e-14	2.6802e-16
5478.4400	3.2546e-14	2.6979e-16
5485.8600	3.2905e-14	3.5450e-16
5493.2900	3.3797e-14	3.2606e-16
5500.7300	3.5060e-14	6.1676e-16
5508.1800	3.5948e-14	6.0871e-16
5515.6500	3.6274e-14	6.6730e-16
5523.1200	3.6854e-14	7.4386e-16
5530.6000	3.7557e-14	8.3268e-16
5538.0900	3.7918e-14	9.6114e-16
5545.6000	3.7815e-14	1.5108e-15
5553.1100	3.7163e-14	1.6207e-15
5560.6300	3.5978e-14	2.3576e-15
5568.1700	3.4401e-14	2.9469e-15
5575.7100	3.2542e-14	3.2417e-15
5583.2600	3.0550e-14	3.5106e-15
5590.8300	2.8943e-14	3.3725e-15
5598.4000	2.7656e-14	3.2925e-15
5605.9800	2.6663e-14	2.8177e-15
5613.5800	2.5688e-14	1.6115e-15
5621.1800	2.4910e-14	1.9220e-15
5628.8000	2.4309e-14	1.4788e-15
5636.4200	2.3727e-14	1.1211e-15
5644.0600	2.3531e-14	2.0468e-15
5651.7100	2.3515e-14	2.4109e-15
5659.3600	2.2891e-14	2.3256e-15
5667.0300	2.1434e-14	2.4952e-15
5674.7100	1.9915e-14	2.4980e-15
5682.3900	1.8352e-14	2.4538e-15
5690.0900	1.6422e-14	1.9072e-15
5697.8000	1.4250e-14	1.2867e-15
5705.5200	1.2084e-14	1.2990e-15
5713.2500	1.0222e-14	9.1080e-16
5720.9900	8.5181e-15	4.7491e-16
5728.7400	7.1227e-15	4.9090e-16
5736.5000	6.3023e-15	5.7490e-16
5744.2700	6.6190e-15	6.1249e-16
5752.0500	7.8272e-15	1.0571e-15
5759.8400	9.5684e-15	1.0425e-15
5767.6500	1.1531e-14	9.9797e-16
5775.4600	1.3921e-14	1.0238e-15
5783.2900	1.6131e-14	6.7684e-16
5791.1200	1.8298e-14	9.3067e-16
5798.9700	2.0499e-14	8.1137e-16
5806.8200	2.2524e-14	7.8352e-16
5814.6900	2.4849e-14	7.5804e-16
5822.5700	2.7426e-14	8.4580e-16
5830.4500	3.0190e-14	9.4096e-16
5838.3500	3.3259e-14	1.7156e-15
5846.2600	3.6255e-14	1.7831e-15
5854.1800	3.8887e-14	1.7855e-15
5862.1100	4.0817e-14	1.9412e-15
5870.0500	4.2334e-14	1.7699e-15
5878.0100	4.3324e-14	1.3929e-15
5885.9700	4.3818e-14	1.1320e-15
5893.9400	4.3819e-14	1.1590e-15
5901.9300	4.3398e-14	1.1435e-15
5909.9200	4.2585e-14	6.5568e-16
5917.9300	4.1515e-14	1.4493e-15
5925.9500	4.0604e-14	1.4232e-15
5933.9700	4.0044e-14	1.5495e-15
5942.0100	3.9066e-14	1.5502e-15
5950.0600	3.8129e-14	1.5178e-15
5958.1200	3.7093e-14	1.5095e-15
5966.2000	3.5680e-14	1.0010e-15
5974.2800	3.4420e-14	9.9375e-16
5982.3700	3.3219e-14	7.4256e-16
5990.4800	3.2159e-14	6.9831e-16
5998.5900	3.1384e-14	7.0691e-16
6006.7200	3.0938e-14	6.4249e-16
6014.8500	3.0443e-14	8.8717e-16
6023.0000	2.9451e-14	1.0582e-15
6031.1600	2.8472e-14	1.0527e-15
6039.3300	2.7676e-14	8.4399e-16
6047.5200	2.6891e-14	7.8165e-16
6055.7100	2.6110e-14	9.1980e-16
6063.9100	2.5328e-14	9.7609e-16
6072.1300	2.4828e-14	7.2530e-16
6080.3500	2.4837e-14	7.8761e-16
6088.5900	2.5079e-14	7.8126e-16
6096.8400	2.5697e-14	7.8122e-16
6105.1000	2.6592e-14	8.4650e-16
6113.3700	2.7560e-14	6.2682e-16
6121.6500	2.8335e-14	9.3895e-16
