#wls	flux	flux_err
3560.0000	1.1907e-13	3.0853e-15
3561.0000	1.1903e-13	3.0853e-15
3562.0000	1.1898e-13	3.0853e-15
3563.0000	1.1894e-13	3.0853e-15
3564.0000	1.1888e-13	3.0853e-15
3565.0000	1.1880e-13	3.0853e-15
3566.0000	1.1873e-13	3.0853e-15
3567.0000	1.1867e-13	3.0853e-15
3568.0000	1.1861e-13	3.0853e-15
3569.0000	1.1857e-13	3.0853e-15
3570.0000	1.1853e-13	3.0853e-15
3571.0000	1.1850e-13	3.0853e-15
3572.0000	1.1856e-13	3.0853e-15
3573.0000	1.1863e-13	3.0853e-15
3574.0000	1.1868e-13	3.0853e-15
3575.0000	1.1873e-13	3.0853e-15
3576.0000	1.1877e-13	3.0853e-15
3577.0000	1.1879e-13	3.0853e-15
3578.0000	1.1882e-13	3.0853e-15
3579.0000	1.1885e-13	3.0853e-15
3580.0000	1.1894e-13	3.0853e-15
3581.0000	1.1900e-13	3.0853e-15
3582.0000	1.1905e-13	3.0853e-15
3583.0000	1.1909e-13	3.0853e-15
3584.0000	1.1910e-13	3.0853e-15
3585.0000	1.1911e-13	3.0853e-15
3586.0000	1.1910e-13	3.1146e-15
3587.0000	1.1911e-13	3.1365e-15
3588.0000	1.1912e-13	3.1505e-15
3589.0000	1.1911e-13	3.1584e-15
3590.0000	1.1909e-13	3.1637e-15
3591.0000	1.1906e-13	3.1665e-15
3592.0000	1.1902e-13	3.1779e-15
3593.0000	1.1897e-13	3.2212e-15
3594.0000	1.1892e-13	3.2448e-15
3595.0000	1.1896e-13	3.2488e-15
3596.0000	1.1898e-13	3.2664e-15
3597.0000	1.1898e-13	3.1062e-15
3598.0000	1.1896e-13	2.9620e-15
3599.0000	1.1892e-13	2.8348e-15
3600.0000	1.1886e-13	2.7393e-15
3601.0000	1.1879e-13	2.6656e-15
3602.0000	1.1874e-13	2.6055e-15
3603.0000	1.1874e-13	2.5579e-15
3604.0000	1.1871e-13	2.5677e-15
3605.0000	1.1866e-13	2.5415e-15
3606.0000	1.1859e-13	2.4936e-15
3607.0000	1.1850e-13	2.4225e-15
3608.0000	1.1840e-13	2.3421e-15
3609.0000	1.1829e-13	2.2159e-15
3610.0000	1.1826e-13	2.0342e-15
3611.0000	1.1824e-13	1.7831e-15
3612.0000	1.1819e-13	1.7758e-15
3613.0000	1.1812e-13	1.7638e-15
3614.0000	1.1803e-13	1.7423e-15
3615.0000	1.1793e-13	1.7437e-15
3616.0000	1.1781e-13	1.8268e-15
3617.0000	1.1768e-13	1.9155e-15
3618.0000	1.1765e-13	2.0101e-15
3619.0000	1.1759e-13	2.1615e-15
3620.0000	1.1751e-13	2.3591e-15
3621.0000	1.1741e-13	2.5632e-15
3622.0000	1.1730e-13	2.7720e-15
3623.0000	1.1718e-13	2.7671e-15
3624.0000	1.1706e-13	2.7567e-15
