#wls	flux	flux_err
3315.3400	8.3128e+00	2.9262e-01
3319.8300	8.3561e+00	2.9262e-01
3324.3200	8.3381e+00	2.9262e-01
3328.8300	8.3095e+00	2.9262e-01
3333.3400	8.3110e+00	3.0997e-01
3337.8500	8.3200e+00	3.1152e-01
3342.3800	8.3026e+00	3.7214e-01
3346.9000	8.2763e+00	2.8040e-01
3351.4400	8.2424e+00	2.9286e-01
3355.9800	8.2097e+00	3.5971e-01
3360.5200	8.1300e+00	3.4491e-01
3365.0800	8.1205e+00	3.6331e-01
3369.6400	8.1308e+00	3.7171e-01
3374.2000	8.1677e+00	2.9993e-01
3378.7700	8.2458e+00	2.9207e-01
3383.3500	8.2809e+00	2.8643e-01
3387.9300	8.3086e+00	1.8765e-01
3392.5200	8.3995e+00	2.6857e-01
3397.1200	8.4849e+00	2.6982e-01
3401.7200	8.6049e+00	2.5628e-01
3406.3300	8.7443e+00	2.7583e-01
3410.9400	9.0388e+00	2.7839e-01
3415.5600	9.3624e+00	2.7729e-01
3420.1900	9.6977e+00	3.0778e-01
3424.8200	1.0016e+01	2.2668e-01
3429.4600	1.0300e+01	1.9453e-01
3434.1100	1.0561e+01	2.5247e-01
3438.7600	1.0777e+01	2.1475e-01
3443.4200	1.0930e+01	2.8450e-01
3448.0900	1.1086e+01	2.9283e-01
3452.7600	1.1115e+01	2.6154e-01
3457.4300	1.1085e+01	2.7714e-01
3462.1200	1.0884e+01	2.8841e-01
3466.8100	1.0770e+01	2.5160e-01
3471.5000	1.0593e+01	2.5053e-01
3476.2100	1.0480e+01	1.9800e-01
3480.9200	1.0291e+01	2.5778e-01
3485.6300	1.0115e+01	2.9921e-01
3490.3500	9.9942e+00	2.7784e-01
3495.0800	9.9517e+00	3.0748e-01
3499.8200	9.8905e+00	3.7190e-01
3504.5600	9.8043e+00	3.6730e-01
3509.3100	9.7675e+00	3.8231e-01
3514.0600	9.8119e+00	4.2735e-01
3518.8200	9.9458e+00	4.0782e-01
3523.5900	1.0074e+01	4.5826e-01
3528.3600	1.0255e+01	4.1271e-01
3533.1400	1.0404e+01	4.2089e-01
3537.9300	1.0519e+01	4.2082e-01
3542.7200	1.0641e+01	3.9533e-01
3547.5200	1.0779e+01	3.2574e-01
3552.3300	1.0932e+01	3.4591e-01
3557.1400	1.1018e+01	2.9029e-01
3561.9600	1.1094e+01	2.9421e-01
3566.7800	1.1051e+01	2.1054e-01
3571.6200	1.1125e+01	2.0186e-01
3576.4500	1.1126e+01	1.9956e-01
3581.3000	1.1269e+01	1.9648e-01
3586.1500	1.1308e+01	1.3919e-01
3591.0100	1.1302e+01	1.3421e-01
3595.8700	1.1448e+01	1.3422e-01
