#wls	flux	flux_err
3423.2400	2.2871e-15	3.7745e-16
3425.9600	2.2931e-15	3.7745e-16
3428.6800	2.3178e-15	3.7745e-16
3431.4100	2.3409e-15	3.7745e-16
3434.1300	2.3695e-15	3.7745e-16
3436.8500	2.4050e-15	3.7745e-16
3439.5700	2.4221e-15	3.7745e-16
3442.2900	2.4370e-15	3.7745e-16
3445.0100	2.4474e-15	3.7745e-16
3447.7300	2.4372e-15	3.7745e-16
3450.4500	2.4284e-15	3.7942e-16
3453.1700	2.4091e-15	3.7798e-16
3455.8900	2.3971e-15	3.7860e-16
3458.6100	2.3810e-15	3.8416e-16
3461.3400	2.3602e-15	3.8380e-16
3464.0600	2.3402e-15	3.9717e-16
3466.7800	2.3398e-15	4.1214e-16
3469.5000	2.3665e-15	4.2445e-16
3472.2200	2.3985e-15	4.4180e-16
3474.9400	2.4263e-15	4.6226e-16
3477.6600	2.4521e-15	4.5222e-16
3480.3800	2.4814e-15	4.5371e-16
3483.1000	2.5208e-15	4.3887e-16
3485.8200	2.5498e-15	4.3183e-16
3488.5400	2.5613e-15	4.6772e-16
3491.2700	2.5648e-15	4.8146e-16
3493.9900	2.5583e-15	5.0654e-16
3496.7100	2.5369e-15	5.3671e-16
3499.4300	2.4895e-15	5.5077e-16
3502.1500	2.4504e-15	5.6670e-16
3504.8700	2.4072e-15	5.6746e-16
3507.5900	2.3671e-15	5.6602e-16
3510.3100	2.3256e-15	5.6645e-16
3513.0300	2.2819e-15	5.7736e-16
3515.7500	2.2252e-15	6.2759e-16
3518.4700	2.1674e-15	6.6718e-16
3521.2000	2.1358e-15	6.6229e-16
3523.9200	2.1393e-15	6.3337e-16
3526.6400	2.1585e-15	6.2041e-16
3529.3600	2.1681e-15	6.3110e-16
3532.0800	2.1677e-15	6.3437e-16
3534.8000	2.1755e-15	6.3747e-16
3537.5200	2.1914e-15	6.2510e-16
3540.2400	2.2005e-15	6.2003e-16
3542.9600	2.2060e-15	6.0808e-16
3545.6800	2.1950e-15	5.8721e-16
3548.4100	2.1853e-15	5.9635e-16
3551.1300	2.1832e-15	5.7547e-16
3553.8500	2.1758e-15	5.7175e-16
3556.5700	2.1592e-15	5.6610e-16
3559.2900	2.1397e-15	5.6733e-16
3562.0100	2.1427e-15	5.5401e-16
3564.7300	2.1582e-15	4.9056e-16
3567.4500	2.1768e-15	4.2558e-16
3570.1700	2.2101e-15	4.5199e-16
3572.8900	2.2754e-15	4.5916e-16
3575.6100	2.3587e-15	4.4357e-16
3578.3400	2.4404e-15	4.2592e-16
3581.0600	2.5309e-15	4.1931e-16
3583.7800	2.6047e-15	4.1476e-16
3586.5000	2.6362e-15	4.0346e-16
3589.2200	2.6640e-15	4.0361e-16
3591.9400	2.6730e-15	3.8785e-16
3594.6600	2.6493e-15	3.6535e-16
3597.3800	2.6173e-15	3.4645e-16
3600.1000	2.5640e-15	3.5136e-16
3602.8200	2.5157e-15	3.5144e-16
3605.5400	2.4591e-15	3.5125e-16
3608.2700	2.4045e-15	3.5340e-16
3610.9900	2.3655e-15	3.6678e-16
3613.7100	2.3569e-15	3.8066e-16
3616.4300	2.3676e-15	3.8492e-16
3619.1500	2.3719e-15	3.6353e-16
3621.8700	2.3759e-15	3.8025e-16
3624.5900	2.3919e-15	3.9299e-16
3627.3100	2.4219e-15	3.9265e-16
3630.0300	2.4589e-15	3.9513e-16
3632.7500	2.4823e-15	4.2047e-16
3635.4800	2.4997e-15	4.4561e-16
3638.2000	2.5233e-15	4.4055e-16
3640.9200	2.5402e-15	4.4329e-16
3643.6400	2.5457e-15	4.4607e-16
3646.3600	2.5443e-15	4.3580e-16
3649.0800	2.5609e-15	4.3120e-16
3651.8000	2.5883e-15	4.3367e-16
3654.5200	2.6198e-15	4.3753e-16
3657.2400	2.6452e-15	4.3981e-16
3659.9600	2.6728e-15	4.3644e-16
3662.6800	2.6958e-15	4.3460e-16
3665.4100	2.7280e-15	4.2982e-16
3668.1300	2.7806e-15	4.0619e-16
3670.8500	2.8314e-15	3.6830e-16
3673.5700	2.8741e-15	3.4672e-16
3676.2900	2.9164e-15	3.4212e-16
