#wls	flux	flux_err
3509.0000	8.5389e-14	3.5588e-15
3510.0000	8.5358e-14	3.5588e-15
3511.0000	8.5336e-14	3.5588e-15
3512.0000	8.5326e-14	3.5588e-15
3513.0000	8.5327e-14	3.5588e-15
3514.0000	8.5340e-14	3.5588e-15
3515.0000	8.5363e-14	3.5588e-15
3516.0000	8.5395e-14	3.5588e-15
3517.0000	8.5435e-14	3.5588e-15
3518.0000	8.5480e-14	3.5588e-15
3519.0000	8.5529e-14	3.5588e-15
3520.0000	8.5583e-14	3.5588e-15
3521.0000	8.5640e-14	3.5588e-15
3522.0000	8.5702e-14	3.5588e-15
3523.0000	8.5769e-14	3.5588e-15
3524.0000	8.5840e-14	3.5588e-15
3525.0000	8.5914e-14	3.5588e-15
3526.0000	8.5986e-14	3.5588e-15
3527.0000	8.6054e-14	3.5588e-15
3528.0000	8.6119e-14	3.5588e-15
3529.0000	8.6179e-14	3.5588e-15
3530.0000	8.6235e-14	3.5588e-15
3531.0000	8.6289e-14	3.5588e-15
3532.0000	8.6342e-14	3.5588e-15
3533.0000	8.6399e-14	3.5588e-15
3534.0000	8.6462e-14	3.5588e-15
3535.0000	8.6532e-14	3.5596e-15
3536.0000	8.6609e-14	3.5616e-15
3537.0000	8.6695e-14	3.5805e-15
3538.0000	8.6790e-14	3.6199e-15
3539.0000	8.6892e-14	3.6700e-15
3540.0000	8.7005e-14	3.7182e-15
3541.0000	8.7126e-14	3.7561e-15
3542.0000	8.7255e-14	3.7807e-15
3543.0000	8.7393e-14	3.7949e-15
3544.0000	8.7538e-14	3.8041e-15
3545.0000	8.7689e-14	3.8117e-15
3546.0000	8.7844e-14	3.8173e-15
3547.0000	8.8001e-14	3.8173e-15
3548.0000	8.8157e-14	3.8073e-15
3549.0000	8.8309e-14	3.7857e-15
3550.0000	8.8453e-14	3.7563e-15
3551.0000	8.8588e-14	3.7288e-15
3552.0000	8.8703e-14	3.7113e-15
3553.0000	8.8806e-14	3.7052e-15
3554.0000	8.8903e-14	3.7067e-15
3555.0000	8.8997e-14	3.7099e-15
3556.0000	8.9094e-14	3.7096e-15
3557.0000	8.9198e-14	3.7018e-15
3558.0000	8.9313e-14	3.6841e-15
3559.0000	8.9440e-14	3.6553e-15
3560.0000	8.9579e-14	3.6134e-15
3561.0000	8.9726e-14	3.5574e-15
3562.0000	8.9877e-14	3.4892e-15
3563.0000	9.0026e-14	3.4138e-15
3564.0000	9.0168e-14	3.3390e-15
3565.0000	9.0300e-14	3.2747e-15
3566.0000	9.0420e-14	3.2280e-15
3567.0000	9.0527e-14	3.2002e-15
3568.0000	9.0619e-14	3.1888e-15
3569.0000	9.0698e-14	3.1882e-15
3570.0000	9.0764e-14	3.1930e-15
3571.0000	9.0819e-14	3.1986e-15
3572.0000	9.0862e-14	3.2027e-15
3573.0000	9.0896e-14	3.2039e-15
3574.0000	9.0920e-14	3.1991e-15
3575.0000	9.0937e-14	3.1808e-15
3576.0000	9.0947e-14	3.1361e-15
3577.0000	9.0954e-14	3.0485e-15
3578.0000	9.0959e-14	2.9071e-15
3579.0000	9.0966e-14	2.7078e-15
