#wls	flux	flux_err
3639.9600	3.5980e-13	2.6189e-15
3644.8900	3.6099e-13	2.6189e-15
3649.8200	3.6163e-13	2.6189e-15
3654.7700	3.6255e-13	2.6189e-15
3659.7200	3.6349e-13	2.3014e-15
3664.6800	3.6401e-13	2.4526e-15
3669.6400	3.6444e-13	2.3335e-15
3674.6100	3.6397e-13	2.0634e-15
3679.5900	3.6318e-13	2.8773e-15
3684.5800	3.6246e-13	2.8496e-15
3689.5700	3.6195e-13	2.9942e-15
3694.5700	3.6160e-13	2.9163e-15
3699.5700	3.6155e-13	2.9904e-15
3704.5800	3.6093e-13	2.7847e-15
3709.6000	3.6055e-13	1.9146e-15
3714.6300	3.6055e-13	1.8602e-15
3719.6600	3.5984e-13	1.6927e-15
3724.7000	3.5981e-13	1.6640e-15
3729.7400	3.6014e-13	1.7212e-15
3734.8000	3.6031e-13	1.3755e-15
3739.8600	3.5948e-13	1.3014e-15
3744.9200	3.5827e-13	1.3215e-15
3750.0000	3.5686e-13	2.3373e-15
3755.0800	3.5541e-13	2.4821e-15
3760.1600	3.5422e-13	2.1817e-15
3765.2600	3.5276e-13	2.6997e-15
3770.3600	3.5168e-13	2.7108e-15
3775.4700	3.5107e-13	2.8429e-15
3780.5800	3.5063e-13	1.8779e-15
3785.7000	3.5065e-13	1.7876e-15
3790.8300	3.5158e-13	1.8350e-15
3795.9700	3.5220e-13	9.2321e-16
3801.1100	3.5311e-13	9.2354e-16
3806.2600	3.5379e-13	4.8212e-16
3811.4200	3.5343e-13	5.5338e-16
3816.5800	3.5306e-13	4.8806e-16
3821.7500	3.5231e-13	9.4439e-16
3826.9300	3.5185e-13	1.0666e-15
3832.1100	3.5196e-13	1.2514e-15
3837.3000	3.5214e-13	1.2118e-15
3842.5000	3.5273e-13	1.0640e-15
3847.7100	3.5339e-13	1.2020e-15
3852.9200	3.5406e-13	1.2990e-15
3858.1400	3.5425e-13	1.4855e-15
3863.3700	3.5385e-13	1.6161e-15
3868.6000	3.5302e-13	1.6129e-15
3873.8400	3.5164e-13	1.6645e-15
3879.0900	3.5031e-13	1.7141e-15
3884.3400	3.4901e-13	2.1014e-15
3889.6100	3.4930e-13	1.5116e-15
3894.8700	3.5007e-13	1.9692e-15
3900.1500	3.4876e-13	2.7089e-15
3905.4300	3.4588e-13	3.6722e-15
3910.7300	3.4179e-13	3.7021e-15
3916.0200	3.3679e-13	2.6765e-15
3921.3300	3.3202e-13	8.5014e-15
3926.6400	3.2847e-13	8.9624e-15
3931.9600	3.2513e-13	9.5027e-15
3937.2900	3.2200e-13	9.8477e-15
3942.6200	3.1949e-13	1.0243e-14
3947.9600	3.1795e-13	1.0340e-14
3953.3100	3.1704e-13	7.2817e-15
3958.6700	3.1670e-13	7.3181e-15
3964.0300	3.1657e-13	6.9128e-15
3969.4000	3.1567e-13	6.0764e-15
3974.7800	3.1366e-13	5.1473e-15
3980.1600	3.1117e-13	5.1312e-15
3985.5500	3.1124e-13	4.5038e-15
3990.9500	3.1225e-13	2.4361e-15
3996.3600	3.1268e-13	2.4490e-15
4001.7700	3.1252e-13	2.0683e-15
4007.1900	3.1199e-13	1.9295e-15
4012.6200	3.1123e-13	1.5320e-15
4018.0600	3.1071e-13	1.6102e-15
4023.5000	3.1108e-13	1.7977e-15
4028.9500	3.1154e-13	1.6988e-15
4034.4100	3.1183e-13	1.9297e-15
4039.8800	3.1198e-13	1.9551e-15
4045.3500	3.1178e-13	2.0805e-15
4050.8300	3.1149e-13	1.8013e-15
4056.3200	3.1087e-13	1.8109e-15
4061.8100	3.1011e-13	1.7324e-15
4067.3200	3.0943e-13	1.3297e-15
4072.8300	3.0840e-13	1.2788e-15
4078.3400	3.0776e-13	1.0338e-15
4083.8700	3.0783e-13	1.2142e-15
4089.4000	3.0801e-13	1.2948e-15
4094.9400	3.0800e-13	1.3596e-15
4100.4900	3.0781e-13	1.3606e-15
4106.0400	3.0754e-13	1.4149e-15
4111.6100	3.0754e-13	1.2608e-15
4117.1800	3.0728e-13	1.0262e-15
4122.7500	3.0702e-13	1.0498e-15
4128.3400	3.0642e-13	9.3068e-16
4133.9300	3.0593e-13	9.3657e-16
4139.5300	3.0514e-13	9.6911e-16
4145.1400	3.0409e-13	9.7799e-16
4150.7500	3.0305e-13	8.9789e-16
4156.3800	3.0118e-13	8.6573e-16
4162.0100	2.9860e-13	8.7497e-16
4167.6500	2.9590e-13	1.1260e-15
4173.2900	2.9267e-13	1.0285e-15
4178.9500	2.8895e-13	1.0076e-15
4184.6100	2.8520e-13	1.0502e-15
4190.2800	2.8178e-13	1.0152e-15
4195.9500	2.7832e-13	1.0019e-15
4201.6400	2.7557e-13	9.0906e-16
4207.3300	2.7269e-13	9.2171e-16
4213.0300	2.7043e-13	1.0518e-15
4218.7400	2.6835e-13	9.9559e-16
4224.4500	2.6619e-13	9.3963e-16
4230.1800	2.6414e-13	9.1084e-16
4235.9100	2.6233e-13	8.3342e-16
4241.6400	2.6076e-13	8.0469e-16
4247.3900	2.5949e-13	9.5297e-16
4253.1500	2.5872e-13	8.9427e-16
4258.9100	2.5827e-13	9.1477e-16
4264.6800	2.5801e-13	8.5684e-16
4270.4500	2.5774e-13	1.0048e-15
4276.2400	2.5777e-13	9.7303e-16
4282.0300	2.5787e-13	6.5338e-16
4287.8300	2.5793e-13	7.6486e-16
4293.6400	2.5822e-13	1.2430e-15
4299.4600	2.5856e-13	1.2483e-15
4305.2800	2.5908e-13	1.7677e-15
4311.1200	2.5914e-13	1.7582e-15
4316.9600	2.5946e-13	1.7673e-15
4322.8000	2.6039e-13	1.7470e-15
4328.6600	2.6172e-13	1.6761e-15
4334.5200	2.6338e-13	1.8585e-15
4340.4000	2.6503e-13	1.0576e-15
4346.2800	2.6644e-13	1.9601e-15
4352.1600	2.6772e-13	2.1367e-15
4358.0600	2.6869e-13	2.2912e-15
4363.9600	2.6948e-13	2.1087e-15
4369.8800	2.6971e-13	1.8827e-15
4375.8000	2.6939e-13	1.9784e-15
4381.7200	2.6912e-13	1.3090e-15
4387.6600	2.6875e-13	6.8629e-16
4393.6000	2.6827e-13	4.7132e-16
4399.5600	2.6815e-13	7.0798e-16
4405.5200	2.6832e-13	9.8672e-16
4411.4800	2.6859e-13	9.0235e-16
4417.4600	2.6853e-13	1.0750e-15
4423.4500	2.6801e-13	1.0110e-15
4429.4400	2.6753e-13	1.0056e-15
4435.4400	2.6678e-13	9.4698e-16
4441.4500	2.6604e-13	5.9757e-16
4447.4600	2.6542e-13	5.8163e-16
4453.4900	2.6443e-13	4.1968e-16
4459.5200	2.6346e-13	4.6810e-16
4465.5600	2.6274e-13	5.7299e-16
4471.6100	2.6155e-13	5.7936e-16
4477.6700	2.5975e-13	7.9207e-16
4483.7400	2.5795e-13	8.9040e-16
4489.8100	2.5620e-13	9.4566e-16
4495.8900	2.5438e-13	9.4740e-16
4501.9800	2.5241e-13	1.1324e-15
4508.0800	2.5059e-13	1.3241e-15
4514.1900	2.4834e-13	1.4064e-15
