#wls	flux	flux_err
3739.8600	2.3803e-14	2.0244e-16
3744.9200	2.4351e-14	2.0244e-16
3750.0000	2.5049e-14	2.0244e-16
3755.0800	2.5893e-14	2.0244e-16
3760.1600	2.6838e-14	1.1176e-16
3765.2600	2.7739e-14	9.5460e-17
3770.3600	2.8551e-14	1.3130e-16
3775.4700	2.9237e-14	1.3117e-16
3780.5800	2.9763e-14	1.3197e-16
3785.7000	3.0095e-14	1.4381e-16
3790.8300	3.0315e-14	1.1911e-16
3795.9700	3.0393e-14	1.6852e-16
3801.1100	3.0374e-14	1.5515e-16
3806.2600	3.0279e-14	1.5902e-16
3811.4200	3.0105e-14	1.5541e-16
3816.5800	2.9827e-14	1.5879e-16
3821.7500	2.9532e-14	1.2871e-16
3826.9300	2.9225e-14	9.6195e-17
3832.1100	2.8902e-14	9.6824e-17
3837.3000	2.8591e-14	9.8202e-17
3842.5000	2.8458e-14	8.3545e-17
3847.7100	2.8567e-14	9.1667e-17
3852.9200	2.8820e-14	1.5394e-16
3858.1400	2.9297e-14	1.5451e-16
3863.3700	3.0128e-14	2.3631e-16
3868.6000	3.1373e-14	2.2462e-16
3873.8400	3.3023e-14	4.5210e-16
3879.0900	3.5142e-14	4.8014e-16
3884.3400	3.7664e-14	5.7204e-16
3889.6100	4.0391e-14	5.9809e-16
3894.8700	4.3160e-14	5.7576e-16
3900.1500	4.5943e-14	5.9095e-16
3905.4300	4.8706e-14	4.0845e-16
3910.7300	5.1221e-14	4.6998e-16
3916.0200	5.3411e-14	5.2764e-16
3921.3300	5.5315e-14	5.0408e-16
3926.6400	5.6801e-14	6.0871e-16
3931.9600	5.7786e-14	5.9658e-16
3937.2900	5.8408e-14	5.9936e-16
3942.6200	5.8720e-14	5.3193e-16
3947.9600	5.8549e-14	4.4866e-16
3953.3100	5.8031e-14	5.0570e-16
3958.6700	5.7216e-14	4.5536e-16
3964.0300	5.6477e-14	4.5438e-16
3969.4000	5.6037e-14	4.5224e-16
3974.7800	5.6210e-14	5.6859e-16
3980.1600	5.7118e-14	3.1480e-16
3985.5500	5.8722e-14	4.5913e-16
3990.9500	6.0864e-14	7.3147e-16
3996.3600	6.3516e-14	7.3227e-16
4001.7700	6.6602e-14	7.3113e-16
4007.1900	6.9798e-14	6.0954e-16
4012.6200	7.2731e-14	5.9327e-16
4018.0600	7.5233e-14	5.7156e-16
4023.5000	7.7022e-14	4.1465e-16
4028.9500	7.7931e-14	4.9780e-16
4034.4100	7.8115e-14	4.3798e-16
4039.8800	7.7585e-14	5.5193e-16
4045.3500	7.6406e-14	6.2588e-16
4050.8300	7.4649e-14	6.2287e-16
4056.3200	7.2317e-14	5.7862e-16
4061.8100	6.9727e-14	5.2325e-16
4067.3200	6.7073e-14	5.3973e-16
4072.8300	6.4557e-14	4.5308e-16
4078.3400	6.2288e-14	3.8392e-16
4083.8700	6.0336e-14	4.1996e-16
4089.4000	5.8635e-14	3.2505e-16
4094.9400	5.7157e-14	3.1001e-16
4100.4900	5.5851e-14	3.2121e-16
4106.0400	5.4725e-14	3.2131e-16
4111.6100	5.3718e-14	2.7853e-16
4117.1800	5.2697e-14	1.7245e-16
4122.7500	5.1514e-14	1.8162e-16
4128.3400	5.0163e-14	1.9653e-16
4133.9300	4.8857e-14	1.2938e-16
4139.5300	4.7500e-14	1.2882e-16
4145.1400	4.6136e-14	1.1781e-16
