#wls	flux	flux_err
3406.3300	2.8092e-15	2.2487e-17
3410.9400	2.8352e-15	2.2487e-17
3415.5600	2.8527e-15	2.2487e-17
3420.1900	2.8764e-15	2.2487e-17
3424.8200	2.9199e-15	2.2140e-17
3429.4600	2.9803e-15	2.0609e-17
3434.1100	3.0515e-15	1.0114e-16
3438.7600	3.1196e-15	1.1221e-16
3443.4200	3.1976e-15	1.2832e-16
3448.0900	3.2640e-15	1.2932e-16
3452.7600	3.3340e-15	1.2995e-16
3457.4300	3.4021e-15	1.3342e-16
3462.1200	3.4639e-15	8.4298e-17
3466.8100	3.5663e-15	7.7069e-17
3471.5000	3.6541e-15	4.9000e-17
3476.2100	3.7445e-15	4.2124e-17
3480.9200	3.8565e-15	4.2713e-17
3485.6300	4.0097e-15	3.9808e-17
3490.3500	4.1333e-15	3.8443e-17
3495.0800	4.2256e-15	5.9258e-17
3499.8200	4.2531e-15	1.1569e-16
3504.5600	4.2171e-15	1.1777e-16
3509.3100	4.1612e-15	1.7523e-16
3514.0600	4.1311e-15	2.1934e-16
3518.8200	4.0783e-15	2.4790e-16
3523.5900	3.9254e-15	2.4585e-16
3528.3600	3.8578e-15	2.3223e-16
3533.1400	3.8096e-15	2.4519e-16
3537.9300	3.6879e-15	2.1719e-16
3542.7200	3.5914e-15	2.2782e-16
3547.5200	3.5070e-15	2.0582e-16
3552.3300	3.4459e-15	2.9191e-16
3557.1400	3.3639e-15	3.6650e-16
3561.9600	3.2807e-15	3.5667e-16
3566.7800	3.3591e-15	4.0095e-16
3571.6200	3.5053e-15	3.8306e-16
3576.4500	3.6622e-15	3.8213e-16
3581.3000	3.8780e-15	3.1160e-16
3586.1500	4.0453e-15	2.5923e-16
3591.0100	4.1554e-15	2.2395e-16
3595.8700	4.2612e-15	3.0314e-16
3600.7500	4.4135e-15	2.9109e-16
3605.6200	4.5332e-15	2.9929e-16
3610.5100	4.5543e-15	2.8480e-16
3615.4000	4.6876e-15	2.7206e-16
3620.3000	4.8268e-15	2.7758e-16
3625.2000	4.8934e-15	1.6023e-16
3630.1100	4.9793e-15	1.5893e-16
3635.0300	5.0461e-15	1.3506e-16
3639.9600	5.0681e-15	1.0427e-16
3644.8900	5.0488e-15	1.2993e-16
3649.8200	4.9665e-15	9.6551e-17
3654.7700	4.9415e-15	9.3946e-17
3659.7200	4.8855e-15	9.6737e-17
3664.6800	4.8994e-15	9.6719e-17
3669.6400	4.9765e-15	9.4799e-17
3674.6100	5.0507e-15	4.6745e-17
3679.5900	5.0951e-15	8.0101e-17
3684.5800	5.0909e-15	1.0010e-16
3689.5700	5.0645e-15	1.0092e-16
3694.5700	5.0605e-15	1.2415e-16
3699.5700	5.0617e-15	1.4122e-16
3704.5800	5.0476e-15	1.4409e-16
3709.6000	5.0440e-15	1.3007e-16
3714.6300	5.1505e-15	1.3293e-16
3719.6600	5.3729e-15	1.2758e-16
3724.7000	5.6800e-15	2.0474e-16
3729.7400	6.0056e-15	2.0370e-16
3734.8000	6.3166e-15	3.0912e-16
3739.8600	6.5870e-15	3.4526e-16
3744.9200	6.7142e-15	3.4341e-16
3750.0000	6.6456e-15	3.6058e-16
3755.0800	6.4270e-15	3.0836e-16
3760.1600	6.0887e-15	2.9326e-16
3765.2600	5.6130e-15	2.2333e-16
3770.3600	5.0458e-15	1.5732e-16
3775.4700	4.4383e-15	1.5888e-16
3780.5800	3.8734e-15	1.3780e-16
3785.7000	3.4731e-15	1.3611e-16
3790.8300	3.1382e-15	1.1077e-16
3795.9700	2.8245e-15	1.8278e-16
3801.1100	2.4967e-15	1.6082e-16
3806.2600	2.2477e-15	1.7014e-16
3811.4200	2.1210e-15	2.0129e-16
3816.5800	2.0613e-15	2.3388e-16
3821.7500	1.9851e-15	2.4530e-16
3826.9300	1.9138e-15	1.9831e-16
3832.1100	1.9191e-15	2.5973e-16
3837.3000	1.9352e-15	2.5655e-16
3842.5000	1.9305e-15	2.7685e-16
3847.7100	1.9566e-15	2.4946e-16
3852.9200	2.0512e-15	2.4286e-16
3858.1400	2.0937e-15	2.4291e-16
3863.3700	2.1192e-15	1.5356e-16
3868.6000	2.1595e-15	1.6933e-16
3873.8400	2.1924e-15	1.4544e-16
3879.0900	2.2820e-15	1.1113e-16
3884.3400	2.4276e-15	2.1352e-16
3889.6100	2.7537e-15	2.1347e-16
3894.8700	3.1258e-15	2.2401e-16
3900.1500	3.5646e-15	2.0793e-16
3905.4300	4.1736e-15	2.3907e-16
3910.7300	4.8710e-15	2.8289e-16
3916.0200	5.6345e-15	2.3590e-16
3921.3300	6.4771e-15	3.4820e-16
3926.6400	7.3157e-15	3.4302e-16
3931.9600	8.0193e-15	3.6795e-16
3937.2900	8.5194e-15	3.3692e-16
3942.6200	8.8234e-15	3.6001e-16
3947.9600	8.8989e-15	3.5306e-16
3953.3100	8.7506e-15	2.6376e-16
3958.6700	8.4998e-15	2.8792e-16
3964.0300	8.1535e-15	2.6277e-16
3969.4000	7.7654e-15	2.6314e-16
3974.7800	7.4249e-15	1.5501e-16
3980.1600	7.2115e-15	1.7808e-16
3985.5500	7.2230e-15	1.4863e-16
3990.9500	7.3976e-15	1.3624e-16
3996.3600	7.6803e-15	1.8000e-16
4001.7700	8.0479e-15	1.7018e-16
4007.1900	8.3723e-15	1.3633e-16
4012.6200	8.6221e-15	1.2387e-16
4018.0600	8.8323e-15	1.2341e-16
4023.5000	9.0052e-15	1.2561e-16
4028.9500	9.1566e-15	1.2958e-16
4034.4100	9.3001e-15	1.2936e-16
4039.8800	9.4327e-15	1.3243e-16
4045.3500	9.5461e-15	1.7606e-16
4050.8300	9.6362e-15	2.2371e-16
4056.3200	9.6978e-15	2.1300e-16
4061.8100	9.6554e-15	2.1887e-16
4067.3200	9.6347e-15	2.2234e-16
4072.8300	9.6403e-15	2.2530e-16
4078.3400	9.5968e-15	2.1116e-16
4083.8700	9.5361e-15	1.5795e-16
4089.4000	9.3958e-15	2.5648e-16
4094.9400	9.2842e-15	2.7887e-16
4100.4900	9.1836e-15	2.8895e-16
4106.0400	9.1201e-15	3.3623e-16
4111.6100	9.1083e-15	3.2835e-16
4117.1800	9.1345e-15	3.4819e-16
4122.7500	9.2512e-15	3.0873e-16
4128.3400	9.5365e-15	2.0439e-16
4133.9300	9.8993e-15	2.3517e-16
4139.5300	1.0273e-14	2.1514e-16
4145.1400	1.0586e-14	1.9968e-16
4150.7500	1.0771e-14	1.2970e-16
4156.3800	1.0773e-14	1.2598e-16
4162.0100	1.0585e-14	2.5784e-16
4167.6500	1.0279e-14	2.8260e-16
4173.2900	9.8741e-15	2.6630e-16
4178.9500	9.3440e-15	3.6369e-16
4184.6100	8.7758e-15	3.7900e-16
4190.2800	8.2161e-15	3.7890e-16
4195.9500	7.8249e-15	3.8811e-16
4201.6400	7.6738e-15	4.5726e-16
4207.3300	7.7180e-15	4.8103e-16
4213.0300	7.8666e-15	4.2430e-16
4218.7400	8.0573e-15	5.2797e-16
4224.4500	8.2507e-15	5.8456e-16
4230.1800	8.4195e-15	5.3072e-16
4235.9100	8.5499e-15	5.1415e-16
4241.6400	8.6387e-15	5.0730e-16
4247.3900	8.5949e-15	5.0135e-16
4253.1500	8.4663e-15	3.8732e-16
4258.9100	8.3162e-15	2.8029e-16
4264.6800	8.2730e-15	2.9612e-16
4270.4500	8.4369e-15	2.0319e-16
4276.2400	8.8253e-15	1.7522e-16
4282.0300	9.3438e-15	1.7530e-16
4287.8300	9.8601e-15	1.9311e-16
4293.6400	1.0312e-14	2.3272e-16
4299.4600	1.0634e-14	2.3043e-16
4305.2800	1.0877e-14	2.1774e-16
4311.1200	1.1010e-14	1.7103e-16
4316.9600	1.0944e-14	1.8721e-16
4322.8000	1.0801e-14	1.8738e-16
4328.6600	1.0571e-14	1.3472e-16
4334.5200	1.0336e-14	7.6326e-17
4340.4000	1.0153e-14	7.0781e-17
