#wls	flux	flux_err
3896.0000	1.9195e-14	3.9202e-15
3897.0000	1.9634e-14	3.9202e-15
3898.0000	2.0166e-14	3.9202e-15
3899.0000	2.0695e-14	3.9202e-15
3900.0000	2.1220e-14	3.9202e-15
3901.0000	2.1742e-14	3.9202e-15
3902.0000	2.2256e-14	3.9202e-15
3903.0000	2.2764e-14	3.9202e-15
3904.0000	2.3277e-14	3.9202e-15
3905.0000	2.3762e-14	3.9202e-15
3906.0000	2.4205e-14	3.9202e-15
3907.0000	2.4675e-14	3.9202e-15
3908.0000	2.5136e-14	3.9202e-15
3909.0000	2.5600e-14	3.9202e-15
3910.0000	2.6047e-14	3.9202e-15
3911.0000	2.6473e-14	3.9202e-15
3912.0000	2.6883e-14	3.9202e-15
3913.0000	2.7290e-14	3.9202e-15
3914.0000	2.7674e-14	3.9202e-15
3915.0000	2.8017e-14	3.9202e-15
3916.0000	2.8324e-14	3.9202e-15
3917.0000	2.8607e-14	3.9202e-15
3918.0000	2.8869e-14	3.9202e-15
3919.0000	2.9096e-14	3.9202e-15
3920.0000	2.9311e-14	3.9202e-15
3921.0000	2.9512e-14	3.9202e-15
3922.0000	2.9718e-14	3.6404e-15
3923.0000	2.9905e-14	3.2942e-15
3924.0000	3.0027e-14	3.2640e-15
3925.0000	3.0184e-14	3.3683e-15
3926.0000	3.0320e-14	3.4542e-15
3927.0000	3.0436e-14	3.2016e-15
3928.0000	3.0484e-14	3.7164e-15
3929.0000	3.0567e-14	4.1024e-15
3930.0000	3.0581e-14	4.3817e-15
3931.0000	3.0633e-14	4.7426e-15
3932.0000	3.0663e-14	4.7369e-15
3933.0000	3.0725e-14	4.7364e-15
3934.0000	3.0825e-14	4.7146e-15
3935.0000	3.0845e-14	4.7261e-15
3936.0000	3.0844e-14	4.8030e-15
3937.0000	3.0821e-14	4.8032e-15
3938.0000	3.0764e-14	4.8022e-15
3939.0000	3.0662e-14	4.7977e-15
3940.0000	3.0529e-14	4.8264e-15
3941.0000	3.0363e-14	4.8305e-15
3942.0000	3.0164e-14	4.8317e-15
3943.0000	2.9941e-14	4.8346e-15
3944.0000	2.9711e-14	4.8317e-15
3945.0000	2.9451e-14	4.8319e-15
3946.0000	2.9173e-14	4.8868e-15
3947.0000	2.8910e-14	4.9589e-15
3948.0000	2.8615e-14	5.0272e-15
3949.0000	2.8251e-14	5.0300e-15
3950.0000	2.7862e-14	5.0332e-15
3951.0000	2.7460e-14	5.0370e-15
