#wls	flux	flux_err
3387.9300	6.6875e+00	5.5481e-02
3392.5200	6.6849e+00	5.5481e-02
3397.1200	6.7303e+00	5.5481e-02
3401.7200	6.7957e+00	5.5481e-02
3406.3300	6.8885e+00	6.3039e-02
3410.9400	7.0316e+00	6.2703e-02
3415.5600	7.1759e+00	6.3033e-02
3420.1900	7.3315e+00	5.6620e-02
3424.8200	7.5278e+00	1.0705e-01
3429.4600	7.7424e+00	1.4194e-01
3434.1100	7.9873e+00	1.4095e-01
3438.7600	8.2803e+00	1.5095e-01
3443.4200	8.5889e+00	1.5934e-01
3448.0900	8.8537e+00	2.0003e-01
3452.7600	9.0889e+00	1.9607e-01
3457.4300	9.3193e+00	1.7417e-01
3462.1200	9.5694e+00	1.6811e-01
3466.8100	9.7902e+00	1.8385e-01
3471.5000	1.0032e+01	2.5739e-01
3476.2100	1.0307e+01	2.2949e-01
3480.9200	1.0551e+01	2.3411e-01
3485.6300	1.0746e+01	2.4736e-01
3490.3500	1.0916e+01	2.5583e-01
3495.0800	1.0994e+01	2.4565e-01
3499.8200	1.1021e+01	1.6769e-01
3504.5600	1.0984e+01	1.6624e-01
3509.3100	1.0847e+01	1.9559e-01
3514.0600	1.0516e+01	1.9085e-01
3518.8200	1.0093e+01	1.8038e-01
3523.5900	9.5560e+00	1.9507e-01
3528.3600	8.9783e+00	1.7544e-01
3533.1400	8.4937e+00	1.9056e-01
3537.9300	8.0871e+00	1.9077e-01
3542.7200	7.7418e+00	2.1420e-01
3547.5200	7.4179e+00	2.6860e-01
3552.3300	7.2445e+00	2.4966e-01
3557.1400	7.3158e+00	2.5570e-01
3561.9600	7.4228e+00	2.3903e-01
3566.7800	7.6536e+00	2.5229e-01
3571.6200	7.9705e+00	2.1507e-01
3576.4500	8.2617e+00	1.6831e-01
3581.3000	8.6450e+00	3.2824e-01
3586.1500	9.1448e+00	3.6433e-01
3591.0100	9.5356e+00	4.9158e-01
3595.8700	9.9408e+00	4.8194e-01
3600.7500	1.0360e+01	4.8302e-01
3605.6200	1.0818e+01	4.9170e-01
3610.5100	1.1164e+01	4.7029e-01
3615.4000	1.1314e+01	4.5731e-01
3620.3000	1.1228e+01	3.1965e-01
3625.2000	1.0919e+01	4.7880e-01
