MJD	Bessell_B	Bessell_B_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err
53663.70000000021	1.4863480230322016e-17	2.494590082632001e-17	1.172069818156565e-17	1.7971194024871963e-17	8.003044237207013e-18	1.1660098439436449e-17	4.854259518631897e-18	3.607660771942129e-18	7.1343228732321e-18	7.478653872381273e-18
53663.75000000021	1.81916677927856e-17	2.4767969126242154e-17	1.3954899259195623e-17	1.785516150375444e-17	9.646874084759455e-18	1.1587161771207141e-17	5.3627081090182436e-18	3.617693123755722e-18	8.401999000726459e-18	7.435864982955117e-18
53663.800000000214	2.1529386481891377e-17	2.4597991143991657e-17	1.6197667629912345e-17	1.7746895939283608e-17	1.129664877122693e-17	1.1519501589173878e-17	5.8748164272099656e-18	3.631916357579233e-18	9.673746150458817e-18	7.396798830501939e-18
53663.85000000022	2.4876793917029887e-17	2.443586648281081e-17	1.8449145145052578e-17	1.7646301261745277e-17	1.2952499213421574e-17	1.1457010766153476e-17	6.390705895783457e-18	3.649998042544672e-18	1.094967005885966e-17	7.36136231515059e-18
53663.90000000022	2.8234047742399493e-17	2.4281489831136006e-17	2.070947369686471e-17	1.755327505079177e-17	1.4614556348628562e-17	1.1399577869356846e-17	6.9104979698307486e-18	3.671618546216208e-18	1.2229876471553859e-17	7.329459188378128e-18
53663.95000000022	3.160130562745486e-17	2.4134751084000047e-17	2.2978795219220998e-17	1.7467708734164696e-17	1.6282951135060866e-17	1.1347087481561947e-17	7.434314138003692e-18	3.6964733755578526e-18	1.3514471143624818e-17	7.300990397106968e-18
53664.000000000226	3.497872526740532e-17	2.3995535482136524e-17	2.525725168825069e-17	1.7389487819308123e-17	1.7957814552109028e-17	1.129942054153662e-17	7.962275923545178e-18	3.724274916235673e-18	1.4803559839959898e-17	7.275854439625778e-18
53664.05000000023	3.83664643834957e-17	2.3863723767363234e-17	2.754498512296984e-17	1.7318492155496983e-17	1.9639277601135377e-17	1.1256454699672089e-17	8.494504885330068e-18	3.754753606264889e-18	1.609724833542313e-17	7.253947729363572e-18
53664.10000000023	4.1764673907339216e-17	2.3739181658960076e-17	2.984213154905778e-17	1.7254585589376176e-17	2.1327467679759293e-17	1.1218057167485311e-17	9.031114422860863e-18	3.7876440240284766e-18	1.7395639040820475e-17	7.235159947410781e-18
53664.150000000234	4.517347753289654e-17	2.362172800992478e-17	3.2148802888488385e-17	1.719758444951422e-17	2.3022497705171005e-17	1.1184062593299013e-17	9.57218518904309e-18	3.8226416496875544e-18	1.8698820879363093e-17	7.21935940566087e-18
53664.20000000024	4.859299216506301e-17	2.3511167309496154e-17	3.446510507106611e-17	1.7147290080121776e-17	2.4724476991929042e-17	1.1154296208665502e-17	1.0117789679018344e-17	3.859447427375204e-18	2.0006879410671417e-17	7.206408603571796e-18
53664.25000000024	5.2023334736196503e-17	2.3407300862065265e-17	3.679114407168492e-17	1.7103500192336653e-17	2.6433514877889513e-17	1.1128581986955415e-17	1.0668000426910017e-17	3.897782988514893e-18	2.131990020509434e-17	7.196169780962851e-18
53664.30000000024	5.546462220652067e-17	2.3309927278651652e-17	3.912702591105703e-17	1.706600958661744e-17	2.814972072453274e-17	1.1106743270628217e-17	1.1222890006340526e-17	3.9373908865485685e-18	2.263796884417659e-17	7.188505435576663e-18
53664.350000000246	5.89169715642563e-17	2.3218842971814703e-17	4.147285665593713e-17	1.703461087381616e-17	2.987320391758455e-17	1.1088603378858602e-17	1.178253103116419e-17	3.978034489423757e-18	2.396117092041487e-17	7.183278814683183e-18
53664.40000000025	6.23804998260426e-17	2.3133842650784822e-17	4.382874241986102e-17	1.7009095188231186e-17	3.160407386706429e-17	1.1073986190594311e-17	1.2346996156000666e-17	4.019497599998762e-18	2.5289592038009678e-17	7.180354376895186e-18
53664.45000000025	6.585532403714568e-17	2.305471981263207e-17	4.619478936342917e-17	1.698925288615386e-17	3.3342440007854874e-17	1.1062716698325965e-17	1.2916358076881898e-17	4.061583867078923e-18	2.6623317812448763e-17	7.17959822145068e-18
53664.500000000255	6.934156127159435e-17	2.2981267226829295e-17	4.857110369492009e-17	1.6974874224164204e-17	3.5088411800061434e-17	1.1054621529337681e-17	1.3490689531855266e-17	4.1041160414623276e-18	2.796243387134021e-17	7.180878482459939e-18
53664.55000000026	7.283932863302736e-17	2.2913277409717613e-17	5.095779167076018e-17	1.6965750011777542e-17	3.684209872919709e-17	1.1049529431148148e-17	1.4070063301622438e-17	4.1469351228175345e-18	2.930702585392478e-17	7.184065686914593e-18
53664.60000000026	7.634874325430832e-17	2.2850543086049902e-17	5.335495959589471e-17	1.696167223402318e-17	3.8603610306740124e-17	1.1047271719039241e-17	1.4654552210137653e-17	4.189899435014928e-18	3.065717941188866e-17	7.189033075456877e-18
53664.65000000026	7.986992229829579e-17	2.2792857634826177e-17	5.57627138244902e-17	1.6962434639787577e-17	4.03730560704767e-17	1.1047682684109e-17	1.5244229125217368e-17	4.232883660137423e-18	3.201298020917047e-17	7.195656885724807e-18
53664.700000000266	8.340298295798378e-17	2.27400155173108e-17	5.818116076017508e-17	1.6967833292857743e-17	4.2150545584731386e-17	1.1050599960764621e-17	1.583916695920667e-17	4.275777854619156e-18	3.337451392211361e-17	7.203816598679479e-18
53664.75000000027	8.694804245664217e-17	2.2691812684718038e-17	6.061040685676023e-17	1.6977667082990424e-17	4.393618844087635e-17	1.1055864853673772e-17	1.64394386695354e-17	4.3184864654396095e-18	3.474186623994379e-17	7.213395148779558e-18
53664.80000000027	9.050521804839658e-17	2.2648046963930415e-17	6.305055861854732e-17	1.6991738195120177e-17	4.573009425764202e-17	1.1063322624026498e-17	1.7045117259358624e-17	4.3609273593471214e-18	3.611512286480965e-17	7.224279098922956e-18
53664.850000000275	9.407462701832803e-17	2.2608518420198802e-17	6.55017226009206e-17	1.7009852535387003e-17	4.753237268139566e-17	1.1072822735873068e-17	1.765627577821004e-17	4.403030874264389e-18	3.7494369511945325e-17	7.236358782025293e-18
53664.90000000028	9.765638668291692e-17	2.257302969428227e-17	6.796400541078725e-17	1.7031820113384006e-17	4.934313338669541e-17	1.1084219063685522e-17	1.827298732256787e-17	4.444738898800458e-18	3.8879691909914265e-17	7.249528410790371e-18
53664.95000000028	1.0125061439017444e-16	2.25413863147991e-17	7.043751370713286e-17	1.7057455380381354e-17	5.116248607644399e-17	1.109737006239659e-17	1.8895325036508273e-17	4.486003983289908e-18	4.0271175800609254e-17	7.26368615765153e-18
53665.000000000284	1.0485742751998224e-16	2.2513396983536774e-17	7.292235420140902e-17	1.7086577523983224e-17	5.299054048240111e-17	1.1112138901677499e-17	1.9523362112306875e-17	4.526788483864441e-18	4.1668906939790835e-17	7.278734206988601e-18
53665.05000000029	1.0847694348458183e-16	2.248887383436846e-17	7.541863365804099e-17	1.711901071974437e-17	5.4827406365567716e-17	1.1128393566167702e-17	2.015717179107763e-17	4.567063739506852e-18	4.3072971096985727e-17	7.29457878184521e-18
53665.10000000029	1.1210926773104515e-16	2.2467626709421458e-17	7.792644927539876e-17	1.7154578263060134e-17	5.667318761240376e-17	1.114600283310086e-17	2.079682183560243e-17	4.606800074056725e-18	4.448344946841293e-17	7.311127464884973e-18
53665.15000000029	1.1575445774965164e-16	2.244944552434528e-17	8.044585982698004e-17	1.7193084537690625e-17	5.852796452351982e-17	1.1164824060897228e-17	2.1442357947529393e-17	4.645938502301268e-18	4.5900404914908556e-17	7.328281148933759e-18
53665.200000000295	1.1941255906593703e-16	2.2434118420551037e-17	8.297691452084223e-17	1.723433351256286e-17	6.039181152562915e-17	1.1184715560605658e-17	2.2093820351129577e-17	4.684417963136662e-18	4.732389572432607e-17	7.345942104766544e-18
53665.2500000003	1.2308361723872104e-16	2.24214380030385e-17	8.551966261950527e-17	1.7278135071822433e-17	6.226480307595118e-17	1.1205540777986128e-17	2.2751249321411027e-17	4.722184232921057e-18	4.87539801989455e-17	7.364016678791134e-18
53665.3000000003	1.2676767785969512e-16	2.2411201592502105e-17	8.807415344005382e-17	1.732430522353066e-17	6.414701366222443e-17	1.1227168355741783e-17	2.3414685184459258e-17	4.759189635631033e-18	5.019071665571726e-17	7.382415289511352e-18
53665.350000000304	1.304647865539298e-16	2.240321144733523e-17	9.06404363544869e-17	1.7372666267472958e-17	6.603851780322522e-17	1.1249472169608638e-17	2.4084168317753432e-17	4.7953927582675504e-18	5.163416342632309e-17	7.401052406898336e-18
53665.40000000031	1.3417498897977056e-16	2.2397274956971522e-17	9.321856078986451e-17	1.74230469247998e-17	6.793939004865555e-17	1.1272331339980709e-17	2.4759739150536034e-17	4.830758172612132e-18	5.308437885741989e-17	7.419846516591571e-18
53665.45000000031	1.3789833082910051e-16	2.239320480730718e-17	9.580857622851054e-17	1.747528243182057e-17	6.984970497983495e-17	1.1295630222058699e-17	2.5441438164125806e-17	4.8652561638546604e-18	5.454142131045687e-17	7.438720071086145e-18
53665.50000000031	1.4163485782730422e-16	2.2390819119209127e-17	9.841053220832754e-17	1.752921460080861e-17	7.176953720955304e-17	1.1319258376454383e-17	2.612930589225176e-17	4.8988624662908364e-18	5.600534916243747e-17	7.457599429437537e-18
53665.550000000316	1.4538461573352134e-16	2.238994156202452e-17	1.010244783228447e-16	1.7584691850452864e-17	7.369896138246672e-17	1.1343110522568857e-17	2.682338292140825e-17	4.9315580059321236e-18	5.747622080509651e-17	7.476414787164721e-18
53665.60000000032	1.4914765034051987e-16	2.23904014423764e-17	1.0365046422166283e-16	1.764156920850934e-17	7.563805217536269e-17	1.1367086476531337e-17	2.7523709891189006e-17	4.963328649700965e-18	5.895409464606845e-17	7.495100098136299e-18
53665.65000000032	1.5292400747522153e-16	2.2392033770704455e-17	1.0628853961048585e-16	1.7699708289293158e-17	7.758688429747137e-17	1.1391091076051455e-17	2.823032749459518e-17	4.9941649605751495e-18	6.043902910815598e-17	7.513592989454207e-18
53665.700000000325	1.5671373299832585e-16	2.239467930636941e-17	1.0893875425143558e-16	1.7758977248399563e-17	7.954553249060132e-17	1.1415034093467808e-17	2.8943276478424496e-17	5.0240619580005e-18	6.193108263003097e-17	7.531834670722064e-18
53665.75000000033	1.6051687280490355e-16	2.2398184582845637e-17	1.1160115796317874e-16	1.7819250717160766e-17	8.15140715293507e-17	1.1438830138964465e-17	2.9662597643556604e-17	5.053018882683134e-18	6.343031366599067e-17	7.549769838943406e-18
53665.80000000033	1.6433347282394365e-16	2.2402401914224152e-17	1.1427580062133584e-16	1.7880409718868232e-17	8.349257622142415e-17	1.1462398555316968e-17	3.038833184534385e-17	5.081038964841826e-18	6.493678068637425e-17	7.567346579714901e-18
53665.85000000033	1.6816357901910533e-16	2.24071893851761e-17	1.1696273215845311e-16	1.7942341569023087e-17	8.548112140794683e-17	1.1485663305540435e-17	3.1120519993896644e-17	5.108129194863628e-18	6.645054217745108e-17	7.584516265831425e-18
53665.900000000336	1.7200723738833298e-16	2.2412410824496477e-17	1.1966200256442964e-16	1.8004939761526748e-17	8.747978196358593e-17	1.1508552854538091e-17	3.18592030544742e-17	5.134300095350386e-18	6.797165664173556e-17	7.601233454086956e-18
53665.95000000034	1.758644939642548e-16	2.24179357649129e-17	1.2237366188658803e-16	1.806810384252143e-17	8.948863279687105e-17	1.1531000046154983e-17	3.2604422047786146e-17	5.15956549342354e-18	6.950018259810919e-17	7.617455780645492e-18
53666.00000000034	1.7973539481404693e-16	2.2423639389110377e-17	1.2509776023004898e-16	1.813173927366643e-17	9.150774885043425e-17	1.1552941976091235e-17	3.3356218050349203e-17	5.1839422922107895e-18	7.103617858163755e-17	7.633143855688683e-18
53666.050000000345	1.8361998603978678e-16	2.2429402464419764e-17	1.2783434775780687e-16	1.8195757286276945e-17	9.353720510115429e-17	1.1574319862008204e-17	3.411463219483258e-17	5.207450240362899e-18	7.257970314427145e-17	7.648261157987568e-18
53666.10000000035	1.8751830165907728e-16	2.2435107324701693e-17	1.3058346514633225e-16	1.8260070400046387e-17	9.557707076209884e-17	1.1595076016139762e-17	3.4879702046372184e-17	5.230104177152887e-18	7.413081048993158e-17	7.66277197185443e-18
53666.15000000035	1.9143032724718692e-16	2.2440625975027822e-17	1.333451149515925e-16	1.832457929721582e-17	9.76273918870384e-17	1.16151450381982e-17	3.565145073085356e-17	5.251891286993834e-18	7.56895373820286e-17	7.676635417486058e-18
53666.20000000035	1.953560362946334e-16	2.24458318766027e-17	1.3611929024323556e-16	1.8389185707143566e-17	9.968820876607654e-17	1.1634462411787965e-17	3.642989780710241e-17	5.272793645039462e-18	7.725591623634948e-17	7.689811250975758e-18
53666.25000000036	1.992954023272479e-16	2.245060385474676e-17	1.3890598414910969e-16	1.845379664558919e-17	1.0175956172454981e-16	1.165296732054687e-17	3.721506289111192e-17	5.292795767029912e-18	7.882997948578984e-17	7.702261756941099e-18
53666.30000000036	2.032483989054277e-16	2.2454826055913985e-17	1.4170518985534568e-16	1.8518324319508787e-17	1.0384149112294445e-16	1.1670602567263265e-17	3.8006965656131895e-17	5.311884628172004e-18	8.041175958002887e-17	7.713951683801632e-18
53666.35000000036	2.072149996242765e-16	2.2458387897608107e-17	1.4451690060626147e-16	1.8582686026177726e-17	1.0593403735717507e-16	1.1687314491833052e-17	3.880562583288933e-17	5.330049673007437e-18	8.200128898615925e-17	7.724848179367967e-18
53666.400000000365	2.1119517811361362e-16	2.2461184010923108e-17	1.4734110970428611e-16	1.864680404761008e-17	1.0803724085849811e-16	1.1703052888228753e-17	3.961106320969696e-17	5.3472828167524095e-18	8.359860018808766e-17	7.734920726736782e-18
53666.45000000037	2.1518890803785607e-16	2.246311417730769e-17	1.5017781050995325e-16	1.871060554117367e-17	1.101511420938898e-16	1.1717770921176425e-17	4.0423297632615496e-17	5.363578438475332e-18	8.520372568715458e-17	7.744141081559177e-18
53666.50000000037	2.1919616309581024e-16	2.246408326001106e-17	1.530269964418402e-16	1.8774022427206188e-17	1.122757815659564e-16	1.1731425042765646e-17	4.1242349005651357e-17	5.378933366486904e-18	8.681669800205296e-17	7.752483209592324e-18
53666.550000000374	2.232169170209075e-16	2.2464001131001494e-17	1.5588866097652322e-16	1.8836991274164083e-17	1.1441119981328976e-16	1.174397490945966e-17	4.206823729084589e-17	5.393346856054077e-18	8.843754966871654e-17	7.759923225893796e-18
53666.60000000038	2.272511435807465e-16	2.2462782594327433e-17	1.5876279764853162e-16	1.8899453182175048e-17	1.165574374105217e-16	1.175538329966367e-17	4.2900982508495866e-17	5.406820559646903e-18	9.006631324051278e-17	7.766439334852951e-18
53666.65000000038	2.3129881657725643e-16	2.246034730628312e-17	1.6164940005026016e-16	1.896135366523202e-17	1.1871453496820558e-16	1.1765616031914169e-17	4.374060473725563e-17	5.419358489756484e-18	9.170302128841567e-17	7.77201177186196e-18
53666.70000000038	2.353599098466653e-16	2.2456619692561138e-17	1.6454846183202186e-16	1.9022642532719927e-17	1.208825331333606e-16	1.1774641884281817e-17	4.458712411435115e-17	5.430966974212999e-18	9.334770640095487e-17	7.776622745807753e-18
53666.750000000386	2.394343972591917e-16	2.2451528864204967e-17	1.6745997670189645e-16	1.9083273770508805e-17	1.23061472589219e-16	1.1782432514695406e-17	4.544056083568697e-17	5.441654603978228e-18	9.500040118429699e-17	7.780256383555017e-18
53666.80000000039	2.435222527192398e-16	2.2445008531054184e-17	1.7038393842575325e-16	1.9143205421981063e-17	1.2525139405571573e-16	1.1788962382532182e-17	4.6300935156039226e-17	5.451432173215753e-18	9.666113826241834e-17	7.782898675264479e-18
53666.85000000039	2.4762345016511824e-16	2.2436996914581973e-17	1.73320340827154e-16	1.9202399469272618e-17	1.2745233828937675e-16	1.1794208671364612e-17	4.7168267389190183e-17	5.460312611407259e-18	9.832995027691189e-17	7.78453742122776e-18
53666.900000000394	2.5173796356900424e-16	2.242743665959238e-17	1.7626917778740567e-16	1.926082171490996e-17	1.2966434608346276e-16	1.1798151213093491e-17	4.8042577908114704e-17	5.4683109072711105e-18	1.0000686988735296e-16	7.785162180194296e-18
53666.9500000004	2.5586576693705207e-16	2.2416274745600886e-17	1.7923044324533447e-16	1.9318441664043275e-17	1.3188745826819691e-16	1.1800772413302396e-17	4.892388714511158e-17	5.475444024101184e-18	1.0169192977135009e-16	7.78476421871768e-18
53667.0000000004	2.6000683430913483e-16	2.2403462397616264e-17	1.8220413119744254e-16	1.9375232407361382e-17	1.341217157107869e-16	1.1802057177883346e-17	4.981221559199487e-17	5.481730806168737e-18	1.0338516262434178e-16	7.783336461848385e-18
53667.0500000004	2.641611397586633e-16	2.238895499712657e-17	1.8519023569773654e-16	1.94311705047581e-17	1.3636715931578391e-16	1.1801992840945705e-17	5.0707583800199274e-17	5.4871918757493164e-18	1.050866011598912e-16	7.780873444971721e-18
53667.100000000406	2.683286459498484e-16	2.2372709105681447e-17	1.8818874165392645e-16	1.948623236247149e-17	1.3862382424767395e-16	1.1800566719138704e-17	5.1610009469184285e-17	5.491842709558698e-18	1.0679627379801706e-16	7.77736959916205e-18
53667.15000000041	2.7250926980749536e-16	2.235467372274014e-17	1.9119959721590232e-16	1.9540383607024453e-17	1.4089172259997808e-16	1.1797758926188987e-17	5.251949871091208e-17	5.495673131188198e-18	1.0851419172971918e-16	7.772814208487415e-18
53667.20000000041	2.767029168470236e-16	2.2334798896040682e-17	1.9422274138689653e-16	1.959358953805283e-17	1.431708607264917e-16	1.1793549461592685e-17	5.3436054785517176e-17	5.49866780053706e-18	1.1024036185244281e-16	7.767196391351543e-18
53667.250000000415	2.809094926165524e-16	2.231303856673562e-17	1.9725811322697816e-16	1.9645818577191225e-17	1.45461245018392e-16	1.178792055882504e-17	5.43596810131163e-17	5.500813118700877e-18	1.119747910819508e-16	7.760506753330618e-18
53667.30000000042	2.85128902697231e-16	2.2289350526865636e-17	2.0030565185273155e-16	1.96970422091301e-17	1.4776288190442373e-16	1.1780856659875216e-17	5.5290380773860296e-17	5.502097311632948e-18	1.1371748635204945e-16	7.752737373453024e-18
53667.35000000042	2.89361052702605e-16	2.2263696377703192e-17	2.03365296437032e-16	1.9747234922702862e-17	1.5007577785083192e-16	1.177234439042262e-17	5.622815750789682e-17	5.502510503769619e-18	1.1546845461514705e-16	7.743881791060042e-18
53667.40000000042	2.936058482784753e-16	2.223604148858747e-17	2.064369862086204e-16	1.9796374151974107e-17	1.5239993936132348e-16	1.1762372535967699e-17	5.717301471542872e-17	5.502044782025793e-18	1.1722770284164454e-16	7.733934993771564e-18
53667.45000000043	2.9786319510292583e-16	2.2206354956749586e-17	2.0952066045192525e-16	1.9844440217350175e-17	1.547353729772593e-16	1.1750932018618181e-17	5.81249559567043e-17	5.500694250488887e-18	1.1899523802046368e-16	7.722893405824232e-18
53667.50000000043	3.021329988856073e-16	2.2174609568395787e-17	2.126162585066834e-16	1.9891416266914354e-17	1.5708208527739808e-16	1.1738015874922261e-17	5.908398485204487e-17	5.498455076187282e-18	1.2077106715867115e-16	7.710754877526523e-18
53667.55000000043	3.064151653677603e-16	2.2140781760371767e-17	2.1572371976761351e-16	1.9937288217810945e-17	1.5944008287817183e-16	1.1723619234431377e-17	6.005010508183669e-17	5.495325526034023e-18	1.2255519728186467e-16	7.69751867549926e-18
53667.600000000435	3.1070960032197017e-16	2.2104851583787658e-17	2.1884298368421014e-16	1.9982044697932977e-17	1.6180937243351914e-16	1.1707739299135116e-17	6.102332038654225e-17	5.491305995220486e-18	1.2434763543367507e-16	7.68318547349473e-18
53667.65000000044	3.150162095518142e-16	2.2066802668247884e-17	2.219739897603578e-16	2.002567698767505e-17	1.6418996063508713e-16	1.1690375323804883e-17	6.200363456677976e-17	5.486399027103108e-18	1.2614838867637606e-16	7.66775734424981e-18
53667.70000000044	3.1933489889176586e-16	2.202662218796055e-17	2.2511667755402603e-16	2.0068178961917212e-17	1.6658185421194314e-16	1.1671528597159279e-17	6.299105148323398e-17	5.480609324600862e-18	1.2795746409042684e-16	7.651237751980401e-18
53667.750000000444	3.2366557420675604e-16	2.1984300829205786e-17	2.2827098667708134e-16	2.0109547032096602e-17	1.68985059930991e-16	1.1651202423613959e-17	6.398557505674375e-17	5.473943753113775e-18	1.2977486877479732e-16	7.633631545593843e-18
53667.80000000045	3.2800814139197763e-16	2.1939832758745697e-17	2.314368567948141e-16	2.0149780088312027e-17	1.713995845966413e-16	1.1629402106028919e-17	6.498720926830526e-17	5.466411334788022e-18	1.316006098468157e-16	7.614944952685649e-18
53667.85000000045	3.3236250637281345e-16	2.189321559445754e-17	2.3461422762575893e-16	2.018887944160865e-17	1.7382543505100347e-16	1.1606134928860121e-17	6.59959581590785e-17	5.4580232340285214e-18	1.3343469444208724e-16	7.595185574113654e-18
53667.90000000045	3.3672857510428796e-16	2.1844450376684183e-17	2.3780303894137946e-16	2.0226848766058054e-17	1.7626261817384733e-16	1.158141014211865e-17	6.701182583038889e-17	5.448792733912033e-18	1.352771297148497e-16	7.574362379275378e-18
53667.950000000455	3.4110625357109435e-16	2.179354154145057e-17	2.4100323056568297e-16	2.0263694040825115e-17	1.787111408827312e-16	1.155523894567529e-17	6.803481644377762e-17	5.438735203267099e-18	1.371279228376891e-16	7.55248570188811e-18
53668.00000000046	3.4549544778710994e-16	2.1740496894736597e-17	2.4421474237507487e-16	2.0299423491976895e-17	1.8117101013274257e-16	1.1527634474119945e-17	6.906493422100961e-17	5.427868053976981e-18	1.3898708100149885e-16	7.529567236360265e-18
53668.05000000046	3.4989606379544593e-16	2.168532758837822e-17	2.4743751429784964e-16	2.0334047534128213e-17	1.8364223291687269e-16	1.1498611781866155e-17	7.010218344406391e-17	5.4162106880620655e-18	1.4085461141592693e-16	7.505620034464164e-18
53668.100000000464	3.5430799678661755e-16	2.1628045862677915e-17	2.5067147710967884e-16	2.036757562184519e-17	1.8612481010885913e-16	1.1468185730540155e-17	7.114656517200927e-17	5.4037780024157075e-18	1.4273051674839158e-16	7.480656984502447e-18
53668.15000000047	3.587310984543457e-16	2.1568658330007985e-17	2.539165248199017e-16	2.0400006930200038e-17	1.8861871799266151e-16	1.1436364688496641e-17	7.219806739149143e-17	5.390561065591382e-18	1.4461478144305906e-16	7.454686260309896e-18
53668.20000000047	3.6316520963945617e-16	2.1507172683865202e-17	2.571725422842273e-16	2.0431339599262283e-17	1.9112392673303703e-16	1.1403156840025304e-17	7.325667486609507e-17	5.3765465128877796e-18	1.4650738540201837e-16	7.427715895973217e-18
53668.25000000047	3.676101712103144e-16	2.1443599948917585e-17	2.604394144086972e-16	2.0461573807243008e-17	1.9364040653231683e-16	1.1368572307130216e-17	7.432237241937409e-17	5.361723115531426e-18	1.4840830854594019e-16	7.39975533069914e-18
53668.300000000476	3.7206582406265793e-16	2.1377954498465702e-17	2.6371702614908696e-16	2.0490711752974804e-17	1.9616812763020103e-16	1.1332623173650207e-17	7.539514493469763e-17	5.346081909721557e-18	1.5031753081353866e-16	7.370815436541382e-18
