MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54413.3893999852	1.9047104011959526e-15	5.767046132346032e-17	8.198052077518723e-16	3.089458868209084e-17	nan	nan	5.943785365420773e-16	2.0299648290610023e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.4393999852	1.9377134080728174e-15	5.688905199559746e-17	8.320880975183476e-16	3.0270474049326927e-17	nan	nan	6.011283359232469e-16	1.9916369974127383e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.48939998521	1.9708220516614913e-15	5.616858645194868e-17	8.444396929903655e-16	2.96771444816585e-17	nan	nan	6.078815511320962e-16	1.9538883524499084e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.53939998521	2.004022109168729e-15	5.550309967441095e-17	8.568564614009404e-16	2.91128188221426e-17	nan	nan	6.146379107496456e-16	1.916727734403523e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.58939998521	2.037299362075117e-15	5.4886745236433524e-17	8.693348834060463e-16	2.8575542840772216e-17	nan	nan	6.213971433743864e-16	1.8801644675076487e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.639399985215	2.070639886401489e-15	5.431363857311735e-17	8.818714422430629e-16	2.806336099126831e-17	nan	nan	6.281589776229796e-16	1.844208378010729e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.68939998522	2.1040304649226395e-15	5.377760915347916e-17	8.944626235128529e-16	2.7574333861774518e-17	3.1154211506727844e-16	1.0752743493896636e-17	6.349231411434915e-16	1.8088697925153773e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.73939998522	2.137457985881344e-15	5.3272690538320885e-17	9.07104922061228e-16	2.71065493931763e-17	3.1532731692036456e-16	1.0527299391345466e-17	6.416893058625354e-16	1.7741585012093544e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.789399985224	2.1709093380527214e-15	5.279324306749377e-17	9.197950879589111e-16	2.6657965811895984e-17	3.1911465222645757e-16	1.0305242923558029e-17	6.484570574668488e-16	1.7400831884817908e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.83939998523	2.2043714287594548e-15	5.2333983827568793e-17	9.325301901709988e-16	2.6226384056956952e-17	3.2290404174605866e-16	1.0086645937856255e-17	6.552259742417356e-16	1.7066529694633816e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.88939998523	2.237831819464058e-15	5.188975382900057e-17	9.453073193701463e-16	2.580967516361979e-17	3.266954062747998e-16	9.871584889994766e-18	6.619956344564263e-16	1.6738775508810804e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.93939998523	2.2712788816791254e-15	5.145547959210454e-17	9.581235677475053e-16	2.5405812441084942e-17	3.3048866659769194e-16	9.660141084114258e-18	6.687656164025145e-16	1.64176725080057e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54413.989399985236	2.3047010353065703e-15	5.102651090284408e-17	9.709760288593696e-16	2.501288766881213e-17	3.3428374349239323e-16	9.4524009094721e-18	6.755354983506285e-16	1.610333012463847e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.03939998524	2.3380866975833296e-15	5.05986595816361e-17	9.838618256400492e-16	2.4629115097723335e-17	3.3808055775249294e-16	9.248456064702069e-18	6.823048585979524e-16	1.5795864173962688e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.08939998524	2.3714242964883192e-15	5.016820690050414e-17	9.967785351098547e-16	2.425269101773303e-17	3.4187902996896697e-16	9.048403713860856e-18	6.890732620518613e-16	1.5495393799916243e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.139399985244	2.404702928314479e-15	4.973171458553997e-17	1.0097241008490354e-15	2.388183854272025e-17	3.4567906685130562e-16	8.852341940252277e-18	6.958402188822463e-16	1.520203185529578e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.18939998525	2.4379126401000754e-15	4.928594671540939e-17	1.0226964776924157e-15	2.3514949347807017e-17	3.494805516809802e-16	8.66036664277136e-18	7.026052252402315e-16	1.491589446434315e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.23939998525	2.471043546740795e-15	4.8828139233435655e-17	1.035693621184338e-15	2.315059982590032e-17	3.5328336549028714e-16	8.472579063197801e-18	7.093677772867247e-16	1.4637104293164e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.28939998525	2.5040857576681942e-15	4.8356027094400625e-17	1.0487134874682578e-15	2.278756192176202e-17	3.5708738930498695e-16	8.289086753006052e-18	7.16127371178441e-16	1.436579049034377e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.339399985256	2.537029376339578e-15	4.7867847804129916e-17	1.0617540399767462e-15	2.242481095023057e-17	3.60892504165546e-16	8.110003692006567e-18	7.228835030399484e-16	1.410208854720237e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.38939998526	2.5698648150051617e-15	4.7362269465717185e-17	1.0748136055501277e-15	2.2061447452112226e-17	3.6469859108465293e-16	7.935450378693431e-18	7.296356690573132e-16	1.3846140059488034e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.43939998526	2.602583645509041e-15	4.683819377365216e-17	1.0878910495638804e-15	2.169666398076342e-17	3.6850553110277406e-16	7.765553845762983e-18	7.363833653376327e-16	1.3598092395569704e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.489399985265	2.6351777020124808e-15	4.629497563727599e-17	1.1009852811723517e-15	2.132987663376376e-17	3.723132052522059e-16	7.600447588059308e-18	7.431260806480682e-16	1.3358095997905354e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.53939998527	2.6676388108113615e-15	4.5732497239372904e-17	1.1140952096894116e-15	2.0960747037962988e-17	3.7612149455094745e-16	7.440271393344683e-18	7.498632750746143e-16	1.3126297367516584e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.58939998527	2.6999587899072028e-15	4.515117944621644e-17	1.12721974452559e-15	2.0589193684241405e-17	3.7993027715589724e-16	7.285169810459111e-18	7.56594401832253e-16	1.2902845034446585e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.63939998527	2.732129467443529e-15	4.455199064211856e-17	1.1403577951254635e-15	2.0215403360003892e-17	3.8373941820480177e-16	7.135287277846902e-18	7.633189141359661e-16	1.2687890889742432e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.68939998528	2.7641433787760336e-15	4.393632535122073e-17	1.1535083316813255e-15	1.9839831695769984e-17	3.8754877910012707e-16	6.990771709711223e-18	7.700362651881561e-16	1.2481589289768542e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.73939998528	2.7959939705563082e-15	4.3305982494200865e-17	1.1666708978632359e-15	1.9463122068283628e-17	3.91358221257411e-16	6.851775448178302e-18	7.767459081926235e-16	1.2284095963346656e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.78939998528	2.8276747401132698e-15	4.2663354635254685e-17	1.1798453525749572e-15	1.908616707610204e-17	3.951676061195607e-16	6.718454417309567e-18	7.834472963552652e-16	1.209556682398145e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.839399985285	2.859179174537182e-15	4.201146306308786e-17	1.193031557852593e-15	1.8710181190450857e-17	3.989767950800553e-16	6.590967067693032e-18	7.901398828700978e-16	1.1916156568275488e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.88939998529	2.890500750334246e-15	4.135398042673868e-17	1.2062293755823558e-15	1.833671677225461e-17	4.027856495650535e-16	6.4694731355750375e-18	7.968231206949294e-16	1.174601703827017e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.93939998529	2.921632968728719e-15	4.069524530394798e-17	1.219438667485487e-15	1.7967678076675368e-17	4.065940310076585e-16	6.35413215648685e-18	8.034964543280877e-16	1.1585291731168618e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54414.989399985294	2.9525701169306307e-15	4.004015574668395e-17	1.2326592951030187e-15	1.7605332522722818e-17	4.1040180082340822e-16	6.245101772891523e-18	8.1015931766716915e-16	1.1434113078279375e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.0393999853	2.9833072554459396e-15	3.939418301714191e-17	1.2458911768059211e-15	1.725230924596965e-17	4.142088204213046e-16	6.1425358133858575e-18	8.168111439989824e-16	1.129260514846251e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.0893999853	3.0138394661063165e-15	3.8763496394294843e-17	1.2591347726083756e-15	1.6911530064686513e-17	4.1801495038600626e-16	6.046581695635971e-18	8.23451366561417e-16	1.1160882030629027e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.1393999853	3.0441618186320906e-15	3.815495705594634e-17	1.2723908418727006e-15	1.6586236412419683e-17	4.2182004509631194e-16	5.957375099440365e-18	8.300794186091351e-16	1.1039045867727033e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.189399985305	3.0742693703672596e-15	3.757608511750584e-17	1.285660146957035e-15	1.628001212011657e-17	4.256239561867495e-16	5.875039542693404e-18	8.366947333967984e-16	1.0927184871949936e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.23939998531	3.104157176546672e-15	3.703499721468171e-17	1.2989434500861286e-15	1.59967472016912e-17	4.29426535265703e-16	5.799685504025646e-18	8.432967441804665e-16	1.0825371357384045e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.28939998531	3.133820873805086e-15	3.654023267856687e-17	1.3122415133810455e-15	1.5740579746310343e-17	4.332276339374716e-16	5.731407969793879e-18	8.498848841966315e-16	1.0733659858931682e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.339399985314	3.163256848746169e-15	3.610050814911719e-17	1.3255549168249062e-15	1.5515773701407534e-17	4.370270841846939e-16	5.670279037971374e-18	8.564585812454948e-16	1.0652083296780801e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.38939998532	3.192455825509453e-15	3.5721779023354464e-17	1.3388766397762992e-15	1.532502374527814e-17	4.4082440965861633e-16	5.616272203622068e-18	8.63017033953266e-16	1.0580565506670284e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.43939998532	3.221400839747275e-15	3.5406151487454585e-17	1.3521897774535651e-15	1.5168807070311413e-17	4.44618889076329e-16	5.569277641020057e-18	8.695591323117516e-16	1.0518889497491119e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.48939998532	3.2500743747641704e-15	3.515559237044746e-17	1.3654771712754157e-15	1.504741894426593e-17	4.484097944024958e-16	5.529163260077101e-18	8.76083744527762e-16	1.0466809540816174e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.539399985326	3.2784588982773804e-15	3.497223591322162e-17	1.3787216973587858e-15	1.496120667661903e-17	4.521963975650159e-16	5.495777166126406e-18	8.825897387549959e-16	1.0424061501741345e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.58939998533	3.306537056194336e-15	3.485837094190302e-17	1.3919062288237944e-15	1.4910596232229557e-17	4.559779705318213e-16	5.468948814626925e-18	8.890759831709126e-16	1.0390364716501453e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.63939998533	3.3342924799391934e-15	3.48163371771737e-17	1.4050136349291536e-15	1.4896104298598083e-17	4.597537846928228e-16	5.448490009768748e-18	8.95541345944585e-16	1.0365424116747272e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.689399985335	3.361709104760095e-15	3.484857681796577e-17	1.4180267802072772e-15	1.4918339094142158e-17	4.635231078546114e-16	5.434194459210889e-18	9.019846952394955e-16	1.0348932451342693e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.73939998534	3.388770847031604e-15	3.4957625275716755e-17	1.430928523599505e-15	1.497798950912372e-17	4.672852065554e-16	5.4258414060236196e-18	9.084048992163312e-16	1.034057258216149e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.78939998534	3.415461603282829e-15	3.5146045138581653e-17	1.4437017471666819e-15	1.5075799587541303e-17	4.710393472872416e-16	5.4231987823013565e-18	9.14800826027393e-16	1.0340019819468447e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.83939998534	3.4417652493755574e-15	3.541634351857581e-17	1.4563297287108212e-15	1.52124942111844e-17	4.747847965617973e-16	5.426025495919264e-18	9.211713438354643e-16	1.0346944225639085e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.889399985346	3.467665642782344e-15	3.577087665237373e-17	1.4687960291169456e-15	1.538875352475238e-17	4.785208208817408e-16	5.434073747099629e-18	9.275153207683868e-16	1.0361012871582213e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.93939998535	3.49314533574237e-15	3.621120200038371e-17	1.481084846699626e-15	1.560498706961921e-17	4.822466867493376e-16	5.447091287104346e-18	9.338316249938356e-16	1.0381891965576898e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54415.98939998535	3.518174452178364e-15	3.673463400261812e-17	1.4931852862385499e-15	1.5859863834080866e-17	4.859616606737977e-16	5.464823642467418e-18	9.40119124631266e-16	1.0409248867461297e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.039399985355	3.5427170265458943e-15	3.733645591478669e-17	1.505088720837072e-15	1.6151233365077245e-17	4.896650091373702e-16	5.487016171492101e-18	9.463766878217979e-16	1.0442753924545515e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.08939998536	3.566737032991875e-15	3.801183151112268e-17	1.51678652527678e-15	1.6476948365120868e-17	4.933559986468139e-16	5.5134159589859515e-18	9.526031826869827e-16	1.0482082123913838e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.13939998536	3.590198417320686e-15	3.875592977090106e-17	1.5282700631170664e-15	1.6834914614778522e-17	4.970338956986755e-16	5.543773525466753e-18	9.587974773518667e-16	1.05269145449411e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.189399985364	3.613065095176158e-15	3.956401102693156e-17	1.539530686255939e-15	1.7223121063089366e-17	5.006979667805145e-16	5.5778443097185994e-18	9.649584399407969e-16	1.057693963024044e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.23939998537	3.635302475852057e-15	4.043132255782254e-17	1.5505601263397837e-15	1.763956597701399e-17	5.043475349385079e-16	5.6153832897847864e-18	9.710850277706028e-16	1.0631843711860298e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.28939998537	3.656899884176879e-15	4.135075885293631e-17	1.5613562537253095e-15	1.8080952285091003e-17	5.079823576314648e-16	5.656101752980089e-18	9.771768834717498e-16	1.0691241827921161e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.33939998537	3.677865637719078e-15	4.2313472004385515e-17	1.5719218131148835e-15	1.8543014738979397e-17	5.116023937153358e-16	5.699696060054859e-18	9.832339673521192e-16	1.0754722410550856e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.389399985375	3.698208544998069e-15	4.3310948777502486e-17	1.5822596715035352e-15	1.9021659319812843e-17	5.152076031024402e-16	5.745872516283575e-18	9.892562414031022e-16	1.0821885962423526e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.43939998538	3.717937381092454e-15	4.433514501844985e-17	1.592372683518717e-15	1.951303191619201e-17	5.187979457259307e-16	5.7943485891879324e-18	9.952436676719974e-16	1.0892346477929582e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.48939998538	3.737060888065639e-15	4.537853186648551e-17	1.6022636915567029e-15	2.0013539185086857e-17	5.223733815140578e-16	5.8448537382371905e-18	1.0011962081264359e-15	1.0965732436098659e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.539399985384	3.755587775390823e-15	4.643411667156925e-17	1.6119355259182121e-15	2.051985642741395e-17	5.259338703824088e-16	5.897129973061385e-18	1.0071138247815692e-15	1.104168748117589e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.58939998539	3.773526720374505e-15	4.749544508964883e-17	1.6213910049439068e-15	2.102892607100385e-17	5.294793722698554e-16	5.9509322188886414e-18	1.0129964796336807e-15	1.1119870987641174e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.63939998539	3.790886368578823e-15	4.8556589851667524e-17	1.6306329351491755e-15	2.1537949732556916e-17	5.330098470789129e-16	6.006028481571658e-18	1.0188441346671733e-15	1.119995832542542e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.68939998539	3.807675334242508e-15	4.9612130648669025e-17	1.6396641113585922e-15	2.204437619579227e-17	5.365252547157733e-16	6.0621998617245216e-18	1.0246567518566663e-15	1.1281641051606848e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.739399985396	3.823902200700588e-15	5.0657128576432216e-17	1.6484873168398082e-15	2.2545887067394478e-17	5.400255551046024e-16	6.119240448455789e-18	1.0304342931823693e-15	1.1364626899420998e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.7893999854	3.839575520803678e-15	5.168709771249984e-17	1.6571053234371497e-15	2.3040381387398175e-17	5.435107081536344e-16	6.176957074764154e-18	1.036176720602129e-15	1.1448639653120046e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.8393999854	3.854703817334702e-15	5.269797568022315e-17	1.6655208917046928e-15	2.352596008305494e-17	5.469806737621168e-16	6.235169035035655e-18	1.041883996087071e-15	1.1533418964209415e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.889399985404	3.8692955834257444e-15	5.368609448497922e-17	1.673736771038839e-15	2.4000910857456353e-17	5.504354118370587e-16	6.293707695678843e-18	1.0475560815922462e-15	1.1618720027435675e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.93939998541	3.883359282973174e-15	5.4648152472870326e-17	1.6817556998105733e-15	2.4463693883251797e-17	5.538748822813838e-16	6.352416086784558e-18	1.0531929390685134e-15	1.1704313223387331e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54416.98939998541	3.896903351051551e-15	5.55811879383365e-17	1.6895804054972848e-15	2.4912928512627514e-17	5.572990449890293e-16	6.411148451062837e-18	1.0587945304548509e-15	1.178998371712829e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54417.03939998541	3.909936243176417e-15	5.648254602001756e-17	1.6972136229642026e-15	2.5347377750460193e-17	5.607078598584257e-16	6.469769769272016e-18	1.0643608176860434e-15	1.1875530995479758e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54417.089399985416	3.922466762142197e-15	5.734979868082812e-17	1.7046582158795974e-15	2.5765914889823766e-17	5.641012867757487e-16	6.528155283338035e-18	1.0698917626891892e-15	1.196076839109889e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54417.13939998542	3.934503857118909e-15	5.818076109253057e-17	1.7119171020466069e-15	2.6167527813916813e-17	5.674792856296247e-16	6.58619001652601e-18	1.0753873273885906e-15	1.2045522596289872e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54417.18939998542	3.946056451105039e-15	5.897350542416416e-17	1.7189931892710444e-15	2.655132256972743e-17	5.708418163168504e-16	6.6437682831652306e-18	1.0808474737078512e-15	1.212963315000167e-17	nan	nan	nan	nan	nan	nan	1.684424487195782e-14	6.943872727549752e-16	nan	nan	nan	nan
54417.239399985425	3.957133440414746e-15	5.972634603612967e-17	1.725889375148844e-15	2.691651610531272e-17	5.741888387076702e-16	6.700793227656417e-18	1.0862721635656829e-15	1.2212951943619174e-17	nan	nan	nan	nan	nan	nan	1.6770604618554825e-14	6.820193311587132e-16	nan	nan	nan	nan
54417.28939998543	3.967743695115752e-15	6.043782627902983e-17	1.7326085472063832e-15	2.7262429842863137e-17	5.775203126878511e-16	6.757176369314388e-18	1.0916613588528438e-15	1.2295342710358997e-17	nan	nan	nan	nan	nan	nan	1.6696663302807933e-14	6.699208375719083e-16	nan	nan	nan	nan
54417.33939998543	3.977896059465755e-15	6.11067069614488e-17	1.7391535830407602e-15	2.7588484085905578e-17	5.8083619813417335e-16	6.812837155027886e-18	1.0970150214768643e-15	1.237668053265625e-17	nan	nan	nan	nan	nan	nan	1.6622424829936118e-14	6.580907238068625e-16	nan	nan	nan	nan
54417.38939998543	3.9875993523479866e-15	6.173195637391953e-17	1.7455273504592776e-15	2.78941931936546e-17	5.841364549107539e-16	6.867702544280424e-18	1.1023331133312976e-15	1.2456851363031969e-17	nan	nan	nan	nan	nan	nan	1.654789310319439e-14	6.465279159391058e-16	nan	nan	nan	nan
54417.43939998544	3.9968623677058824e-15	6.231274175620841e-17	1.7517327076188307e-15	2.8179161457787195e-17	5.874210429058109e-16	6.92170659882726e-18	1.1076155962852379e-15	1.2535751555894669e-17	nan	nan	nan	nan	nan	nan	1.6473072023897393e-14	6.352313396655077e-16	nan	nan	nan	nan
