spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2007-11-11_00-00-00_ESO-NTT_Sofi_None.ascii	54415.5	3.2561166345926357e-15	3.511103210318044e-17	True	1.368289173254473e-15	1.502619067228561e-17	True	4.492129392932752e-16	5.5215288800525784e-18	True	8.774646105338879e-16	1.0456976705149007e-17	True	3.614356508127935e-15	1.8166732523120652e-16	False	6.5861869411347555e-15	6.59186862326258e-16	False	2.6797646980291463e-14	2.696017383325156e-15	False	1.9156979178134295e-14	1.2404182849968452e-15	False	3.023107834588945e-14	3.682059862501942e-15	False	1.974728124889975e-15	1.0272042057574232e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2007-11-12_00-00-00_ESO-NTT_Sofi_None.ascii	54416.5	3.741038134790175e-15	4.5601523165166875e-17	True	1.6043323351409258e-15	2.0120500463984232e-17	True	5.231294560331306e-16	5.8557968462505535e-18	True	1.0024536629902257e-15	1.0981632069397068e-17	True	3.5734856966786846e-15	1.6218462229968094e-16	False	6.940033728736285e-15	5.268018233029491e-16	False	2.4901913961854744e-14	2.0113751703247666e-15	False	1.7828628144425177e-14	8.904210414182622e-16	True	2.7964199191093353e-14	2.534409034549665e-15	False	1.9631454813090973e-15	9.502577382173744e-17	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2007-11-17_00-00-00_Other_Other_None.ascii	54421.5	4.034114027128541e-15	5.686541533290832e-17	True	1.9699095376740805e-15	2.5785928062016904e-17	True	7.989014049597734e-16	8.075434712295808e-18	True	1.4175736287288848e-15	1.4203405521383445e-17	True	3.3379763090853427e-15	1.0671283982071158e-16	True	6.709196654893942e-15	2.768197048426288e-16	True	1.2516544127665217e-14	5.732040114430403e-16	True	9.948951279085435e-15	3.8400083652796724e-16	True	9.986649678330782e-15	6.440242929545711e-16	True	1.896890155026597e-15	6.882009512369103e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2007-12-04_00-00-00_ESO-NTT_Sofi_None.ascii	54438.5	2.482430051595097e-15	5.3896773155491076e-17	True	1.5863539254340448e-15	2.93796366568591e-17	True	8.072664626195414e-16	9.950934084492063e-18	True	1.2689343261624748e-15	1.604576074668813e-17	True	2.1377244307115505e-15	9.499686531460489e-17	True	1.7140933003611985e-15	3.9901786746447194e-17	True	4.17038505848483e-16	4.789177598040264e-16	True	6.578417979657611e-16	2.8237769989744896e-16	True	4.6923164639946e-16	9.423456430014895e-16	True	1.5292331786476315e-15	6.395976378319402e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2007-12-28_00-00-00_ESO-NTT_Sofi_None.ascii	54462.5	8.042543432099518e-16	1.3511631649796174e-17	True	9.185300832612409e-16	1.2583721428341065e-17	True	5.521242870381424e-16	6.420886303113431e-18	True	8.808449230020756e-16	1.0013405285319945e-17	True	7.073014652228572e-16	8.895336426917898e-17	True	2.0219442433315037e-16	2.5989873237662904e-17	True	4.493198980286289e-16	1.603638821693455e-14	False	1.4607058743596717e-16	1.0423188545608416e-14	False	4.243892394032641e-18	1.9388339900052187e-14	False	9.473021657254156e-16	7.026845038785646e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2008-01-11_00-00-00_VLT-UT2_X-Shooter_None.ascii	54476.5	5.196895680266612e-16	9.339958124432724e-18	True	7.105182770000554e-16	4.273098235184494e-18	True	4.933520403132047e-16	6.219052394848044e-18	True	7.509368763203334e-16	8.777871149871478e-18	True	4.0970762986169877e-16	1.2564177068507832e-16	False	5.822274791306568e-17	2.073629513649134e-17	True	3.3693581749277465e-16	2.192523511558199e-14	False	4.2472827321885856e-17	1.5324668816403198e-14	False	-9.222305002077226e-18	2.189019083411618e-14	False	7.306113851789522e-16	1.0187650059074728e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2008-01-12_00-00-00_Other_Other_None.ascii	54477.5	4.995771867424398e-16	1.0166248885070989e-17	True	6.992042552811923e-16	4.770644194951216e-18	True	4.887612105465282e-16	5.514833882999562e-18	True	7.432835314702525e-16	8.067798763961531e-18	True	3.939024109997844e-16	1.4521276994159073e-16	False	5.3263810976178725e-17	2.056140286823319e-17	True	3.2876578485196457e-16	2.2215402939691252e-14	False	3.776448377147603e-17	1.5598148736962276e-14	False	-9.17447183461606e-18	2.196042399912647e-14	False	7.17168520008574e-16	1.0930528594117949e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2008-01-28_00-00-00_ESO-NTT_Sofi_None.ascii	54493.5	3.059879027465607e-16	1.4533947984146624e-17	True	5.320839249847068e-16	8.030111471608269e-18	True	4.1037987339027233e-16	3.0669795769507986e-18	True	6.071740971678175e-16	4.583378737483886e-18	True	1.8618345219439595e-16	5.834392361126501e-16	False	1.2819302449418848e-17	1.9397875157775015e-17	True	2.11769050355498e-16	2.5262950937813233e-14	False	-8.159271261669154e-18	1.8844725492686615e-14	False	-5.3104950289118235e-18	2.2425817351190078e-14	False	5.287122146620556e-16	2.776181093135396e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2008-02-01_00-00-00_VLT-UT1_FORS1_None.ascii	54497.5	2.70101890438979e-16	1.1961531328295341e-17	True	4.973079069478704e-16	8.127197773112518e-18	True	3.8950969454233687e-16	2.9345722460635342e-18	True	5.760908212966417e-16	4.415229300891978e-18	True	1.4580011994644862e-16	7.033218068297457e-16	False	8.978884312100263e-18	1.9332519415202426e-17	True	1.8766548125061884e-16	2.5684032611388675e-14	False	-1.3567932513976588e-17	1.9384141909241945e-14	False	-4.3198408346162664e-18	2.2453687623839904e-14	False	4.886717204790911e-16	3.2550298152761605e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007pk/SN2007pk_2008-02-01_00-00-00_VLT-UT1_FORS1_None_0.ascii	54497.51	2.7001741406691784e-16	1.2006520935131882e-17	True	4.972230528464986e-16	8.138854705429857e-18	True	3.894591578066328e-16	2.934369654925697e-18	True	5.760161953887802e-16	4.4149166594432465e-18	True	1.4570419670200324e-16	7.036214789372771e-16	False	8.970894693025174e-18	1.9595915715504023e-17	True	1.8760797967707713e-16	2.5684965609228577e-14	False	-1.3579371906184962e-17	1.938538126189603e-14	False	-4.317526474465412e-18	2.2453740431603418e-14	False	4.885748281605974e-16	3.2562348574722963e-16	False
