spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160210_redblu_162140.327.ascii	57428.1	1.0122880826369729e-14	4.770655114845539e-16	True	3.4683253113161834e-15	6.816467482150544e-17	True	5.924758199434202e-15	8.355128621678982e-17	True	8.204550601530136e-15	1.030926375743086e-15	True	7.911074501880294e-15	1.575231413275641e-16	True	9.93051456314672e-15	3.080078538007394e-16	True	4.174401854893778e-15	9.966492249217131e-17	True	6.774891211840465e-15	2.1783537417631293e-16	True	9.929099081914357e-15	2.745397842365763e-16	True	6.6997245979360645e-15	2.1992521425278953e-16	True	9.3891289838791e-16	1.0745141703230423e-15	True	2.3949526774392766e-15	4.2807917440505737e-16	True	1.3277218589990717e-15	9.279492068581873e-16	True	7.91225646388904e-15	2.567327501382533e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160213_LJT_YFOSC.dat	57431.0	8.699359274208089e-15	2.490894086945172e-16	True	3.3284764295657445e-15	5.225514698085781e-17	True	5.660367633375026e-15	6.781190861957318e-17	True	6.925465928970208e-15	2.8417645160362274e-16	True	7.396484994748924e-15	1.0100569416490992e-16	True	8.964088501760788e-15	2.1950841054636004e-16	True	3.9789891719079395e-15	8.90782777474812e-17	True	6.506757198191265e-15	1.741243042255955e-16	True	8.738880897079057e-15	1.084491294483481e-15	True	4.033561474480805e-15	2.9287373789017767e-15	True	5.558101981631269e-16	1.39742077122734e-14	True	1.5927050436370338e-15	6.166970360741245e-15	True	7.692462524527286e-16	1.2327623839063284e-14	True	7.59600866544283e-15	5.856999007685437e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160216_LJT_YFOSC.dat	57434.0	7.281754402333378e-15	9.582933452144661e-17	True	3.146761994968721e-15	2.9332973466727316e-17	True	5.384468097019246e-15	4.9752014783549105e-17	True	4.8288340817104635e-15	1.6388359146017111e-16	True	6.7712654989137986e-15	6.000891877519539e-17	True	7.930618868958001e-15	2.4060709919713593e-16	True	3.817740291318656e-15	8.068401695919536e-17	True	6.229990694552737e-15	1.591522224026986e-16	True	7.281608507650184e-15	8.220347800577928e-16	True	2.811754106441719e-15	2.2136423333809275e-15	True	3.1390769272506974e-16	1.147093003242142e-14	True	1.0221363927572136e-15	4.805057384135251e-15	True	4.63768451164089e-16	9.67963455539985e-15	True	7.145038443739723e-15	5.357582695155126e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160216_redblu_163759.199.ascii	57434.1	7.245611789312254e-15	9.285288177715304e-17	True	3.140764817330334e-15	2.900301651669303e-17	True	5.375842203495894e-15	4.9427468069385346e-17	True	4.766818739439013e-15	1.6669658610018738e-16	True	6.7493848683502504e-15	5.989769580532105e-17	True	7.893066019342336e-15	2.408727663796229e-16	True	3.813233669245977e-15	8.03624933148996e-17	True	6.219735220049034e-15	1.5894233811415802e-16	True	7.238516790623094e-15	7.89227452245677e-16	True	2.7881420505388953e-15	2.111580973731338e-15	True	3.0829561822251356e-16	1.1025797567025195e-14	True	1.00860362582953e-15	4.589504352411147e-15	True	4.575297200774704e-16	9.264223051890918e-15	True	7.128048046542001e-15	5.259384233152751e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160218_LJT_YFOSC.dat	57436.0	6.503109438267466e-15	1.0799901141659392e-16	True	3.0475474408384172e-15	2.852327443825685e-17	True	5.225468148241504e-15	4.7070818923618924e-17	True	3.807306639475927e-15	1.7241543323921841e-16	True	6.3643385760228606e-15	6.641328470831406e-17	True	7.17317747761252e-15	2.3356936697945424e-16	True	3.734912922172348e-15	7.303316473906454e-17	True	6.0047704679059836e-15	1.5462907925194892e-16	True	6.582183616768792e-15	3.219431884091705e-16	True	2.475486407451132e-15	4.820183343608402e-16	True	2.1439269744564448e-16	1.55003847646337e-15	True	8.228854180105564e-16	1.0230987191003917e-15	True	3.630387593497881e-16	2.150860035534405e-15	True	6.78130783287344e-15	3.533405378440906e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160222_redblu_111828.544.ascii	57440.1	6.036893555471364e-15	1.2047770993457504e-16	True	2.9716442290875285e-15	3.9154202726398704e-17	True	4.995034919574572e-15	5.517664795414628e-17	True	2.9747510822571455e-15	5.195262826197211e-16	True	6.0056401771314614e-15	8.148836299358778e-17	True	6.360227837115439e-15	2.2968026696161014e-16	True	3.5528965510209095e-15	6.643725531948199e-17	True	5.412394269666381e-15	1.5165525672118169e-16	True	5.89326640199629e-15	2.571658494307657e-16	True	1.956952522338782e-15	3.18263304611241e-16	True	1.2264722343403832e-16	1.659470657563507e-15	True	6.956888005684837e-16	6.750582530489809e-16	True	2.920384284685738e-16	1.4675111594015566e-15	True	5.895510885999596e-15	2.590375574667418e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160228_redblu_125812.273.ascii	57446.1	4.9271198015091496e-15	1.3228845232648118e-16	True	2.8887659648059755e-15	5.897547314013531e-17	True	4.768497641876157e-15	7.716079157770731e-17	True	2.5026184321741534e-15	1.0853078088437226e-16	True	5.625121770397853e-15	1.0822003024455535e-16	True	5.9906014545483666e-15	1.8069592692507987e-16	True	3.345170995162231e-15	7.202333775383965e-17	True	4.900664443875482e-15	1.4463857759199585e-16	True	4.9216479517334345e-15	1.0159543173774014e-15	True	1.2597930513742785e-15	2.8692845229989994e-15	True	1.1668840750515557e-16	2.1511616623272956e-14	False	4.83290564151906e-16	6.241618600974255e-15	True	2.549068100474041e-16	1.2428028061777063e-14	True	5.078346651360981e-15	5.399223681496923e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160306_redblu_151709.009.ascii	57453.1	4.452436979531196e-15	1.7735734790980005e-16	True	2.8920049465351702e-15	4.674172674967142e-17	True	4.724709751122317e-15	6.846582441981431e-17	True	1.9245400666974353e-15	2.5972555611771265e-16	True	5.420039164311582e-15	9.932934413405645e-17	True	5.001237222285299e-15	2.5686771845820838e-16	True	3.3226848062581836e-15	7.556293192540156e-17	True	5.08832051848129e-15	1.790088993546989e-16	True	4.2275635118754456e-15	4.679148769052845e-16	True	1.169636461431243e-15	1.0844915594475502e-15	True	2.04341632098037e-17	2.612538168298272e-14	False	4.19923312058611e-16	2.2536410284218982e-15	True	1.81524674188166e-16	4.462631789548882e-15	True	5.0673733281940074e-15	3.659252254966524e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160311_LJT_YFOSC.dat	57458.0	4.287127409912809e-15	1.1023713177251507e-16	True	2.8516569870504763e-15	3.6631312124044067e-17	True	4.5731212596064825e-15	7.225810297491656e-17	True	1.6941032674769805e-15	1.2609647678627374e-16	True	5.20327401688609e-15	6.291187226379736e-17	True	4.303623192595199e-15	1.8161288915666044e-16	True	3.367300042235141e-15	7.340438900268616e-17	True	4.7925167072203656e-15	1.2783874260593327e-16	True	3.504763380174603e-15	3.748481244288468e-15	False	7.969863514732334e-16	8.198038414241871e-15	False	4.9369154695962126e-18	2.62483540295844e-14	False	2.2305304614683823e-16	1.3352832477863504e-14	False	6.666722262290751e-17	2.0899023358924938e-14	False	4.720319159628665e-15	1.859185150565897e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160312_redblu_163758.629.ascii	57459.1	4.15033265406006e-15	7.991191236294284e-17	True	2.821900330229129e-15	3.474410217690074e-17	True	4.51478630782115e-15	7.195292940298832e-17	True	1.6342179496297802e-15	1.1823323310146282e-16	True	5.117926800911716e-15	5.508507708560491e-17	True	4.276115817843086e-15	2.0278868714681573e-16	True	3.368283324067532e-15	7.586694106103452e-17	True	4.701973682726775e-15	1.3767639338127508e-16	True	3.3342591270811985e-15	4.443731684464215e-15	False	7.165239989865314e-16	9.286679835691173e-15	False	3.548233997165877e-18	2.625202803336364e-14	False	1.859034957411338e-16	1.4460618595266116e-14	False	5.0426978591580166e-17	2.1867747607005225e-14	False	4.6013518880891156e-15	2.208454137190447e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160318_redblu_121638.088.ascii	57465.1	3.373961624461943e-15	8.936813403386097e-17	True	2.638726669536673e-15	5.4094036180188634e-17	True	4.1751807231763934e-15	7.413457669847521e-17	True	1.3873184388111934e-15	1.1064071696514331e-16	True	4.7813381477930354e-15	7.726004843614839e-17	True	4.207123041788002e-15	1.0945640734259372e-16	True	3.2330420467742123e-15	5.757250394459867e-17	True	4.689342680043487e-15	1.1807509518677456e-16	True	2.4521619070406475e-15	7.473453372841132e-15	False	3.7168542132863983e-16	1.2633737030231859e-14	False	5.579750631193498e-19	2.625585616337397e-14	False	6.080807300305304e-17	1.6713577416150534e-14	False	9.45660281996387e-18	2.3157768707658454e-14	False	3.838783047903093e-15	3.86036398620491e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160321_redblu_175151.999.ascii	57468.1	3.3233714624003944e-15	5.820557700413166e-17	True	2.550695716730091e-15	4.562267875723242e-17	True	4.025267332879697e-15	6.362060726279698e-17	True	1.1654284710248877e-15	1.0196924332537433e-16	True	4.5449242745512996e-15	9.11731766926443e-17	True	4.257444613388687e-15	1.6229983053723735e-16	True	3.065489033274204e-15	6.626270794370954e-17	True	4.616559458689526e-15	1.1251076081871652e-16	True	2.06676297332693e-15	8.51618721223275e-15	False	2.5886389441662663e-16	1.329408262262073e-14	False	2.162684991458788e-19	2.6255938673613176e-14	False	3.3076019706789105e-17	1.6913678317727144e-14	False	3.861567844019281e-18	2.3200276453004784e-14	False	3.4361204495346666e-15	4.498850701743619e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160327_LJT_YFOSC.dat	57474.0	2.5725358960022625e-15	4.2124434854993055e-16	True	2.402863909868323e-15	6.559484350854722e-17	True	3.793584693920306e-15	8.382300269422183e-17	True	8.475612678556944e-16	5.240319353099126e-17	True	4.169894978047251e-15	1.332378068557214e-16	True	3.9284079531193854e-15	3.456834583216297e-16	True	2.762896204525123e-15	9.52196102730633e-17	True	4.2899228223777226e-15	1.983168084883611e-16	True	1.4411795708384276e-15	9.86265119953593e-15	False	1.2189768716498368e-16	1.3802323247780887e-14	False	3.2524694882719146e-20	2.62559529348639e-14	False	9.434341546532079e-18	1.6993965825629158e-14	False	6.222633417722079e-19	2.320884786183448e-14	False	2.688103811180666e-15	5.422541207050331e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160404_LJT_YFOSC.dat	57482.0	2.3588074177688077e-15	5.2288714974923707e-17	True	2.263066194896306e-15	3.3229985949003646e-17	True	3.5479685957708033e-15	5.741952678475957e-17	True	5.508538255085412e-16	5.753319653018395e-17	True	3.882233450476197e-15	4.9274124203596667e-17	True	3.407647211912963e-15	1.5746306693926516e-16	True	2.5726712594246473e-15	5.693601926979466e-17	True	3.8447186266170096e-15	1.227546535471965e-16	True	8.511811622136557e-16	1.0737232521566834e-14	False	4.136240521531927e-17	1.3939971972886417e-14	False	2.380258817066495e-21	2.6255953263275076e-14	False	1.5944811197540097e-18	1.7001207901940112e-14	False	4.8120864009829557e-20	2.320908396259881e-14	False	1.8474373293079244e-15	6.148374191455602e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160407_redblu_121033.758.ascii	57485.1	2.2515219454945546e-15	1.143932322667263e-16	True	2.1869980274136953e-15	3.650266136822165e-17	True	3.4584352151510202e-15	6.528185361975912e-17	True	4.89338748119875e-16	6.250893375565855e-17	True	3.669236784141451e-15	7.192748066903979e-17	True	3.3810824175435783e-15	1.0729031830775094e-16	True	2.5204103338800556e-15	5.795309152453508e-17	True	3.864501485351595e-15	9.465483210664105e-17	True	6.879737065551181e-16	1.0908429024858664e-14	False	2.685751321121569e-17	1.3950950082689215e-14	False	8.551611990805164e-22	2.625595326481601e-14	False	7.878910754222568e-19	1.7001374650352426e-14	False	1.7540934073944522e-20	2.3209085230339853e-14	False	1.5821329493086407e-15	6.318727391362812e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160413_redblu_162749.333.ascii	57491.1	1.831966104225646e-15	9.35350383142777e-17	True	2.005822343242307e-15	3.514810842554232e-17	True	3.1531116425352062e-15	6.03239039284148e-17	True	3.6377856008538007e-16	6.551659135638735e-17	True	3.3104660550258824e-15	6.970914500793749e-17	True	2.7167123343066992e-15	1.9365764754701486e-16	True	2.2808990494938675e-15	6.43959177430422e-17	True	3.399349240010999e-15	1.2614635084975937e-16	True	4.506967644013936e-16	1.1099181025473961e-14	False	1.1466158249633929e-17	1.3957666523752716e-14	False	1.1643059710224462e-22	2.62559532650402e-14	False	1.9767076027995835e-19	1.7001425768044967e-14	False	2.4393234408649743e-21	2.3209085422571964e-14	False	1.1581571749605205e-15	6.5364035625225835e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160417_LJT_YFOSC.dat	57495.0	1.437475003578174e-15	4.9553569583319476e-17	True	1.8128052554041418e-15	2.796138372552131e-17	True	2.709851326109003e-15	4.8169332382401964e-17	True	2.604765265638411e-16	6.948768138170862e-17	True	2.791704535127181e-15	7.021002041926481e-17	True	2.307147052829833e-15	1.6879935301168654e-16	True	2.031016533975964e-15	5.985185269512844e-17	True	3.0130780211245015e-15	1.0424934922989838e-16	True	3.401273267028746e-16	1.1163411841522389e-14	False	6.535338328848371e-18	1.395870670130479e-14	False	3.161686202681796e-23	2.6255953265044125e-14	False	7.962422436865534e-20	1.7001428688879026e-14	False	6.691643926976706e-22	2.3209085426119623e-14	False	9.389343650231796e-16	6.623121180847993e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_2457496.1853_bfosc_cor.txt	57495.69	1.3229764205665113e-15	1.0234597290060652e-16	True	1.7697593447257181e-15	3.006337844863793e-17	True	2.610547558562043e-15	4.7798587224685396e-17	True	2.817301022078082e-16	5.141671692264927e-17	True	2.675115090574731e-15	7.917277276375831e-17	True	2.2348009400445957e-15	2.2501121901802023e-16	True	1.9753472809416176e-15	6.346742507282488e-17	True	2.925046878392184e-15	1.2473280457879136e-16	True	3.234511860425581e-16	1.1171682664471304e-14	False	5.912874081147274e-18	1.3958798574357811e-14	False	2.5091179791082367e-23	2.625595326504424e-14	False	6.774250268281494e-20	1.700142884610395e-14	False	5.318802246682193e-22	2.3209085426226464e-14	False	9.042559680277633e-16	6.635234434940097e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160426_LJT_YFOSC.dat.txt	57504.0	5.452097538579406e-16	9.86648700157803e-17	True	9.132120499718555e-16	2.9532332770548385e-17	True	1.2822081284248322e-15	3.2924477679235597e-17	True	1.8003204824372356e-16	4.583835097441519e-17	True	1.0541444263361107e-15	3.1493680202759536e-17	True	9.06722236597095e-16	8.710820517540251e-17	True	8.986651930444274e-16	3.1909233785266544e-17	True	1.326100219712118e-15	5.633509249289687e-17	True	1.7484689363921638e-16	1.1228347445579332e-14	False	1.7489463021224063e-18	1.395918117161162e-14	False	1.5333713917558515e-24	2.6255953265044434e-14	False	9.534473183010233e-21	1.7001429251805397e-14	False	3.297852334331309e-23	2.320908542640956e-14	False	5.687944108754074e-16	6.729705405905867e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/SN2016X_20160429_redblu_061119.376.ascii	57507.1	3.502749398032739e-16	2.3876997709098226e-16	True	6.726678199895693e-16	3.8096429670695267e-17	True	9.78663965007638e-16	4.436363774107467e-17	True	1.6154391031240454e-16	6.569388519818109e-17	True	8.629398952552361e-16	6.01748910322465e-17	True	6.061257986523006e-16	1.6813178884759798e-16	True	6.627929876870112e-16	4.2049661158803223e-17	True	9.39523747308654e-16	8.756742461868178e-17	True	1.3843372958102632e-16	1.1237400641875781e-14	False	1.1045131082530526e-18	1.395920373317472e-14	False	5.380906099931406e-25	2.6255953265044434e-14	False	4.561021403718192e-21	1.7001429258206097e-14	False	1.1616302707421405e-23	2.3209085426410183e-14	False	4.764060855620753e-16	6.74843929282426e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2016X/2016X_160502_LJT_YFOSC.dat	57510.0	3.067218515909292e-16	2.680005671308923e-17	True	5.959712137303696e-16	2.462298972846625e-17	True	8.754402805674281e-16	3.4835870850560854e-17	True	1.4151609785689514e-16	4.538942552228449e-17	True	7.961994781303588e-16	2.4881246371007877e-17	True	5.414446330775432e-16	2.1171974881128066e-17	True	6.411067695603396e-16	2.1823395467336628e-17	True	8.766263759728336e-16	2.3847313495343006e-17	True	1.1107573685057788e-16	1.1242899283295635e-14	False	7.169648462905857e-19	1.3959212464959795e-14	False	2.0163870871667927e-25	2.6255953265044434e-14	False	2.2825770137889836e-21	1.7001429259635513e-14	False	4.365499189403523e-24	2.320908542641026e-14	False	4.028755390110904e-16	6.76107189087854e-15	False
