time,logL_BVRI,logL_BVRI_err
55989.55,-1.2112096928171787,0.0
55989.75,0.052593203755033936,0.0
55990.05,0.44865932611413156,0.0
55991.55,1.1858126771224797,0.0
55993.54,1.6203656852070063,0.0
55995.54,1.8787656615740287,0.0
55997.53,2.059345171558335,0.0
55999.53,2.1877086456229495,0.0
56001.52,2.267603881529152,2.807611825773944e-05
56003.0,2.2912480353957743,2.2661466020865376e-05
56005.0,2.3113281025065073,4.86605690671024e-05
56007.0,2.312342618394201,5.3542857669471885e-05
56009.0,2.3013179201025444,6.297165192820426e-05
56011.0,2.2765632317287245,6.453840248941782e-05
56013.0,2.2411493952832435,2.2429973124878386e-05
56014.96,2.199576188495078,8.053437791626488e-05
56016.92,2.1543591763620844,8.516779161488978e-05
56018.88,2.1041752572518826,7.90258713414067e-05
56020.85,2.0543107790282122,8.544452697864967e-05
56022.81,2.0070001001161013,0.00011276889074671576
56024.77,1.9722832069567446,0.0001203848105377487
56026.73,1.9411005260997996,0.00010707791789558295
56028.69,1.906738958484914,9.832769046587215e-05
56030.65,1.8762817441226651,9.46454706875411e-05
56032.62,1.8480430215055046,9.38550520923377e-05
56034.58,1.8288296962115418,8.351036484723442e-05
56036.54,1.8176989418373881,0.00010430579591022188
56038.5,1.7881662916175562,0.00012152917778993018
56040.46,1.7749523105944351,9.284148706405069e-05
56042.42,1.7584720107058633,6.711969881051138e-05
56044.38,1.7433051734726863,6.950042953782227e-05
56046.35,1.7279778017934682,0.00011820897646352323
56048.31,1.7070966509995023,0.0001415705971031967
56050.27,1.690653290338126,0.00012377601512291993
56052.23,1.6768031218580322,6.557128755753128e-05
56054.19,1.6641826014328804,4.7768137913326254e-05
56056.15,1.6532563975865187,6.060498725767588e-05
56058.12,1.6488056650352962,5.435588246912074e-05
56060.08,1.630418411955976,4.1195458179328056e-05
56062.04,1.6225385760953024,5.786152161347338e-05
56064.0,1.607569586056903,7.551489140270203e-06
56066.02,1.5992952888726717,5.759465005410274e-05
56068.05,1.5898560855166894,6.14476181533325e-05
56070.07,1.5780692351448025,6.76930484407909e-05
56072.1,1.5635439890978966,6.535118548598884e-05
56074.12,1.550815753496267,4.464908815665138e-05
56076.14,1.5408860506099737,5.900805623650731e-05
56078.17,1.5366692951242922,8.953821243090298e-05
56080.19,1.524211645224839,8.79460431769819e-05
56082.22,1.5147785789510144,5.2755059209839565e-05
56084.24,1.5027609576431666,5.337532189555792e-05
56086.26,1.4905791997114095,5.558204545809135e-05
56088.29,1.4765546448952043,6.306629592130193e-05
56090.31,1.4642030631285659,5.835200519945417e-05
56092.34,1.4507224801483656,5.9979971582494237e-05
56094.36,1.4417316521868224,8.472321575664993e-06
56096.35,1.425257849158041,6.26029208458988e-05
56098.35,1.4127164523393019,6.363586529044792e-05
56100.34,1.39823088412062,6.980811160273857e-05
56102.33,1.3882783324027783,6.37669542060884e-05
56104.32,1.3760879796952767,6.369452146862154e-05
56106.32,1.3632741562429123,6.359399061714071e-05
56108.31,1.350136894694684,6.426135545980094e-05
56110.3,1.3385804913921207,6.330397333249202e-05
56112.29,1.3233608226393798,6.381531915182928e-05
56114.29,1.3096330780595642,5.97270148576258e-05
56116.28,1.294183279529285,5.914037703491831e-05
56118.27,1.2826059742193578,6.759555325063036e-05
56120.26,1.2686947388014733,6.441667442762607e-05
56122.26,1.254712623786249,6.48840405590163e-05
56124.25,1.2408129447560061,6.549521419491834e-05
56126.24,1.2269556294387165,6.621675876499534e-05
56128.24,1.2131240610071174,6.703672603809366e-05
56130.23,1.1990899831103565,6.804547741473022e-05
56132.22,1.1851617175581841,6.975860802640103e-05
56134.21,1.1724571963529682,7.267062055608316e-05
56136.21,1.1560742356345202,6.875766197394835e-05
56138.2,1.1404976052272082,8.822443117107716e-05
56140.19,1.1311910936488936,7.476421113567503e-05
56142.18,1.1174735217164837,8.115876009045906e-05
56144.18,1.104609782688016,7.914167513752132e-05
56146.17,1.091278837413235,7.792818515363457e-05
56148.16,1.0788959586294011,8.564241604562127e-05
56150.16,1.0657358802003412,8.365274508444751e-05
56152.15,1.0513217061596962,8.225042119282478e-05
56154.14,1.038392760197178,8.473106991744069e-05
56156.13,1.023523286233086,9.168812688217827e-05
56158.13,1.011842437458019,8.681394051201454e-05
56160.12,0.9990989161844412,8.814109515369392e-05
56162.11,0.9860818104217021,8.970151973195551e-05
56164.1,0.9730791203374116,9.124431864323751e-05
56166.1,0.9601112787531467,9.278523728725094e-05
56168.09,0.9471785954109159,9.432315919042565e-05
56170.08,0.9342786305236276,9.585793095108636e-05
56172.07,0.9217534530462429,9.717385154281682e-05
56174.07,0.9089187967103985,9.869010537549252e-05
56176.06,0.896115722103839,0.00010020184268616355
56178.05,0.8833440173706474,0.00010171107775584045
56180.05,0.8706045428916789,0.00010321850137224812
56182.04,0.8578982620208822,0.0001047265435796308
56184.03,0.8452257529798038,0.0001062369858519714
56186.02,0.8329157560444851,0.00010761697520543405
56188.02,0.82031537292549,0.00010913574515582077
