MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_z	sdss_z_err	swift_B	swift_B_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
53624.95180000446	2.511263851836093e-15	6.224927453001816e-16	3.7189224875606895e-15	1.0972266595225538e-16	5.58573997681741e-15	1.2546128712768784e-16	4.1122598773367215e-16	3.628251178899979e-16	5.004061116554098e-15	2.847580781486772e-16	3.2115241520860975e-15	4.9895823536200466e-17	1.985250659604348e-15	1.1576688494853276e-15	nan	nan	nan	nan	nan	nan
53625.001800004466	2.5099565897344356e-15	6.174785603758791e-16	3.719795243031847e-15	1.0906271161937985e-16	5.587259755544214e-15	1.249510342572796e-16	4.111691185536972e-16	3.6026590442118414e-16	5.002415591525199e-15	2.82546513705594e-16	3.2116177418696626e-15	4.9924795544903524e-17	1.985125270935539e-15	1.1405148160088077e-15	nan	nan	nan	nan	nan	nan
53625.05180000447	2.5087001560816094e-15	6.122697272833583e-16	3.720662520187257e-15	1.0838344127517526e-16	5.588779651541404e-15	1.2442813795791918e-16	4.1111299362438923e-16	3.575999772410284e-16	5.000770373278211e-15	2.802561408128301e-16	3.2117032403531438e-15	4.995409986204361e-17	1.984989748441144e-15	1.123315202870575e-15	nan	nan	nan	nan	nan	nan
53625.10180000447	2.5074961951372473e-15	6.068662508334963e-16	3.72152417506415e-15	1.0768516484960505e-16	5.590299449951108e-15	1.2389304051536825e-16	4.110575975582221e-16	3.5482727982771143e-16	4.999125541567008e-15	2.778871704050174e-16	3.2117805903958565e-15	4.998383516560864e-17	1.984843978256166e-15	1.1060703355278507e-15	nan	nan	nan	nan	nan	nan
53625.151800004474	2.5063463705167805e-15	6.012681637242862e-16	3.7223800634254056e-15	1.0696821372026633e-16	5.591818938561892e-15	1.2334620742998447e-16	4.1100291496529593e-16	3.5194778817895077e-16	4.997481176553937e-15	2.7543984191490514e-16	3.21184973484233e-15	5.0014102253678976e-17	1.984687845933935e-15	1.08878056405432e-15	nan	nan	nan	nan	nan	nan
53625.20180000448	2.505252365318955e-15	5.954755275389941e-16	3.7232300407572816e-15	1.0623294194261618e-16	5.593337903177491e-15	1.2278812803942076e-16	4.109489304557109e-16	3.489615129653085e-16	4.9958373588122745e-15	2.7291442504502406e-16	3.211910616522296e-15	5.004500402680514e-17	1.984521236443228e-15	1.0714462651883005e-15	nan	nan	nan	nan	nan	nan
53625.25180000448	2.504215882244732e-15	5.8948843386868e-16	3.7240739622675695e-15	1.054797275708501e-16	5.594856132578889e-15	1.2221931669550123e-16	4.1089562864787513e-16	3.45868501899813e-16	4.994194169329353e-15	2.7031122173183987e-16	3.2119631782506308e-15	5.007664546782189e-17	1.984344034165369e-15	1.0540678445955774e-15	nan	nan	nan	nan	nan	nan
53625.30180000448	2.5032386437369653e-15	5.833070055747387e-16	3.724911682883001e-15	1.047089740758074e-16	5.596373412239017e-15	1.2164031356068848e-16	4.10842994149515e-16	3.426688424085772e-16	4.992551689508896e-15	2.676305683258882e-16	3.2120073628272408e-15	5.0109133618518086e-17	1.98415612289131e-15	1.0366457393736677e-15	nan	nan	nan	nan	nan	nan
53625.351800004486	2.5023223921082994e-15	5.769313982092671e-16	3.725743057247654e-15	1.039211118667833e-16	5.597889528954025e-15	1.2105168577554427e-16	4.107910115754781e-16	3.3936266457878325e-16	4.9909100011742176e-15	2.6487283801394163e-16	3.2120431130369593e-15	5.014257755328565e-17	1.983957385818698e-15	1.0191804208280602e-15	nan	nan	nan	nan	nan	nan
53625.40180000449	2.5014688896717516e-15	5.703618016144304e-16	3.72656793972035e-15	1.0311659992436834e-16	5.599404269685468e-15	1.204540284663114e-16	4.107396655394252e-16	3.359501444612362e-16	4.989269186570852e-15	2.6203844351379443e-16	3.212070371649419e-15	5.017708834975602e-17	1.9837477055489454e-15	1.0016723975554494e-15	nan	nan	nan	nan	nan	nan
53625.45180000449	2.500679918871961e-15	5.63598441724698e-16	3.727386184372819e-15	1.0229592755203065e-16	5.600917421725706e-15	1.198479657873902e-16	4.1068894065739065e-16	3.3243150775348e-16	4.987629328369803e-15	2.5912784007615345e-16	3.212089081419019e-15	5.0212779055919685e-17	1.9835269640842917e-15	9.841222188743301e-16	nan	nan	nan	nan	nan	nan
53625.501800004495	2.4999572824231423e-15	5.566415826005666e-16	3.7281976449873086e-15	1.0145961625404633e-16	5.602428771870889e-15	1.192341520466815e-16	4.1063882154066144e-16	3.288070339293985e-16	4.985990509669501e-15	2.561415288331845e-16	3.2120991850849004e-15	5.024976465387127e-17	1.983295042824779e-15	9.665304786491519e-16	nan	nan	nan	nan	nan	nan
53625.5518000045	2.4993028034481853e-15	5.494915287265933e-16	3.7290021750547486e-15	1.0060822174824901e-16	5.603938105097742e-15	1.1861327284720842e-16	4.1058929280764566e-16	3.250770608498594e-16	4.984352813999628e-15	2.530800605392511e-16	3.2121006253707068e-15	5.028816202009454e-17	1.983051822565342e-15	9.488978195617056e-16	nan	nan	nan	nan	nan	nan
53625.6018000045	2.498718325611917e-15	5.421486276125436e-16	3.7297996277723215e-15	9.974233612170969e-17	5.6054452110142594e-15	1.179860463501962e-16	4.1054033907556457e-16	3.212419899525266e-16	4.982716325323571e-15	2.4994403975639116e-16	3.212093344984582e-15	5.032808988195295e-17	1.9827971834927743e-15	9.312249378915776e-16	nan	nan	nan	nan	nan	nan
53625.6518000045	2.4982057132602982e-15	5.346132727432828e-16	3.730589856041337e-15	9.886259013798233e-17	5.606949874927969e-15	1.1735322420939713e-16	4.1049194495807893e-16	3.17302292086187e-16	4.981081128040979e-15	2.467341295446995e-16	3.2120772866190802e-15	5.036966877038162e-17	1.9825310051827157e-15	9.135125888775928e-16	nan	nan	nan	nan	nan	nan
53625.70180000451	2.4977668515610557e-15	5.268859069310573e-16	3.731372712465171e-15	9.796965570450747e-17	5.608451883304218e-15	1.1671559309440327e-16	4.104440950712231e-16	3.1325851407096236e-16	4.979447306991146e-15	2.4345105672726666e-16	3.21205239295105e-15	5.0413020968852174e-17	1.9822531665966514e-15	8.957615927436769e-16	nan	nan	nan	nan	nan	nan
53625.75180000451	2.49740364665092e-15	5.18967026133783e-16	3.732148049347056e-15	9.706424850846635e-17	5.609951024427782e-15	1.160739755180787e-16	4.103967740357789e-16	3.091112861112276e-16	4.9778149474560106e-15	2.400956178105272e-16	3.2120186066415654e-15	5.045827045818868e-17	1.9819635460788703e-15	8.77972841486728e-16	nan	nan	nan	nan	nan	nan
53625.80180000451	2.497118025774536e-15	5.10857183814973e-16	3.7329157186879925e-15	9.614713082929552e-17	5.611447083440785e-15	1.1542923131757876e-16	4.1034996646303333e-16	3.0486133017134e-16	4.976184135162794e-15	2.3666868565324497e-16	3.211975870335835e-15	5.05055428574678e-17	1.9816620213534e-15	8.601473065403832e-16	nan	nan	nan	nan	nan	nan
53625.851800004515	2.4969119374263403e-15	5.025569959352134e-16	3.733675572184344e-15	9.5219114535501e-17	5.612939848958808e-15	1.1478225869864203e-16	4.1030365697614184e-16	3.005094694661673e-16	4.974554956286612e-15	2.3317121699285245e-16	3.2119241266630284e-15	5.055496536062457e-17	1.9813484695209725e-15	8.422860474482147e-16	nan	nan	nan	nan	nan	nan
53625.90180000452	2.4967873515048817e-15	4.940671466830376e-16	3.734427461225922e-15	9.428106427243691e-17	5.6144291059585734e-15	1.1413399546417358e-16	4.1025783019113896e-16	2.9605663923709295e-16	4.972927497454198e-15	2.296042609551159e-16	3.2118633182363684e-15	5.0606666669098627e-17	1.981022767055914e-15	8.243902217037152e-16	nan	nan	nan	nan	nan	nan
53625.95180000452	2.496746259453264e-15	4.853883950744124e-16	3.735171236893596e-15	9.333390084671731e-17	5.615914642724856e-15	1.1348542017751134e-16	4.102124707311801e-16	2.915038990041171e-16	4.971301845746449e-15	2.2596896869491487e-16	3.2117933876529474e-15	5.066077691985093e-17	1.9806847898030755e-15	8.064610959422842e-16	nan	nan	nan	nan	nan	nan
53626.001800004524	2.496790674423137e-15	4.765215825771083e-16	3.735906749957324e-15	9.237860481105558e-17	5.617396244730588e-15	1.1283755310407393e-16	4.1016756320755233e-16	2.868524465402528e-16	4.9696780887010856e-15	2.2226660433920976e-16	3.2117142774935435e-15	5.071742760967961e-17	1.9803344129747392e-15	7.885000587048885e-16	nan	nan	nan	nan	nan	nan
53626.05180000453	2.496922631399056e-15	4.674676419486523e-16	3.7366338508736755e-15	9.141622025152552e-17	5.6188737002605425e-15	1.121914574950306e-16	4.101230922434111e-16	2.8210363384238293e-16	4.9680563143165344e-15	2.1849855743411009e-16	3.21162593032261e-15	5.077675151456331e-17	1.979971511147454e-15	7.705086350335537e-16	nan	nan	nan	nan	nan	nan
53626.10180000453	2.497144187378363e-15	4.582276075180492e-16	3.737352389784022e-15	9.044785877577747e-17	5.620346794291445e-15	1.115482402833237e-16	4.1007904245835137e-16	2.772589854208324e-16	4.966436611054075e-15	2.146663571309402e-16	3.2115282886882267e-15	5.083888260524843e-17	1.9795959582589568e-15	7.524885032094655e-16	nan	nan	nan	nan	nan	nan
53626.15180000453	2.497457421510862e-15	4.488026271919093e-16	3.738062216511858e-15	8.947470369790106e-17	5.621815316100483e-15	1.1090905329145502e-16	4.1003539847434187e-16	2.7232021929182085e-16	4.964819067841173e-15	2.1077168838837883e-16	3.2114212951220456e-15	5.0903955958226496e-17	1.9792076276049766e-15	7.344415140041692e-16	nan	nan	nan	nan	nan	nan
53626.201800004535	2.4978644352582178e-15	4.391939765304532e-16	3.7387631805610965e-15	8.849801441014009e-17	5.6232790506643805e-15	1.10275093665553e-16	4.099921449086038e-16	2.6728927114740473e-16	4.96320377407457e-15	2.0681641051517028e-16	3.2113048921389796e-15	5.0972107662589806e-17	1.9788063918361244e-15	7.16369712888944e-16	nan	nan	nan	nan	nan	nan
53626.25180000454	2.4983673525475104e-15	4.2940307531900364e-16	3.739455131113454e-15	8.751913092695982e-17	5.624737785606303e-15	1.0964760478904889e-16	4.09949266381919e-16	2.6216832223247694e-16	4.961590819623241e-15	2.02802578435801e-16	3.2111790222373965e-15	5.104347472257945e-17	1.9783921229546547e-15	6.982753657380147e-16	nan	nan	nan	nan	nan	nan
53626.30180000454	2.4989683199373336e-15	4.194315071637801e-16	3.740137917026531e-15	8.653947857910123e-17	5.6261913055721685e-15	1.090278765868013e-16	4.0990674751388236e-16	2.569598315821463e-16	4.95998029483163e-15	1.9873246712934535e-16	3.2110436278987526e-15	5.111819495607113e-17	1.9779646923113288e-15	6.801609886725078e-16	nan	nan	nan	nan	nan	nan
53626.351800004544	2.4996695067703943e-15	4.092810427715547e-16	3.7408113868313744e-15	8.556057282746907e-17	5.6276394013277896e-15	1.0841724601409273e-16	4.0986457292883636e-16	2.516665734038469e-16	4.958372290522375e-15	1.9460859977157374e-16	3.2108986515878118e-15	5.119640688892243e-17	1.977523970602173e-15	6.620293828302159e-16	nan	nan	nan	nan	nan	nan
53626.40180000455	2.5004731053404716e-15	3.989536677410664e-16	3.741475388730398e-15	8.458402415648379e-17	5.629081857188279e-15	1.078170968662985e-16	4.09822727245189e-16	2.4629168050713954e-16	4.9567668979994835e-15	1.9043378020519054e-16	3.2107440357522292e-15	5.127824964537192e-17	1.977069827865293e-15	6.438836750168249e-16	nan	nan	nan	nan	nan	nan
53626.45180000455	2.501381331052867e-15	3.8845161591178036e-16	3.74212977059522e-15	8.361154299411686e-17	5.6305184596189835e-15	1.0722886002598888e-16	4.097811950837221e-16	2.4083869492026127e-16	4.955164209052339e-15	1.862111304742379e-16	3.210579722822762e-15	5.136386283482549e-17	1.976602133477613e-15	6.257273654071655e-16	nan	nan	nan	nan	nan	nan
53626.50180000455	2.5023964225918404e-15	3.7777740959861226e-16	3.742774379964201e-15	8.264494459275013e-17	5.6319489967392755e-15	1.0665401283483034e-16	4.097399610675913e-16	2.353116269813247e-16	4.9535643159568646e-15	1.8194413428809977e-16	3.210405655212932e-15	5.145338643459531e-17	1.9761207561516337e-15	6.075643837305203e-16	nan	nan	nan	nan	nan	nan
53626.551800004556	2.5035206420819246e-15	3.6693390841272234e-16	3.743409064040281e-15	8.16861537877141e-17	5.633373254352891e-15	1.0609407829221272e-16	4.0969900981995193e-16	2.297150244999509e-16	4.9519673114808256e-15	1.7763668743117508e-16	3.2102217753190284e-15	5.1546960669482165e-17	1.975625563932163e-15	5.893991557080265e-16	nan	nan	nan	nan	nan	nan
53626.60180000456	2.5047562752677106e-15	3.5592436885837916e-16	3.744033669689093e-15	8.073720953307755e-17	5.634791020910007e-15	1.0555062439252632e-16	4.0965832595802536e-16	2.240540538888002e-16	4.950373288885228e-15	1.7329315630697055e-16	3.2100280255201652e-15	5.1644725887947535e-17	1.975116424193052e-15	5.712366819301636e-16	nan	nan	nan	nan	nan	nan
53626.65180000456	2.5061056316688392e-15	3.4475251754851383e-16	3.744648043436126e-15	7.980026909258664e-17	5.636202080891139e-15	1.0502526236156967e-16	4.096178941109013e-16	2.183345954791531e-16	4.948782341928773e-15	1.6891844599986789e-16	3.2098243481779457e-15	5.174682243515502e-17	1.9745932036338986e-15	5.530826318936378e-16	nan	nan	nan	nan	nan	nan
53626.701800004565	2.507571044763813e-15	3.3342264175613106e-16	3.7452520314650436e-15	7.887761174167744e-17	5.637606223242672e-15	1.0451964498940606e-16	4.095776988934274e-16	2.1256335572249708e-16	4.947194564870082e-15	1.645180794528977e-16	3.209610685636523e-15	5.185339052344618e-17	1.9740557682767317e-15	5.349434565917099e-16	nan	nan	nan	nan	nan	nan
53626.75180000457	2.5091548721543196e-15	3.2193970220180995e-16	3.745845479615008e-15	7.797164181146784e-17	5.6390032334375384e-15	1.0403546465337235e-16	4.095377249335065e-16	2.0674799941514878e-16	4.945610052471438e-15	1.6009828958852477e-16	3.2093869802223795e-15	5.19645700998496e-17	1.97350398346269e-15	5.168265239104983e-16	nan	nan	nan	nan	nan	nan
53626.80180000457	2.510859495747941e-15	3.1030947459073453e-16	3.746428233378652e-15	7.70848908800998e-17	5.640392897444875e-15	1.0357445033609284e-16	4.094979568483598e-16	2.0089730561932263e-16	4.9440289000017436e-15	1.5566612642934657e-16	3.209153174244477e-15	5.208050071169224e-17	1.9729377138486852e-15	4.98740282180618e-16	nan	nan	nan	nan	nan	nan
53626.85180000457	2.512687321925879e-15	2.9853872863169507e-16	3.747000137899825e-15	7.622001889093407e-17	5.6417750055342884e-15	1.0313836441819061e-16	4.0945837926707717e-16	1.9502135154542293e-16	4.942451203240049e-15	1.512295814836169e-16	3.2089092099939242e-15	5.22013213701279e-17	1.9723568234040556e-15	4.806944586372995e-16	nan	nan	nan	nan	nan	nan
53626.901800004576	2.5146407817297306e-15	2.866354563495741e-16	3.7475610379711676e-15	7.537981395171454e-17	5.643149340532268e-15	1.0272899954064023e-16	4.09418976805693e-16	1.8913172921762295e-16	4.940877058478074e-15	1.4679773180596146e-16	3.208655029744009e-15	5.232717041200816e-17	1.9717611754071864e-15	4.627003013412589e-16	nan	nan	nan	nan	nan	nan
53626.95180000458	2.516722331035435e-15	2.746091658136912e-16	3.748110778032048e-15	7.456719054664989e-17	5.644515691550601e-15	1.0234817386699457e-16	4.093797340921102e-16	1.832418002086636e-16	4.939306562524269e-15	1.4238090616279544e-16	3.2083905757500643e-15	5.2458185360438535e-17	1.971150632442131e-15	4.447708754185672e-16	nan	nan	nan	nan	nan	nan
53627.00180000458	2.5189344507337342e-15	2.6247126248990655e-16	3.7486492021661845e-15	7.378518587559962e-17	5.645873845881647e-15	1.0199772674006518e-16	4.0934063574592365e-16	1.773669940239202e-16	4.9377398127066414e-15	1.3799087552217786e-16	3.208115790249395e-15	5.2594502784606314e-17	1.9705250563952084e-15	4.2692142742951787e-16	nan	nan	nan	nan	nan	nan
53627.051800004585	2.5212796469214457e-15	2.5023554908672736e-16	3.749176154099304e-15	7.30369540241941e-17	5.647223588171325e-15	1.0167951317885397e-16	4.093016663891021e-16	1.7152515545486645e-16	4.93617690687608e-15	1.3364106949520085e-16	3.2078306154612002e-15	5.27362581588007e-17	1.9698843084516013e-15	4.0916983543529816e-16	nan	nan	nan	nan	nan	nan
53627.10180000459	2.5237604510751738e-15	2.3791888718217843e-16	3.7496914771970164e-15	7.23257576691036e-17	5.648564705877396e-15	1.0139539840250332e-16	4.0926281064954847e-16	1.6573694534994783e-16	4.934617943409739e-15	1.2934681915233916e-16	3.207534993586446e-15	5.288358572157906e-17	1.9692282490919294e-15	3.915371670816203e-16	nan	nan	nan	nan	nan	nan
53627.15180000459	2.5263794202483263e-15	2.2554208181151384e-16	3.750195014462463e-15	7.165495703640623e-17	5.649896986623024e-15	1.0114725129290954e-16	4.0922405314567085e-16	1.6002629669889628e-16	4.933063021214054e-15	1.2512562450271912e-16	3.207228866807831e-15	5.3036618335026056e-17	1.968556738088771e-15	3.7404837393102093e-16	nan	nan	nan	nan	nan	nan
53627.201800004594	2.5291391372523407e-15	2.1313107604406902e-16	3.7506866085338034e-15	7.102799586265425e-17	5.651220218031374e-15	1.009369378138978e-16	4.091853785006247e-16	1.5442092342447483e-16	4.931512239728701e-15	1.209974414230562e-16	3.2069121772896142e-15	5.319548734468856e-17	1.96786963450323e-15	3.567331574546032e-16	nan	nan	nan	nan	nan	nan
53627.2518000046	2.5320422108469542e-15	2.0071857981895316e-16	3.7511661016824325e-15	7.04483841600704e-17	5.6525341854099746e-15	1.0076631370967312e-16	4.091467713399393e-16	1.489528712376284e-16	4.9299656989289816e-15	1.169849774141342e-16	3.2065848671775926e-15	5.3360322440670175e-17	1.967166796681472e-15	3.3962705044522136e-16	nan	nan	nan	nan	nan	nan
53627.3018000046	2.5350912759396632e-15	1.8834631035118793e-16	3.7516333358101664e-15	6.991967766295801e-17	5.65383867505877e-15	1.0063721697772834e-16	4.0910821628439644e-16	1.4365908688967512e-16	4.92842349933022e-15	1.1311397764063164e-16	3.2062468785990538e-15	5.353125152031234e-17	1.9664480822511974e-15	3.22772766569748e-16	nan	nan	nan	nan	nan	nan
53627.3518000046	2.5382889937671878e-15	1.760680948956381e-16	3.7520881524472044e-15	6.944545393247433e-17	5.655133475427936e-15	1.0055146001400781e-16	4.090696979571516e-16	1.3858196274899812e-16	4.926885741990035e-15	1.0941347174780321e-16	3.2058981536624775e-15	5.370840055277828e-17	1.9657133481181592e-15	3.06221878816369e-16	nan	nan	nan	nan	nan	nan
53627.401800004605	2.5416380521010592e-15	1.6395418235555606e-16	3.752530392749848e-15	6.902928522240935e-17	5.65641837232121e-15	1.0051082115078975e-16	4.0903120098136036e-16	1.3376978564549275e-16	4.925352528512899e-15	1.0591593779517031e-16	3.205538634457778e-15	5.389189344591764e-17	1.964962450462632e-15	2.900368912827429e-16	nan	nan	nan	nan	nan	nan
53627.45180000461	2.5451411654411448e-15	1.520972178298179e-16	3.7529598974978864e-15	6.867470835591766e-17	5.65769315236934e-15	1.0051703675796951e-16	4.0899270998017816e-16	1.2927698325312393e-16	4.923823961052468e-15	1.0265732305716538e-16	3.2051682630558676e-15	5.408185191622313e-17	1.964195244735881e-15	2.742937611901247e-16	nan	nan	nan	nan	nan	nan
53627.50180000461	2.548801075211615e-15	1.406204066480528e-16	3.753376507092746e-15	6.838519202774834e-17	5.658957603030089e-15	1.0057179251498801e-16	4.0895420957438686e-16	1.2516402000832895e-16	4.922300142315576e-15	9.967684486374246e-17	3.204786981508804e-15	5.427839536181287e-17	1.9634115856565857e-15	2.590848962225632e-16	nan	nan	nan	nan	nan	nan
53627.551800004614	2.5526205499651433e-15	1.2968828948267373e-16	3.753780061554746e-15	6.816410211955532e-17	5.660211511761218e-15	1.0067671528040374e-16	4.089156843883288e-16	1.2149675749767285e-16	4.920781175565736e-15	9.701648312789919e-17	3.2043947318496314e-15	5.448164073910209e-17	1.962611327207293e-15	2.44522573659588e-16	nan	nan	nan	nan	nan	nan
53627.60180000462	2.5566023855860528e-15	1.1951991161660988e-16	3.754170400520999e-15	6.801466578695506e-17	5.661454663208646e-15	1.0083336474733906e-16	4.0887711904397264e-16	1.1834507924442643e-16	4.919267164625982e-15	9.472007791805913e-17	3.203991456092173e-15	5.469170244369207e-17	1.9617943226308135e-15	2.30742566387676e-16	nan	nan	nan	nan	nan	nan
53627.65180000462	2.560749405491117e-15	1.10402258535836e-16	3.754547363243044e-15	6.793993523075589e-17	5.6626868459879515e-15	1.0104322571978135e-16	4.0883849816328705e-16	1.1578061337563668e-16	4.917758213883016e-15	9.283197089316969e-17	3.2035770962312837e-15	5.490869219542102e-17	1.9609604244266257e-15	2.1790746791345054e-16	nan	nan	nan	nan	nan	nan
53627.70180000462	2.5650644608399344e-15	1.0269755626526826e-16	3.754910788584388e-15	6.794275218786176e-17	5.6639078457374695e-15	1.0130770044972523e-16	4.0879980636824073e-16	1.138734991026315e-16	4.9162544282902285e-15	9.139518811126521e-17	3.2031515942422187e-15	5.513271892846593e-17	1.960109484347264e-15	2.062087373540769e-16	nan	nan	nan	nan	nan	nan
53627.751800004626	2.5695504307378844e-15	9.68311715333979e-17	3.755260515018407e-15	6.802571425491307e-17	5.665117450907376e-15	1.0162810183059585e-16	4.087610282796154e-16	1.1268834755511097e-16	4.914755913371462e-15	9.044925544810603e-17	3.2027148920810342e-15	5.536388868659374e-17	1.959241353394658e-15	1.9586584253908683e-16	nan	nan	nan	nan	nan	nan
53627.80180000463	2.5742102224517663e-15	9.32420723277926e-17	3.755596380625699e-15	6.819114417491055e-17	5.66631544548198e-15	1.020056468312534e-16	4.0872214852294036e-16	1.1227981835116014e-16	4.913262775224205e-15	9.00278527486191e-17	3.2022669316843253e-15	5.560230452375616e-17	1.958355881816517e-15	1.871202347122053e-16	nan	nan	nan	nan	nan	nan
53627.85180000463	2.5790467715676644e-15	9.228895585881607e-17	3.755918223093959e-15	6.844106315059166e-17	5.667501619896289e-15	1.0244145115567232e-16	nan	nan	4.911775120521866e-15	9.015661525876641e-17	3.2018076549696496e-15	5.58480664095585e-17	1.957452919102623e-15	1.8022172617525684e-16	nan	nan	nan	nan	nan	nan
53627.901800004634	2.5840619120694437e-15	9.412454033204321e-17	3.756225927205808e-15	6.877672830764574e-17	5.668675798658228e-15	1.0293625919446511e-16	nan	nan	4.910293018349086e-15	9.084826852706303e-17	3.201337019026519e-15	5.610124465155704e-17	1.9565323139811718e-15	1.754059875455881e-16	nan	nan	nan	nan	nan	nan
53627.95180000464	2.589253448053307e-15	9.859931993397035e-17	3.756519547892708e-15	6.919748110023252e-17	5.6698379571228225e-15	1.0348975591566066e-16	nan	nan	4.908816401303507e-15	9.209375627225177e-17	3.2008550354784787e-15	5.636181122089177e-17	1.955593914415062e-15	1.7286503484754289e-16	nan	nan	nan	nan	nan	nan
53628.00180000464	2.5946183014573368e-15	1.0536925989248989e-16	3.756799177956942e-15	6.97019906338132e-17	5.670988100913757e-15	1.0410130871145365e-16	nan	nan	4.907345171807658e-15	9.38719488405703e-17	3.200361728170755e-15	5.662971364111443e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.05180000464	2.6001534225268856e-15	1.1401769693286617e-16	3.757064909803977e-15	7.028863482117417e-17	5.672126235985524e-15	1.0477018710718895e-16	nan	nan	4.905879232862976e-15	9.615400046288036e-17	3.1998571209287776e-15	5.690489648031682e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.101800004646	2.6058557895696903e-15	1.2414402285299967e-16	3.757316835443546e-15	7.095553006337992e-17	5.673252369781236e-15	1.0549557018532271e-16	nan	nan	4.904418488047162e-15	9.890554683145987e-17	3.199341237558343e-15	5.718730149778947e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.15180000465	2.611722408735397e-15	1.354084765093095e-16	3.7575550464910406e-15	7.170056363544202e-17	5.674366509082396e-15	1.0627655345728067e-16	nan	nan	4.902962841512228e-15	1.0208895428853585e-16	3.198814101845751e-15	5.747686779112115e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.20180000465	2.6177503137686157e-15	1.4754210698882776e-16	3.757779634169111e-15	7.252142764334458e-17	5.6754686586856774e-15	1.0711215683433832e-16	nan	nan	4.9015121979810634e-15	1.0566534810950172e-16	3.1982757375576665e-15	5.777353194340125e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.251800004655	2.6239365657918464e-15	1.6033934913624257e-16	3.7579906893085256e-15	7.341565347290828e-17	5.676558825703389e-15	1.0800133242672882e-16	nan	nan	4.90006646274569e-15	1.0959625658148437e-16	3.197726168441257e-15	5.807722817007406e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.30180000466	2.6302782530592027e-15	1.7364534410897317e-16	3.75818830234968e-15	7.438064575656145e-17	5.677637017247838e-15	1.089429726430656e-16	nan	nan	4.8986255416640655e-15	1.1384481437028055e-16	3.19716541822424e-15	5.838788846502243e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.35180000466	2.636772490747187e-15	1.8734369244343148e-16	3.758372563344069e-15	7.541371502615243e-17	5.678703238942711e-15	1.099359177136202e-16	nan	nan	4.897189341158227e-15	1.1837654776030457e-16	3.1965935106148476e-15	5.87054427452464e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.40180000466	2.643416420718945e-15	2.0134647686671556e-16	3.7585435619551546e-15	7.651210838314917e-17	5.679757497238706e-15	1.1097896369145391e-16	nan	nan	4.895757768211321e-15	1.2315980903972775e-16	3.196010469301942e-15	5.902981899398661e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.45180000467	2.650207211304225e-15	2.155867058848452e-16	3.7587013874600626e-15	7.767303768729379e-17	5.680799798586522e-15	1.1207086998501996e-16	nan	nan	4.894330730365594e-15	1.2816594306242468e-16	3.1954163179549685e-15	5.936094340169573e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.50180000467	2.6571420570784217e-15	2.30012776053022e-16	3.758846128750603e-15	7.88937049299689e-17	5.681830149436855e-15	1.1321036658405489e-16	nan	nan	4.892908135719137e-15	1.3336926585079962e-16	3.1948110802241175e-15	5.969874050473822e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.55180000467	2.66421817863861e-15	2.445844663844585e-16	3.758977874334561e-15	8.017132460868184e-17	5.682848556405809e-15	1.1439616078375603e-16	nan	nan	4.891489892924581e-15	1.3874692239090643e-16	3.19419477974022e-15	6.004313332130282e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.601800004675	2.6714328223877108e-15	2.5927004797651233e-16	3.7590967123372005e-15	8.150314304936738e-17	5.6838550259440805e-15	1.1562694388751026e-16	nan	nan	4.8900759111857304e-15	1.4427867515661477e-16	3.1935674401148637e-15	6.039404348435903e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.65180000468	2.6787832603218224e-15	2.740441909752484e-16	3.759202730502289e-15	8.288645473011725e-17	5.684849564171563e-15	1.1690139698542542e-16	nan	nan	4.888666100255557e-15	1.4994666017824493e-16	3.192929084940438e-15	6.075139137145095e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.70180000468	2.686266789809265e-15	2.8888643849493893e-16	3.7592960161932634e-15	8.431861574261372e-17	5.685832177869759e-15	1.182181970212172e-16	nan	nan	4.887260370433932e-15	1.5573513530269289e-16	3.1922797377901453e-15	6.111509623086422e-17	nan	nan	nan	nan	nan	nan	nan	nan
53628.751800004684	2.693880733377716e-15	3.0378008424060395e-16	3.759376656394885e-15	8.57970545870888e-17	5.6868028723315505e-15	1.195760212419303e-16	nan	nan	4.885858632564635e-15	1.6163023604476917e-16	3.191619422218037e-15	6.148507630434605e-17	nan	nan	nan	nan	nan	nan	nan	nan
