MJD,Mag,Mag_err,band,Instr
49095.15,11.4,0.1,Bessell_U,Rich1994
49095.15,10.84,0.1,Bessell_V,Rich1994
49095.24,11.4,0.1,Bessell_B,Rich1994
49095.24,10.37,0.1,Bessell_I,Rich1994
49095.24,10.49,0.1,Bessell_R,Rich1994
49095.24,11.42,0.1,Bessell_U,Rich1994
49095.24,10.81,0.1,Bessell_V,Rich1994
49096.15,11.45,0.1,Bessell_B,Rich1994
49096.15,10.49,0.1,Bessell_R,Rich1994
49096.15,11.48,0.1,Bessell_U,Rich1994
49096.15,10.86,0.1,Bessell_V,Rich1994
49096.2,10.45,0.1,Bessell_R,Rich1994
49097.15,11.53,0.1,Bessell_B,Rich1994
49097.15,10.38,0.1,Bessell_I,Rich1994
49097.15,10.5,0.1,Bessell_R,Rich1994
49097.15,11.62,0.1,Bessell_U,Rich1994
49097.15,10.86,0.1,Bessell_V,Rich1994
49098.28,11.67,0.1,Bessell_B,Rich1994
49098.28,10.41,0.1,Bessell_I,Rich1994
49098.28,10.55,0.1,Bessell_R,Rich1994
49098.28,11.78,0.1,Bessell_U,Rich1994
49098.28,10.91,0.1,Bessell_V,Rich1994
49098.96,11.73,0.1,Bessell_B,Rich1994
49098.96,10.4,0.1,Bessell_I,Rich1994
49098.96,10.54,0.1,Bessell_R,Rich1994
49098.96,10.99,0.1,Bessell_V,Rich1994
49099.15,11.79,0.1,Bessell_B,Rich1994
49099.15,10.41,0.1,Bessell_I,Rich1994
49099.15,10.6,0.1,Bessell_R,Rich1994
49099.15,11.98,0.1,Bessell_U,Rich1994
49099.15,11,0.1,Bessell_V,Rich1994
49100.25,11.96,0.1,Bessell_B,Rich1994
49100.25,10.46,0.1,Bessell_I,Rich1994
49100.25,10.66,0.1,Bessell_R,Rich1994
49100.25,11.12,0.1,Bessell_V,Rich1994
49100.91,12.04,0.1,Bessell_B,Rich1994
49100.91,10.66,0.1,Bessell_R,Rich1994
49100.91,11.16,0.1,Bessell_V,Rich1994
49101.15,12.14,0.1,Bessell_B,Rich1994
49101.15,10.51,0.1,Bessell_I,Rich1994
49101.15,10.72,0.1,Bessell_R,Rich1994
49101.15,12.52,0.1,Bessell_U,Rich1994
49101.15,11.18,0.1,Bessell_V,Rich1994
49101.89,12.22,0.1,Bessell_B,Rich1994
49101.89,10.82,0.1,Bessell_R,Rich1994
49102.17,12.32,0.1,Bessell_B,Rich1994
49102.17,10.58,0.1,Bessell_I,Rich1994
49102.17,10.79,0.1,Bessell_R,Rich1994
49102.17,12.75,0.1,Bessell_U,Rich1994
49102.17,11.31,0.1,Bessell_V,Rich1994
49102.91,12.36,0.1,Bessell_B,Rich1994
49102.91,10.62,0.1,Bessell_I,Rich1994
49102.91,12.94,0.1,Bessell_U,Rich1994
49102.91,11.35,0.1,Bessell_V,Rich1994
49103.25,12.44,0.1,Bessell_B,Rich1994
49103.25,10.65,0.1,Bessell_I,Rich1994
49103.25,10.86,0.1,Bessell_R,Rich1994
49103.25,13.02,0.1,Bessell_U,Rich1994
49103.25,11.39,0.1,Bessell_V,Rich1994
49104.91,12.64,0.1,Bessell_B,Rich1994
49104.91,10.88,0.1,Bessell_R,Rich1994
49104.91,11.51,0.1,Bessell_V,Rich1994
49105.87,12.78,0.1,Bessell_B,Rich1994
49105.87,10.81,0.1,Bessell_I,Rich1994
49105.87,13.45,0.1,Bessell_U,Rich1994
49105.87,11.63,0.1,Bessell_V,Rich1994
49106.9,12.82,0.1,Bessell_B,Rich1994
49106.9,10.79,0.1,Bessell_I,Rich1994
49106.9,10.98,0.1,Bessell_R,Rich1994
49107.88,12.94,0.1,Bessell_B,Rich1994
49107.88,10.86,0.1,Bessell_I,Rich1994
49107.88,11.03,0.1,Bessell_R,Rich1994
49107.88,13.7,0.1,Bessell_U,Rich1994
49107.88,11.72,0.1,Bessell_V,Rich1994
49112.89,13.26,0.1,Bessell_B,Rich1994
49112.89,11.05,0.1,Bessell_I,Rich1994
49112.89,11.28,0.1,Bessell_R,Rich1994
49112.89,14.1,0.1,Bessell_U,Rich1994
49112.89,12.01,0.1,Bessell_V,Rich1994
49121.9,13.51,0.1,Bessell_B,Rich1994
49121.9,11.56,0.1,Bessell_R,Rich1994
49121.9,14.43,0.1,Bessell_U,Rich1994
49122.9,13.54,0.1,Bessell_B,Rich1994
49122.9,11.3,0.1,Bessell_I,Rich1994
49122.9,12.32,0.1,Bessell_V,Rich1994
49123.88,13.58,0.1,Bessell_B,Rich1994
49123.88,12.32,0.1,Bessell_V,Rich1994
49129.88,13.63,0.1,Bessell_B,Rich1994
49129.88,11.46,0.1,Bessell_I,Rich1994
49129.88,11.76,0.1,Bessell_R,Rich1994
49129.88,14.41,0.1,Bessell_U,Rich1994
49129.88,12.45,0.1,Bessell_V,Rich1994
49131.91,13.71,0.1,Bessell_B,Rich1994
49131.91,11.49,0.1,Bessell_I,Rich1994
49131.91,11.81,0.1,Bessell_R,Rich1994
49131.91,14.44,0.1,Bessell_U,Rich1994
49131.91,12.48,0.1,Bessell_V,Rich1994
49132.88,13.7,0.1,Bessell_B,Rich1994
49132.88,11.83,0.1,Bessell_R,Rich1994
49132.88,14.43,0.1,Bessell_U,Rich1994
49132.88,12.49,0.1,Bessell_V,Rich1994
49076.2,10.71,0.1,Bessell_I,Rich1996
49076.2,10.65,0.1,Bessell_R,Rich1996
49076.2,10.69,0.1,Bessell_V,Rich1996
49077.2,10.91,0.1,Bessell_B,Rich1996
49077.2,10.57,0.1,Bessell_I,Rich1996
49077.2,10.73,0.1,Bessell_R,Rich1996
49077.2,10.8,0.1,Bessell_V,Rich1996
49079.2,11.75,0.1,Bessell_B,Rich1996
49079.2,11.1,0.1,Bessell_I,Rich1996
49079.2,11.2,0.1,Bessell_R,Rich1996
49079.2,11.38,0.1,Bessell_V,Rich1996
49080.2,12.02,0.1,Bessell_B,Rich1996
49080.2,11.06,0.1,Bessell_I,Rich1996
49080.2,11.08,0.1,Bessell_I,Rich1996
49080.2,11.36,0.1,Bessell_R,Rich1996
49080.2,11.44,0.1,Bessell_R,Rich1996
49080.2,11.67,0.1,Bessell_V,Rich1996
49080.2,11.68,0.1,Bessell_V,Rich1996
49083.2,12.23,0.1,Bessell_B,Rich1996
49083.2,11.19,0.1,Bessell_I,Rich1996
49083.2,11.24,0.1,Bessell_I,Rich1996
49083.2,11.45,0.1,Bessell_R,Rich1996
49083.2,11.48,0.1,Bessell_R,Rich1996
49083.2,11.83,0.1,Bessell_V,Rich1996
49083.2,11.84,0.1,Bessell_V,Rich1996
49084.22,12.16,0.1,Bessell_B,Rich1996
49084.22,11.13,0.1,Bessell_I,Rich1996
49084.22,11.16,0.1,Bessell_I,Rich1996
49084.22,11.37,0.1,Bessell_R,Rich1996
49084.22,11.41,0.1,Bessell_R,Rich1996
49084.22,11.73,0.1,Bessell_V,Rich1996
49084.22,11.75,0.1,Bessell_V,Rich1996
49084.3,12.13,0.1,Bessell_B,Rich1996
49084.3,11.13,0.1,Bessell_I,Rich1996
49084.3,11.38,0.1,Bessell_R,Rich1996
49084.3,11.72,0.1,Bessell_V,Rich1996
49085.24,12.07,0.1,Bessell_B,Rich1996
49085.24,11.05,0.1,Bessell_I,Rich1996
49085.24,11.07,0.1,Bessell_I,Rich1996
49085.24,11.26,0.1,Bessell_R,Rich1996
49085.24,11.31,0.1,Bessell_R,Rich1996
49085.24,11.63,0.1,Bessell_V,Rich1996
49085.24,11.66,0.1,Bessell_V,Rich1996
49085.32,12.05,0.1,Bessell_B,Rich1996
49085.32,11.04,0.1,Bessell_I,Rich1996
49085.32,11.24,0.1,Bessell_R,Rich1996
49085.32,11.61,0.1,Bessell_V,Rich1996
49087.23,11.82,0.1,Bessell_B,Rich1996
49087.23,11.85,0.1,Bessell_B,Rich1996
49087.23,10.86,0.1,Bessell_I,Rich1996
49087.23,10.89,0.1,Bessell_I,Rich1996
49087.23,11.02,0.1,Bessell_R,Rich1996
49087.23,11.04,0.1,Bessell_R,Rich1996
49087.23,11.31,0.1,Bessell_V,Rich1996
49087.23,11.37,0.1,Bessell_V,Rich1996
49087.4,11.76,0.1,Bessell_B,Rich1996
49087.4,10.85,0.1,Bessell_I,Rich1996
49087.4,11.02,0.1,Bessell_R,Rich1996
49087.4,11.25,0.1,Bessell_V,Rich1996
49088.21,11.69,0.1,Bessell_B,Rich1996
49088.21,10.75,0.1,Bessell_I,Rich1996
49088.21,10.78,0.1,Bessell_I,Rich1996
49088.21,10.9,0.1,Bessell_R,Rich1996
49088.21,10.94,0.1,Bessell_R,Rich1996
49088.21,11.23,0.1,Bessell_V,Rich1996
49088.21,11.27,0.1,Bessell_V,Rich1996
49089.2,11.61,0.1,Bessell_B,Rich1996
49089.2,10.67,0.1,Bessell_I,Rich1996
49089.2,10.83,0.1,Bessell_R,Rich1996
49089.2,11.14,0.1,Bessell_V,Rich1996
49090.2,11.51,0.1,Bessell_B,Rich1996
49090.2,11.53,0.1,Bessell_B,Rich1996
49090.2,10.59,0.1,Bessell_I,Rich1996
49090.2,10.63,0.1,Bessell_I,Rich1996
49090.2,10.73,0.1,Bessell_R,Rich1996
49090.2,10.75,0.1,Bessell_R,Rich1996
49090.2,11.03,0.1,Bessell_V,Rich1996
49090.2,11.05,0.1,Bessell_V,Rich1996
49090.3,11.54,0.1,Bessell_B,Rich1996
49090.3,10.59,0.1,Bessell_I,Rich1996
49090.3,10.74,0.1,Bessell_R,Rich1996
49090.3,11.04,0.1,Bessell_V,Rich1996
49091.2,11.41,0.1,Bessell_B,Rich1996
49091.2,11.44,0.1,Bessell_B,Rich1996
49091.2,10.52,0.1,Bessell_I,Rich1996
49091.2,10.56,0.1,Bessell_I,Rich1996
49091.2,10.64,0.1,Bessell_R,Rich1996
49091.2,10.68,0.1,Bessell_R,Rich1996
49091.2,10.96,0.1,Bessell_V,Rich1996
49091.2,10.97,0.1,Bessell_V,Rich1996
49091.3,11.43,0.1,Bessell_B,Rich1996
49091.3,10.53,0.1,Bessell_I,Rich1996
49091.3,10.66,0.1,Bessell_R,Rich1996
49091.3,10.98,0.1,Bessell_V,Rich1996
49093.2,11.34,0.1,Bessell_B,Rich1996
49093.2,11.4,0.1,Bessell_B,Rich1996
49093.2,10.41,0.1,Bessell_I,Rich1996
49093.2,10.42,0.1,Bessell_I,Rich1996
49093.2,10.52,0.1,Bessell_R,Rich1996
49093.2,10.59,0.1,Bessell_R,Rich1996
49093.2,10.83,0.1,Bessell_V,Rich1996
49093.2,10.89,0.1,Bessell_V,Rich1996
49093.3,11.4,0.1,Bessell_B,Rich1996
49093.3,10.42,0.1,Bessell_I,Rich1996
49093.3,10.58,0.1,Bessell_R,Rich1996
49093.3,10.89,0.1,Bessell_V,Rich1996
49094.2,11.41,0.1,Bessell_B,Rich1996
49094.2,10.38,0.1,Bessell_I,Rich1996
49094.2,10.44,0.1,Bessell_I,Rich1996
49094.2,10.5,0.1,Bessell_R,Rich1996
49094.2,10.55,0.1,Bessell_R,Rich1996
49094.2,10.82,0.1,Bessell_V,Rich1996
49094.2,10.89,0.1,Bessell_V,Rich1996
49095.2,11.44,0.1,Bessell_B,Rich1996
49095.2,10.38,0.1,Bessell_I,Rich1996
49095.2,10.52,0.1,Bessell_R,Rich1996
49095.2,10.85,0.1,Bessell_V,Rich1996
49095.3,11.44,0.1,Bessell_B,Rich1996
49095.3,10.38,0.1,Bessell_I,Rich1996
49095.3,10.56,0.1,Bessell_R,Rich1996
49095.3,10.85,0.1,Bessell_V,Rich1996
49096.2,11.45,0.1,Bessell_B,Rich1996
49096.2,10.41,0.1,Bessell_I,Rich1996
49096.2,10.51,0.1,Bessell_R,Rich1996
49096.2,10.82,0.1,Bessell_V,Rich1996
49097.2,11.56,0.1,Bessell_B,Rich1996
49097.2,10.4,0.1,Bessell_I,Rich1996
49097.2,10.56,0.1,Bessell_R,Rich1996
49097.2,10.9,0.1,Bessell_V,Rich1996
49097.3,10.39,0.1,Bessell_I,Rich1996
49097.3,10.57,0.1,Bessell_R,Rich1996
49097.3,10.86,0.1,Bessell_V,Rich1996
49099.2,11.77,0.1,Bessell_B,Rich1996
49099.2,10.37,0.1,Bessell_I,Rich1996
49099.2,10.46,0.1,Bessell_I,Rich1996
49099.2,10.61,0.1,Bessell_R,Rich1996
49099.2,10.7,0.1,Bessell_R,Rich1996
49099.2,10.99,0.1,Bessell_V,Rich1996
49099.2,11,0.1,Bessell_V,Rich1996
49100.2,11.94,0.1,Bessell_B,Rich1996
49100.2,10.44,0.1,Bessell_I,Rich1996
49100.2,10.47,0.1,Bessell_I,Rich1996
49100.2,10.66,0.1,Bessell_R,Rich1996
49100.2,10.74,0.1,Bessell_R,Rich1996
49100.2,11.09,0.1,Bessell_V,Rich1996
49100.3,11.95,0.1,Bessell_B,Rich1996
49100.3,10.47,0.1,Bessell_I,Rich1996
49100.3,10.75,0.1,Bessell_R,Rich1996
49100.3,11.1,0.1,Bessell_V,Rich1996
49102.2,10.55,0.1,Bessell_I,Rich1996
49102.2,10.82,0.1,Bessell_R,Rich1996
49102.2,11.28,0.1,Bessell_V,Rich1996
49103.2,10.59,0.1,Bessell_I,Rich1996
49104.2,12.62,0.1,Bessell_B,Rich1996
49104.2,10.68,0.1,Bessell_I,Rich1996
49104.2,10.95,0.1,Bessell_R,Rich1996
49104.2,11.47,0.1,Bessell_V,Rich1996
49104.3,12.56,0.1,Bessell_B,Rich1996
49104.3,12.62,0.1,Bessell_B,Rich1996
49104.3,10.68,0.1,Bessell_I,Rich1996
49104.3,10.95,0.1,Bessell_R,Rich1996
49104.3,11,0.1,Bessell_R,Rich1996
49104.3,11.47,0.1,Bessell_V,Rich1996
49105.2,12.75,0.1,Bessell_B,Rich1996
49105.2,10.76,0.1,Bessell_I,Rich1996
49105.2,11.06,0.1,Bessell_R,Rich1996
49105.2,11.59,0.1,Bessell_V,Rich1996
49105.3,12.71,0.1,Bessell_B,Rich1996
49105.3,10.69,0.1,Bessell_I,Rich1996
49105.3,10.98,0.1,Bessell_R,Rich1996
49105.3,11.55,0.1,Bessell_V,Rich1996
49106.2,12.82,0.1,Bessell_B,Rich1996
49106.2,12.83,0.1,Bessell_B,Rich1996
49106.2,10.75,0.1,Bessell_I,Rich1996
49106.2,10.79,0.1,Bessell_I,Rich1996
49106.2,11.05,0.1,Bessell_R,Rich1996
49106.2,11.62,0.1,Bessell_V,Rich1996
49106.3,12.83,0.1,Bessell_B,Rich1996
49106.3,10.8,0.1,Bessell_I,Rich1996
49106.3,11.06,0.1,Bessell_R,Rich1996
49106.3,11.63,0.1,Bessell_V,Rich1996
49107.3,12.9,0.1,Bessell_B,Rich1996
49107.3,10.74,0.1,Bessell_I,Rich1996
49107.3,11.1,0.1,Bessell_R,Rich1996
49107.3,11.68,0.1,Bessell_V,Rich1996
49108.2,12.93,0.1,Bessell_B,Rich1996
49108.2,12.97,0.1,Bessell_B,Rich1996
49108.2,10.81,0.1,Bessell_I,Rich1996
49108.2,10.86,0.1,Bessell_I,Rich1996
49108.2,11.14,0.1,Bessell_R,Rich1996
49108.2,11.16,0.1,Bessell_R,Rich1996
49108.2,11.73,0.1,Bessell_V,Rich1996
49108.2,11.74,0.1,Bessell_V,Rich1996
49109.2,13.07,0.1,Bessell_B,Rich1996
49109.2,13.08,0.1,Bessell_B,Rich1996
49109.2,10.85,0.1,Bessell_I,Rich1996
49109.2,10.92,0.1,Bessell_I,Rich1996
49109.2,11.18,0.1,Bessell_R,Rich1996
49109.2,11.23,0.1,Bessell_R,Rich1996
49109.2,11.8,0.1,Bessell_V,Rich1996
49109.2,11.83,0.1,Bessell_V,Rich1996
49110.2,13.06,0.1,Bessell_B,Rich1996
49110.2,13.08,0.1,Bessell_B,Rich1996
49110.2,10.86,0.1,Bessell_I,Rich1996
49110.2,10.97,0.1,Bessell_I,Rich1996
49110.2,11.17,0.1,Bessell_R,Rich1996
49110.2,11.27,0.1,Bessell_R,Rich1996
49110.2,11.83,0.1,Bessell_V,Rich1996
49110.2,11.89,0.1,Bessell_V,Rich1996
49111.3,13.2,0.1,Bessell_B,Rich1996
49111.3,10.92,0.1,Bessell_I,Rich1996
49111.3,11.28,0.1,Bessell_R,Rich1996
49111.3,11.92,0.1,Bessell_V,Rich1996
49112.2,13.24,0.1,Bessell_B,Rich1996
49112.2,10.95,0.1,Bessell_I,Rich1996
49112.2,11.31,0.1,Bessell_R,Rich1996
49112.2,11.96,0.1,Bessell_V,Rich1996
49114.2,13.32,0.1,Bessell_B,Rich1996
49114.2,11.02,0.1,Bessell_I,Rich1996
49114.2,11.37,0.1,Bessell_R,Rich1996
49114.2,12.02,0.1,Bessell_V,Rich1996
49115.2,13.37,0.1,Bessell_B,Rich1996
49115.2,11.13,0.1,Bessell_I,Rich1996
49115.2,11.48,0.1,Bessell_R,Rich1996
49115.2,12.09,0.1,Bessell_V,Rich1996
49116.2,13.42,0.1,Bessell_B,Rich1996
49116.2,11.15,0.1,Bessell_I,Rich1996
49116.2,11.5,0.1,Bessell_R,Rich1996
49116.2,12.12,0.1,Bessell_V,Rich1996
49116.3,13.4,0.1,Bessell_B,Rich1996
49116.3,11.08,0.1,Bessell_I,Rich1996
49116.3,11.44,0.1,Bessell_R,Rich1996
49116.3,12.1,0.1,Bessell_V,Rich1996
49117.3,13.45,0.1,Bessell_B,Rich1996
49117.3,11.09,0.1,Bessell_I,Rich1996
49117.3,11.51,0.1,Bessell_R,Rich1996
49117.3,12.14,0.1,Bessell_V,Rich1996
49118.2,11.1,0.1,Bessell_I,Rich1996
49118.2,11.55,0.1,Bessell_R,Rich1996
49118.2,12.2,0.1,Bessell_V,Rich1996
49121.3,13.54,0.1,Bessell_B,Rich1996
49121.3,11.21,0.1,Bessell_I,Rich1996
49121.3,11.27,0.1,Bessell_I,Rich1996
49121.3,11.63,0.1,Bessell_R,Rich1996
49121.3,11.64,0.1,Bessell_R,Rich1996
49121.3,12.25,0.1,Bessell_V,Rich1996
49121.3,12.27,0.1,Bessell_V,Rich1996
49122.3,13.54,0.1,Bessell_B,Rich1996
49122.3,13.56,0.1,Bessell_B,Rich1996
49122.3,11.22,0.1,Bessell_I,Rich1996
49122.3,11.3,0.1,Bessell_I,Rich1996
49122.3,11.65,0.1,Bessell_R,Rich1996
49122.3,11.68,0.1,Bessell_R,Rich1996
49122.3,12.26,0.1,Bessell_V,Rich1996
49122.3,12.29,0.1,Bessell_V,Rich1996
49123.2,13.59,0.1,Bessell_B,Rich1996
49123.2,11.32,0.1,Bessell_I,Rich1996
49123.2,11.7,0.1,Bessell_R,Rich1996
49123.2,12.31,0.1,Bessell_V,Rich1996
49123.3,13.58,0.1,Bessell_B,Rich1996
49123.3,11.25,0.1,Bessell_I,Rich1996
49123.3,11.69,0.1,Bessell_R,Rich1996
49123.3,12.28,0.1,Bessell_V,Rich1996
49124.3,13.6,0.1,Bessell_B,Rich1996
49124.3,11.26,0.1,Bessell_I,Rich1996
49124.3,11.7,0.1,Bessell_R,Rich1996
49124.3,12.3,0.1,Bessell_V,Rich1996
49126.2,13.66,0.1,Bessell_B,Rich1996
49126.2,11.4,0.1,Bessell_I,Rich1996
49126.2,11.77,0.1,Bessell_R,Rich1996
49126.2,12.37,0.1,Bessell_V,Rich1996
49126.3,11.32,0.1,Bessell_I,Rich1996
49126.3,11.75,0.1,Bessell_R,Rich1996
49126.3,12.36,0.1,Bessell_V,Rich1996
49128.3,13.65,0.1,Bessell_B,Rich1996
49128.3,11.35,0.1,Bessell_I,Rich1996
49128.3,11.42,0.1,Bessell_I,Rich1996
49128.3,11.79,0.1,Bessell_R,Rich1996
49128.3,11.82,0.1,Bessell_R,Rich1996
49128.3,12.4,0.1,Bessell_V,Rich1996
49129.3,13.64,0.1,Bessell_B,Rich1996
49129.3,13.66,0.1,Bessell_B,Rich1996
49129.3,11.36,0.1,Bessell_I,Rich1996
49129.3,11.45,0.1,Bessell_I,Rich1996
49129.3,11.84,0.1,Bessell_R,Rich1996
49129.3,11.85,0.1,Bessell_R,Rich1996
49129.3,12.44,0.1,Bessell_V,Rich1996
49129.3,12.45,0.1,Bessell_V,Rich1996
49130.3,13.66,0.1,Bessell_B,Rich1996
49130.3,11.4,0.1,Bessell_I,Rich1996
49130.3,11.46,0.1,Bessell_I,Rich1996
49130.3,11.84,0.1,Bessell_R,Rich1996
49130.3,11.86,0.1,Bessell_R,Rich1996
49130.3,12.43,0.1,Bessell_V,Rich1996
49130.3,12.45,0.1,Bessell_V,Rich1996
49135.2,13.71,0.1,Bessell_B,Rich1996
49135.2,11.51,0.1,Bessell_I,Rich1996
49135.2,12,0.1,Bessell_R,Rich1996
49135.2,12.56,0.1,Bessell_V,Rich1996
49136.3,11.53,0.1,Bessell_I,Rich1996
49136.3,11.98,0.1,Bessell_R,Rich1996
49136.3,12.54,0.1,Bessell_V,Rich1996
49141.3,13.74,0.1,Bessell_B,Rich1996
49141.3,13.77,0.1,Bessell_B,Rich1996
49141.3,11.58,0.1,Bessell_I,Rich1996
49141.3,11.69,0.1,Bessell_I,Rich1996
49141.3,12.01,0.1,Bessell_R,Rich1996
49141.3,12.07,0.1,Bessell_R,Rich1996
49141.3,12.61,0.1,Bessell_V,Rich1996
49141.3,12.65,0.1,Bessell_V,Rich1996
49146.2,13.82,0.1,Bessell_B,Rich1996
49146.2,11.72,0.1,Bessell_I,Rich1996
49146.2,12.15,0.1,Bessell_R,Rich1996
49146.2,12.73,0.1,Bessell_V,Rich1996
49147.2,13.81,0.1,Bessell_B,Rich1996
49147.2,11.76,0.1,Bessell_I,Rich1996
49147.2,12.21,0.1,Bessell_R,Rich1996
49147.2,12.75,0.1,Bessell_V,Rich1996
49147.3,13.84,0.1,Bessell_B,Rich1996
