MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_V	swift_V_err
55973.60000000073	2.6595316846917452e-15	6.757503863117192e-17	8.453690245237073e-16	1.8546892539266494e-17	1.8595590396231083e-15	2.2199124370503126e-17	2.7137609371666676e-15	5.3046483669051043e-17	2.8710787259261333e-15	1.360871246680189e-16	1.4834420591317169e-15	1.1686400832949432e-16	8.728333270608896e-16	1.36318960726702e-16	2.5866647259739025e-15	1.1899383606389493e-16
55973.650000000736	2.6628178799704305e-15	6.79381828379638e-17	8.478900618581595e-16	1.865069953127051e-17	1.864706342889167e-15	2.2377712875550125e-17	2.7203546658416803e-15	5.311730109327126e-17	2.8706297208623038e-15	1.3606698573084705e-16	1.4821082878190659e-15	1.168123180347818e-16	8.70950329881629e-16	1.363724463313282e-16	2.591078318428152e-15	1.1911021306822557e-16
55973.70000000074	2.6659444231152437e-15	6.828674008077501e-17	8.504127306661656e-16	1.875361656949659e-17	1.8698326062016357e-15	2.256396085048031e-17	2.726850271435453e-15	5.317939936756634e-17	2.8700285642431827e-15	1.3604785373718915e-16	1.4806570635203865e-15	1.1676723723954993e-16	8.690626930739918e-16	1.364621301767937e-16	2.5954267904113683e-15	1.192306280460107e-16
55973.75000000074	2.668910717725087e-15	6.861939776507653e-17	8.529371402262242e-16	1.8855265245919075e-17	1.8749392106382818e-15	2.2756423741006624e-17	2.7332466794713285e-15	5.32331849668725e-17	2.8692771341315664e-15	1.3602903161124094e-16	1.4790898278820536e-15	1.167274550515116e-16	8.671706458977265e-16	1.365878598152981e-16	2.5997096261452074e-15	1.1935442663609296e-16
55973.800000000745	2.6717161631404007e-15	6.893498212389656e-17	8.554633998166407e-16	1.8955301224689342e-17	1.880027536960712e-15	2.2953811774087335e-17	2.739542814499111e-15	5.3279110395221606e-17	2.868377303267889e-15	1.3600987410550942e-16	1.477408010128804e-15	1.1669172634499664e-16	8.6527441737867975e-16	1.3674946866979885e-16	2.603926307773052e-15	1.1948099207323277e-16
55973.85000000075	2.6743601544282e-15	6.923245735408312e-17	8.579916187162648e-16	1.9053414846631057e-17	1.8850989656308706e-15	2.315500282009532e-17	2.7457376000853945e-15	5.3317673625555525e-17	2.8673309391282553e-15	1.3598979072218084e-16	1.475613027187088e-15	1.1665887967837185e-16	8.633742363146215e-16	1.3694677664407002e-16	2.6080763153462396e-15	1.1960974776730192e-16
55973.90000000075	2.6768420823670327e-15	6.951092430675064e-17	8.6052190620557025e-16	1.91493314908469e-17	1.8901548768287946e-15	2.3359050477671228e-17	2.751829958804014e-15	5.334941734362122e-17	2.866139903982224e-15	1.359682483618716e-16	1.4737062838076181e-15	1.1662782450794264e-16	8.614703312810534e-16	1.3717959076986254e-16	2.6121591268101956e-15	1.1974015962865854e-16
55973.950000000754	2.679161333431829e-15	6.976961881136061e-17	8.630543715672547e-16	1.9242811723632385e-17	1.8951966504685316e-15	2.3565187911026836e-17	2.7578188122248648e-15	5.337492797858489e-17	2.8648060549506126e-15	1.3594477370870022e-16	1.4716891726870527e-15	1.1659755772260462e-16	8.595629306370224e-16	1.3744770588673497e-16	2.6161742179905785e-15	1.1987173814786397e-16
55974.00000000076	2.6813172897788784e-15	7.000790969620811e-17	8.655891240874859e-16	1.933365125904271e-17	1.9002256662163294e-15	2.3772827926530126e-17	2.763703080904803e-15	5.3394834505477546e-17	2.863331244063071e-15	1.3591895536038717e-16	1.4695630745888913e-15	1.1656716952549657e-16	8.576522625309176e-16	1.377509053499261e-16	2.6201210625792887e-15	1.20004040237829e-16
55974.05000000076	2.6833093292303577e-15	7.022529655419236e-17	8.681262730562148e-16	1.9421680753329334e-17	1.905243303506252e-15	2.3981559710853675e-17	2.769481684377015e-15	5.340980699812686e-17	2.861717318315581e-15	1.3589044571120708e-16	1.4673293584635502e-15	1.1653584868985934e-16	8.557385549062758e-16	1.3808896176155685e-16	2.6239991321205983e-15	1.2013667084673916e-16
55974.10000000076	2.6851368252592756e-15	7.04214072882717e-17	8.70665927768671e-16	1.9506765451218348e-17	1.910250941558188e-15	2.4191142586834116e-17	2.7751535411411535e-15	5.342055491469811e-17	2.85996611972782e-15	1.3585896259529153e-16	1.4649893815676304e-15	1.16502887216178e-16	8.538220355075742e-16	1.3846163772029617e-16	2.6278078959970322e-15	1.2026928434925603e-16
55974.150000000765	2.686799146973669e-15	7.05959954595167e-17	8.732081975256025e-16	1.958880469773733e-17	1.915249959394264e-15	2.4401497073794712e-17	2.7807175686535552e-15	5.3427825094118166e-17	2.858079485400381e-15	1.3582429069645374e-16	1.4625444895823996e-15	1.1646768441659315e-16	8.519029318860196e-16	1.388686865847094e-16	2.6315468214153755e-15	1.204015857236714e-16
55974.20000000077	2.688295659101501e-15	7.074893744873878e-17	8.757531916346873e-16	1.9667731327230995e-17	1.9202417358557045e-15	2.461269347813747e-17	2.786172683315958e-15	5.343239944335698e-17	2.8560592475719487e-15	1.357862827300294e-16	1.4599960167314775e-15	1.1642975045069736e-16	8.499814714053354e-16	1.3930985324545925e-16	2.6352153733925455e-15	1.2053333152160355e-16
55974.25000000077	2.689625721974844e-15	7.088022943281436e-17	8.78301019411208e-16	1.9743510937061696e-17	1.9252276496201465e-15	2.4824938186685728e-17	2.791517800466989e-15	5.343509229418448e-17	2.8539072336762574e-15	1.3574486040069919e-16	1.457345285897746e-15	1.1638870933410596e-16	8.480578812475434e-16	1.397848749016633e-16	2.6388130147414448e-15	1.2066433063658522e-16
55974.300000000774	2.6907886915142098e-15	7.098998416636907e-17	8.808517901785673e-16	1.9816141050863496e-17	1.9302090792183974e-15	2.503855779462484e-17	2.796751834370714e-15	5.3436747408918865e-17	2.851625266399006e-15	1.3570001513914204e-16	1.4545936087394935e-15	1.1634430143792402e-16	8.461323884187432e-16	1.402934818368462e-16	2.6423392060567695e-15	1.2079444487674842e-16
55974.35000000078	2.6917839192128906e-15	7.107842755208886e-17	8.83405613269701e-16	1.9885650173910413e-17	1.9351874030510322e-15	2.5253981173237522e-17	2.8018736982075724e-15	5.343823461695683e-17	2.849215163734647e-15	1.3565180861910847e-16	1.4517422858057758e-15	1.162963854933968e-16	8.442052197548834e-16	1.4083539819006241e-16	2.6457934057007823e-15	1.2092358934638668e-16
55974.40000000078	2.692610752121142e-15	7.114589497327172e-17	8.859625980276587e-16	1.9952096740299136e-17	1.940163999405839e-15	2.5471719566171087e-17	2.8068823040629054e-15	5.344044606468634e-17	2.8466787390429928e-15	1.3560037305476804e-16	1.4487926066510426e-15	1.1624494011164057e-16	8.422766019275334e-16	1.4141034271804325e-16	2.649175069789039e-15	1.2105173263996946e-16
55974.45000000078	2.6932685376579003e-15	7.119282027051297e-17	8.885228541468686e-16	2.0015565731106152e-17	1.9451402236269523e-15	2.5692317592102558e-17	2.811776572951725e-15	5.3444279744713923e-17	2.8440178011058426e-15	1.3554591127693726e-16	1.445745849948993e-15	1.161900648238309e-16	8.403467614496498e-16	1.4201802954439595e-16	2.652483652176014e-15	1.211788968514756e-16
55974.500000000786	2.693756806444675e-15	7.121946341441793e-17	8.910865045672998e-16	2.0076083449687516e-17	1.9501165427725815e-15	2.591530118229377e-17	2.8165558148263036e-15	5.345016877494004e-17	2.841234154183357e-15	1.3548869658533942e-16	1.442603283605697e-15	1.1613198064219573e-16	8.384159246813385e-16	1.426581688922217e-16	2.6557186044407966e-15	1.2130515740096702e-16
55974.55000000079	2.6940753284165245e-15	7.122582643968588e-17	8.93653689432546e-16	2.013359122805405e-17	1.9550922700164816e-15	2.6138858572520542e-17	2.8212198452084515e-15	5.345793739097346e-17	2.8383295980704097e-15	1.3542907237230512e-16	1.439366164871999e-15	1.1607103013717945e-16	8.364843178356157e-16	1.4333046779677245e-16	2.6588793758726104e-15	1.2143064267930815e-16
55974.60000000079	2.694223885310096e-15	7.12119884289772e-17	8.96224550049183e-16	2.0188050326739122e-17	1.9600666413384786e-15	2.636114185462667e-17	2.825768512360422e-15	5.346738482059069e-17	2.835305928152834e-15	1.3536745151226106e-16	1.4360357404551465e-15	1.1600767702097556e-16	8.345521669841603e-16	1.4403463079510363e-16	2.6619654134563927e-15	1.215555335113316e-16
55974.650000000795	2.6942022543646915e-15	7.117813067341958e-17	8.987992277389017e-16	2.0239449793670266e-17	1.9650388926262874e-15	2.6580378378952492e-17	2.8302016634204096e-15	5.347833067142218e-17	2.8321649354634658e-15	1.353043155095234e-16	1.4326132466297482e-15	1.1594250522252852e-16	8.3261969806307e-16	1.4477036058998404e-16	2.6649761618582597e-15	1.216800624364838e-16
55974.7000000008	2.6940102083170924e-15	7.112453755155912e-17	9.013778638395703e-16	2.0287806702785276e-17	1.9700082596654734e-15	2.6794886808979255e-17	2.834519144400409e-15	5.3490618427194766e-17	2.8289084067382325e-15	1.3524021339597588e-16	1.4290999093479878e-15	1.1587621743417827e-16	8.306871368786085e-16	1.4553735868568232e-16	2.667911063410952e-15	1.2180451280561695e-16
55974.7500000008	2.6936475153958665e-15	7.105159703255664e-17	9.03960599706452e-16	2.0333166263153093e-17	1.9749739781303396e-15	2.7003090064171184e-17	2.8387208001857503e-15	5.350411862372397e-17	2.8255381244719954e-15	1.3517576036874187e-16	1.425496944349144e-15	1.1580963310543205e-16	8.287547091129529e-16	1.463353259935537e-16	2.6707695580992352e-15	1.2192921769153864e-16
55974.8000000008	2.6931139393158416e-15	7.095980079047977e-17	9.065475767134135e-16	2.0375601800664978e-17	1.9799352835739695e-15	2.7203525575163102e-17	2.8428064745318603e-15	5.351873170550009e-17	2.8220558669743626e-15	1.3511163615706308e-16	1.4218055572683965e-15	1.1574368585497246e-16	8.268226403299352e-16	1.4716396340570194e-16	2.6735510835452415e-15	1.2205455861050642e-16
55974.850000000806	2.6924092392725484e-15	7.084974390848952e-17	9.091389362538118e-16	2.0415214611750155e-17	1.984891411417953e-15	2.7394853260161965e-17	2.8467760100650672e-15	5.353439056474947e-17	2.8184634084254007e-15	1.3504858310652345e-16	1.4180269437449612e-15	1.1567942026834804e-16	8.248911559807858e-16	1.4802297233530714e-16	2.676255074993789e-15	1.2218096405118588e-16
55974.90000000081	2.6915331699364198e-15	7.072212414273337e-17	9.117348197419145e-16	2.045213368785143e-17	1.9898415969436414e-15	2.7575861603869517e-17	2.8506292482789375e-15	5.35510627646103e-17	2.8147625189312145e-15	1.3498740396825215e-16	1.4141622895295122e-15	1.1561798804548727e-16	8.229604814098668e-16	1.4891205522251938e-16	2.678880965297595e-15	1.2230890780721316e-16
55974.95000000081	2.69048548144692e-15	7.057774070716265e-17	9.14335368613749e-16	2.0486515306066722e-17	1.9947850752819897e-15	2.7745472185455214e-17	2.854366029533894e-15	5.35687524474482e-17	2.8109549645794503e-15	1.3492895938005235e-16	1.4102127705909525e-15	1.1556064345997473e-16	8.210308418604126e-16	1.4983091600514696e-16	2.681428184902533e-15	1.2243890710914708e-16
55975.000000000815	2.689265919406783e-15	7.041749253180746e-17	9.169407243285886e-16	2.0518542481240514e-17	1.9997210814037148e-15	2.790274296039811e-17	2.857986193055439e-15	5.358750192904928e-17	2.8070425074946767e-15	1.348741650264135e-16	1.406179553222488e-15	1.155087380906175e-16	8.191024624802549e-16	1.507792605535971e-16	2.6838961618327254e-15	1.22571520551585e-16
55975.05000000082	2.687874224875751e-15	7.024237593817865e-17	9.195510283696254e-16	2.0548424272422798e-17	2.0046488501100182e-15	2.804687056135323e-17	2.8614895769324816e-15	5.3607392978535276e-17	2.8030269058937387e-15	1.3482398846427669e-16	1.4020637941470564e-15	1.1546371478557334e-16	8.171755683275581e-16	1.517567970698767e-16	2.6862843216757125e-15	1.2270734581095319e-16
55975.10000000082	2.6863101343648897e-15	7.005348166736487e-17	9.221664222454847e-16	2.0576394935244777e-17	2.0095676160226793e-15	2.8177191839582324e-17	2.864876018115813e-15	5.3628547783690367e-17	2.7989099141408654e-15	1.3477944560193447e-16	1.3978666406220837e-15	1.1542710082043774e-16	8.152503843765483e-16	1.5276323645063164e-16	2.6885920875674734e-15	1.2284701714988663e-16
55975.150000000824	2.684573379830092e-15	6.985199118819226e-17	9.24787047491304e-16	2.060271291115088e-17	2.014476613574178e-15	2.829318483037677e-17	2.8681453524163065e-15	5.365112959927579e-17	2.794693282802869e-15	1.3474159681929735e-16	1.3935892305435888e-15	1.15400500214152e-16	8.133271355232302e-16	1.5379829261449336e-16	2.6908188801774397e-15	1.229912027042884e-16
55975.20000000083	2.6826636886659138e-15	6.963917220529539e-17	9.274130456695262e-16	2.0627659643068486e-17	2.019375076998237e-15	2.8394469287644514e-17	2.8712974145037757e-15	5.3675343076104895e-17	2.790378758704159e-15	1.3471154271884154e-16	1.3892326925496635e-15	1.1538558517074773e-16	8.114060465911204e-16	1.5486168279416937e-16	2.692964117693468e-15	1.2314060154979947e-16
55975.25000000083	2.6805807836994095e-15	6.941637328063527e-17	9.300445583715901e-16	2.065153820674449e-17	2.024262240320145e-15	2.848080689774514e-17	2.874332037905237e-15	5.3701434267067456e-17	2.7859680849815723e-15	1.3469041949815723e-16	1.3847981461232832e-15	1.1538408662077648e-16	8.094873423369612e-16	1.5595312779393813e-16	2.695027215806725e-15	1.2329594054492036e-16
55975.30000000083	2.67832438318345e-15	6.918501747626154e-17	9.326817272185187e-16	2.067467174673721e-17	2.029137337346966e-15	2.8552101250960704e-17	2.87724905500292e-15	5.37296903055207e-17	2.7814630011393426e-15	1.3467939393721428e-16	1.3802867016945097e-15	1.1539778384382612e-16	8.075712474564445e-16	1.5707235221334114e-16	2.6970075876965787e-15	1.2345797094925776e-16
55975.350000000835	2.675894200790576e-15	6.894659492295592e-17	9.353246938623972e-16	2.0697401705925203e-17	2.033999601657861e-15	2.860839761702673e-17	2.88004829703321e-15	5.376043875165696e-17	2.7768652431037553e-15	1.3467965799567177e-16	1.3756994607420615e-15	1.1542849316312383e-16	8.056579865899216e-16	1.5821908463804133e-16	2.6989046440153912e-15	1.236274648159716e-16
55975.40000000084	2.6732899456059463e-15	6.870265421642307e-17	9.37973599987342e-16	2.0720085838304396e-17	2.038848266594151e-15	2.864988254412603e-17	2.8827295940845505e-15	5.379404659766392e-17	2.772176543277817e-15	1.3469242301882175e-16	1.3710375158942631e-15	1.1547805571429692e-16	8.037477843281323e-16	1.5939305779892918e-16	2.7007177928732628e-15	1.238052111594001e-16
55975.45000000084	2.6705113221211e-15	6.84547925445223e-17	9.406285873108656e-16	2.0743095995492822e-17	2.0436825652499688e-15	2.867688327161547e-17	2.8852927750963644e-15	5.383091893081858e-17	2.7673986305958746e-15	1.3471891355372531e-16	1.3663019510293846e-15	1.1554832430346085e-16	8.018408652179057e-16	1.6059400870065202e-16	2.702446439822755e-15	1.2399201189964685e-16
55975.500000000844	2.667558034592349e-15	6.82046411472738e-17	9.432897974433973e-16	2.07668149764861e-17	2.0485017306630535e-15	2.868986640611119e-17	2.887737667971174e-15	5.3871496662428656e-17	2.7625331845896836e-15	1.3476017506816844e-16	1.3614939291505525e-15	1.156408572993252e-16	nan	nan	2.704090048355435e-15	1.241885402854243e-16
55975.55000000085	2.6644307081270652e-15	6.795315603368483e-17	9.459573421057017e-16	2.079148569238469e-17	2.0533050381552314e-15	2.8689328181927896e-17	2.8900641237362806e-15	5.3916132101513807e-17	2.757581541546606e-15	1.3481588189298111e-16	1.3566152534340188e-15	1.1575504090672487e-16	nan	nan	2.705648526597429e-15	1.2439446007423666e-16
55975.60000000085	2.661132028062245e-15	6.769975048983475e-17	9.486312662870597e-16	2.081702653940687e-17	2.0580918577083306e-15	2.867566052626646e-17	2.892272046429482e-15	5.3964936284735966e-17	2.752544882098639e-15	1.3488509653288195e-16	1.3516680094290683e-15	1.1588928492783542e-16	nan	nan	2.7071219805312893e-15	1.2460898682601884e-16
55975.65000000085	2.6576649545919137e-15	6.744365482412743e-17	9.513116059796209e-16	2.0843320047086208e-17	2.062861571865616e-15	2.864936551322461e-17	2.8943613462628516e-15	5.4018016756874495e-17	2.7474243828780154e-15	1.3496688761700251e-16	1.3466542758579887e-15	1.1604199843457546e-16	nan	nan	2.708510514498167e-15	1.2483134435427544e-16
55975.700000000856	2.6540324434554654e-15	6.71841390592992e-17	9.539983972122537e-16	2.0870259618734373e-17	2.067613562878588e-15	2.861109244817829e-17	2.8963319322923307e-15	5.40755152986886e-17	2.7422212172733153e-15	1.350603382655884e-16	1.3415761234287631e-15	1.162116064745656e-16	nan	nan	2.7098142302546985e-15	1.250607704857754e-16
55975.75000000086	2.6502374460097214e-15	6.692052322648452e-17	9.566916760512191e-16	2.0897751089847135e-17	2.072347212699199e-15	2.856164152124594e-17	2.898183712417323e-15	5.413760816528833e-17	2.736936555466852e-15	1.351645511763254e-16	1.336435615018682e-15	1.1639656127485943e-16	nan	nan	2.711033226975391e-15	1.2529652040413169e-16
55975.80000000086	2.6462829093006645e-15	6.665218665159029e-17	9.593914786001335e-16	2.0925714060834422e-17	2.0770619029716725e-15	2.85019669164211e-17	2.8999165933791928e-15	5.4204505967960287e-17	2.7315715644721077e-15	1.352786533293222e-16	1.33123480585741e-15	1.1659535249566662e-16	nan	nan	2.712167601254914e-15	1.25537869726082e-16
55975.850000000864	2.6421717761353256e-15	6.637857623835177e-17	9.620978410003095e-16	2.0954083007953742e-17	2.0817570150252154e-15	2.8433179248278834e-17	2.901530480761456e-15	5.4276453197460555e-17	2.7261274081709448e-15	1.3540180031011346e-16	1.3259757437095187e-15	1.168065165328257e-16	nan	nan	2.7132174471103244e-15	1.2578411731447026e-16
55975.90000000087	2.637906985153109e-15	6.609921375255068e-17	9.648107994310893e-16	2.0982808175639e-17	2.0864319298651745e-15	2.8356547153584244e-17	2.9030252789875765e-15	5.435372738901457e-17	2.720605247350849e-15	1.3553318025254524e-16	1.3206604690565028e-15	1.170286448776614e-16	nan	nan	2.714182855983288e-15	1.2603458783355823e-16
55975.95000000087	2.6334914708976285e-15	6.581370211251669e-17	9.67530390109927e-16	2.1011856253568e-17	2.0910860281662965e-15	2.827349782122093e-17	2.904400891321033e-15	5.443663792683132e-17	2.7150062397420695e-15	1.356720174049885e-16	1.3152910152782649e-15	1.1726039155130334e-16	nan	nan	2.7150639167422574e-15	1.2628863405282694e-16
55976.00000000087	2.628928163888171e-15	6.552173068797069e-17	9.702566492929427e-16	2.1041210841576393e-17	2.095718690264015e-15	2.8185616195974734e-17	2.9056572198636853e-15	5.452552448945314e-17	2.709331540054607e-15	1.3581757532534497e-16	1.3098694088341305e-15	1.1750047963718167e-16	nan	nan	2.715860715684489e-15	1.2654563890637622e-16
55976.050000000876	2.624219990690857e-15	6.522307960596971e-17	9.729896132747836e-16	2.1070872705344206e-17	2.1003292961472164e-15	2.809464254615906e-17	2.9067941655556283e-15	5.4620755136099454e-17	2.7035823000152893e-15	1.3596915971148189e-16	1.3043976694433581e-15	1.1774770694064403e-16	nan	nan	2.716573336538182e-15	1.2680501731534666e-16
55976.10000000088	2.6193698739903762e-15	6.491762305685357e-17	9.757293183891966e-16	2.110085982511339e-17	2.1049172254496073e-15	2.800246804237016e-17	2.9078116281732643e-15	5.4722724036050025e-17	2.697759668404576e-15	1.361261208746322e-16	1.2988778102651621e-15	1.1800095080827492e-16	nan	nan	2.717201860464368e-15	1.270662177813717e-16
55976.15000000088	2.6143807326608574e-15	6.460533158704093e-17	9.784758010090924e-16	2.1131207239499898e-17	2.109481857442613e-15	2.7911127957085515e-17	2.9087095063293884e-15	5.483184884271945e-17	2.6918647910934482e-15	1.3628785586420115e-16	1.2933118380783072e-15	1.182591721418343e-16	nan	nan	2.71774636605896e-15	1.2732872375896124e-16
55976.200000000885	2.6092554818374343e-15	6.42862733568216e-17	9.81229097546897e-16	2.1161966685907534e-17	2.114022571026945e-15	2.782279207204715e-17	2.909487697471495e-15	5.494856771949031e-17	2.685898811080179e-15	1.3645381025266947e-16	1.2877017534602158e-15	1.1852141864284226e-16	nan	nan	2.718206929354539e-15	1.2759205481500195e-16
55976.25000000089	2.603997032986999e-15	6.396061433302991e-17	9.83989244454901e-16	2.1193206038778087e-17	2.1185387447248857e-15	2.7739751871972445e-17	2.9101460978810787e-15	5.5073336021262087e-17	2.6798628685269715e-15	1.3662347958969469e-16	1.2820495509656467e-15	1.1878682732385084e-16	nan	nan	2.7185836238222936e-15	1.2785576758323715e-16
55976.30000000089	2.5986082939795336e-15	6.36286173762348e-17	9.8675627822516e-16	2.122500854638854e-17	2.123029756672636e-15	2.7664404123078316e-17	2.910684602672618e-15	5.520662264206846e-17	2.6737581007965805e-15	1.367964105342524e-16	1.2763572193049502e-15	1.1905462632162678e-16	nan	nan	2.7188765203737153e-15	1.2811945652152703e-16
55976.35000000089	2.5930921691590685e-15	6.32906401722531e-17	9.8953023539024e-16	2.1257471867021136e-17	2.1274949846117693e-15	2.759923048015958e-17	2.911103105792665e-15	5.534890603958599e-17	2.667585642488907e-15	1.3697220167365135e-16	1.2706267415218978e-15	1.1932413604580817e-16	nan	nan	2.7190856873623853e-15	1.2838275447930896e-16
55976.4000000009	2.587451559414416e-15	6.294713194711987e-17	9.923111525230345e-16	2.129070690475994e-17	2.1319338058823248e-15	2.754677285766221e-17	2.911401500018872e-15	5.550066995041419e-17	2.6613466254774166e-15	1.371505040378112e-16	1.2648600951711018e-15	1.19594769694449e-16	nan	nan	2.7192111905856516e-15	1.2864533308229135e-16
55976.4500000009	2.581689362250227e-15	6.259862889416706e-17	9.950990662372989e-16	2.1324836445660824e-17	2.1363455974138163e-15	2.750960442727687e-17	2.9115796769586153e-15	5.566239881337601e-17	2.6550421789456032e-15	1.3733102131663372e-16	1.25905925249505e-15	1.198660331651794e-16	nan	nan	2.7192530932862435e-15	1.2890690294093188e-16
55976.5000000009	2.5758084665997253e-15	6.224572780732407e-17	9.978940083826194e-16	2.135998873010769e-17	2.140729726554363e-15	2.7490262101995576e-17	2.911637533498788e-15	5.583455752578311e-17	2.648673429423288e-15	1.3751350978788307e-16	1.2532261806007493e-15	1.2013752438780138e-16	nan	nan	2.7192114561538795e-15	1.29167213688837e-16
55976.550000000905	2.5698115537482765e-15	6.188830608288644e-17	1.000695824051598e-15	2.1396111617107e-17	2.145085203985168e-15	2.748991748562627e-17	2.9115752161023605e-15	5.601700374533852e-17	2.6422415008228985e-15	1.3769777796213758e-16	1.2473628416360075e-15	1.2040893210094797e-16	nan	nan	2.7190863373267828e-15	1.2942605385655017e-16
55976.60000000091	2.5637010362746375e-15	6.152528607271273e-17	1.0035041157187766e-15	2.143291597282442e-17	2.1494105771796292e-15	2.750796918737546e-17	2.9113931957928592e-15	5.620880878550956e-17	2.635747514475716e-15	1.3788368595076868e-16	1.241471192965328e-15	1.2068003409227434e-16	nan	nan	2.7188777923931517e-15	1.296832505857507e-16
55976.65000000091	2.5574793058936193e-15	6.115560981373893e-17	1.0063184696781753e-15	2.1470106725346868e-17	2.1537043622268505e-15	2.7543674038498594e-17	2.9110919641965173e-15	5.6408988303596e-17	2.6291925891679864e-15	1.3807114456221748e-16	1.2355531873454826e-15	1.2095069491838913e-16	nan	nan	2.7185858743926144e-15	1.2993866918823298e-16
55976.700000000914	2.551148751260895e-15	6.077832101928495e-17	1.0091384722567947e-15	2.1507401195592386e-17	2.1579650747405976e-15	2.7596286485914334e-17	2.9106720117778456e-15	5.661655992578129e-17	2.6225778411770086e-15	1.3826011413098497e-16	1.2296107731007441e-15	1.2122086311773278e-16	nan	nan	2.7182106338175586e-15	1.3019221255352128e-16
55976.75000000092	2.544711758030895e-15	6.039257712562314e-17	1.0119637098112766e-15	2.1544530781502767e-17	2.1621912298410283e-15	2.7665080331197072e-17	2.9101338278443736e-15	5.683054842607632e-17	2.615904384307163e-15	1.3845060308311661e-16	1.2236458942977665e-15	1.2149056792664048e-16	nan	nan	2.7177521186145252e-15	1.3044382040838294e-16
55976.80000000092	2.538170708916027e-15	5.99976603666582e-17	1.014793768724295e-15	2.1581242420729197e-17	2.166381342135855e-15	2.774936788541329e-17	2.9094779005507776e-15	5.704999041123403e-17	2.6091733299258596e-15	1.3864266624142647e-16	1.217660490920178e-15	1.217599155062572e-16	nan	nan	2.7172103741854145e-15	1.3069346843095157e-16
55976.85000000092	2.5315279837447278e-15	5.959298792397675e-17	1.0176282354011145e-15	2.1617299841249628e-17	2.1705339257014242e-15	2.784851636198712e-17	2.9087047169037305e-15	5.72739385205953e-17	2.6023857869994248e-15	1.3883640287292395e-16	1.211656499042853e-15	1.2202908468560493e-16	nan	nan	2.71658544338875e-15	1.3094116722169347e-16
55976.900000000926	2.5247859595200256e-15	5.917812119775035e-17	1.020466696266185e-15	2.1652484609416083e-17	2.1746474940650906e-15	2.796196139791835e-17	2.9078147627663665e-15	5.750146514973538e-17	2.5955428621289867e-15	1.390319544804126e-16	1.2056358510059008e-15	1.222983222241733e-16	nan	nan	2.715877366540845e-15	1.3118696113298313e-16
55976.95000000093	2.517947010477927e-15	5.875277423642495e-17	1.0233087377594777e-15	2.168659698466535e-17	2.1787205601854197e-15	2.8089217659599254e-17	2.9068085228625386e-15	5.77316657160896e-17	2.588645659586149e-15	1.3922950234010464e-16	1.1996004755883586e-15	1.2256793759580187e-16	nan	nan	2.715086181416905e-15	1.3143092695853966e-16
55977.00000000093	2.5110135081457433e-15	5.831682135386839e-17	1.0261539463332471e-15	2.1719456590713392e-17	2.1827516364340134e-15	2.8229886539588885e-17	2.9056864807816652e-15	5.796366148544546e-17	2.581695281348837e-15	1.394292647863131e-16	1.1935522981816334e-15	1.2283829729455227e-16	nan	nan	2.714211923252118e-15	1.3167317248372743e-16
55977.050000000934	2.5039878214003207e-15	5.787030394865273e-17	1.0290019084482368e-15	2.175090291156997e-17	2.1867392345773692e-15	2.838366099438777e-17	2.90444911898271e-15	5.819660198216806e-17	2.5746928271368514e-15	1.3963149424449378e-16	1.1874932409626642e-15	1.231098186624975e-16	nan	nan	2.7132546247426712e-15	1.3191383489718525e-16
55977.10000000094	2.496872316526169e-15	5.74134365220774e-17	1.0318522105703953e-15	2.1780795620935987e-17	2.190681865757565e-15	2.8550327607400725e-17	2.9030969187992653e-15	5.842966700501891e-17	2.5676393736972697e-15	1.3983623419566742e-16	1.1814250178716336e-15	1.2338260595549588e-16	nan	nan	2.7122144584676802e-15	1.3215300197510474e-16
55977.15000000094	2.489669357273821e-15	5.694661187123146e-17	1.0347044391674066e-15	2.1809014751966017e-17	2.19457804047385e-15	2.872976598614896e-17	2.901630360443677e-15	5.866206827608059e-17	2.5605359125884344e-15	1.4004259786854877e-16	1.175348519178288e-15	1.2365537449015613e-16	nan	nan	2.7110926470543097e-15	1.323902181158033e-16
55977.20000000094	2.4823813049177866e-15	5.647040540705787e-17	1.037558180705025e-15	2.1835460714136323e-17	2.198426268563994e-15	2.892194562250665e-17	2.9000499230113876e-15	5.889305074566895e-17	2.5533834124631415e-15	1.4024949040571282e-16	1.1692644271569165e-15	1.2392652732816382e-16	nan	nan	2.7098908823971733e-15	1.3262479967400204e-16
55977.250000000946	2.4750105183147993e-15	5.59855785190251e-17	1.0404130216438009e-15	2.1860054162299707e-17	2.202225059185863e-15	2.9126920360016006e-17	2.8983560844855064e-15	5.912189357920184e-17	2.546182839850507e-15	1.4045585268659716e-16	1.1631734213499143e-15	1.2419451984905033e-16	nan	nan	2.70861085615684e-15	1.3285609120986317e-16
55977.30000000095	2.4675593539616085e-15	5.549308087477265e-17	1.0432685484354253e-15	2.1882735722714987e-17	2.2059729207982185e-15	2.934482062475487e-17	2.8965493217416174e-15	5.934791084913642e-17	2.538935159187479e-15	1.4066066500884913e-16	1.157076178635941e-15	1.244578663628925e-16	nan	nan	2.7072542575775655e-15	1.3308346866553553e-16
