MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56456.60000000044	9.482185456758282e-15	7.641882290277472e-17	2.7993635801820714e-15	2.020023092124176e-17	4.68710442376655e-15	2.7291501623744895e-17	1.1938402028670171e-14	4.599126642852796e-16	6.174346390950921e-15	4.711633336200024e-17	1.0301164539866537e-14	2.59534139268702e-16	1.1888373497217905e-14	2.5967616535645396e-16	7.338526610480595e-15	3.552108087514214e-16	9.42249568236579e-15	2.656751728262795e-16	5.583558883385795e-15	3.0798927849546514e-16	6.2095645579540536e-15	2.458963914337713e-16
56456.650000000445	9.38537564236755e-15	7.499728906228733e-17	2.7749347979863582e-15	2.0180081438485805e-17	4.6549353720210395e-15	2.7032981886312023e-17	1.176644379300255e-14	4.613317679776322e-16	6.128721371505687e-15	4.7544760021967907e-17	1.022937070760139e-14	2.575895556042258e-16	1.1795618915636322e-14	2.565353342931048e-16	7.276760602591319e-15	3.491598060981602e-16	9.230669006838201e-15	2.7524401063912394e-16	5.544456781446478e-15	3.031109514900919e-16	6.184790413454377e-15	2.427382948857657e-16
56456.70000000045	9.290642587934838e-15	7.372053173367873e-17	2.751039454548896e-15	2.018950160142738e-17	4.623485299201161e-15	2.6806233930037714e-17	1.1598365061465683e-14	4.622821129777738e-16	6.084377413946196e-15	4.8081540324688114e-17	1.0156977099810924e-14	2.562603454917339e-16	1.1702617493426445e-14	2.538114381237793e-16	7.214742510527535e-15	3.432775627897821e-16	9.043087911815583e-15	2.8124498946772596e-16	5.505212432090058e-15	2.98319155884669e-16	6.1598082639839106e-15	2.3983272903523677e-16
56456.75000000045	9.197977139494194e-15	7.263092171994263e-17	2.7276844223820595e-15	2.0229280771358924e-17	4.59271384647388e-15	2.662892942067165e-17	1.1434185702084734e-14	4.627200518878349e-16	6.041301595791146e-15	4.877757419543102e-17	1.0084032542170323e-14	2.5548179574380934e-16	1.160940194609122e-14	2.5147394111341327e-16	7.152494386812392e-15	3.3755741398973535e-16	8.859506880639847e-15	2.839160266673112e-16	5.46583792292719e-15	2.9361187198147444e-16	6.1346371897081115e-15	2.3716296109618706e-16
56456.800000000454	9.107369803918686e-15	7.17790336518381e-17	2.7048750212805236e-15	2.0300045816206577e-17	4.562575769233473e-15	2.6526431115875784e-17	1.1273927997570741e-14	4.62606979320243e-16	5.999473618895762e-15	4.969238367821783e-17	1.0010585840287985e-14	2.5518792268858666e-16	1.1516004987449412e-14	2.494911976406746e-16	7.090038280746217e-15	3.3199261793209365e-16	8.679751756716232e-15	2.838872598328366e-16	5.426345340091832e-15	2.8898707597675226e-16	6.109296262712095e-15	2.347118631855134e-16
56456.85000000046	9.018810933264032e-15	7.122254267382758e-17	2.6826150073878223e-15	2.0402233896858162e-17	4.5330213366049196e-15	2.6533148523060615e-17	1.1117616652428366e-14	4.619091929330412e-16	5.958867488567384e-15	5.089188683192262e-17	9.936685781276085e-15	2.553128256978894e-16	1.1422459329873829e-14	2.4783087695585357e-16	7.027396238688308e-15	3.265763846884523e-16	8.503716940462034e-15	2.818635440078554e-16	5.386746768366084e-15	2.844427462590241e-16	6.0838045476477895e-15	2.324620697123491e-16
56456.90000000046	8.932290924787607e-15	7.102352005847769e-17	2.660906566347052e-15	2.053606732073257e-17	4.503997146608021e-15	2.6692836278314372e-17	1.0965278790393847e-14	4.605978376734701e-16	5.919453036307129e-15	5.244440182723006e-17	9.862381135316854e-15	2.5579188222622446e-16	1.1328797684525783e-14	2.4646038147902367e-16	6.9645903043414634e-15	3.21301905944858e-16	8.331360966149966e-15	2.7855523879233487e-16	5.347054291305522e-15	2.799768699037672e-16	6.058181102381498e-15	2.303961339613015e-16
56456.95000000046	8.847800438566157e-15	7.124374139956144e-17	2.63975031054536e-15	2.070153140473566e-17	4.4754474188753126e-15	2.705689844445982e-17	1.081694394212048e-14	4.586489473451834e-16	5.8811973565053934e-15	5.441497818805191e-17	9.787720657231883e-15	2.565627443732496e-16	1.1235052761589558e-14	2.4534724395615296e-16	6.9016425190344526e-15	3.1616238558557185e-16	8.162701093783517e-15	2.748472292355444e-16	5.3072799913633226e-15	2.7558744934775947e-16	6.032444978640917e-15	2.28496680366719e-16
56457.000000000466	8.765330633976118e-15	7.193793997094143e-17	2.6191452804072112e-15	2.0898356164615632e-17	4.447315861216336e-15	2.7679821873344947e-17	1.0672644022984257e-14	4.560435967884556e-16	5.844066142588108e-15	5.685864131697112e-17	9.712753088050925e-15	2.5756612096244656e-16	1.1141257270510992e-14	2.444594916759465e-16	6.8385749220069656e-15	3.1115107088088497e-16	7.997807043450016e-15	2.722141896978115e-16	5.267435950014773e-15	2.7127250922661355e-16	6.00661522266236e-15	2.2674654944806234e-16
56457.05000000047	8.684873425268108e-15	7.314545460262313e-17	2.5990889496809562e-15	2.11260024800819e-17	4.419548218569129e-15	2.8611443404956545e-17	1.0532413300835924e-14	4.527681782503625e-16	5.808024965231729e-15	5.981355366598254e-17	9.637527156575906e-15	2.587463489565735e-16	1.1047443920228535e-14	2.437659692482997e-16	6.775409550691653e-15	3.062612840794713e-16	7.836793427861954e-15	2.7332603479929073e-16	5.2275342478829056e-15	2.6703010335808715e-16	5.980710875837052e-15	2.251289329446602e-16
56457.10000000047	8.606421754989108e-15	7.488127610010033e-17	2.579577234603327e-15	2.13836531868266e-17	4.392095612228324e-15	2.98869031330152e-17	1.0396288353487042e-14	4.488148167873152e-16	5.7730404822760455e-15	6.329519769455854e-17	9.562091580951664e-15	2.6005177228332223e-16	1.0953645419409872e-14	2.43236614802717e-16	6.712168440996657e-15	3.0148645420629795e-16	7.679809810362475e-15	2.825193231364703e-16	5.1875869648622484e-15	2.6285832185231784e-16	5.9547509753584156e-15	2.236274973121737e-16
56457.150000000474	8.529969882070722e-15	7.712781846477577e-17	2.5606045068238088e-15	2.16702093512609e-17	4.364918733327719e-15	3.1516305288285414e-17	1.0264308015674525e-14	4.441819416708364e-16	5.739081621089249e-15	6.729235124936954e-17	9.486495070229867e-15	2.6143495474056523e-16	1.0859894476688702e-14	2.428426875867355e-16	6.648873627591593e-15	2.968201488855334e-16	7.527026646471073e-15	3.0535288735677687e-16	5.147606180243861e-15	2.587552983303497e-16	5.928754554868345e-15	2.22226494369327e-16
56457.20000000048	8.455513678758989e-15	7.982862243012377e-17	2.5421636099717955e-15	2.198429180592525e-17	4.3379930208784885e-15	3.347644250492938e-17	1.0136513315221663e-14	4.388750335880288e-16	5.706120735329809e-15	7.176504891934058e-17	9.410786325937403e-15	2.6285275737213484e-16	1.0766223800898856e-14	2.4255694757686227e-16	6.585547144189227e-15	2.9225610601334237e-16	7.378614690891882e-15	3.4662346784680935e-16	5.107603972840618e-15	2.547192172315783e-16	5.9027406451037195e-15	2.209108584802819e-16
56457.25000000048	8.383050927328653e-15	8.288469267843322e-17	2.5242458796761705e-15	2.2324247901562665e-17	4.311314852377791e-15	3.570606331129018e-17	1.0012947398071648e-14	4.329075707269861e-16	5.674134745098691e-15	7.664419507866995e-17	9.335014043641486e-15	2.642663107554414e-16	1.0672666101306964e-14	2.4235378978488457e-16	6.522211023828186e-15	2.877882651260421e-16	7.234714833288006e-15	4.078428891552006e-16	5.067592421110219e-15	2.507483211889732e-16	5.876728274542707e-15	2.1966629019197695e-16
56457.30000000048	8.312581603434619e-15	8.615361423192642e-17	2.506841166923817e-15	2.268816336478571e-17	4.2849087912901756e-15	3.8104786009326895e-17	9.893655441847862e-15	4.2630220020355165e-16	5.6431062915946415e-15	8.18322511650853e-17	9.259226914515927e-15	2.6564091027265473e-16	1.0579254087853728e-14	2.422093374020589e-16	6.458887299157849e-15	2.8341079832756337e-16	7.0953948767083605e-15	4.86028417086925e-16	5.027583603282175e-15	2.468409184529184e-16	5.850736470051263e-15	2.1847932669819423e-16
56457.350000000486	8.244107708382652e-15	8.946423063099733e-17	2.4899381039946937e-15	2.3073976267218008e-17	4.258828275819566e-15	4.0545447233034525e-17	9.778684352152595e-15	4.1909304074723604e-16	5.613023542659576e-15	8.721116509302201e-17	9.183473626908185e-15	2.6694585873264524e-16	1.0486020471383009e-14	2.4210149881310493e-16	6.3955980027193e-15	2.791181406553783e-16	6.960624960927971e-15	5.748300079800571e-16	4.987589597480032e-15	2.4299539034074896e-16	5.824784257529241e-15	2.1733739986558333e-16
56457.40000000049	8.177631767554482e-15	9.267158419318622e-17	2.473525086192559e-15	2.347988495719476e-17	4.233132802001601e-15	4.2918818935343806e-17	9.66808185218501e-15	4.113308228548021e-16	5.5838758172256956e-15	9.267023654906097e-17	9.107802867903203e-15	2.681542764967372e-16	1.0392997963882384e-14	2.420099939269479e-16	6.3323651672324575e-15	2.749050197913892e-16	6.830355988624674e-15	6.687476369793576e-16	4.9476224818485055e-15	2.392101986911872e-16	5.798890662556589e-15	2.1622888282628048e-16
56457.45000000049	8.113156444584337e-15	9.567307134286292e-17	2.4575905160298063e-15	2.3904460918019254e-17	4.20788187225668e-15	4.514506685794983e-17	9.56189626543181e-15	4.030853891426874e-16	5.555652430255087e-15	9.811329624544301e-17	9.03226332489238e-15	2.692428950993682e-16	1.0300219278712955e-14	2.419163552829373e-16	6.2692108258757585e-15	2.707664850361496e-16	6.704541703813599e-15	7.638653889588203e-16	4.907694334675893e-15	2.354838932998813e-16	5.773074711039701e-15	2.1514312632196823e-16
56457.500000000495	8.05068454165656e-15	9.840900815792977e-17	2.4421228030581122e-15	2.4346652514689807e-17	4.183134974411468e-15	4.7172118731960333e-17	9.460176523536714e-15	3.9444730667050696e-16	5.5283426990594945e-15	1.0345793459144292e-16	8.956903687136242e-15	2.70191846572263e-16	1.0207717130850076e-14	2.4180390914240815e-16	6.206157012570017e-15	2.666979354877694e-16	6.5831386953574796e-15	8.573689558644029e-16	4.867817234520084e-15	2.318151193128932e-16	5.74735542985741e-15	2.1407048608767533e-16
56457.5500000005	7.99021899980028e-15	1.0086169175235364e-16	2.4271103636930315e-15	2.4805777029941562e-17	4.1589516132317825e-15	4.897326383937622e-17	9.362972174238312e-15	3.855294114688489e-16	5.5019359417608925e-15	1.0863407867246853e-16	8.881772647332148e-15	2.709844574412505e-16	1.0115524237114061e-14	2.416577413320059e-16	6.143225762264102e-15	2.626951473837014e-16	6.466106402241736e-15	9.471685157679995e-16	4.8280032603333385e-15	2.282026245517984e-16	5.721751847507324e-15	2.1300234259482087e-16
56457.6000000005	7.931762899203773e-15	1.03054080860542e-16	2.4125416210414317e-15	2.5281503025434135e-17	4.135391281235134e-15	5.054503564539837e-17	9.270333389373822e-15	3.7646812789137936e-16	5.476421473402391e-15	1.1358244773801703e-16	8.806918903180074e-15	2.7160705370807463e-16	1.0023673316407516e-14	2.4146465204331524e-16	6.080439111215407e-15	2.587543005724557e-16	6.353407120647045e-15	1.0316595469042654e-15	4.788264491585995e-15	2.246452667441509e-16	5.6962829947520506e-15	2.11931114451042e-16
56457.6500000005	7.875319459525294e-15	1.0504835193630698e-16	2.3984050047298246e-15	2.5773824778350506e-17	4.112513474457161e-15	5.190558067634218e-17	9.18231097295247e-15	3.674243013664752e-16	5.451788621261533e-15	1.1825313251721692e-16	8.732391158947877e-15	2.720487810270563e-16	9.932197089951765e-15	2.4121310321736064e-16	6.017819097275042e-15	2.548720040961453e-16	6.245006012852267e-15	1.1095766671871052e-15	4.748613008391951e-15	2.2114202062919572e-16	5.670967905265358e-15	2.108502666868609e-16
56457.70000000051	7.82089204021994e-15	1.0694399018976572e-16	2.38468895072941e-15	2.6283030260836114e-17	4.090377695318262e-15	5.309332781575399e-17	9.098956369296472e-15	3.5858314911954946e-16	5.4280266975456334e-15	1.2260439022739834e-16	8.65823812703901e-15	2.7230144267336707e-16	9.841128281521138e-15	2.408931615238822e-16	5.9553877601704834e-15	2.510453208659969e-16	6.1408711180017725e-15	1.1799030647131179e-15	4.709060891633031e-15	2.1769198490690954e-16	5.6458256162786785e-15	2.0975431505685796e-16
56457.75000000051	7.768484140868352e-15	1.0887465473409086e-16	2.3713819011881436e-15	2.6809663893325722e-17	4.0690434420691945e-15	5.4165544372855194e-17	9.020321671253067e-15	3.5015277949425153e-16	5.40512502791178e-15	1.2660166694033873e-16	8.584508529557211e-15	2.7235935669025974e-16	9.750499617675474e-15	2.4049643941354356e-16	5.893167141788586e-15	2.4727179141462e-16	6.040973364773096e-15	1.2418126450840382e-15	4.669620223083949e-15	2.142943889951492e-16	5.620875169227307e-15	2.0863882735904114e-16
56457.80000000051	7.718099401520587e-15	1.1100280589983562e-16	2.3584723042510707e-15	2.735448511912659e-17	4.048570213742528e-15	5.519623663813746e-17	8.946459628477856e-15	3.423605879103292e-16	5.3830729310491065e-15	1.3021683568651464e-16	8.511251099873448e-15	2.7221923272027965e-16	9.660343828001376e-15	2.4001603617498507e-16	5.831179286459927e-15	2.435494566952574e-16	5.945286585981241e-15	1.2946318257992602e-15	4.630303085536353e-15	2.109485995539824e-16	5.596135610397123e-15	2.0750042263225176e-16
56457.850000000515	7.669741603037461e-15	1.135111038228333e-16	2.3459486138938924e-15	2.791842371486575e-17	4.02901750507089e-15	5.627277196184987e-17	8.877423655789173e-15	3.3544676959250226e-16	5.361859729211747e-15	1.3342762120860385e-16	8.43851458419447e-15	2.7188006838484775e-16	9.570693645341854e-15	2.3944648050576207e-16	5.7694462412412164e-15	2.3987687988972635e-16	5.853787535157928e-15	1.337813539986845e-15	4.591121562924365e-15	2.0765412673357507e-16	5.571625991570992e-15	2.0633676893583969e-16
56457.90000000052	7.623414667449613e-15	1.1659004795562506e-16	2.3337992897480058e-15	2.850253267619994e-17	4.010444821992809e-15	5.749066012732857e-17	8.81326784159576e-15	3.2965429405230285e-16	5.341474747489632e-15	1.362171876416705e-16	8.366347743127164e-15	2.7134306461486527e-16	9.481581806036504e-15	2.3878367567651965e-16	5.7079900561989115e-15	2.3625316715603995e-16	5.766455905144844e-15	1.3709191431873753e-15	4.552087740448714e-15	2.0441063009360844e-16	5.547365370675622e-15	2.05146580254886e-16
56457.95000000052	7.579121779998808e-15	1.2041922290969874e-16	2.322012879332382e-15	2.910789515676185e-17	3.9929110538616755e-15	5.894457980104541e-17	8.754042884763873e-15	3.252106221401293e-16	5.321907304247803e-15	1.3857386738509496e-16	8.294799353248265e-15	2.706115589955708e-16	9.393041050150619e-15	2.3802484805718363e-16	5.646832784693927e-15	2.32677987215065e-16	5.683274348741882e-15	1.3936056727959214e-15	4.513213704701835e-15	2.01217924136353e-16	5.5233728124284585e-15	2.039296129018432e-16
56458.000000000524	7.536832123197393e-15	1.2503445672193642e-16	2.31058113893213e-15	2.973390065906045e-17	3.9764513762602636e-15	6.065763042921543e-17	8.699641887676386e-15	3.221434220731803e-16	5.303146727898124e-15	1.4049101283890212e-16	8.223918208671069e-15	2.6969097591102467e-16	9.305104121719661e-15	2.3716849945811664e-16	5.5859964836633165e-15	2.291515896292834e-16	5.604228501451947e-15	1.4056169214686994e-15	4.4745115437922034e-15	1.9807598338792913e-16	5.49966738898461e-15	2.0268666161159945e-16
56458.05000000053	7.496470664098452e-15	1.302909373345843e-16	2.299499991420115e-15	3.037772346121086e-17	3.961070161183747e-15	6.256105943292188e-17	8.649753006983446e-15	3.2022603783607343e-16	5.285182341423934e-15	1.4196696339495476e-16	8.153753122613812e-15	2.685887920346342e-16	9.217803768974612e-15	2.362143635066774e-16	5.525503213904857e-15	2.256748215708644e-16	5.529307006366713e-15	1.406777393603132e-15	4.435993347469476e-15	1.9498494695004063e-16	5.476268180584167e-15	2.0141955534453705e-16
56458.10000000053	7.45795953947054e-15	1.360236919697318e-16	2.2887656429160542e-15	3.1036446887851795e-17	3.9467697218688045e-15	6.457927021757943e-17	8.604051285434985e-15	3.192017092123266e-16	5.268003468537777e-15	1.4300511587551427e-16	8.084352928968713e-15	2.673145154518572e-16	9.131172744585014e-15	2.3516336605250867e-16	5.465375040359823e-15	2.222491428047789e-16	5.458501541237942e-15	1.3969886032497191e-15	4.397671207248832e-15	1.9194512243768752e-16	5.4531942761993855e-15	2.0013115262306045e-16
56458.15000000053	7.421221014314908e-15	1.4207084386803243e-16	2.2783743046075346e-15	3.170724742177508e-17	3.933552371030911e-15	6.664176133654255e-17	8.5622123452025e-15	3.1881454744235805e-16	5.2515994374894696e-15	1.436140988633816e-16	8.015766483870701e-15	2.65879676411694e-16	9.045243805893272e-15	2.3401758941345085e-16	5.4056340323981745e-15	2.1887663852962715e-16	5.391806847781141e-15	1.3762274488974706e-15	4.359557216535987e-15	1.889569892018783e-16	5.4304647741827395e-15	1.988253360299245e-16
56458.200000000536	7.386177476089322e-15	1.4828146037023885e-16	2.268322192702309e-15	3.238742051568813e-17	3.921420424382467e-15	6.868712396552567e-17	8.523912339480435e-15	3.188228686327366e-16	5.235959571910534e-15	1.4380804954780616e-16	7.948042667266797e-15	2.6429782733994503e-16	8.960049715142481e-15	2.3278024009276897e-16	5.346302264100242e-15	2.1556002962114293e-16	5.329220763260004e-15	1.344546634772924e-15	4.321663470752572e-15	1.8602120072754849e-16	5.4080987829142374e-15	1.9750700529025708e-16
56458.25000000054	7.352751428940757e-15	1.5451946733701334e-16	2.2586055283650426e-15	3.3074398932942524e-17	3.9103761950298514e-15	7.066523936718863e-17	8.488827904143334e-15	3.190093493951337e-16	5.2210732039398795e-15	1.436069909544459e-16	7.881230384487514e-15	2.6258454929205314e-16	8.875623239727363e-15	2.314556194443747e-16	5.287401814541435e-15	2.1230267971370917e-16	5.270744254401882e-15	1.3020773579280122e-15	4.284002067459493e-15	1.8313858607775364e-16	5.3861154214497616e-15	1.9618206814428956e-16
56458.30000000054	7.320865487940878e-15	1.6066490986480789e-16	2.249220537666921e-15	3.3765764884512307e-17	3.9004220029854055e-15	7.253830209861085e-17	8.456636109456958e-15	3.1918809879672395e-16	5.206929655021414e-15	1.430373143445189e-16	7.81537856781617e-15	2.607574614628602e-16	8.791997152412808e-15	2.3004909659692276e-16	5.2289547680757346e-15	2.0910859842846978e-16	5.216381453695797e-15	1.2490348158044157e-15	4.246585106483003e-15	1.8031015024415616e-16	5.364533820169355e-15	1.9485742799394744e-16
56458.350000000544	7.290442373330412e-15	1.666136471693919e-16	2.2401634515257582e-15	3.4459257126926503e-17	3.891560157185868e-15	7.428116830760277e-17	8.427014411835586e-15	3.1920913654576197e-16	5.1935182561597284e-15	1.42132359539808e-16	7.750536178061041e-15	2.588362296759002e-16	8.709204231580142e-15	2.285670827836317e-16	5.1709832146202854e-15	2.0598243992583034e-16	5.166139698126854e-15	1.185727624994416e-15	4.209424690038972e-15	1.7753707324426927e-16	5.3433731214258686e-15	1.9354096708048676e-16
56458.40000000055	7.261404904767422e-15	1.7227625310058655e-16	2.2314305056532115e-15	3.5152774051607e-17	3.8837929846798426e-15	7.588137258130053e-17	8.39964060564107e-15	3.1896091898873997e-16	5.180828334470322e-15	1.4093308498877805e-16	7.68675220612743e-15	2.568425689597843e-16	8.627277261459982e-15	2.270170060677246e-16	5.1135092499379244e-15	2.0292949581805146e-16	5.120029570402478e-15	1.1125732018797341e-15	4.172532922858071e-15	1.7482070779096927e-16	5.322652480193665e-15	1.9224152372553073e-16
56458.45000000055	7.233675995581087e-15	1.775766063810293e-16	2.223017940494519e-15	3.584437364655259e-17	3.877122794925276e-15	7.73390135756072e-17	8.37419277501891e-15	3.1837152877425743e-16	5.16884922249722e-15	1.3948880212814114e-16	7.624075674590511e-15	2.548002343855087e-16	8.546249032367959e-15	2.254072852666035e-16	5.056554975921038e-15	1.9995568133611771e-16	5.078064942727754e-15	1.0301230185138077e-15	4.135921912310366e-15	1.7216257534413268e-16	5.302391064718039e-15	1.909688619565529e-16
56458.50000000055	7.207178647030958e-15	1.824504443453998e-16	2.2149220011768327e-15	3.653227106637361e-17	3.871551909758724e-15	7.866659358433592e-17	8.350349245763893e-15	3.174090166581708e-16	5.157570247598989e-15	1.378579286012339e-16	7.562555639268228e-15	2.5273499331306035e-16	8.466152340939e-15	2.2374730169530713e-16	5.000142500877484e-15	1.9706751351644966e-16	5.04026302318983e-15	9.39105514653067e-16	4.099603768530104e-15	1.6956436033746875e-16	5.282608057164451e-15	1.8973363165330582e-16
56458.550000000556	7.181835942572395e-15	1.8684401795546185e-16	2.2071389374523966e-15	3.721483441086365e-17	3.8670826495834294e-15	7.988881299689907e-17	8.327788537212192e-15	3.1608121146871443e-16	5.1469807366480595e-15	1.3610867946172823e-16	7.502241190796653e-15	2.5067457115484247e-16	8.387019990365367e-15	2.2204736716006367e-16	4.944293939812517e-15	1.9427208005435185e-16	5.006644404812336e-15	8.405030287393376e-16	4.0635906045410984e-15	1.670279023618163e-16	5.263322654268771e-15	1.885473172143195e-16
56458.60000000056	7.157571042125242e-15	1.9071290528797739e-16	2.1996650036391047e-15	3.789057918895459e-17	3.863717331414807e-15	8.104225417748155e-17	8.306189314152918e-15	3.1443512825416713e-16	5.137070028751301e-15	1.3431957192872038e-16	7.443181456203827e-15	2.486485617867527e-16	8.308884790630953e-15	2.2031868643073944e-16	4.889031414713128e-15	1.9157699740100274e-16	4.977233117343655e-15	7.356995214307618e-16	4.027894536381216e-15	1.6455518607531672e-16	5.244554067987068e-15	1.8742217267523034e-16
56458.65000000056	7.134307176341381e-15	1.940209965058908e-16	2.1924964585714532e-15	3.8558161843682946e-17	3.8614582798257364e-15	8.2174829887456e-17	8.285230338754612e-15	3.1255591779425837e-16	5.127827448269437e-15	1.3257955758553841e-16	7.385425600487278e-15	2.4668829298321604e-16	8.231779558747169e-15	2.1857331223891166e-16	4.834377054832759e-15	1.889903566487039e-16	4.9520566818449185e-15	6.267879472075867e-16	3.99252768322737e-15	1.6214832860509977e-16	5.226321526146443e-15	1.8637114124316198e-16
56458.700000000565	7.111967640890138e-15	1.9673964107790236e-16	2.185629565537437e-15	3.9216372621396386e-17	3.8603078154800655e-15	8.334483579488306e-17	8.264590422500644e-15	3.1056511723347834e-16	5.11924233147354e-15	1.3098753496412614e-16	7.329022828188882e-15	2.448266369021225e-16	8.155737118989383e-15	2.1682409066928083e-16	4.780352996976494e-15	1.86520655804585e-16	4.9311461681458104e-15	5.172667256034918e-16	3.957502167520776e-15	1.5980956420429324e-16	5.208644273095958e-15	1.854077573735491e-16
56458.75000000057	7.0904757907296174e-15	1.9884693815531948e-16	2.1790605922284534e-15	3.986412799951708e-17	3.860268261256758e-15	8.461942570823375e-17	8.243948378128384e-15	3.086177887312494e-16	5.111304007747745e-15	1.2965094402274227e-16	7.274022384974483e-15	2.4309775593990643e-16	8.080790303131559e-15	2.1508459468840605e-16	4.726981385782497e-15	1.8417671719262589e-16	4.914536255238574e-15	4.137262764310967e-16	3.922830115091987e-15	1.5754122593906825e-16	5.191541570357799e-15	1.8454602983961845e-16
56458.80000000057	7.0697550343945114e-15	2.0032714764250663e-16	2.1727858106816574e-15	4.05004628252565e-17	3.8613419346924336e-15	8.60723467289441e-17	8.222982971567484e-15	3.0689799153133855e-16	5.1040018118236916e-15	1.2868314552300798e-16	7.220473559211767e-15	2.415367754767532e-16	8.006971950683587e-15	2.1336904346682554e-16	4.674284374009629e-15	1.8196758899427415e-16	4.902265294683061e-15	3.2972722730710334e-16	3.888523655285139e-15	1.553457241911661e-16	5.175032697279399e-15	1.8380030475578843e-16
56458.85000000057	7.049728828281214e-15	2.01170199164592e-16	2.1668014972244814e-15	4.1124522272384074e-17	3.863531163747803e-15	8.778084886628074e-17	8.201372873869646e-15	3.056119654947414e-16	5.097325077460745e-15	1.2819936767087066e-16	7.168425683549889e-15	2.401793773972082e-16	7.934314909126821e-15	2.1169220518030877e-16	4.62228342930294e-15	1.7990202754962185e-16	4.89437537709807e-15	2.901235415345807e-16	3.854594921084224e-15	1.5322552179592588e-16	5.159136951685393e-15	1.8318510823214234e-16
56458.900000000576	7.0303206709333685e-15	2.0137127688449406e-16	2.161103932417665e-15	4.173555368423163e-17	3.866838271562435e-15	8.982182276716164e-17	8.178796613127876e-15	3.049784760775043e-16	5.0912631371219065e-15	1.2831122725366303e-16	7.117916433472108e-15	2.3905608648156154e-16	7.862845992026974e-15	2.1006693327662596e-16	4.570989650917622e-15	1.779827568932123e-16	4.8908286685208015e-15	3.129431563501401e-16	3.8210541111083244e-15	1.511822744093166e-16	5.14387051344547e-15	1.827126749750323e-16
56458.95000000058	7.0114544660055586e-15	2.0093027921486382e-16	2.1556893954247513e-15	4.2332889370043494e-17	3.871265177211967e-15	9.226617030140503e-17	8.15493579320538e-15	3.052118300807887e-16	5.0858054211456656e-15	1.291185722011626e-16	7.06893671934835e-15	2.3817618553511734e-16	7.792567852851297e-15	2.0849703447213567e-16	4.52040615864453e-15	1.762078227388676e-16	4.891256133460937e-15	3.753033795126451e-16	3.787903675326447e-15	1.492143161647649e-16	5.1292370337463764e-15	1.8238592202787088e-16
56459.00000000058	6.993068479911967e-15	1.998447182831589e-16	2.150553952653745e-15	4.291559885573357e-17	3.8767979873340996e-15	9.512791303562922e-17	8.129598778653956e-15	3.063477885035512e-16	5.0809450402481535e-15	1.306425490770883e-16	7.021465795317289e-15	2.375434009418783e-16	7.723477111364049e-15	2.0698434958412293e-16	4.470535875652308e-15	1.7457515178481304e-16	4.895208210954358e-15	4.491215747915509e-16	3.7551441294746926e-15	1.4731916436735207e-16	5.1152370464948784e-15	1.8220533026446846e-16
56459.050000000585	6.975119623016137e-15	1.9810763624891326e-16	2.1456933928404477e-15	4.348238064979576e-17	3.8834022586386355e-15	9.834972342189669e-17	8.10275864362713e-15	3.0819235893930503e-16	5.076679898046598e-15	1.3280617763557315e-16	6.9754829616677795e-15	2.3716126797853566e-16	7.65557039572785e-15	2.0553117606185968e-16	4.421381734014488e-15	1.7308271304645608e-16	4.902237876629593e-15	5.19557114279132e-16	3.722775993190052e-15	1.454943719535434e-16	5.101871105424437e-15	1.8217128178614288e-16
56459.10000000059	6.95756607288596e-15	1.957164406214059e-16	2.1411034898993435e-15	4.403198571465887e-17	3.891042182279111e-15	1.018652918910091e-16	8.074399216642792e-15	3.1053372547994865e-16	5.073008212931628e-15	1.3551542077535575e-16	6.930967564191935e-15	2.370332482573006e-16	7.58884434247579e-15	2.041403333923007e-16	4.372946674746947e-15	1.7172855444699053e-16	4.91189997330699e-15	5.7970513330459345e-16	3.6907997900181706e-15	1.437375478205998e-16	5.089139784117815e-15	1.8228409663818388e-16
56459.15000000059	6.940366026924242e-15	1.9267399205277767e-16	2.136780021682141e-15	4.456324858498162e-17	3.899681946151535e-15	1.0560742967379324e-16	8.044504052745417e-15	3.131695059642491e-16	5.069928202726719e-15	1.3867095268511621e-16	6.88789899354208e-15	2.3716282206504204e-16	7.523295596494969e-15	2.0281521816818938e-16	4.325233647848628e-15	1.7051083305790433e-16	4.923750542670767e-15	6.261240279794647e-16	3.659216047418481e-15	1.4204637603077713e-16	5.077043676030033e-15	1.8254406251056096e-16
56459.200000000594	6.923477699267196e-15	1.88989179821462e-16	2.132718769913769e-15	4.507508774609266e-17	3.909285740367034e-15	1.09510877062394e-16	8.01305643119819e-15	3.159166546381874e-16	5.067438090926934e-15	1.4217347128828053e-16	6.846256684587195e-15	2.375535533002608e-16	7.458920810996275e-15	2.0155984767567015e-16	4.278245612341053e-15	1.694278381131181e-16	4.93734615726417e-15	6.569441458639333e-16	3.6280252967706275e-15	1.4041863362781373e-16	5.065583394511935e-15	1.8295145692335247e-16
