MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
56217.51000000164	1.3480956664412043e-14	2.2047237642229452e-16	3.411235338553008e-15	9.252673917828049e-17	6.370457171099552e-15	1.360510980762504e-16	8.888630895937224e-15	1.683855783208653e-16	2.035154051105193e-14	7.039237412813725e-16	2.4880503458687485e-14	9.81427916952192e-16	2.1753860738026404e-14	9.124310698905762e-16	2.0798563772483913e-14	9.179441180460694e-16
56217.56000000164	1.3396491502560638e-14	2.180486138717374e-16	3.400136773233866e-15	9.185033189764734e-17	6.3490148261403175e-15	1.321125290558789e-16	8.86057242393838e-15	1.6484962359437086e-16	2.0228298239625196e-14	6.963335163512917e-16	2.457471006291286e-14	9.711389215121062e-16	2.1552669164768146e-14	8.998685150583318e-16	2.050041576386246e-14	9.123141524814397e-16
56217.610000001645	1.3314099681672209e-14	2.1555301338486227e-16	3.389200046083985e-15	9.10788904492251e-17	6.327663664563551e-15	1.280947460075582e-16	8.832968579194926e-15	1.6119080742656818e-16	2.0105578683653682e-14	6.885924046831089e-16	2.427128563549693e-14	9.605064205314694e-16	2.1352963104699057e-14	8.871086307413055e-16	2.0205530384801026e-14	9.057279238231605e-16
56217.66000000165	1.3233898596487293e-14	2.1306970997115859e-16	3.3784360336672357e-15	9.02246177319673e-17	6.306408900524189e-15	1.2405661895160793e-16	8.805852240575234e-15	1.5746350541009327e-16	1.9983405519141264e-14	6.807083762620696e-16	2.3970306388881087e-14	9.495376297740956e-16	2.1154786095622387e-14	8.741692338584146e-16	1.9913973004838354e-14	8.98181527523445e-16
56217.71000000165	1.3156005750468956e-14	2.106927343236866e-16	3.3678556213031054e-15	8.930106590641446e-17	6.285255738517475e-15	1.2006552327275908e-16	8.779256313336785e-15	1.5372990388225367e-16	1.9861802423784018e-14	6.726898663185371e-16	2.367184853897203e-14	9.38242808972294e-16	2.0958181677366633e-14	8.61069295057771e-16	1.9625809019118436e-14	8.896785103176464e-16
56217.760000001654	1.3080538762219434e-14	2.0852533819075576e-16	3.3574697042883537e-15	8.832310866036129e-17	6.264209374043943e-15	1.1619778367821043e-16	8.753213732315177e-15	1.500599636557479e-16	1.9740793077035845e-14	6.645457891365484e-16	2.337598830612049e-14	9.266353765254902e-16	2.0763193391892953e-14	8.478289929188443e-16	1.9341103848898117e-14	8.80230000004484e-16
56217.81000000166	1.3007615371890077e-14	2.0667862208576378e-16	3.3472891891195533e-15	8.730688228212743e-17	6.243274994272025e-15	1.1253861947542025e-16	8.727757465114529e-15	1.465309582619975e-16	1.96204011602069e-14	6.562855520947622e-16	2.3082801914571054e-14	9.147320293856233e-16	2.0569864783080347e-14	8.344697695261241e-16	1.905992294208717e-14	8.698548921267755e-16
56217.86000000166	1.2937353447606651e-14	2.0526928684902958e-16	3.3373249947157934e-15	8.626968447334438e-17	6.222457778700787e-15	1.0918125047716597e-16	8.702920515301235e-15	1.4322638490794932e-16	1.95006503565011e-14	6.479190697590614e-16	2.279236559298589e-14	9.025528682340677e-16	2.0378239397247322e-14	8.210143869445791e-16	1.8782331773730862e-14	8.585800983753377e-16
56217.91000000166	1.2869870991894786e-14	2.0441638565048468e-16	3.327588053642245e-15	8.52298183096973e-17	6.201762899819599e-15	1.0622475234220939e-16	8.678735925598927e-15	1.4023402486143947e-16	1.9381564351147382e-14	6.39456777823901e-16	2.2504755574487094e-14	8.901215266222132e-16	2.018836078281436e-14	8.074869834845896e-16	1.85083958465277e-14	8.46440860994801e-16
56217.960000001665	1.2805286148112624e-14	2.042370694840817e-16	3.3180893133350148e-15	8.420636780801051e-17	6.1811955237684e-15	1.0377026431539353e-16	8.655236781085848e-15	1.376429514499865e-16	1.9263166831380936e-14	6.309096466756107e-16	2.2220048096503248e-14	8.774653031924913e-16	2.0000272490564726e-14	7.939131287578059e-16	1.8238180691368154e-14	8.334811367777255e-16
56218.01000000167	1.274371720688836e-14	2.0484149756875105e-16	3.3088397373263465e-15	8.321889166928082e-17	6.160760810995352e-15	1.0191533446213594e-16	8.632456212395393e-15	1.3553937738517118e-16	1.9145481486640093e-14	6.222891942703406e-16	2.1938319401324947e-14	8.646152938307632e-16	1.9814018073414336e-14	7.803198758742442e-16	1.79717518678382e-14	8.197540531042508e-16
56218.06000000167	1.2685244015369029e-14	2.0630111411617554e-16	3.2998472434295174e-15	8.228250190546651e-17	6.1404640015249625e-15	1.0072354678135678e-16	8.610414026643762e-15	1.3397659581118634e-16	1.9028532008547568e-14	6.136074979526196e-16	2.1659645736025422e-14	8.516065212350388e-16	1.9629641086979446e-14	7.667358088070895e-16	1.7709174964693758e-14	8.053224362223117e-16
56218.110000001674	1.2629792189603212e-14	2.0856669042515529e-16	3.2911075154425348e-15	8.139401425657835e-17	6.120310669457241e-15	1.0014995027433387e-16	8.589076592294864e-15	1.328968937387878e-16	1.8912342090994843e-14	6.048772047807811e-16	2.1384103352375898e-14	8.384780564480986e-16	1.9447185089285127e-14	7.531910824399734e-16	1.7450515600458978e-14	7.902594088844062e-16
56218.16000000168	1.257724890255266e-14	2.1154997463706212e-16	3.2826131918931633e-15	8.054579406085751e-17	6.100306469837321e-15	1.0011341922872173e-16	8.568396953084804e-15	1.3220924863490516e-16	1.8796935430315602e-14	5.961115398365228e-16	2.111176850735349e-14	8.252731266947502e-16	1.9266693640657883e-14	7.397174522626102e-16	1.7195839423858028e-14	7.746490489659961e-16
56218.21000000168	1.2527501475211534e-14	2.1515505862279944e-16	3.2743569283016613e-15	7.97307323395236e-17	6.080457054758947e-15	1.0052619009381092e-16	8.548328195878022e-15	1.318195771261081e-16	1.868233572522947e-14	5.873243118852088e-16	2.0842717463035388e-14	8.120392010308207e-16	1.9088210304277965e-14	7.263482901724443e-16	1.6945212114381588e-14	7.585870933047907e-16
56218.26000000168	1.2480437370558458e-14	2.1928310367413852e-16	3.266331396403134e-15	7.894266411168814e-17	6.0607680740749734e-15	1.0130006965964895e-16	8.528823446255779e-15	1.3163560790270608e-16	1.856856667697329e-14	5.785299156369579e-16	2.0577026486694086e-14	7.988280438991886e-16	1.8911778645765144e-14	7.131185818540738e-16	1.6698699382755174e-14	7.421816595644509e-16
56218.310000001686	1.2435944187502856e-14	2.238362761274902e-16	3.2585292833718726e-15	7.817674633356078e-17	6.041245176108733e-15	1.0235164263835369e-16	8.509835864102952e-15	1.3157089683675839e-16	1.8455651989422976e-14	5.697433297879041e-16	2.031477185107249e-14	7.856957235916318e-16	1.873744223366966e-14	7.00064900631203e-16	1.6456366971539477e-14	7.255539434136897e-16
56218.36000000169	1.2393909654845322e-14	2.2872075482914634e-16	3.2509432910453757e-15	7.742979255202929e-17	6.0218940083649696e-15	1.0360613008274579e-16	8.491318639199303e-15	1.3154788856481796e-16	1.8343615369084134e-14	5.609801098120354e-16	2.0056029834288685e-14	7.72702560220422e-16	1.856524463902729e-14	6.872253517274109e-16	1.62182806555432e-14	7.088388269294126e-16
56218.41000000169	1.2354221625238167e-14	2.338488279068928e-16	3.2435661351508332e-15	7.670056213671986e-17	6.002720218237533e-15	1.0499988763062927e-16	8.47322498681389e-15	1.3150009267177234e-16	1.8232480525228027e-14	5.522563743957657e-16	1.980087672043907e-14	7.599129950412443e-16	1.8395229435850323e-14	6.74639480684536e-16	1.598450624241051e-14	6.921853066201346e-16
56218.460000001694	1.2316768069149379e-14	2.391401941726888e-16	3.236390544531312e-15	7.599000179128192e-17	5.983729453720436e-15	1.0648174330029888e-16	8.455508143297089e-15	1.313735386151676e-16	1.8122271169933735e-14	5.435887842243442e-16	1.9549388798952897e-14	7.473953601737516e-16	1.8227440201020147e-14	6.623481378271659e-16	1.5755109573113087e-14	6.757566150619003e-16
56218.5100000017	1.2281437068840643e-14	2.445226284012429e-16	3.229409260373255e-15	7.530143587956308e-17	5.964927364115035e-15	1.0801345513979171e-16	8.438121361676773e-15	1.3112770782948996e-16	1.8013011018228797e-14	5.349945116865624e-16	1.9301642365380563e-14	7.352215251160337e-16	1.806192051427191e-14	6.503932914971614e-16	1.553015652244416e-14	6.597298707181135e-16
56218.5600000017	1.2248116812338655e-14	2.499321743529335e-16	3.2226150354346336e-15	7.464069997905703e-17	5.946319600737702e-15	1.0956955797184227e-16	8.421017907255162e-15	1.3073613205713732e-16	1.790472378802827e-14	5.26491199927109e-16	1.9057713721129095e-14	7.234663953196661e-16	1.7898713958470698e-14	6.388177818303049e-16	1.5309712999586373e-14	6.442950492276015e-16
56218.6100000017	1.221669558741378e-14	2.553130111068404e-16	3.2160006332736754e-15	7.401620916418116e-17	5.927911817629459e-15	1.1113681089164078e-16	8.404151053202122e-15	1.3018681221439045e-16	1.7797433200378475e-14	5.180969095539875e-16	1.8817679174001773e-14	7.122072381002013e-16	1.7737864119227962e-14	6.276650071524223e-16	1.5093844948581447e-14	6.296530346425972e-16
56218.660000001706	1.218706177556754e-14	2.606171101926808e-16	3.2095588274787085e-15	7.34389491591236e-17	5.909709672260734e-15	1.127133867532003e-16	8.387474076154527e-15	1.294825649226866e-16	1.7691162979419506e-14	5.098300511595362e-16	1.858161503773785e-14	7.015228124834783e-16	1.757941458554591e-14	6.169785360108057e-16	1.4882618348876387e-14	6.160124926346184e-16
56218.71000000171	1.2159103846018626e-14	2.6580377165452596e-16	3.203282400897751e-15	7.292237522794325e-17	5.891718826240426e-15	1.1430788071384256e-16	8.370940251811232e-15	1.2864135049371405e-16	1.758593685246022e-14	5.017093018133582e-16	1.83495976326104e-14	6.914922844905311e-16	1.7423408949495315e-14	6.068016396808907e-16	1.4676099215821576e-14	6.035853279808491e-16
56218.76000000171	1.2132710349696906e-14	2.708391010983265e-16	3.1971641448689987e-15	7.248220129327358e-17	5.873944946021426e-15	1.1593816525033145e-16	8.354502850528247e-15	1.2769657759504458e-16	1.7481778550132928e-14	4.937535036326359e-16	1.8121703285373397e-14	6.821939181081847e-16	1.7269890806399624e-14	5.971767420980259e-16	1.4474353601192605e-14	5.925805660337703e-16
56218.810000001715	1.2107769913232376e-14	2.756954686730249e-16	3.1911968584524103e-15	7.213606136251801e-17	5.8563937036081226e-15	1.1763008620744084e-16	8.338115132914458e-15	1.2669731401792244e-16	1.7378711806444968e-14	4.859815425979518e-16	1.7898008329446884e-14	6.737035427205562e-16	1.7118903754712217e-14	5.881447877936391e-16	1.427744759372764e-14	5.831966495223855e-16
56218.86000000172	1.2084171232955545e-14	2.8035097493305296e-16	3.185373347660221e-15	7.190302813115909e-17	5.839070777262609e-15	1.1941597827281336e-16	8.321730345424195e-15	1.2570825800043738e-16	1.7276759640293342e-14	4.784111847492123e-16	1.7678583301602637e-14	6.660877760756117e-16	1.6970484053944442e-14	5.797384285212114e-16	1.4085441627861625e-14	5.755992728016393e-16
56218.91000000172	1.2061803068897161e-14	2.8478893697155597e-16	3.1796864246890958e-15	7.180298079298878e-17	5.8219818522116075e-15	1.2133297794269405e-16	8.30530171595119e-15	1.2480924269914632e-16	1.7175934323726218e-14	4.710446774067371e-16	1.7463411913374537e-14	6.593320430275668e-16	1.682461370214624e-14	5.719424062893866e-16	1.389831101066495e-14	5.697300039069762e-16
56218.96000000172	1.2040554238790384e-14	2.8899740019857565e-16	3.174128907151853e-15	7.18558262652211e-17	5.8051326213530906e-15	1.2342112621689492e-16	8.2887824494177e-15	1.2409396940593973e-16	1.707623985661955e-14	4.638722770996871e-16	1.7252411039259017e-14	6.533580236667572e-16	1.6681250379073795e-14	5.647185709948708e-16	1.3715965526516931e-14	5.653522726315426e-16
56219.01000000173	1.2020313612077865e-14	2.9296867576652894e-16	3.1686936173096873e-15	7.208059480665296e-17	5.7885287859621796e-15	1.2572127947410503e-16	8.27212572336289e-15	1.236676197292745e-16	1.6977680029588723e-14	4.568838541882473e-16	1.7045495840846713e-14	6.480817863216811e-16	1.6540351652910376e-14	5.580265562529966e-16	1.3538313310409347e-14	5.622073323290725e-16
56219.06000000173	1.2000970103912453e-14	2.966989001917072e-16	3.163373420454782e-15	7.249067232416459e-17	5.772175436795367e-15	1.2826545888216101e-16	8.255284683528238e-15	1.236430266533305e-16	1.6880258636717885e-14	4.500693542524656e-16	1.684258148645781e-14	6.434170085304736e-16	1.640187509521467e-14	5.518244648209932e-16	1.336526253366037e-14	5.600276597677717e-16
56219.11000000173	1.1982412669171613e-14	3.0018761158092236e-16	3.15816147434889e-15	7.30689399896354e-17	5.7560730950286884e-15	1.3102774056719774e-16	8.238212439443776e-15	1.2413523966585447e-16	1.6783979475794345e-14	4.4341895805261245e-16	1.6643583150962192e-14	6.392766514964053e-16	1.6265778280782695e-14	5.460694690983166e-16	1.3196721403218136e-14	5.585456274495212e-16
56219.160000001735	1.196453029646353e-14	3.0343733564449575e-16	3.1530510688268053e-15	7.378378488102846e-17	5.740220239224089e-15	1.3395542953159983e-16	8.220862060004384e-15	1.252546292891218e-16	1.668884634810698e-14	4.3692324161158605e-16	1.6448416015133965e-14	6.355745354549432e-16	1.6132018787371627e-14	5.407184079849214e-16	1.303259816094334e-14	5.575008619574868e-16
56219.21000000174	1.1947212002140542e-14	3.064531740438932e-16	3.1480354960024606e-15	7.460276415593634e-17	5.724615347974191e-15	1.369955085690254e-16	8.203192176865214e-15	1.270842810588488e-16	1.6594863058540008e-14	4.3057333537042927e-16	1.6256995266318085e-14	6.32226780766482e-16	1.6000554195975985e-14	5.357283672319349e-16	1.2872801082885745e-14	5.566460713551132e-16
56219.26000000174	1.193034682430769e-14	3.092423874060077e-16	3.143108048939218e-15	7.549369671011245e-17	5.709256909463363e-15	1.4009629570846622e-16	8.185202818251886e-15	1.2957955694185496e-16	1.6502033415666732e-14	4.243610814152602e-16	1.6069236097414568e-14	6.291530921787976e-16	1.587134209049007e-14	5.31057232001022e-16	1.271723847861144e-14	5.55751342367012e-16
56219.310000001744	1.1913823816841881e-14	3.118139653896506e-16	3.138262020932055e-15	7.64254653494693e-17	5.694143421344616e-15	1.432085312176883e-16	8.166912539435141e-15	1.3263229929973099e-16	1.6410361231632342e-14	4.1827918783985746e-16	1.5885053707682656e-14	6.26277877257683e-16	1.5744340057846068e-14	5.266642027315651e-16	1.2565818690419111e-14	5.546070609806135e-16
56219.36000000175	1.1897540719353892e-14	3.1417505896832915e-16	3.13349070478921e-15	7.736859490836339e-17	5.679273390618349e-15	1.46286084105924e-16	8.148339936204839e-15	1.3612778714601911e-16	1.6319850322228928e-14	4.1232137937360575e-16	1.5704363301746187e-14	6.235311979037388e-16	1.5619505687829922e-14	5.225102675757936e-16	1.2418450092707922e-14	5.530256967434984e-16
56219.41000000175	1.1881459396673346e-14	3.1631068801550185e-16	3.1287873921137463e-15	7.829563297372243e-17	5.664645333510684e-15	1.4928636033634408e-16	8.12950355905694e-15	1.3995167894948483e-16	1.6230504506928292e-14	4.064825434072073e-16	1.5527080089985105e-14	6.208495636318812e-16	1.5496796573050652e-14	5.185586275313266e-16	1.2275041091196472e-14	5.50842722191814e-16
56219.46000000175	1.1865570454999753e-14	3.1819652256867316e-16	3.124145372584565e-15	7.918136967675437e-17	5.650257775353333e-15	1.5217049044854676e-16	8.110421914999071e-15	1.439948060079518e-16	1.6142327608839756e-14	4.0075887052705807e-16	1.535311928830267e-14	6.181765805990976e-16	1.53761703091705e-14	5.147750715807384e-16	1.213550012229475e-14	5.479169316795797e-16
56219.510000001756	1.1849864637810323e-14	3.198094318150931e-16	3.119557933237388e-15	8.000293486051058e-17	5.6361092504617535e-15	1.5490336311016779e-16	8.091113469353934e-15	1.4815615644880318e-16	1.605532345476172e-14	3.951479886443174e-16	1.518239611782919e-14	6.15463474112117e-16	1.525758449422984e-14	5.111283021352103e-16	1.1999735652280456e-14	5.441303960691e-16
56219.56000000176	1.1834332689811129e-14	3.2112776027685277e-16	3.115018357744754e-15	8.073980782406914e-17	5.622198302015208e-15	1.5745355775793518e-16	8.071596647555199e-15	1.5234440158266607e-16	1.596949587521917e-14	3.8964908962433186e-16	1.501482580491144e-14	6.126695021012691e-16	1.5140996729153506e-14	5.075902115232165e-16	1.186765617671358e-14	5.393882540889277e-16
56219.61000000176	1.1818965356450521e-14	3.22131510876836e-16	3.1105199256957346e-15	8.137376932437792e-17	5.608523481936518e-15	1.5979321663670017e-16	8.05188983694478e-15	1.5647838048047689e-16	1.5884848704351185e-14	3.8426304716821575e-16	1.4850323581080928e-14	6.097622798952807e-16	1.5026364617520618e-14	5.0413611215151e-16	1.1739170219624924e-14	5.336185064968789e-16
56219.660000001764	1.1803753383423565e-14	3.228024923019951e-16	3.1060559118752002e-15	8.188881936413851e-17	5.595083350770976e-15	1.6189788550688754e-16	8.032011388565568e-15	1.6048691653154368e-16	1.5801385780098408e-14	3.789925244480315e-16	1.4688804682524818e-14	6.067180321712171e-16	1.4913645765365163e-14	5.007449225843748e-16	1.1614186332854185e-14	5.267719507533904e-16
56219.71000000177	1.1788687516191186e-14	3.231244384098368e-16	3.101619585542039e-15	8.227107856075162e-17	5.581876477568048e-15	1.6374634347450085e-16	8.011979618948389e-15	1.6430825537213773e-16	1.571911094408121e-14	3.7384206953202616e-16	1.4530184350525065e-14	6.035217860879584e-16	1.4802797781222e-14	4.973993134502104e-16	1.149261309535219e-14	5.188223738493322e-16
56219.76000000177	1.1773758499486557e-14	3.230831065351263e-16	3.0972042097074533e-15	8.250868607531692e-17	5.5689014397602225e-15	1.6532043571998656e-16	7.991812811899797e-15	1.6788932632260757e-16	1.5638028041693412e-14	3.6881819630717647e-16	1.437437783077064e-14	6.001675176258205e-16	1.4693778276280293e-14	4.940858155718934e-16	1.1374359112402578e-14	5.097671094726343e-16
56219.81000000177	1.1758957076822489e-14	3.2266636072494137e-16	3.0928030404113357e-15	8.259170333030577e-17	5.5561568230443e-15	1.6660491805490627e-16	7.971529220285794e-15	1.7118495710071253e-16	1.5558140922055417e-14	3.6392944803913084e-16	1.422130037353741e-14	5.966582566857318e-16	1.4586544864045974e-14	4.907948930403305e-16	1.125933301502214e-14	4.996280623833125e-16
56219.860000001776	1.1744273990009251e-14	3.2186424519165976e-16	3.0884093259988554e-15	8.251203001122425e-17	5.543641221262223e-15	1.675873188482303e-16	7.951147067810318e-15	1.7415711846672804e-16	1.5479453438042342e-14	3.5918644003519693e-16	1.4070867233651093e-14	5.930061536118511e-16	1.448105516020365e-14	4.875209832128272e-16	1.1147443459146664e-14	4.884533048460556e-16
56219.91000000178	1.172969997865935e-14	3.206690526379824e-16	3.0840163063956226e-15	8.226333699739615e-17	5.531353236280997e-15	1.6825782158894754e-16	7.930684550798026e-15	1.7677423962789168e-16	1.5401969446354323e-14	3.546018773144536e-16	1.3922993669889447e-14	5.892325047083435e-16	1.4377266782908127e-14	4.842625049323439e-16	1.1038599124958845e-14	4.763193547792834e-16
56219.96000000178	1.1715225779697992e-14	3.1907539157118027e-16	3.0796172123818727e-15	8.184101974987903e-17	5.51929147787481e-15	1.686091698922782e-16	7.91015983996536e-15	1.7901061267589637e-16	1.5325692807432144e-14	3.5019054254931064e-16	1.3777594945363172e-14	5.853677277362844e-16	1.427513735255425e-14	4.81021834549566e-16	1.0932708716218278e-14	4.633342454218778e-16
56220.010000001785	1.1700842126875872e-14	3.170802562928684e-16	3.075205264866332e-15	8.124217515992759e-17	5.5074545636057475e-15	1.6863659587997884e-16	7.889591082197368e-15	1.808458910685337e-16	1.5250627385560357e-14	3.459692486829462e-16	1.3634586327029187e-14	5.814512739976951e-16	1.4174624491684868e-14	4.778052491118489e-16	1.0829680959485838e-14	4.496414809402624e-16
56220.06000000179	1.1686539750274582e-14	3.1468310291042614e-16	3.0707736741578955e-15	8.046560482386759e-17	5.495841118705314e-15	1.6833777239193426e-16	7.868996402317845e-15	1.8226468000687805e-16	1.517677704878761e-14	3.419567505948252e-16	1.3493883085717081e-14	5.775314568451744e-16	1.4075685824960135e-14	4.746228343308998e-16	1.0729424603459065e-14	4.3542492078564816e-16
56220.11000000179	1.167230937582003e-14	3.118859344458404e-16	3.0663156392372134e-15	7.951184807926941e-17	5.484449775955314e-15	1.6771278928203467e-16	7.848393904860385e-15	1.8325621320387027e-16	1.510414566902974e-14	3.3817360940926124e-16	1.3355400495949241e-14	5.736651708859379e-16	1.3978278979126827e-14	4.714883538446839e-16	1.063184841824394e-14	4.2091451404323374e-16
56220.16000000179	1.1658141724788682e-14	3.086933979228668e-16	3.0618243470264706e-15	7.838324886546752e-17	5.473279175570611e-15	1.6676415401666596e-16	7.827801675834435e-15	1.8381410943362338e-16	1.503273712206981e-14	3.346420034228797e-16	1.3219053835882646e-14	5.699174709189453e-16	1.3882361582834227e-14	4.684190757914615e-16	1.053686119466048e-14	4.063925594575134e-16
56220.210000001796	1.1644027513316738e-14	3.0511289614015685e-16	3.057292971658225e-15	7.708406152578376e-17	5.4623279650796096e-15	1.6549681684599135e-16	7.807237784492073e-15	1.8393620239278252e-16	1.4962555287454964e-14	3.3138548020400034e-16	1.3084758387007315e-14	5.663609746448706e-16	1.3787891266910297e-14	4.654355503520156e-16	1.0444371743520607e-14	3.9219972512640603e-16
56220.2600000018	1.1629957451909954e-14	3.01154716673147e-16	3.0527146737429645e-15	7.562060201731313e-17	5.451594799207439e-15	1.6391822088904958e-16	7.786720285092195e-15	1.8362443815769227e-16	1.4893604048669863e-14	3.284286452877132e-16	1.2952429434072236e-14	5.630750519037193e-16	1.3694825663870713e-14	4.625613333933176e-16	1.0354288894930358e-14	3.7873934771927314e-16
56220.3100000018	1.1615922244949723e-14	2.9683218043899363e-16	3.0480825996348934e-15	7.400145258379488e-17	5.441078339756492e-15	1.6203837748997036e-16	7.76626721866423e-15	1.8288483548563268e-16	1.482588729305232e-14	3.257967851853718e-16	1.2821982265074784e-14	5.601447628476918e-16	1.3603122408210368e-14	4.598226486424781e-16	1.026652149757114e-14	3.664775284367458e-16
56220.360000001805	1.1601912590201594e-14	2.921618118423199e-16	3.043389880697056e-15	7.223772964742254e-17	5.4307772554900285e-15	1.5986996708182543e-16	7.745896614768142e-15	1.8172750511309756e-16	1.475940891186361e-14	3.2351542468894057e-16	1.2693332171012066e-14	5.576595131320048e-16	1.3512739136219265e-14	4.572479828449932e-16	1.0180978417986377e-14	3.559354278719392e-16
56220.41000000181	1.1587919178321667e-14	2.871635320094972e-16	3.038629632564031e-15	7.034342620875502e-17	5.4206902220129625e-15	1.5742846542641458e-16	7.72562649325508e-15	1.8016672483604793e-16	1.4694172800185333e-14	3.216098222366118e-16	1.2566394445642851e-14	5.557114045963853e-16	1.3423633485721692e-14	4.548676081714741e-16	1.0097568539920282e-14	3.4766951244490154e-16
56220.46000000181	1.1573932692366267e-14	2.818608757813736e-16	3.033794954404127e-15	6.83358408351613e-17	5.410815921655177e-15	1.547322943333779e-16	7.705474866028024e-15	1.7822106730670671e-16	1.4630182857097558e-14	3.201044109822279e-16	1.2441084385741512e-14	5.543932756309473e-16	1.3335763096536497e-14	4.527130274985966e-16	1.0016200763515856e-14	3.4223641549731864e-16
56220.510000001814	1.1559943807294421e-14	2.762812318086996e-16	3.0288789281789274e-15	6.623610426961604e-17	5.40115304335278e-15	1.5180299458690828e-16	7.685459738797973e-15	1.759135768899449e-16	1.456744297715689e-14	3.190221887969741e-16	1.2317317290389093e-14	5.537964494833775e-16	1.3249085609955443e-14	4.508163410306881e-16	9.936784004713885e-15	3.401427863568193e-16
56220.56000000182	1.1545943189478172e-14	2.704561030279015e-16	3.023874617902157e-15	6.406980981992064e-17	5.391700282531506e-15	1.4866541653499845e-16	7.665599112842647e-15	1.7327199024460046e-16	1.450594590820631e-14	3.183722194062356e-16	1.219500858374546e-14	5.54008013363741e-16	1.316355870548923e-14	4.492094377874844e-16	9.859231898626282e-15	3.416700714025572e-16
56220.61000000182	1.1531921496203434e-14	2.644213816795977e-16	3.0187750688959357e-15	6.186774161882184e-17	5.3824563409885754e-15	1.453479202262008e-16	7.645910986761461e-15	1.7032899204425122e-16	1.4445651269241908e-14	3.18125914590076e-16	1.2074099655956507e-14	5.550612877532421e-16	1.307914786844164e-14	4.479026458679956e-16	9.783476911349414e-15	3.464896075050778e-16
56220.66000000182	1.1517869375179002e-14	2.5821762845829814e-16	3.0135733070461675e-15	5.966667027032757e-17	5.373419926774766e-15	1.4188257161345312e-16	7.626413358234129e-15	1.6712249178385924e-16	1.4386512557298277e-14	3.1824634241390265e-16	1.1954589827717594e-14	5.568768020908684e-16	1.2995835997270813e-14	4.4685897043327e-16	9.709456226996154e-15	3.540506752692877e-16
56220.710000001825	1.1503777464039195e-14	2.5189033885815113e-16	3.0082623380551416e-15	5.751014087859509e-17	5.3645897540781615e-15	1.3830531357114332e-16	7.607124225773601e-15	1.6369589908961073e-16	1.4328483273094402e-14	3.186954762748241e-16	1.1836486259947152e-14	5.593553579466929e-16	1.291360834762762e-14	4.46034619919485e-16	9.637107043040695e-15	3.637576030813843e-16
56220.76000000183	1.1489636389848297e-14	2.454901707511299e-16	3.0028351466931714e-15	5.5449105681288425e-17	5.355964543105469e-15	1.3465607966897618e-16	7.588061590482432e-15	1.6009836237927966e-16	1.4271516920780537e-14	3.194348727422283e-16	1.1719796115870282e-14	5.623949055143223e-16	1.2832450176835303e-14	4.453860293096956e-16	9.566366569801481e-15	3.750202835698748e-16
56220.81000000183	1.1475436768603364e-14	2.390730952185557e-16	2.99728469604723e-15	5.35421481897979e-17	5.347543019964776e-15	1.3097880432419788e-16	7.56924345780795e-15	1.5638491813927566e-16	1.421556700790539e-14	3.204262902488962e-16	1.1604526561029339e-14	5.6589292519057615e-16	1.2752346743551923e-14	4.448705661110037e-16	9.497172029995198e-15	3.872885589677556e-16
56220.860000001834	1.1461169204739972e-14	2.3270041736245233e-16	2.9916039267687287e-15	5.1854919329250316e-17	5.339323916548591e-15	1.2732126514929847e-16	7.55068783929574e-15	1.5261647490701773e-16	1.4160587045181762e-14	3.216322361353184e-16	1.149068476314109e-14	5.697484898662865e-16	1.2673283307709003e-14	4.444471572574694e-16	9.429460658219017e-15	4.0007067156807783e-16
56220.91000000184	1.1446824290628654e-14	2.264385955856465e-16	2.9857857563181368e-15	5.045830555325968e-17	5.331305970415794e-15	1.2373467314492306e-16	7.532412754346401e-15	1.4885952778318223e-16	1.410653054642558e-14	3.2301643533774046e-16	1.1378277892239556e-14	5.738639847252061e-16	1.2595245130710968e-14	4.4407683587955386e-16	9.363169700475489e-15	4.129395593534995e-16
56220.96000000184	1.1432392606084896e-14	2.2035876805807708e-16	2.979823078208437e-15	4.942487515333678e-17	5.3234879246747444e-15	1.2027290697304952e-16	7.514436231969207e-15	1.451854687199241e-16	1.4053351028260612e-14	3.2454421926813496e-16	1.1267313120855889e-14	5.781464872925702e-16	1.2518217475251042e-14	4.4372320984568703e-16	9.298236413683901e-15	4.255314828109567e-16
56221.01000000184	1.1417864717861652e-14	2.1453587704450216e-16	2.9737087612452364e-15	4.882344122657849e-17	5.3158685278650075e-15	1.1699127491433557e-16	7.496776312537473e-15	1.4166933151375997e-16	1.4001002010174698e-14	3.261828372113324e-16	1.1157797623362348e-14	5.82508830855339e-16	1.2442185605418646e-14	4.4335285730104975e-16	9.234598065220043e-15	4.3754065818029914e-16
56221.060000001846	1.1403231179158364e-14	2.090472711928349e-16	2.967435979897462e-15	4.871038779406932e-17	5.308445873821781e-15	1.1394281270670354e-16	7.479451049545011e-15	1.3838780019756742e-16	1.3949437014168196e-14	3.2790169577054006e-16	1.1049738577046275e-14	5.868703858944015e-16	1.2367134786622678e-14	4.4293565563604533e-16	9.172191932347715e-15	4.487123706859223e-16
