MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
56194.66000000031	1.1784808681738056e-15	1.590499014845962e-16	3.685012608471656e-16	1.551056431552945e-17	8.104064563943858e-16	2.911520268539033e-17	1.1211783293378723e-15	5.4941687782800925e-17	9.930436769165469e-15	5.32597915631165e-16	2.5853118476829355e-14	1.328287057416762e-15	1.764096659453886e-14	8.419661346766798e-16	2.6432742255717378e-14	1.5910310099735457e-15
56194.71000000031	1.2742449982407075e-15	1.7346826946460405e-16	4.0568912735816927e-16	1.641107833955353e-17	8.824091787527974e-16	3.1262751756912125e-17	1.227829373118852e-15	5.500563168061096e-17	1.0187822574221125e-14	5.364018419809758e-16	2.6520935317718077e-14	1.3400638515767983e-15	1.8098419707096072e-14	8.483899531572902e-16	2.7134288915600092e-14	1.5994739964738793e-15
56194.760000000315	1.3741435559141423e-15	1.878268036014017e-16	4.450374133760976e-16	1.7314726546002904e-17	9.575023459816047e-16	3.342742078718387e-17	1.3381825298053096e-15	5.427244369975632e-17	1.0445146945964436e-14	5.397737946445199e-16	2.718780916922142e-14	1.3509080872149812e-15	1.8555173368863307e-14	8.541340289668354e-16	2.7834736135775062e-14	1.6064442115319272e-15
56194.81000000032	1.4780733262766e-15	2.020892569613837e-16	4.8624549852426e-16	1.815445675728306e-17	1.0354735186986089e-15	3.5459406548765226e-17	1.4518311992827802e-15	5.2809504643695e-17	1.0702392389751024e-14	5.42723698291205e-16	2.7853685936596792e-14	1.3608436198854822e-15	1.9011190638233882e-14	8.592118942457414e-16	2.853398735197093e-14	1.6119711558193504e-15
56194.86000000032	1.5859313113746014e-15	2.1622245902882547e-16	5.290129643417334e-16	1.8890627272253467e-17	1.1161105834614666e-15	3.7257429715557374e-17	1.568369091718023e-15	5.0722645907093374e-17	1.0959541410697446e-14	5.452618879595039e-16	2.8518511523720764e-14	1.3698951949645203e-15	1.946643457263451e-14	8.636376044028357e-16	2.923194599019617e-14	1.6160856343324363e-15
56194.91000000032	1.697614724579605e-15	2.3019584219036473e-16	5.730395613301798e-16	1.951083682498607e-17	1.1992017282657218e-15	3.876617836243374e-17	1.687390188670389e-15	4.8170485806151393e-17	1.121657651353588e-14	5.47399125419192e-16	2.9182231832480664e-14	1.3780884758402198e-15	1.992086822837188e-14	8.674257594710613e-16	2.9928515465960795e-14	1.6188198178457333e-15
56194.96000000033	1.8130209849466263e-15	2.439810921317921e-16	6.180251760148309e-16	2.0028585200261497e-17	1.2845354180606892e-15	3.997195509410537e-17	1.8084887042295923e-15	4.538516774353681e-17	1.1473480202651627e-14	5.491466162301172e-16	2.984479276318724e-14	1.3854500719616599e-15	2.037445466080144e-14	8.705915264598978e-16	3.06235991834845e-14	1.6202073081876114e-15
56195.01000000033	1.9320477115859223e-15	2.5755188098593746e-16	6.636697980136183e-16	2.0481511844015736e-17	1.371900370289651e-15	4.0898669739281423e-17	1.931259046175424e-15	4.269781462457889e-17	1.1730234981979987e-14	5.505160273083788e-16	3.050614021417259e-14	1.3920075669320148e-15	2.0827156924020507e-14	8.731506625879905e-16	3.13171005350212e-14	1.6202832074925908e-15
56195.06000000033	2.05459271804545e-15	2.708836578404827e-16	7.096734871192168e-16	2.0928605566861084e-17	1.4610855304551876e-15	4.1604058910342965e-17	2.05529577713486e-15	4.055618011618323e-17	1.198682335492188e-14	5.51519505017524e-16	3.11662200817584e-14	1.3977895456833275e-15	2.1278938071113785e-14	8.7511953953297e-16	3.200892290000629e-14	1.6190841914491498e-15
56195.110000000335	2.180554006695938e-15	2.839534803604623e-16	7.557363403815878e-16	2.1445040072899784e-17	1.551880047698016e-15	4.2174918583722646e-17	2.180193575769484e-15	3.949924598352476e-17	1.2243227824357915e-14	5.521696936566889e-16	3.182497826035648e-14	1.4028256213763702e-15	2.172976115376978e-14	8.765151684355095e-16	3.269896964432162e-14	1.6166485867190407e-15
