spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-10-24_13-19-14_Swift-UVOT_UV-grism_None.txt	56224.06	9.51812359315113e-15	2.956127078558149e-16	True	2.5795032236712332e-15	6.039293091363777e-17	True	4.7773032888858735e-15	1.1391593707226374e-16	True	6.584354304386258e-15	1.6828820766008305e-16	True	1.0890630865433663e-14	2.8792417710448076e-16	True	7.095641667723425e-15	4.465549327808174e-16	True	8.956991758034166e-15	4.015852949790964e-16	True	5.854882052608573e-15	4.146343214561377e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-10-26_10-10-14_Swift-UVOT_UV-grism_None.txt	56226.42	7.725753462588425e-15	1.8617306977682436e-16	True	2.099248617035226e-15	8.506665544461843e-17	True	3.874946243413499e-15	1.3507063021169324e-16	True	5.246086696242681e-15	1.4116711508230608e-16	True	7.68782937830769e-15	2.71275193827545e-16	True	4.648379788143775e-15	2.014147731646704e-16	True	5.7977123166145865e-15	3.2313957974417693e-16	True	3.738600043530568e-15	1.904805461580994e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-10-27_21-21-36_SALT_RSS_None.dat	56227.39	6.87850440913536e-15	3.3421698100379857e-16	True	1.9027908925544095e-15	1.256545989833088e-16	True	3.4813695099196767e-15	2.2775557487709437e-16	True	4.7383496977807e-15	2.3566790863276346e-16	True	6.289557863578817e-15	2.6256093239071925e-16	True	3.8072911562059705e-15	4.1402515554612735e-16	True	4.64701420409395e-15	3.754099855671971e-16	True	3.0674045677492044e-15	5.175806766831672e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-10-29_00-00-00_HST_STIS_None.dat	56229.5	5.024378502443375e-15	3.2333868369181296e-16	True	1.7344565358793587e-15	9.461312142009889e-17	True	2.968598665076507e-15	1.7391273611754678e-16	True	3.797593780581336e-15	1.233975543664594e-16	True	4.285235680205781e-15	1.986115042548157e-16	True	2.7474938101730103e-15	2.884952325766827e-16	True	3.2441862865777256e-15	2.385113791242993e-16	True	2.0952074552243844e-15	4.279388095539844e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-10-31_13-11-27_ANU-2.3m_WiFeS_PESSTO.dat	56231.05	4.447072013949899e-15	1.6021393133857574e-16	True	1.8601705313660597e-15	2.5965026397904334e-16	True	2.9083079154838657e-15	4.924357249945428e-16	True	3.564732311112399e-15	1.8584038159667793e-16	True	3.946904433462494e-15	2.424618290977348e-16	True	2.2599713423616457e-15	3.4564417108448473e-16	True	2.8573956479311277e-15	2.826030598868901e-16	True	1.7510622611800946e-15	4.609269991774714e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-11-04_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56235.5	5.874012781310271e-15	1.5508942341287043e-16	True	2.2136068794386906e-15	1.2036413638340793e-16	True	3.145894492917984e-15	1.6519190752144894e-16	True	4.661923793923214e-15	1.81517376301237e-16	True	4.928064048406377e-15	3.7676548927656355e-16	True	1.8346400442163106e-15	5.96167516878689e-16	True	2.7512702449637994e-15	4.669236642660446e-16	True	1.491569517494382e-15	9.51936405767434e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-11-05_02-34-36_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.ascii	56236.11	5.8559532116656374e-15	1.0173758803212387e-16	True	2.1271747676905763e-15	7.579493489489082e-17	True	3.1088116587977943e-15	5.674297150923505e-17	True	4.587431062705876e-15	1.5607124917898366e-16	True	4.8165510384091124e-15	4.007961424951467e-16	True	1.828718486718945e-15	7.094481504756477e-16	True	2.7314169411526487e-15	5.195544200394097e-16	True	1.4530543244542489e-15	1.0665376445700692e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-11-07_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56238.5	4.619224226595471e-15	1.1070136493029068e-16	True	1.5442483638219081e-15	3.9139781372977975e-17	True	2.6356729779290113e-15	7.11784002186272e-17	True	3.4584917597643112e-15	8.406427523492414e-17	True	3.6345974370873914e-15	1.9494652915807733e-16	True	1.5996493440913492e-15	2.293267501134378e-16	True	2.3036144452839493e-15	1.9314352005723386e-16	True	1.202000130544888e-15	3.148276120865065e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-11-12_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56243.5	2.492149995067923e-15	8.083497636728337e-17	True	1.0784668907048828e-15	4.0477823062540925e-17	True	1.807524270868159e-15	5.797888382877882e-17	True	2.2116123535861443e-15	6.607906878082511e-17	True	1.4528952621085024e-15	1.6924596271181404e-16	True	7.55479833056126e-16	3.3955448901632363e-16	True	1.0988083973532059e-15	4.722972425558627e-16	True	5.414963932392361e-16	9.817371476511077e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-11-14_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56245.5	2.193399178069147e-15	1.0781625761627157e-16	True	9.739237150027746e-16	4.3790161901528875e-17	True	1.6850686724596847e-15	8.990112140219465e-17	True	2.0994068154476353e-15	9.796654245250209e-17	True	1.1471739082890149e-15	1.8950812991235328e-16	True	6.119528136816746e-16	3.919280757541413e-16	True	7.734463911714644e-16	4.928208477995872e-16	True	3.776388842025354e-16	1.0299364248384462e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-11-20_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56251.5	1.486004485002113e-15	1.2146301787745333e-16	True	8.055508140060966e-16	7.356938839247441e-17	True	1.2951859037488512e-15	1.42545055761239e-16	True	1.4864616937999087e-15	1.318135791370088e-16	True	8.204039725291376e-16	1.8752499613781752e-16	True	3.0353754488595166e-16	4.029925220205457e-16	True	5.044844395055441e-16	2.694370108649919e-16	True	2.5293669231664114e-16	5.682911659628174e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/SN2009ip_2012-11-23_19-26-24_SALT_RSS_None.dat	56254.31	1.2869497490916227e-15	9.849741938949104e-17	True	7.383481152144638e-16	1.6224963050087381e-16	True	1.138987349350746e-15	3.1271161147241614e-16	True	1.2370429527403633e-15	8.945877337587664e-17	True	5.613412849153514e-16	6.998689842333339e-17	True	2.3916876297331785e-16	1.1938309456784633e-16	True	4.3023609336495e-16	8.923135714543376e-17	True	1.9660532539164724e-16	1.6566232266215513e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-12-03_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56264.5	8.949729264448318e-16	6.589413086065001e-17	True	6.623312550837397e-16	2.810917178714132e-17	True	9.68006069149853e-16	6.015628234801006e-17	True	1.0553032545382085e-15	5.976627044216874e-17	True	4.2086597352190936e-16	4.6319910389235635e-17	True	1.4965291893962285e-16	6.147064342972777e-17	True	2.2155059233087632e-16	4.372153241878685e-17	True	1.185102185976654e-16	8.454385888072275e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-12-11_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56272.5	3.004167794015881e-16	4.2607420118537444e-17	True	3.3399724724205644e-16	5.952031210004998e-17	True	5.196033331177333e-16	4.611298586751554e-17	True	4.445065047070954e-16	4.4258337651287696e-17	True	1.2445880602153986e-16	6.338541248929345e-17	True	9.251707323894587e-17	1.2812709251247535e-16	True	1.2855197399335612e-16	8.962985939767151e-17	True	8.217553246997247e-17	1.8011608680252296e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009ip/2009ip_2012-12-20_00-00-00_ESO-NTT_EFOSC2-NTT_PESSTO.txt	56281.5	1.518379682420257e-16	2.61987572428247e-16	True	1.6453207992963677e-16	8.963436196506307e-17	True	2.5769166508216435e-16	1.7137182296090488e-16	True	2.0053675676034591e-16	1.9928522409625208e-16	True	7.425809020308621e-17	1.1032826065979443e-16	True	8.250625295540308e-17	2.4928443174891416e-16	True	5.69129169035032e-17	1.6471398707331772e-16	True	4.150718014674556e-17	3.6945742621603225e-16	True
