time,mag,mag_err
54720.35,-18.059249501558707,0.0001756493596597936
54720.55,-18.31664627914439,0.00017953922138196342
54720.85,-18.540860619513133,0.0001592598994249447
54722.23,-18.82192725439525,0.0001408199921048914
54724.12,-18.96603940406986,0.00012711261336446862
54726.0,-19.06735454867015,2.3367467552603945e-05
54728.5,-19.13957147887261,0.00022473119028698998
54731.0,-19.1507696509491,4.115506406495985e-05
54732.75,-19.166648404395925,0.0003049847920381346
54734.5,-19.151167040390387,0.00035586787488650715
54736.25,-19.119077342729586,0.00034925727203028074
54738.0,-19.056503089970427,7.195456335486358e-05
54739.0,-19.052511057523986,2.104194169695011e-05
54740.75,-18.993668324474452,0.00020791282623301995
54742.5,-18.91744725562029,0.00022071696609476165
54744.25,-18.840854132668245,0.00018755574676933688
54746.0,-18.761097591005232,1.9440855418971748e-05
54747.75,-18.69614128666816,0.00023403153512113745
54749.5,-18.63037103188677,0.00023084394746220987
54751.25,-18.567540009560844,0.00028761143679940584
54753.0,-18.493902212823883,1.0657043790416945e-06
54753.01,-18.471061881133622,5.3734688834720754e-05
54755.18,-18.421450020623006,0.00030829792317564543
54757.34,-18.360013964507985,0.00034931538297901807
54759.51,-18.312242946734145,0.00036349921565274386
54761.67,-18.266462225880645,0.0004236903116813037
54763.83,-18.229824613412152,0.0004240552300532461
54766.0,-18.212889805368984,2.968334474200513e-06
54767.83,-18.195396210532966,0.0005096225172980236
54769.67,-18.191049418230943,0.0005656129281571724
54771.5,-18.194521977574457,0.00048473795311932663
54773.33,-18.186029717065843,0.0005357356834219939
54775.17,-18.161682162309717,0.0005860206030452952
54777.0,-18.093504759013125,0.0002755262142516775
54778.88,-18.069720490660245,0.0007259695135065154
54780.75,-18.0107140351466,0.000856436693251857
54782.63,-17.959969408339788,0.0008737447213209412
54784.51,-17.916920809875776,0.000705605266503274
54786.39,-17.867840883957886,0.0007497369428196013
54788.26,-17.821667038156253,0.0006767687780384572
54790.14,-17.751383036629743,0.0002745277283206171
54792.13,-17.711222265973575,0.000738106934083927
54794.13,-17.652494431499207,0.0009097908346346382
54796.12,-17.599563688287034,0.0009857563249337535
54798.11,-17.546674019287714,0.0010287567853462642
54800.11,-17.494163466483784,0.0010661015931531363
54802.1,-17.443301039466455,0.0011059723356270986
54804.09,-17.394998593115492,0.0011443245163317327
54806.08,-17.34781524067516,0.001178538430151341
54808.08,-17.29991464533999,0.0012111589359273148
54810.07,-17.25168373545457,0.0012463869922462434
54812.06,-17.20031095482693,0.0012957198474638763
54814.06,-17.14768479911255,0.0013587278910977539
54816.05,-17.095545910455055,0.0014339514182726849
54818.04,-17.047455232331316,0.0015164751260389989
54820.04,-17.00447997727335,0.0016009031811352965
54822.03,-16.964421303188264,0.0016875937559954629
54824.02,-16.926676501109124,0.001774701421842692
54826.01,-16.888621011959458,0.0018514659031495244
54828.01,-16.835337764540835,0.002133048015334059
