# wavelength flux
3888.44106 8.71638e-19
3889.89757 5.13655e-18
3891.37417 7.26755e-18
3892.84073 6.13220e-18
3894.30728 5.20316e-18
3895.77384 6.49728e-18
3897.24039 6.21269e-18
3898.70695 5.09326e-18
3900.18355 7.91181e-18
3901.64006 1.05061e-17
3903.10661 8.71830e-18
3904.58321 6.23580e-18
3906.03972 5.94349e-18
3907.50628 5.57600e-18
3908.98288 2.92174e-18
3910.44944 1.91201e-18
3911.90595 2.64554e-18
3913.38255 3.84174e-18
3914.84910 5.14043e-18
3916.31566 6.60814e-18
3917.78221 6.66724e-18
3919.24877 5.87088e-18
3920.71532 4.54198e-18
3922.19192 5.73325e-18
3923.64843 9.30159e-18
3925.11499 1.24687e-17
3926.59159 1.52722e-17
3928.04810 1.83301e-17
3929.52470 1.87711e-17
3930.99126 1.81239e-17
3932.45781 1.74686e-17
3933.92437 1.66187e-17
3935.39092 1.73770e-17
3936.85748 1.80391e-17
3938.33408 1.46035e-17
3939.79059 1.10775e-17
3941.25714 1.10966e-17
3942.73374 9.58858e-18
3944.20030 7.86850e-18
3945.65681 9.77040e-18
3947.13341 1.27690e-17
3948.59997 1.22831e-17
3950.05648 1.04463e-17
3951.53308 1.03208e-17
3952.99963 1.11824e-17
3954.46619 1.17231e-17
3955.93274 1.03250e-17
3957.39930 1.17899e-17
3958.86585 1.32134e-17
3960.34245 9.95222e-18
3961.79896 7.30231e-18
3963.26552 8.13088e-18
3964.74212 7.37839e-18
3966.20868 4.14135e-18
3967.66519 5.91109e-18
3969.14179 9.93803e-18
3970.60834 1.21681e-17
3972.07490 1.17909e-17
3973.54145 1.36492e-17
3975.00801 1.58676e-17
3976.48461 1.42671e-17
3977.94112 1.13700e-17
3979.40767 1.26739e-17
3980.88427 1.21515e-17
3982.35083 7.01207e-18
3983.80734 4.14180e-18
3985.28394 3.21450e-18
3986.75050 1.20138e-18
3988.21705 -2.53215e-19
3989.68361 1.55594e-18
3991.15016 3.09536e-18
3992.61672 4.35729e-18
3994.08327 7.96481e-18
3995.54983 1.17880e-17
3997.01638 1.28761e-17
3998.49298 1.61542e-17
3999.94949 1.81699e-17
4001.41605 1.47859e-17
4002.89265 1.18536e-17
4004.35921 1.38527e-17
4005.81572 1.41273e-17
4007.29232 1.35992e-17
4008.75887 1.68818e-17
4010.22543 2.07457e-17
4011.69198 1.98278e-17
4013.15854 1.88184e-17
4014.62509 1.93106e-17
4016.09165 1.82782e-17
4017.55820 1.62837e-17
4019.03480 1.51804e-17
4020.50136 1.29711e-17
4021.95787 1.25982e-17
4023.43447 1.23541e-17
4024.90103 1.06712e-17
4026.36758 1.17127e-17
4027.83414 1.27610e-17
4029.30069 1.19526e-17
4030.76725 1.20147e-17
4032.24385 1.39736e-17
4033.70036 1.48334e-17
4035.16691 1.56011e-17
4036.64351 1.70950e-17
4038.10002 1.66805e-17
4039.56658 1.55747e-17
4041.04318 1.54607e-17
4042.50974 1.39356e-17
4043.96625 1.27744e-17
4045.44285 1.53827e-17
4046.90940 1.58529e-17
4048.37596 1.30278e-17
4049.84251 1.38519e-17
4051.30907 1.70500e-17
4052.77562 1.87155e-17
4054.25222 2.13850e-17
4055.70873 2.63513e-17
4057.17529 2.90990e-17
4058.65189 2.73853e-17
4060.10840 2.53604e-17
4061.58500 2.26106e-17
4063.05156 1.84742e-17
4064.51811 1.47460e-17
4065.98467 1.33768e-17
4067.45122 1.28035e-17
4068.91778 1.17686e-17
4070.39438 1.05357e-17
4071.85089 1.03501e-17
4073.31744 1.11675e-17
4074.79404 1.00096e-17
4076.26060 9.28539e-18
4077.71711 1.08797e-17
4079.19371 1.21991e-17
4080.66027 1.17323e-17
4082.11678 1.17855e-17
4083.59338 1.40154e-17
4085.05993 1.40779e-17
4086.52649 1.29704e-17
4087.99304 1.33698e-17
4089.45960 1.25444e-17
4090.92615 9.83561e-18
4092.40275 9.59193e-18
4093.85926 1.17412e-17
4095.32582 1.24947e-17
4096.80242 1.48926e-17
4098.26898 1.77349e-17
4099.72549 1.92576e-17
4101.20209 1.83952e-17
4102.66864 1.62690e-17
4104.12515 1.38838e-17
4105.60175 1.34768e-17
4107.06831 1.17354e-17
4108.54491 1.02343e-17
4110.00142 1.19169e-17
4111.46797 1.29674e-17
4112.94457 1.19813e-17
4114.41113 1.28530e-17
4115.86764 1.44016e-17
4117.34424 1.35498e-17
4118.81080 1.31553e-17
4120.27735 1.45780e-17
4121.74391 1.62153e-17
4123.21046 1.60193e-17
4124.67702 1.54636e-17
4126.14357 1.55112e-17
4127.61013 1.46889e-17
4129.07668 1.38940e-17
4130.55328 1.45928e-17
4132.00979 1.63197e-17
4133.47635 1.74980e-17
4134.95295 1.78404e-17
4136.41951 1.73295e-17
4137.87602 1.64564e-17
4139.35262 1.48389e-17
4140.81917 1.25466e-17
4142.28573 1.10037e-17
4143.75228 1.11677e-17
4145.21884 1.21729e-17
4146.68539 1.16578e-17
4148.15195 1.21837e-17
4149.61850 1.26959e-17
4151.08506 1.21210e-17
4152.56166 1.23746e-17
4154.01817 1.43245e-17
4155.49477 1.62648e-17
4156.96133 1.80210e-17
4158.42788 1.80550e-17
4159.89444 1.55925e-17
4161.36099 1.48363e-17
4162.82755 1.47876e-17
4164.30415 1.41950e-17
4165.76066 1.37505e-17
4167.22721 1.33982e-17
4168.70381 1.16002e-17
4170.16032 1.02607e-17
4171.62688 9.82627e-18
4173.10348 9.22744e-18
4174.57004 8.92440e-18
4176.02655 1.05102e-17
4177.50315 1.14642e-17
4178.96970 1.11179e-17
4180.43626 1.20187e-17
4181.90281 1.41883e-17
4183.36937 1.34183e-17
4184.83592 1.06830e-17
4186.31252 9.90492e-18
4187.76903 1.05102e-17
4189.23559 9.94628e-18
4190.71219 9.05265e-18
4192.16870 9.59561e-18
4193.64530 9.88911e-18
4195.11186 8.74085e-18
4196.57841 8.11605e-18
4198.03492 8.01967e-18
4199.51152 7.76444e-18
4200.97808 8.27910e-18
4202.45468 9.11004e-18
