3700.00  1.999110E-15
3701.27  2.035672E-15
3702.54  2.243222E-15
3703.81  2.522218E-15
3705.08  2.574293E-15
3706.35  2.274603E-15
3707.62  1.933252E-15
3708.89  1.837382E-15
3710.16  1.919521E-15
3711.43  1.952595E-15
3712.70  1.840427E-15
3713.97  1.655391E-15
3715.24  1.506065E-15
3716.51  1.535932E-15
3717.77  1.746383E-15
3719.04  1.949089E-15
3720.31  2.020188E-15
3721.58  1.989423E-15
3722.85  1.934719E-15
3724.12  1.944254E-15
3725.39  1.978195E-15
3726.66  1.801588E-15
3727.93  1.450647E-15
3729.20  1.247784E-15
3730.47  1.386436E-15
3731.74  1.628876E-15
3733.01  1.686934E-15
3734.28  1.605493E-15
3735.55  1.533505E-15
3736.82  1.467264E-15
3738.09  1.431662E-15
3739.36  1.467464E-15
3740.63  1.578397E-15
3741.90  1.681887E-15
3743.17  1.617653E-15
3744.44  1.365667E-15
3745.71  1.066831E-15
3746.98  9.100201E-16
3748.25  1.025710E-15
3749.52  1.323528E-15
3750.78  1.558760E-15
3752.05  1.628273E-15
3753.32  1.650033E-15
3754.59  1.692393E-15
3755.86  1.684153E-15
3757.13  1.613637E-15
3758.40  1.599612E-15
3759.67  1.644488E-15
3760.94  1.595554E-15
3762.21  1.494538E-15
3763.48  1.475786E-15
3764.75  1.569451E-15
3766.02  1.645290E-15
3767.29  1.627699E-15
3768.56  1.544760E-15
3769.83  1.426525E-15
3771.10  1.347091E-15
3772.37  1.340625E-15
3773.64  1.370007E-15
3774.91  1.425733E-15
3776.18  1.545462E-15
3777.45  1.717098E-15
3778.72  1.795899E-15
3779.99  1.659945E-15
3781.26  1.458433E-15
3782.53  1.367462E-15
3783.80  1.440396E-15
3785.06  1.608667E-15
3786.33  1.779764E-15
3787.60  1.873966E-15
3788.87  1.837730E-15
3790.14  1.750877E-15
3791.41  1.756957E-15
3792.68  1.913884E-15
3793.95  2.123129E-15
3795.22  2.253916E-15
3796.49  2.263650E-15
3797.76  2.171375E-15
3799.03  1.979953E-15
3800.30  1.673072E-15
3801.57  1.420969E-15
3802.84  1.405193E-15
3804.11  1.571855E-15
3805.38  1.719696E-15
3806.65  1.743208E-15
3807.92  1.729063E-15
3809.19  1.773429E-15
3810.46  1.806059E-15
3811.73  1.756892E-15
3813.00  1.659699E-15
3814.27  1.621467E-15
