# wavelength flux
3351.64160 1.15052e-17
3353.33919 1.32887e-17
3355.03678 1.52321e-17
3356.73437 1.59567e-17
3358.43196 1.56850e-17
3360.12954 1.88820e-17
3361.82713 1.83123e-17
3363.51468 1.49765e-17
3365.21226 1.56774e-17
3366.90985 1.71823e-17
3368.60744 1.63618e-17
3370.30503 1.66751e-17
3372.00262 1.90067e-17
3373.70020 1.69843e-17
3375.39779 1.20457e-17
3377.09538 8.59229e-18
3378.79297 9.01903e-18
3380.48051 7.66926e-18
3382.17810 7.58697e-18
3383.87569 9.46651e-18
3385.57328 7.92830e-18
3387.27086 5.91525e-18
3388.96845 6.62502e-18
3390.66604 6.22000e-18
3392.36363 5.02599e-18
3394.06122 5.99837e-18
3395.75880 8.44569e-18
3397.45639 1.12735e-17
3399.14394 1.23693e-17
3400.84152 1.34410e-17
3402.53911 1.49890e-17
3404.23670 1.55441e-17
3405.93429 1.41827e-17
3407.63188 1.52502e-17
3409.32946 1.80285e-17
3411.02705 2.02690e-17
3412.72464 1.99848e-17
3414.42223 1.97246e-17
3416.11982 2.04452e-17
3417.80736 1.81698e-17
3419.50495 1.40603e-17
3421.20254 1.33283e-17
3422.90012 1.14686e-17
3424.59771 7.14632e-18
3426.29530 8.76986e-18
3427.99289 1.40002e-17
3429.69048 1.71798e-17
3431.38806 1.96733e-17
3433.08565 2.06998e-17
3434.77320 1.98246e-17
3436.47078 1.68422e-17
3438.16837 1.15030e-17
3439.86596 8.81437e-18
3441.56355 9.90186e-18
3443.26114 9.20486e-18
3444.95872 8.94190e-18
3446.65631 1.26442e-17
3448.35390 1.58357e-17
3450.05149 1.73530e-17
3451.74908 1.96766e-17
3453.43662 1.98436e-17
3455.13421 1.65564e-17
3456.83180 1.53708e-17
3458.52938 1.46737e-17
3460.22697 1.49308e-17
3461.92456 1.73171e-17
3463.62215 1.82887e-17
3465.31974 1.46333e-17
3467.01732 1.25347e-17
3468.71491 1.20806e-17
3470.41250 1.12801e-17
3472.10004 1.28761e-17
3473.79763 1.65239e-17
3475.49522 1.80080e-17
3477.19281 1.78355e-17
3478.89040 1.90870e-17
3480.58798 1.87023e-17
3482.28557 1.75485e-17
3483.98316 1.83454e-17
3485.68075 1.71932e-17
3487.37834 1.66002e-17
3489.06588 1.45890e-17
3490.76347 1.31000e-17
3492.46106 1.52759e-17
3494.15864 1.65353e-17
3495.85623 1.38912e-17
3497.55382 1.72619e-17
3499.25141 2.22440e-17
3500.94900 2.01121e-17
3502.64659 1.76890e-17
3504.34417 1.95460e-17
3506.04176 1.95292e-17
3507.72930 1.72657e-17
3509.42689 1.80528e-17
3511.12448 2.12676e-17
3512.82207 2.06216e-17
3514.51966 1.82620e-17
3516.21725 1.71815e-17
3517.91483 1.82451e-17
3519.61242 1.82728e-17
3521.31001 1.89949e-17
3523.00760 2.13874e-17
3524.70519 2.27346e-17
3526.39273 2.08622e-17
3528.09032 1.90279e-17
3529.78790 1.75279e-17
3531.48549 1.45321e-17
3533.18308 1.33762e-17
3534.88067 1.42799e-17
3536.57826 1.63186e-17
3538.27585 1.85561e-17
3539.97343 1.99290e-17
3541.67102 1.96584e-17
3543.35856 1.96150e-17
3545.05615 1.85536e-17
3546.75374 1.69025e-17
3548.45133 1.60269e-17
3550.14892 1.61256e-17
3551.84651 1.66701e-17
3553.54409 1.61684e-17
3555.24168 1.63192e-17
3556.93927 1.85128e-17
3558.63686 1.89156e-17
3560.33445 1.65866e-17
3562.02199 1.62847e-17
3563.71958 1.56296e-17
3565.41717 1.46327e-17
3567.11475 1.66424e-17
3568.81234 1.72224e-17
3570.50993 1.65899e-17
3572.20752 1.73071e-17
3573.90511 1.71611e-17
3575.60269 1.58500e-17
3577.30028 1.69364e-17
3578.99787 1.81316e-17
3580.68541 2.01622e-17
3582.38300 2.05894e-17
3584.08059 1.74782e-17
3585.77818 1.58502e-17
3587.47577 1.72573e-17
3589.17335 1.74508e-17
3590.87094 1.99853e-17
3592.56853 2.35203e-17
3594.26612 2.40501e-17
3595.96371 2.31175e-17
3597.65125 2.10469e-17
3599.34884 1.70851e-17
3601.04643 1.72527e-17
3602.74401 1.80469e-17
3604.44160 1.69923e-17
3606.13919 1.78425e-17
3607.83678 2.00583e-17
3609.53437 1.89640e-17
3611.23195 1.58318e-17
3612.92954 1.48858e-17
3614.62713 1.65416e-17
3616.31467 2.08056e-17
3618.01226 2.31924e-17
3619.70985 2.61301e-17
3621.40744 2.85788e-17
3623.10503 2.56155e-17
3624.80261 1.91338e-17
3626.50020 1.69352e-17
3628.19779 1.66399e-17
3629.89538 1.40742e-17
3631.59297 1.40383e-17
3633.29055 1.47269e-17
3634.97810 1.50393e-17
3636.67569 1.63295e-17
3638.37327 1.67095e-17
3640.07086 1.66042e-17
3641.76845 1.84335e-17
3643.46604 1.88698e-17
3645.16363 1.77209e-17
3646.86121 1.92729e-17
3648.55880 1.90974e-17
3650.25639 1.60977e-17
3651.94393 1.48249e-17
3653.64152 1.37680e-17
3655.33911 1.21844e-17
3657.03670 1.25514e-17
3658.73429 1.40570e-17
3660.43187 1.51063e-17
3662.12946 1.58515e-17
3663.82705 1.68485e-17
3665.52464 1.70370e-17
3667.22223 1.64783e-17
3668.91981 1.48933e-17
3670.60736 1.55806e-17
3672.30495 1.61340e-17
3674.00253 1.69040e-17
3675.70012 1.67423e-17
3677.39771 1.58483e-17
3679.09530 1.51833e-17
3680.79289 1.56382e-17
3682.49047 1.41462e-17
3684.18806 1.49145e-17
3685.88565 1.67803e-17
3687.57319 1.67308e-17
3689.27078 1.56892e-17
3690.96837 1.63012e-17
3692.66596 1.59780e-17
3694.36355 1.58695e-17
3696.06113 1.61751e-17
3697.75872 1.46912e-17
3699.45631 1.31062e-17
3701.15390 1.25055e-17
3702.85149 1.21523e-17
3704.54908 1.08291e-17
3706.23662 9.70791e-18
3707.93421 7.48695e-18
3709.63179 6.25185e-18
3711.32938 4.48927e-18
3713.02697 4.14165e-18
3714.72456 5.53352e-18
3716.42215 8.25327e-18
3718.11974 8.86465e-18
3719.81732 1.03361e-17
3721.51491 1.12163e-17
3723.21250 1.10899e-17
3724.90004 1.02849e-17
3726.59763 9.74542e-18
3728.29522 9.84994e-18
3729.99281 1.08023e-17
3731.69039 1.13311e-17
3733.38798 1.07539e-17
3735.08557 1.04881e-17
3736.78316 1.02003e-17
3738.48075 9.30535e-18
3740.17834 9.65771e-18
3741.86588 1.16355e-17
3743.56347 1.19139e-17
3745.26105 1.03845e-17
3746.95864 9.63563e-18
3748.65623 9.66775e-18
3750.35382 9.41088e-18
3752.05141 8.71433e-18
3753.74900 8.24105e-18
3755.44658 8.78428e-18
3757.14417 9.18301e-18
3758.84176 8.31878e-18
3760.52930 9.62928e-18
3762.22689 1.16259e-17
3763.92448 1.09727e-17
3765.62207 9.25695e-18
3767.31966 7.29019e-18
3769.01724 5.20354e-18
3770.71483 3.88479e-18
3772.41242 4.25099e-18
3774.11001 4.30556e-18
3775.80760 4.83529e-18
3777.50518 6.97560e-18
3779.19273 7.70886e-18
3780.89032 6.13952e-18
3782.58790 5.90678e-18
3784.28549 7.56826e-18
3785.98308 7.02391e-18
3787.68067 6.18542e-18
3789.37826 6.71474e-18
3791.07584 1.02067e-17
3792.77343 7.73845e-18
3794.47102 8.85034e-18
3796.15856 9.17023e-18
3797.85615 9.49007e-18
3799.55374 9.93567e-18
3801.25133 9.57785e-18
3802.94892 1.04494e-17
3804.64650 1.07690e-17
3806.34409 1.10887e-17
3808.04168 9.93180e-18
3809.73927 1.17278e-17
3811.43686 1.20472e-17
3813.13444 1.23667e-17
3814.82199 1.09895e-17
3816.51958 1.02821e-17
3818.21716 1.07665e-17
3819.91475 1.25754e-17
3821.61234 1.34697e-17
3823.30993 1.42778e-17
3825.00752 1.42191e-17
3826.70510 1.32009e-17
3828.40269 1.17069e-17
3830.10028 1.15138e-17
3831.79787 1.14744e-17
3833.48541 1.20249e-17
3835.18300 1.23571e-17
3836.88059 1.31756e-17
3838.57818 1.41019e-17
3840.27576 1.51011e-17
3841.97335 1.45142e-17
3843.67094 1.44895e-17
3845.36853 1.41832e-17
3847.06612 1.22701e-17
3848.76370 1.02861e-17
3850.45125 1.10972e-17
3852.14884 1.26059e-17
3853.84642 1.26363e-17
3855.54401 1.47322e-17
3857.24160 1.66780e-17
3858.93919 1.63682e-17
3860.63678 1.61455e-17
3862.33436 1.70108e-17
3864.03195 1.70838e-17
3865.72954 1.66116e-17
3867.42713 1.77322e-17
3869.11467 1.80128e-17
3870.81226 1.73028e-17
3872.50985 1.70448e-17
3874.20744 1.88777e-17
3875.90502 1.87822e-17
3877.60261 1.73792e-17
3879.30020 1.77224e-17
3880.99779 1.80252e-17
3882.69538 1.80884e-17
3884.39296 1.88290e-17
3886.09055 2.03293e-17
3887.77810 2.13122e-17
3889.47568 2.18705e-17
3891.17327 1.97217e-17
3892.87086 1.78796e-17
3894.56845 1.79173e-17
3896.26604 1.71376e-17
3897.96362 1.55409e-17
3899.66121 1.69819e-17
3901.35880 1.87553e-17
3903.05639 1.90932e-17
3904.74393 2.02519e-17
3906.44152 2.22739e-17
3908.13911 2.36229e-17
3909.83670 2.45375e-17
3911.53428 2.33649e-17
3913.23187 2.28948e-17
3914.92946 2.18254e-17
3916.62705 2.04312e-17
3918.32464 2.07346e-17
3920.02223 2.24555e-17
3921.71981 2.21574e-17
3923.40736 2.22137e-17
3925.10494 2.32890e-17
3926.80253 2.23525e-17
3928.50012 2.15479e-17
3930.19771 2.36317e-17
3931.89530 2.46855e-17
3933.59288 2.38420e-17
3935.29047 2.38344e-17
3936.98806 2.39283e-17
3938.68565 2.17520e-17
3940.38324 2.05333e-17
3942.07078 2.13550e-17
3943.76837 2.23067e-17
3945.46596 2.28576e-17
3947.16354 2.37404e-17
3948.86113 2.49108e-17
3950.55872 2.42642e-17
3952.25631 2.33907e-17
3953.95390 2.36911e-17
3955.65149 2.38835e-17
3957.34907 2.37263e-17
3959.03662 2.46876e-17
3960.73420 2.43720e-17
3962.43179 2.43907e-17
3964.12938 2.48810e-17
3965.82697 2.52226e-17
3967.52456 2.37243e-17
3969.22215 2.25326e-17
3970.91973 2.20262e-17
3972.61732 2.11163e-17
3974.31491 2.01533e-17
3976.01250 2.06610e-17
3977.70004 2.15603e-17
3979.39763 2.11851e-17
3981.09522 2.12121e-17
3982.79281 2.12463e-17
3984.49039 2.09545e-17
3986.18798 2.15481e-17
3987.88557 2.29206e-17
3989.58316 2.40152e-17
3991.28075 2.53401e-17
3992.97833 2.73264e-17
3994.67592 2.89346e-17
3996.36347 2.83635e-17
3998.06105 2.73712e-17
3999.75864 2.69008e-17
4001.45623 2.64934e-17
4003.15382 2.64225e-17
4004.85141 2.70184e-17
4006.54899 2.68176e-17
4008.24658 2.59965e-17
4009.94417 2.48709e-17
4011.64176 2.52719e-17
4013.32930 2.68328e-17
4015.02689 2.79853e-17
4016.72448 2.84538e-17
4018.42207 2.77522e-17
4020.11965 2.63366e-17
4021.81724 2.40707e-17
4023.51483 2.32427e-17
4025.21242 2.41823e-17
4026.91001 2.60455e-17
4028.60759 2.60085e-17
4030.30518 2.64325e-17
4031.99273 2.63475e-17
4033.69031 2.43352e-17
4035.38790 2.22814e-17
4037.08549 2.16943e-17
4038.78308 2.05771e-17
4040.48067 2.10696e-17
4042.17825 2.24683e-17
4043.87584 2.28439e-17
4045.57343 2.11433e-17
4047.27102 2.16172e-17
4048.96861 2.16600e-17
4050.65615 2.11294e-17
4052.35374 2.20710e-17
4054.05133 2.48194e-17
4055.74891 2.48490e-17
4057.44650 2.35213e-17
4059.14409 2.34288e-17
4060.84168 2.24977e-17
4062.53927 2.13575e-17
4064.23685 2.19704e-17
4065.93444 2.36536e-17
4067.62199 2.41972e-17
4069.31957 2.45122e-17
4071.01716 2.27543e-17
4072.71475 2.09522e-17
4074.41234 1.94629e-17
4076.10993 1.89253e-17
4077.80751 1.87986e-17
4079.50510 2.00441e-17
4081.20269 2.07869e-17
4082.90028 2.08564e-17
4084.59787 1.99558e-17
4086.28541 1.88319e-17
4087.98300 1.80087e-17
4089.68059 1.65361e-17
4091.37817 1.62383e-17
4093.07576 1.79195e-17
4094.77335 1.99252e-17
4096.47094 2.16863e-17
4098.16853 2.35317e-17
4099.86611 2.38713e-17
4101.56370 2.25178e-17
4103.26129 2.10432e-17
4104.94883 1.97427e-17
4106.64642 1.94786e-17
4108.34401 1.91613e-17
4110.04160 1.90613e-17
4111.73919 2.04879e-17
4113.43677 2.19189e-17
4115.13436 2.21489e-17
4116.83195 2.25571e-17
4118.52954 2.19974e-17
4120.22713 1.94190e-17
4121.91467 1.77812e-17
4123.61226 1.76744e-17
4125.30985 1.79145e-17
4127.00743 1.85878e-17
4128.70502 1.94869e-17
4130.40261 1.95106e-17
4132.10020 1.99198e-17
4133.79779 2.01951e-17
4135.49537 2.01658e-17
4137.19296 2.05490e-17
4138.89055 2.12848e-17
4140.57809 2.08339e-17
4142.27568 1.98637e-17
4143.97327 1.92426e-17
4145.67086 1.92451e-17
4147.36845 1.95860e-17
4149.06603 1.96112e-17
4150.76362 1.89753e-17
4152.46121 1.81676e-17
4154.15880 1.71531e-17
4155.85639 1.62320e-17
4157.55398 1.59824e-17
4159.24152 1.63651e-17
4160.93911 1.70738e-17
4162.63669 1.70743e-17
4164.33428 1.64604e-17
4166.03187 1.55245e-17
4167.72946 1.54879e-17
4169.42705 1.65374e-17
4171.12464 1.78219e-17
4172.82222 1.95116e-17
4174.51981 2.00622e-17
4176.20735 2.01003e-17
4177.90494 2.00901e-17
4179.60253 1.94017e-17
4181.30012 1.87330e-17
4182.99771 1.89549e-17
4184.69530 1.95166e-17
4186.39288 1.96683e-17
4188.09047 2.04476e-17
4189.78806 1.96675e-17
4191.48565 1.89757e-17
4193.18324 1.93300e-17
4194.87078 1.83584e-17
4196.56837 1.68535e-17
4198.26596 1.72444e-17
4199.96354 1.76593e-17
4201.66113 1.68895e-17
4203.35872 1.72465e-17
4205.05631 1.79515e-17
4206.75390 1.87058e-17
4208.45148 1.98346e-17
4210.14907 1.99376e-17
4211.84666 1.93965e-17
4213.53420 2.04354e-17
4215.23179 2.04767e-17
4216.92938 1.95944e-17
4218.62697 1.91206e-17
4220.32456 1.86301e-17
4222.02214 1.85188e-17
4223.71973 1.93760e-17
4225.41732 1.91712e-17
4227.11491 1.90130e-17
4228.81250 1.96852e-17
4230.50004 1.93038e-17
4232.19763 1.85148e-17
4233.89522 1.80924e-17
4235.59280 1.76687e-17
4237.29039 1.76080e-17
4238.98798 1.78063e-17
4240.68557 1.77330e-17
4242.38316 1.90709e-17
4244.08074 2.00291e-17
4245.77833 1.93641e-17
4247.47592 1.83389e-17
4249.16346 1.84713e-17
4250.86105 1.87022e-17
4252.55864 1.92923e-17
4254.25623 2.07319e-17
4255.95382 2.20555e-17
4257.65140 2.12227e-17
4259.34899 1.95957e-17
4261.04658 1.88060e-17
4262.74417 1.90464e-17
4264.44176 1.92076e-17
4266.13934 1.97850e-17
4267.82689 1.97302e-17
4269.52448 1.96651e-17
4271.22206 1.96210e-17
4272.91965 1.88606e-17
4274.61724 1.80939e-17
4276.31483 1.83325e-17
4278.01242 1.76758e-17
4279.71000 1.59622e-17
4281.40759 1.54978e-17
4283.10518 1.62682e-17
4284.80277 1.74855e-17
4286.49031 1.88618e-17
4288.18790 2.00823e-17
4289.88549 2.09087e-17
4291.58308 2.02402e-17
4293.28066 1.91430e-17
4294.97825 1.81074e-17
4296.67584 1.75896e-17
4298.37343 1.71757e-17
4300.07102 1.78957e-17
4301.76860 1.85001e-17
4303.45615 1.88503e-17
4305.15374 1.86138e-17
4306.85132 1.76192e-17
4308.54891 1.64027e-17
4310.24650 1.48411e-17
4311.94409 1.40072e-17
4313.64168 1.43502e-17
4315.33926 1.48482e-17
4317.03685 1.46993e-17
4318.73444 1.51603e-17
4320.43203 1.62159e-17
4322.11957 1.62614e-17
4323.81716 1.70510e-17
4325.51475 1.68839e-17
4327.21234 1.65115e-17
4328.90992 1.49338e-17
4330.60751 1.39806e-17
4332.30510 1.39045e-17
4334.00269 1.47383e-17
4335.70028 1.56757e-17
4337.39786 1.70945e-17
4339.08541 1.76873e-17
4340.78300 1.78295e-17
4342.48058 1.74295e-17
4344.17817 1.70426e-17
4345.87576 1.70949e-17
4347.57335 1.69147e-17
4349.27094 1.62942e-17
4350.96852 1.69634e-17
4352.66611 1.65828e-17
4354.36370 1.58032e-17
4356.06129 1.57242e-17
4357.74883 1.57836e-17
4359.44642 1.49399e-17
4361.14401 1.48120e-17
4362.84160 1.53361e-17
4364.53918 1.61521e-17
4366.23677 1.58775e-17
4367.93436 1.53339e-17
4369.63195 1.51250e-17
4371.32954 1.54183e-17
4373.02713 1.50984e-17
4374.72471 1.52557e-17
4376.41226 1.66726e-17
4378.10984 1.80053e-17
4379.80743 1.80304e-17
4381.50502 1.78184e-17
4383.20261 1.66683e-17
4384.90020 1.57235e-17
4386.59779 1.53805e-17
4388.29537 1.43977e-17
4389.99296 1.42493e-17
4391.69055 1.49033e-17
4393.37809 1.47150e-17
4395.07568 1.35384e-17
4396.77327 1.37820e-17
4398.47086 1.42478e-17
4400.16845 1.53141e-17
4401.86603 1.60260e-17
4403.56362 1.67469e-17
4405.26121 1.62311e-17
4406.95880 1.51336e-17
4408.65639 1.42212e-17
4410.35397 1.33307e-17
4412.04152 1.23508e-17
4413.73910 1.28589e-17
4415.43669 1.40787e-17
4417.13428 1.43043e-17
4418.83187 1.56431e-17
4420.52946 1.65672e-17
4422.22705 1.54884e-17
4423.92463 1.40879e-17
4425.62222 1.43166e-17
4427.31981 1.35170e-17
4429.01740 1.11670e-17
4430.70494 1.05826e-17
4432.40253 1.14042e-17
4434.10012 1.10183e-17
4435.79771 1.08818e-17
4437.49529 1.37347e-17
4439.19288 1.60233e-17
4440.89047 1.70023e-17
4442.58806 1.74630e-17
4444.28565 1.84504e-17
4445.98323 1.91589e-17
4447.67078 1.94648e-17
4449.36837 1.85579e-17
4451.06595 1.71906e-17
4452.76354 1.77891e-17
4454.46113 1.75004e-17
4456.15872 1.57589e-17
4457.85631 1.57530e-17
4459.55389 1.72441e-17
4461.25148 1.72233e-17
4462.94907 1.76997e-17
4464.64666 1.84738e-17
4466.33420 1.84802e-17
4468.03179 1.81410e-17
4469.72938 1.72570e-17
4471.42697 1.57694e-17
4473.12455 1.58366e-17
4474.82214 1.61872e-17
4476.51973 1.70095e-17
4478.21732 1.83297e-17
4479.91491 1.95067e-17
4481.61249 1.95678e-17
4483.31008 1.89262e-17
4484.99763 1.80873e-17
4486.69521 1.73684e-17
4488.39280 1.73899e-17
4490.09039 1.76794e-17
4491.78798 1.83070e-17
4493.48557 1.93515e-17
4495.18315 2.00086e-17
4496.88074 2.02266e-17
4498.57833 2.15835e-17
4500.27592 2.22307e-17
4501.96346 2.12936e-17
4503.66105 2.10740e-17
4505.35864 2.18035e-17
4507.05623 2.10806e-17
4508.75381 2.09498e-17
4510.45140 2.14764e-17
4512.14899 2.14211e-17
4513.84658 2.08677e-17
4515.54417 2.14881e-17
4517.24175 2.26026e-17
4518.93934 2.31027e-17
4520.62689 2.36787e-17
4522.32447 2.41354e-17
4524.02206 2.34380e-17
4525.71965 2.24858e-17
4527.41724 2.25931e-17
4529.11483 2.18962e-17
4530.81241 2.12503e-17
4532.51000 2.14920e-17
4534.20759 2.15981e-17
4535.90518 2.12143e-17
4537.59272 2.17936e-17
4539.29031 2.21806e-17
4540.98790 2.22497e-17
4542.68549 2.29271e-17
4544.38307 2.39718e-17
4546.08066 2.39073e-17
4547.77825 2.38407e-17
4549.47584 2.40855e-17
4551.17343 2.36719e-17
4552.87101 2.31431e-17
4554.56860 2.26478e-17
4556.26619 2.21651e-17
4557.95373 2.24404e-17
4559.65132 2.24357e-17
4561.34891 2.19537e-17
4563.04650 2.28133e-17
4564.74409 2.39010e-17
4566.44167 2.35939e-17
4568.13926 2.42657e-17
4569.83685 2.56178e-17
4571.53444 2.59716e-17
4573.23203 2.67814e-17
4574.91957 2.76846e-17
4576.61716 2.71584e-17
4578.31475 2.59739e-17
4580.01233 2.51728e-17
