# wavelength flux
3500.50702 2.15120e-17
3502.20461 1.40651e-17
3503.90220 5.18388e-18
3505.59979 -2.29779e-20
3507.29737 1.14153e-18
3508.99496 8.24918e-18
3510.69255 1.76583e-17
3512.39014 2.34793e-17
3514.08773 2.86707e-17
3515.78531 2.80276e-17
3517.48290 1.79980e-17
3519.18049 8.94179e-18
3520.87808 7.16681e-18
3522.57567 4.73459e-18
3524.27325 2.55967e-18
3525.98089 3.46121e-18
3527.67848 3.88920e-18
3529.37606 4.95726e-18
3531.07365 8.40385e-18
3532.77124 1.07938e-17
3534.46883 1.15182e-17
3536.16642 1.22528e-17
3537.86400 1.26731e-17
3539.56159 1.17355e-17
3541.25918 1.02828e-17
3542.95677 1.19895e-17
3544.65436 1.43194e-17
3546.35195 8.56302e-18
3548.04953 3.50372e-18
3549.74712 2.78000e-18
3551.44471 -1.58310e-18
3553.14230 -3.38950e-18
3554.83989 2.20238e-18
3556.53747 1.08878e-17
3558.23506 1.43791e-17
3559.93265 1.88671e-17
3561.63024 1.98979e-17
3563.32783 1.71508e-17
3565.02541 1.24004e-17
3566.72300 1.10312e-17
3568.42059 1.03211e-17
3570.11818 1.08722e-17
3571.81577 1.14438e-17
3573.51335 1.00477e-17
3575.21094 1.00483e-17
3576.90853 1.08411e-17
3578.60612 7.17276e-18
3580.30371 7.65792e-18
3582.00130 1.22439e-17
3583.69888 1.27703e-17
3585.39647 1.30974e-17
3587.09406 1.53074e-17
3588.79165 9.84416e-18
3590.48924 2.79640e-18
3592.18682 5.65988e-19
3593.88441 -2.21408e-18
3595.58200 -2.42847e-18
3597.27959 4.27455e-18
3598.97718 6.51737e-18
3600.67476 6.62899e-18
3602.37235 1.04810e-17
3604.06994 1.31692e-17
3605.76753 1.40317e-17
3607.46512 1.59940e-17
3609.17275 1.39325e-17
3610.87034 1.09202e-17
3612.56793 1.20951e-17
3614.26551 1.23925e-17
3615.96310 1.49082e-17
3617.66069 2.05359e-17
3619.35828 2.16355e-17
3621.05587 1.96122e-17
3622.75345 1.96775e-17
3624.45104 1.83315e-17
3626.14863 1.88018e-17
3627.84622 1.91489e-17
3629.54381 1.50402e-17
3631.24139 1.26539e-17
3632.93898 1.10060e-17
3634.63657 8.04720e-18
3636.33416 7.64488e-18
3638.03175 9.38939e-18
3639.72934 8.50697e-18
3641.42692 8.32468e-18
3643.12451 8.80336e-18
3644.82210 1.36039e-17
3646.51969 1.92732e-17
3648.21728 2.14446e-17
3649.91486 2.04128e-17
3651.61245 1.84986e-17
3653.31004 1.46070e-17
3655.00763 1.30170e-17
3656.70522 1.45273e-17
3658.40280 1.55378e-17
3660.10039 1.40381e-17
3661.79798 1.06778e-17
3663.49557 8.59098e-18
3665.19316 7.90119e-18
3666.89075 7.74467e-18
3668.58833 9.29230e-18
3670.28592 1.07676e-17
3671.98351 1.03930e-17
3673.68110 7.09182e-18
3675.37869 6.85601e-18
3677.07627 6.56416e-18
3678.77386 3.53119e-18
3680.47145 1.97598e-18
3682.16904 4.70561e-18
3683.86663 4.75963e-18
3685.56421 1.85040e-18
3687.26180 1.45986e-19
3688.95939 -8.01785e-19
3690.66702 -4.64591e-18
3692.36461 -8.53766e-18
3694.06220 -7.33381e-18
3695.75979 -4.06245e-18
3697.45738 -4.15069e-18
3699.15496 -1.08111e-18
3700.85255 4.72043e-18
3702.55014 8.34257e-18
3704.24773 1.23135e-17
3705.94532 1.62374e-17
3707.64290 1.48157e-17
3709.34049 1.10171e-17
3711.03808 9.49795e-18
3712.73567 7.99138e-18
3714.43326 5.77882e-18
3716.13084 4.09096e-18
3717.82843 5.53471e-18
3719.52602 4.51863e-18
3721.22361 1.51556e-18
3722.92120 2.37443e-18
3724.61879 1.91602e-18
3726.31637 -3.11019e-18
3728.01396 -2.99559e-18
3729.71155 2.62637e-18
3731.40914 5.07623e-18
3733.10673 7.45758e-18
3734.80431 1.35181e-17
3736.50190 1.59302e-17
3738.19949 1.54114e-17
3739.89708 1.70004e-17
3741.59467 1.79986e-17
3743.29225 1.37210e-17
3744.98984 8.34016e-18
3746.68743 5.47697e-18
3748.38502 4.72291e-18
3750.08261 7.98788e-18
3751.78019 1.54894e-17
3753.47778 2.19498e-17
3755.17537 2.03072e-17
3756.87296 1.74967e-17
3758.57055 1.69432e-17
3760.26814 1.33501e-17
3761.96572 1.01633e-17
3763.66331 1.03533e-17
3765.36090 9.54782e-18
3767.05849 6.10578e-18
3768.75608 2.13392e-18
3770.45366 6.59720e-19
3772.15125 2.35164e-18
3773.85889 1.16457e-18
3775.55647 -2.70811e-18
3777.25406 -1.25262e-18
3778.95165 2.51199e-18
3780.64924 2.49618e-18
3782.34683 2.08485e-18
3784.04441 4.06211e-18
3785.74200 3.61519e-18
3787.43959 2.28585e-18
3789.13718 1.64777e-19
3790.83477 -3.66405e-18
3792.53235 -2.21177e-18
3794.22994 2.97156e-18
3795.92753 2.86743e-18
3797.62512 6.58505e-18
3799.32271 1.72843e-17
3801.02029 1.99112e-17
3802.71788 1.79124e-17
3804.41547 1.85502e-17
3806.11306 1.63348e-17
3807.81065 1.05331e-17
3809.50824 9.23085e-18
3811.20582 6.94213e-18
3812.90341 5.49265e-18
3814.60100 1.06893e-17
3816.29859 1.50613e-17
3817.99618 1.59711e-17
3819.69376 1.84003e-17
3821.39135 2.06547e-17
3823.08894 1.88394e-17
3824.78653 1.68408e-17
3826.48412 1.54879e-17
3828.18170 1.30791e-17
3829.87929 1.12118e-17
3831.57688 1.12934e-17
3833.27447 1.26716e-17
3834.97206 1.41958e-17
3836.66964 1.61444e-17
3838.36723 1.35139e-17
3840.06482 8.04262e-18
3841.76241 7.15958e-18
3843.46000 1.09852e-17
3845.15759 1.54366e-17
3846.85517 1.98701e-17
3848.55276 2.38913e-17
3850.25035 2.56243e-17
3851.94794 2.25633e-17
3853.64553 2.12649e-17
3855.34311 2.44192e-17
3857.05075 2.51403e-17
3858.74834 2.26941e-17
3860.44592 2.37005e-17
3862.14351 2.29633e-17
3863.84110 2.03405e-17
3865.53869 2.14572e-17
3867.23628 2.43164e-17
3868.93386 2.54583e-17
3870.63145 2.59630e-17
3872.32904 2.80703e-17
3874.02663 3.07218e-17
3875.72422 3.10468e-17
3877.42180 2.69799e-17
3879.11939 2.50221e-17
3880.81698 2.54375e-17
3882.51457 2.43500e-17
3884.21216 2.30346e-17
3885.90974 2.61004e-17
3887.60733 3.15508e-17
3889.30492 3.35356e-17
3891.00251 3.21802e-17
3892.70010 3.11960e-17
3894.39769 3.27416e-17
3896.09527 3.45920e-17
3897.79286 3.64402e-17
3899.49045 3.64230e-17
3901.18804 3.40991e-17
3902.88563 3.04652e-17
3904.58321 2.56124e-17
3906.28080 2.24862e-17
3907.97839 2.53297e-17
3909.67598 3.10590e-17
3911.37357 3.48648e-17
3913.07115 3.67711e-17
3914.76874 3.67009e-17
3916.46633 3.42476e-17
3918.16392 3.06607e-17
3919.86151 2.74030e-17
3921.55909 2.55836e-17
3923.25668 2.24987e-17
3924.95427 2.03426e-17
3926.65186 2.16966e-17
3928.34945 2.42808e-17
3930.04704 2.67084e-17
3931.74462 2.92223e-17
3933.44221 3.11011e-17
3935.13980 3.18144e-17
3936.83739 3.08468e-17
3938.53498 2.73726e-17
3940.24261 2.57121e-17
3941.94020 2.60107e-17
3943.63778 2.75525e-17
3945.33537 2.85676e-17
3947.03296 2.77959e-17
3948.73055 2.81427e-17
3950.42814 2.98735e-17
3952.12573 2.97191e-17
3953.82331 2.96176e-17
3955.52090 2.96448e-17
3957.21849 2.81647e-17
3958.91608 2.62643e-17
3960.61367 2.62753e-17
3962.31125 2.74036e-17
3964.00884 2.88907e-17
3965.70643 3.25133e-17
3967.40402 3.65314e-17
3969.10161 3.52470e-17
3970.79919 3.19646e-17
3972.49678 3.38704e-17
3974.19437 3.33078e-17
3975.89196 2.82866e-17
3977.58955 2.71294e-17
3979.28714 2.80764e-17
3980.98472 2.74428e-17
3982.68231 2.77765e-17
3984.37990 2.77077e-17
3986.07749 2.76478e-17
3987.77508 2.94960e-17
3989.47266 2.92529e-17
3991.17025 2.81450e-17
3992.86784 2.93243e-17
3994.56543 3.18210e-17
3996.26302 3.38681e-17
3997.96060 3.42853e-17
3999.65819 3.16673e-17
4001.35578 3.11440e-17
4003.05337 3.03535e-17
4004.75096 2.76258e-17
4006.44854 2.87197e-17
4008.14613 3.16976e-17
4009.84372 3.23126e-17
4011.54131 3.22290e-17
4013.23890 3.14396e-17
4014.93649 2.67062e-17
4016.63407 2.52394e-17
4018.33166 2.52962e-17
4020.02925 2.46037e-17
4021.72684 2.56694e-17
4023.42443 2.75216e-17
4025.13206 2.81214e-17
4026.82965 2.80813e-17
4028.52723 2.73451e-17
4030.22482 2.54657e-17
4031.92241 2.76752e-17
4033.62000 3.07233e-17
4035.31759 2.91518e-17
4037.01518 2.54296e-17
4038.71276 2.25130e-17
4040.41035 2.00725e-17
4042.10794 1.99133e-17
4043.80553 2.16269e-17
4045.50312 2.33229e-17
4047.20070 2.49388e-17
4048.89829 2.63955e-17
4050.59588 2.50086e-17
4052.29347 2.39144e-17
4053.99106 2.42620e-17
4055.68864 2.35849e-17
4057.38623 2.16596e-17
4059.08382 1.95525e-17
4060.78141 2.05624e-17
4062.47900 2.35870e-17
4064.17658 2.68486e-17
4065.87417 2.88637e-17
4067.57176 3.00635e-17
4069.26935 2.96265e-17
4070.96694 2.78089e-17
4072.66453 2.52564e-17
4074.36211 2.17984e-17
4076.05970 1.85810e-17
4077.75729 1.70324e-17
4079.45488 1.76059e-17
4081.15247 1.78025e-17
4082.85005 1.73271e-17
4084.54764 1.84433e-17
4086.24523 2.01734e-17
4087.94282 2.20865e-17
4089.64041 2.54387e-17
4091.33799 2.72553e-17
4093.03558 2.56944e-17
4094.73317 2.40471e-17
4096.43076 2.14388e-17
4098.12835 1.77331e-17
4099.82594 1.62219e-17
4101.52352 1.69091e-17
4103.22111 1.61967e-17
4104.91870 1.38795e-17
4106.62633 1.27330e-17
4108.32392 1.11338e-17
4110.02151 8.26706e-18
4111.71910 7.79418e-18
4113.41668 1.00685e-17
4115.11427 1.37480e-17
4116.81186 1.90443e-17
4118.50945 2.31834e-17
4120.20704 2.51196e-17
4121.90463 2.59542e-17
4123.60221 2.63517e-17
4125.29980 2.69002e-17
4126.99739 2.79359e-17
4128.69498 2.70655e-17
4130.39257 2.49801e-17
4132.09015 1.99490e-17
4133.78774 1.42534e-17
4135.48533 1.23868e-17
4137.18292 1.27492e-17
4138.88051 1.33761e-17
4140.57809 1.52027e-17
4142.27568 1.78367e-17
4143.97327 1.84161e-17
4145.67086 1.60581e-17
4147.36845 1.56803e-17
4149.06603 1.90324e-17
4150.76362 2.13519e-17
4152.46121 2.17806e-17
4154.15880 2.40103e-17
4155.85639 2.44465e-17
4157.55398 2.14102e-17
4159.25156 1.74883e-17
4160.94915 1.50329e-17
4162.64674 1.36985e-17
4164.34433 1.36080e-17
4166.04192 1.48757e-17
4167.73950 1.62290e-17
4169.43709 1.82606e-17
4171.13468 1.90885e-17
4172.83227 1.62765e-17
4174.52986 1.29887e-17
4176.22744 1.33066e-17
4177.92503 1.25340e-17
4179.62262 1.09081e-17
4181.32021 1.34763e-17
4183.01780 1.75811e-17
4184.71538 1.95727e-17
4186.41297 2.04663e-17
4188.11056 2.26539e-17
4189.81819 2.38377e-17
4191.51578 2.23575e-17
4193.21337 2.17283e-17
4194.91096 2.33182e-17
4196.60855 2.17576e-17
4198.30613 2.01037e-17
4200.00372 2.17779e-17
4201.70131 1.79253e-17
4203.39890 1.26848e-17
4205.09649 1.41303e-17
4206.79408 1.57005e-17
4208.49166 1.39983e-17
4210.18925 1.76626e-17
4211.88684 2.24273e-17
4213.58443 2.36211e-17
4215.28202 2.30103e-17
4216.97960 2.21214e-17
4218.67719 1.86001e-17
4220.37478 1.30467e-17
4222.07237 8.43867e-18
4223.76996 9.18240e-18
4225.46754 1.19993e-17
4227.16513 1.56720e-17
4228.86272 2.01985e-17
4230.56031 2.37532e-17
4232.25790 2.48595e-17
4233.95548 2.59108e-17
4235.65307 2.50600e-17
4237.35066 2.13829e-17
4239.04825 1.88062e-17
4240.74584 1.83503e-17
4242.44343 1.64276e-17
4244.14101 1.23822e-17
4245.83860 5.19976e-18
4247.53619 -8.87671e-18
4249.23378 -3.02592e-17
4250.93137 -4.81537e-17
4252.62895 -5.25350e-17
4254.32654 -4.45555e-17
4256.02413 -2.77887e-17
4257.72172 -6.24405e-18
4259.41931 1.11936e-17
4261.11689 2.15996e-17
4262.81448 2.68047e-17
4264.51207 2.70595e-17
4266.20966 2.60509e-17
4267.90725 2.45166e-17
4269.60483 2.18055e-17
4271.30242 2.13871e-17
4273.00001 2.23641e-17
4274.70764 2.09965e-17
4276.40523 1.99883e-17
4278.10282 1.85311e-17
4279.80041 1.65746e-17
4281.49800 1.58310e-17
4283.19558 1.58711e-17
4284.89317 1.77472e-17
4286.59076 1.95551e-17
4288.28835 1.89516e-17
4289.98594 1.90934e-17
4291.68353 2.10510e-17
4293.38111 2.19497e-17
4295.07870 2.16873e-17
4296.77629 2.09346e-17
4298.47388 1.95686e-17
4300.17147 2.02300e-17
4301.86905 2.19487e-17
4303.56664 2.27965e-17
4305.26423 2.35451e-17
4306.96182 2.36756e-17
4308.65941 2.15955e-17
4310.35699 1.93687e-17
4312.05458 1.87969e-17
4313.75217 1.90055e-17
4315.44976 2.00049e-17
4317.14735 1.96909e-17
4318.84493 1.63437e-17
4320.54252 1.27455e-17
4322.24011 1.03180e-17
4323.93770 9.48527e-18
4325.63529 1.13637e-17
4327.33288 1.47226e-17
4329.03046 1.82988e-17
4330.72805 2.18331e-17
4332.42564 2.34184e-17
4334.12323 2.11007e-17
4335.82082 1.85942e-17
4337.51840 1.85298e-17
4339.21599 1.76967e-17
4340.91358 1.44500e-17
4342.61117 1.29863e-17
4344.30876 1.11284e-17
4346.00634 7.52303e-18
4347.70393 7.54382e-18
4349.40152 1.06423e-17
4351.09911 1.32710e-17
4352.79670 1.70438e-17
4354.49428 1.93247e-17
4356.19187 1.75514e-17
4357.89951 1.67550e-17
4359.59709 1.68103e-17
4361.29468 1.47149e-17
4362.99227 1.40182e-17
4364.68986 1.56718e-17
4366.38745 1.54677e-17
4368.08503 1.44859e-17
4369.78262 1.48835e-17
4371.48021 1.38973e-17
4373.17780 1.06734e-17
4374.87539 7.75224e-18
4376.57297 5.86263e-18
4378.27056 5.87016e-18
4379.96815 7.57191e-18
4381.66574 9.50509e-18
4383.36333 1.06380e-17
4385.06092 1.26874e-17
4386.75850 1.54298e-17
4388.45609 1.77479e-17
4390.15368 1.93053e-17
4391.85127 1.93238e-17
4393.54886 1.85010e-17
4395.24644 1.73534e-17
4396.94403 1.63961e-17
4398.64162 1.48273e-17
4400.33921 1.34662e-17
4402.03680 1.30048e-17
4403.73438 1.12091e-17
4405.43197 8.61966e-18
4407.12956 8.65515e-18
4408.82715 9.32060e-18
4410.52474 9.03829e-18
4412.22233 1.11913e-17
4413.91991 1.33654e-17
4415.61750 1.34310e-17
4417.31509 1.54960e-17
4419.01268 1.72035e-17
4420.71027 1.52711e-17
4422.40785 1.48027e-17
4424.10544 1.52809e-17
4425.80303 1.49062e-17
4427.50062 1.51215e-17
4429.19821 1.64104e-17
4430.89579 1.66802e-17
4432.59338 1.57318e-17
4434.29097 1.68161e-17
4435.98856 1.94023e-17
4437.68615 1.99695e-17
4439.38373 1.96560e-17
4441.08132 2.00813e-17
4442.78896 1.86659e-17
4444.48654 1.70789e-17
4446.18413 1.68955e-17
4447.88172 1.52590e-17
4449.57931 1.57773e-17
4451.27690 1.80533e-17
4452.97448 1.61081e-17
4454.67207 1.39122e-17
4456.36966 1.62277e-17
4458.06725 1.89967e-17
4459.76484 1.98019e-17
4461.46242 2.30347e-17
4463.16001 2.65452e-17
4464.85760 2.67312e-17
4466.55519 2.53168e-17
4468.25278 2.60022e-17
4469.95037 2.56234e-17
4471.64795 2.31491e-17
4473.34554 2.23488e-17
4475.04313 2.18656e-17
4476.74072 1.90758e-17
4478.43831 1.74421e-17
4480.13589 1.81787e-17
4481.83348 1.86540e-17
4483.53107 1.84371e-17
4485.22866 1.97040e-17
4486.92625 2.09307e-17
4488.62383 2.24395e-17
4490.32142 2.50997e-17
4492.01901 2.72327e-17
4493.71660 2.69154e-17
4495.41419 2.64986e-17
4497.11177 2.59487e-17
4498.80936 2.35250e-17
4500.50695 2.16016e-17
4502.20454 2.14600e-17
4503.90213 2.21327e-17
4505.59972 2.28967e-17
4507.29730 2.31804e-17
4508.99489 2.29100e-17
4510.69248 2.24706e-17
4512.39007 2.15524e-17
4514.08766 2.21176e-17
4515.78524 2.43250e-17
4517.48283 2.65259e-17
4519.18042 2.67080e-17
4520.87801 2.58240e-17
4522.57560 2.34830e-17
4524.28323 2.06000e-17
4525.98082 1.98145e-17
4527.67841 2.15328e-17
4529.37599 2.37654e-17
4531.07358 2.58715e-17
4532.77117 2.80095e-17
4534.46876 2.90564e-17
4536.16635 2.96345e-17
4537.86393 3.02188e-17
4539.56152 2.86242e-17
4541.25911 2.77100e-17
4542.95670 2.90515e-17
4544.65429 2.83649e-17
4546.35187 2.75516e-17
4548.04946 2.88944e-17
4549.74705 2.78694e-17
4551.44464 2.48308e-17
4553.14223 2.50811e-17
4554.83982 2.57301e-17
4556.53740 2.53249e-17
4558.23499 2.58544e-17
4559.93258 2.72643e-17
4561.63017 2.81469e-17
4563.32776 2.94521e-17
4565.02534 3.29338e-17
4566.72293 3.68242e-17
4568.42052 3.80255e-17
4570.11811 3.78374e-17
4571.81570 3.65943e-17
4573.51328 3.52818e-17
4575.21087 3.42621e-17
4576.90846 3.36774e-17
4578.60605 3.28689e-17
4580.30364 3.32122e-17
4582.00122 3.29296e-17
4583.69881 3.23476e-17
4585.39640 3.13430e-17
4587.09399 2.94928e-17
4588.79158 2.98296e-17
4590.48917 3.17624e-17
4592.18675 3.22392e-17
4593.88434 3.38047e-17
4595.58193 3.78191e-17
4597.27952 3.82391e-17
4598.97711 3.48122e-17
4600.67469 3.27593e-17
4602.37228 3.20959e-17
4604.06987 2.95858e-17
4605.77750 2.76843e-17
4607.47509 2.57156e-17
4609.17268 2.30934e-17
4610.87027 2.34728e-17
4612.56786 2.71381e-17
4614.26544 2.95134e-17
4615.96303 3.25259e-17
4617.66062 3.60260e-17
4619.35821 3.57364e-17
4621.05580 3.21273e-17
4622.75338 2.99640e-17
4624.45097 2.96829e-17
4626.14856 2.90317e-17
4627.84615 2.78750e-17
4629.54374 2.86588e-17
4631.24132 2.93647e-17
4632.93891 2.80410e-17
4634.63650 2.71314e-17
4636.33409 2.49257e-17
4638.03168 2.14012e-17
4639.72927 2.06719e-17
4641.42685 2.18220e-17
4643.12444 2.15954e-17
4644.82203 2.36432e-17
4646.51962 2.56928e-17
4648.21721 2.44643e-17
4649.91479 2.37509e-17
4651.61238 2.40601e-17
4653.30997 2.18726e-17
4655.00756 2.05266e-17
4656.70515 2.12758e-17
4658.40273 2.15275e-17
4660.10032 2.20876e-17
4661.79791 2.32511e-17
4663.49550 2.34697e-17
4665.19309 2.35159e-17
4666.89067 2.39401e-17
4668.58826 2.24760e-17
4670.28585 2.08744e-17
4671.98344 2.13309e-17
4673.68103 2.17847e-17
4675.37862 2.14480e-17
4677.07620 2.20314e-17
4678.77379 2.24929e-17
4680.47138 2.08164e-17
4682.16897 1.84747e-17
4683.86656 1.65929e-17
4685.56414 1.63373e-17
4687.26173 1.84388e-17
4688.95932 2.13574e-17
4690.66695 2.24097e-17
4692.36454 2.27013e-17
4694.06213 2.30410e-17
4695.75972 2.10081e-17
4697.45731 1.82083e-17
4699.15489 1.74801e-17
4700.85248 1.70532e-17
4702.55007 1.66517e-17
4704.24766 1.74900e-17
4705.94525 1.86366e-17
4707.64283 1.99203e-17
4709.34042 2.15460e-17
4711.03801 2.13836e-17
4712.73560 1.95349e-17
4714.43319 1.79280e-17
4716.13077 1.72849e-17
4717.82836 1.66373e-17
4719.52595 1.62408e-17
4721.22354 1.78202e-17
4722.92113 1.96974e-17
4724.61872 1.89584e-17
4726.31630 1.79654e-17
4728.01389 1.83152e-17
4729.71148 1.65954e-17
4731.40907 1.48678e-17
4733.10666 1.44396e-17
4734.80424 1.24988e-17
4736.50183 1.00692e-17
4738.19942 1.13106e-17
4739.89701 1.22575e-17
4741.59460 1.19733e-17
4743.29218 1.34087e-17
4744.98977 1.57222e-17
4746.68736 1.57202e-17
4748.38495 1.52003e-17
4750.08254 1.57220e-17
4751.78012 1.71584e-17
4753.47771 1.73277e-17
4755.17530 1.67887e-17
4756.87289 1.72977e-17
4758.57048 1.80411e-17
4760.26807 1.65115e-17
4761.96565 1.51448e-17
4763.66324 1.42884e-17
4765.36083 1.33876e-17
4767.05842 1.21725e-17
4768.75601 1.08598e-17
4770.45359 9.87433e-18
4772.16123 9.27594e-18
4773.85881 8.37903e-18
4775.55640 8.81726e-18
4777.25399 1.02233e-17
4778.95158 1.07346e-17
4780.64917 1.15729e-17
4782.34676 1.25144e-17
4784.04434 1.12853e-17
4785.74193 1.16287e-17
4787.43952 1.30399e-17
4789.13711 1.42284e-17
4790.83470 1.54828e-17
4792.53228 1.65398e-17
4794.22987 1.65896e-17
4795.92746 1.75822e-17
4797.62505 1.77663e-17
4799.32264 1.77372e-17
4801.02022 1.83432e-17
4802.71781 1.87762e-17
4804.41540 1.82334e-17
4806.11299 1.73632e-17
4807.81058 1.60012e-17
4809.50816 1.41536e-17
4811.20575 1.20589e-17
4812.90334 1.05830e-17
4814.60093 9.02254e-18
4816.29852 8.53840e-18
4817.99611 9.60988e-18
4819.69369 1.13627e-17
4821.39128 1.23104e-17
4823.08887 1.25590e-17
4824.78646 1.21268e-17
4826.48405 1.16900e-17
4828.18163 1.16382e-17
4829.87922 1.27808e-17
4831.57681 1.52591e-17
