# wavelength flux
3699.99874 1.56072e-17
3701.27444 1.58915e-17
3702.54010 1.75105e-17
3703.80575 1.96870e-17
3705.08145 2.00921e-17
3706.34711 1.77519e-17
3707.62281 1.50868e-17
3708.88847 1.43377e-17
3710.16417 1.49776e-17
3711.42983 1.52347e-17
3712.69549 1.43585e-17
3713.97119 1.29140e-17
3715.23685 1.17483e-17
3716.51255 1.19805e-17
3717.76816 1.36212e-17
3719.04387 1.52012e-17
3720.30952 1.57546e-17
3721.57518 1.55137e-17
3722.85088 1.50861e-17
3724.11654 1.51594e-17
3725.39224 1.54231e-17
3726.65790 1.40452e-17
3727.93360 1.13085e-17
3729.19926 9.72646e-18
3730.46492 1.08065e-17
3731.74062 1.26954e-17
3733.00628 1.31470e-17
3734.28198 1.25115e-17
3735.54764 1.19497e-17
3736.82334 1.14328e-17
3738.08900 1.11547e-17
3739.36470 1.14329e-17
3740.63036 1.22964e-17
3741.89601 1.31018e-17
3743.17172 1.26006e-17
3744.43737 1.06371e-17
3745.71308 8.30893e-18
3746.97873 7.08717e-18
3748.25444 7.98765e-18
3749.52009 1.03062e-17
3750.77570 1.21372e-17
3752.05141 1.26777e-17
3753.31706 1.28463e-17
3754.59277 1.31752e-17
3755.85842 1.31103e-17
3757.13413 1.25605e-17
3758.39978 1.24506e-17
3759.66544 1.27991e-17
3760.94114 1.24175e-17
3762.20680 1.16306e-17
3763.48250 1.14839e-17
3764.74816 1.22120e-17
3766.02386 1.28013e-17
3767.28952 1.26637e-17
3768.55518 1.20177e-17
3769.83088 1.10972e-17
3771.09654 1.04786e-17
3772.37224 1.04277e-17
3773.63790 1.06555e-17
3774.91360 1.10883e-17
3776.17926 1.20187e-17
3777.44491 1.33527e-17
3778.72062 1.39646e-17
3779.98627 1.29067e-17
3781.26198 1.13392e-17
3782.52763 1.06312e-17
3783.80334 1.11976e-17
3785.05895 1.25050e-17
3786.33465 1.38342e-17
3787.60031 1.45655e-17
3788.86597 1.42830e-17
3790.14167 1.36072e-17
3791.40733 1.36536e-17
3792.68303 1.48722e-17
3793.94869 1.64973e-17
3795.22439 1.75125e-17
3796.49004 1.75871e-17
3797.75570 1.68692e-17
3799.03140 1.53811e-17
3800.29706 1.29964e-17
3801.57276 1.10374e-17
3802.83842 1.09142e-17
3804.11412 1.22080e-17
3805.37978 1.33554e-17
3806.64544 1.35372e-17
3807.92114 1.34266e-17
3809.18680 1.37703e-17
3810.46250 1.40229e-17
3811.72816 1.36403e-17
