# wavelength flux
3750.00225 2.79760e-18
3751.26791 3.91885e-18
3752.54361 3.58170e-18
3753.80926 3.69724e-18
3755.08497 3.64730e-18
3756.35062 3.65314e-18
3757.62633 3.68707e-18
3758.90203 4.14955e-18
3760.16769 5.00440e-18
3761.44339 5.56077e-18
3762.70905 5.43487e-18
3763.98475 5.16161e-18
3765.25041 4.54771e-18
3766.51606 3.68586e-18
3767.79177 3.48660e-18
3769.05742 4.20220e-18
3770.34317 4.66455e-18
3771.60883 4.46090e-18
3772.88453 3.29715e-18
3774.15019 1.85245e-18
3775.41584 1.49353e-18
3776.69155 1.85596e-18
3777.95720 2.79657e-18
3779.23291 4.76756e-18
3780.49856 6.52434e-18
3781.77427 6.95568e-18
3783.04997 6.78246e-18
3784.31563 6.01836e-18
3785.59133 4.94181e-18
3786.85699 4.12883e-18
3788.13269 3.34456e-18
3789.39835 2.82264e-18
3790.67405 3.15829e-18
3791.93971 3.65193e-18
3793.20536 4.33892e-18
3794.48106 5.16021e-18
3795.75677 5.56253e-18
3797.03247 5.48169e-18
3798.29813 5.04247e-18
3799.57383 4.01355e-18
3800.83949 3.00220e-18
3802.10514 2.26047e-18
3803.38085 2.14993e-18
3804.64650 2.75136e-18
3805.92221 3.36937e-18
3807.18786 3.52146e-18
3808.47361 3.49946e-18
3809.73927 3.02762e-18
3811.01497 2.20257e-18
3812.28063 1.83033e-18
3813.54629 2.26509e-18
3814.82199 2.65052e-18
3816.08764 2.69060e-18
3817.36335 2.93884e-18
3818.62900 2.97429e-18
3819.90471 2.67111e-18
3821.18041 2.96308e-18
3822.44607 4.16835e-18
3823.72177 5.23565e-18
3824.98743 5.47774e-18
3826.26313 5.01391e-18
3827.52879 4.91665e-18
3828.80449 5.06007e-18
3830.07015 4.39011e-18
3831.33580 3.81422e-18
3832.61151 4.22785e-18
3833.88721 4.51756e-18
3835.16291 4.20921e-18
3836.42857 4.43858e-18
3837.70427 5.04774e-18
3838.96993 5.12806e-18
3840.23558 4.84814e-18
3841.51129 4.66567e-18
3842.77694 4.39901e-18
3844.05265 4.20401e-18
3845.31830 4.40495e-18
3846.60405 4.44381e-18
3847.86971 4.31332e-18
3849.13537 4.64031e-18
3850.41107 4.89314e-18
3851.67673 4.57819e-18
3852.95243 4.51187e-18
3854.21809 4.65096e-18
3855.49379 4.25791e-18
3856.75944 4.01446e-18
3858.02510 4.44462e-18
3859.31085 4.79758e-18
3860.57651 4.68747e-18
3861.85221 4.53253e-18
