MJD	Bessell_B	Bessell_B_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
53797.05000000081	1.0520160503007558e-15	2.2336956292545428e-17	6.554671339407849e-16	2.607437121696672e-17	9.272602951188736e-16	1.2637306523147723e-17	4.0201969418488825e-16	4.877594213010145e-18	6.991909083871364e-16	9.695216706757725e-18	1.0833579391420044e-15	6.226366231827675e-17	7.996202493221595e-16	6.367851988165358e-17	nan	nan	3.9824139792950487e-16	1.268905239788598e-16	2.78124689046252e-16	2.0385622243972288e-15	8.523890805237296e-16	5.2601875144773974e-17
53797.10000000081	1.0458277354195171e-15	2.2424359379633973e-17	6.527130152210711e-16	2.5518863038497218e-17	9.252391202283496e-16	1.2621442584265239e-17	4.0198030644045895e-16	4.898007643642264e-18	6.983943585334023e-16	9.657620927526882e-18	1.0777161866539169e-15	6.214839258652441e-17	7.926514064226513e-16	6.096949176145252e-17	nan	nan	3.9063562447690345e-16	1.014092803093939e-16	2.712857202147173e-16	1.4299346164520228e-15	8.503308356538871e-16	5.254779509954743e-17
53797.15000000082	1.039621883653369e-15	2.2531288790600263e-17	6.500086940569109e-16	2.502692237179764e-17	9.231907359456269e-16	1.2613320712184654e-17	4.019275544304461e-16	4.925038890854376e-18	6.975796895474518e-16	9.630060943548508e-18	1.0720629555546106e-15	6.212510632550573e-17	7.857888946866822e-16	5.9088509033711e-17	nan	nan	3.8318995132829206e-16	7.966244382755746e-17	2.711566934663293e-16	7.990229765287626e-16	8.482501072323684e-16	5.255107725612267e-17
53797.20000000082	1.0333999410957225e-15	2.2658230549476357e-17	6.473529438829285e-16	2.460019089028118e-17	9.211154826627965e-16	1.2613296809536094e-17	4.0186154546742242e-16	4.958700892335826e-18	6.967470830048996e-16	9.612934936673675e-18	1.066399101253684e-15	6.219910995564094e-17	7.79036411024462e-16	5.818769636225817e-17	nan	nan	3.759114118522331e-16	6.666957935871342e-17	2.785525179899866e-16	1.7002386968368698e-16	8.461461918940815e-16	5.261518266784347e-17
53797.25000000082	1.02716405131803e-15	2.2804992753284202e-17	6.447437043447986e-16	2.42374251847379e-17	9.190136981739336e-16	1.2621523744762194e-17	4.0178245285455116e-16	4.998795716675624e-18	6.958967302864387e-16	9.606401353648955e-18	1.0607254693928349e-15	6.23750979359263e-17	7.723976038873669e-16	5.838233870108341e-17	nan	nan	3.6880671682228577e-16	6.877145924096615e-17	nan	nan	8.440183723075814e-16	5.2743269251317246e-17
53797.300000000825	1.0209164042070306e-15	2.2971303096219263e-17	6.421788952710326e-16	2.3937410889690907e-17	9.168857200278353e-16	1.2638137739530382e-17	4.0169044984708956e-16	5.0451379472266354e-18	6.95028822599726e-16	9.610596922896712e-18	1.0550428148118523e-15	6.265386320492732e-17	7.658737807721702e-16	5.969147312587466e-17	nan	nan	3.6187743098700323e-16	8.512979846998157e-17	nan	nan	8.418668468784878e-16	5.293589121021288e-17
53797.35000000083	1.0146591893657487e-15	2.3156858185048723e-17	6.396564380794436e-16	2.3699149218736248e-17	9.14731885592315e-16	1.2663263476982803e-17	4.015857093434752e-16	5.097563676946726e-18	6.941435509341162e-16	9.625639105125331e-18	1.0493517767736445e-15	6.303130718962967e-17	7.594632046332952e-16	6.202424920614184e-17	nan	nan	3.551211634746561e-16	1.093706503399956e-16	nan	nan	8.396930153169784e-16	5.319030241681717e-17
53797.40000000083	1.0083945961520367e-15	2.3361330216591736e-17	6.371742556904975e-16	2.352196405595638e-17	9.125525320562803e-16	1.2697014275361936e-17	4.014684038893781e-16	5.155937022156935e-18	6.932411060627932e-16	9.65162752233425e-18	1.0436529801135052e-15	6.350251399650042e-17	7.531639467719628e-16	6.524630207714272e-17	nan	nan	3.4853544495260343e-16	1.3722477319713499e-16	nan	nan	8.374983222307097e-16	5.350330751962524e-17
53797.450000000834	1.0021248137175827e-15	2.3584373290811328e-17	6.347302724406805e-16	2.3405597854840564e-17	9.103479964322654e-16	1.273949225049628e-17	4.0133870568175895e-16	5.2201551277728545e-18	6.923216785450478e-16	9.688645368146662e-18	1.0379470426004383e-15	6.406213848585456e-17	7.469740909155737e-16	6.920819557997666e-17	nan	nan	3.421178296812507e-16	1.6674609001949479e-16	nan	nan	8.352841748827702e-16	5.3871514235546863e-17
53797.50000000084	9.95852031046304e-16	2.3825629262977596e-17	6.323224139959197e-16	2.3350290591752092e-17	9.081186155582726e-16	1.2790788468483289e-17	4.0119678657285565e-16	5.290151675929185e-18	6.913854587284332e-16	9.736760772712711e-18	1.0322345750616209e-15	6.470450946311195e-17	7.408917329651746e-16	7.376521557578246e-17	nan	nan	3.3586589516952135e-16	1.970501925472164e-16	nan	nan	8.330519437965369e-16	5.429138365271956e-17
53797.55000000084	9.895784369934405e-16	2.4084733059632837e-17	6.299486072650539e-16	2.3356836692379543e-17	9.058647261003715e-16	1.2850983089718457e-17	4.010428180743114e-16	5.365898953859388e-18	6.90432636750719e-16	9.796028095777095e-18	1.026516181506559e-15	6.542372961425755e-17	7.349149807447977e-16	7.87886227839679e-17	nan	nan	3.297772418552315e-16	2.2769594272937435e-16	nan	nan	8.308029633475319e-16	5.4759278211779576e-17
53797.60000000084	9.833062203239801e-16	2.4361317403467735e-17	6.276067803133186e-16	2.342661584652121e-17	9.03586664554678e-16	1.2920145505341519e-17	4.008769713611454e-16	5.447408569343191e-18	6.894634025423412e-16	9.866489123277504e-18	1.0207924592484937e-15	6.6213768856778e-17	7.290419537519766e-16	8.416969171294739e-17	nan	nan	3.2384949278198836e-16	2.584397684597808e-16	nan	nan	8.285385323422581e-16	5.5271506248425664e-17
53797.650000000845	9.770375697514292e-16	2.465501691264729e-17	6.25294862275881e-16	2.3561594924404883e-17	9.012847672495766e-16	1.299833446610647e-17	4.00699417275771e-16	5.5347309248761965e-18	6.884779458283503e-16	9.948174144659203e-18	1.015063999028584e-15	6.706854867228224e-17	7.232707829085606e-16	8.981933419496071e-17	nan	nan	3.1808029327060615e-16	2.8913425565760786e-16	nan	nan	8.262599145843373e-16	5.582436228896626e-17
53797.70000000085	9.707746739766797e-16	2.4965471559249293e-17	6.230107832713989e-16	2.3764299784289904e-17	8.989593703481504e-16	1.3085598205059553e-17	4.005103263320537e-16	5.627953576298588e-18	6.874764561307079e-16	1.004110289334546e-17	1.009331385133848e-15	6.798201588610069e-17	7.175996103154957e-16	9.566568509669812e-17	nan	nan	3.12467310604729e-16	3.196827656172864e-16	nan	nan	8.239683394280588e-16	5.641416259210647e-17
53797.75000000085	9.645197217265106e-16	2.5292329487885543e-17	6.207524743156154e-16	2.4037757584772748e-17	8.966108098501709e-16	1.3181974553228567e-17	4.0030986871928157e-16	5.727198610888754e-18	6.864591227702394e-16	1.0145285335807478e-17	1.003595195519321e-15	6.894820517860504e-17	7.120265890036003e-16	1.0165111385339354e-16	nan	nan	3.070082337108378e-16	3.5001742987816885e-16	nan	nan	8.216650023195084e-16	5.703727570385753e-17
53797.800000000854	9.58274901792519e-16	2.563524920990849e-17	6.185178672349591e-16	2.438541220818496e-17	8.942394215943936e-16	1.3287491048736014e-17	4.000982143062065e-16	5.832619184894358e-18	6.854261348690196e-16	1.0260722300520702e-17	9.978560019257757e-16	6.996129029965393e-17	7.065498826900002e-16	1.0772938219530398e-16	nan	nan	3.0170077284711513e-16	3.800877003982509e-16	nan	nan	8.193510653254315e-16	5.769014802471468e-17
53797.85000000086	9.520424030695571e-16	2.5993901200467234e-17	6.163048945801972e-16	2.4811017423688334e-17	8.918455412609008e-16	1.3402165039146983e-17	3.9987553264501755e-16	5.9443953629938046e-18	6.843776813523759e-16	1.0387405942937798e-17	9.921143699981671e-16	7.101562448660495e-17	7.011676655352024e-16	1.1386322061178269e-16	nan	nan	2.9654265928014297e-16	4.0985402080800327e-16	nan	nan	8.170276576499679e-16	5.836932457266642e-17
53797.90000000086	9.458244145947715e-16	2.6367968934346365e-17	6.141114895400932e-16	2.531851425408316e-17	8.894295043731329e-16	1.352600377646768e-17	3.9964199297533737e-16	6.062729402667794e-18	6.833139509510799e-16	1.0525320047293046e-17	9.863708594025739e-16	7.210577095649814e-17	6.958781218976573e-16	1.2002237196081983e-16	nan	nan	2.9153164498794066e-16	4.3928414276434823e-16	nan	nan	8.146958761395243e-16	5.907146526128876e-17
53797.95000000086	9.3962312558604e-16	2.6757149403381207e-17	6.119355858550601e-16	2.591190039747497e-17	8.869916463002232e-16	1.3659004504389354e-17	3.993977642282258e-16	6.187840625731954e-18	6.822351322034793e-16	1.0674440170744516e-17	9.80626023942888e-16	7.322652456897635e-17	6.906794460936031e-16	1.2618205698342502e-16	nan	nan	2.866655023430134e-16	4.683508842995074e-16	nan	nan	8.123567857757145e-16	5.979335710246707e-17
53798.000000000866	9.334407254808595e-16	2.716115316242477e-17	6.097751177308757e-16	2.6595100235807323e-17	8.845323022592068e-16	1.3801154537318917e-17	3.991430150301594e-16	6.319960016558802e-18	6.811414134576153e-16	1.0834733639263994e-17	9.748804116756004e-16	7.437292586229151e-17	6.855698421533618e-16	1.3232178811984235e-16	nan	nan	2.819420238089725e-16	4.970307117886088e-16	nan	nan	8.100114201567477e-16	6.053192279409851e-17
53798.05000000087	9.27279403975053e-16	2.7579703952992628e-17	6.076280197523687e-16	2.7371843761257698e-17	8.820518073171642e-16	1.3952431330213756e-17	3.988779137069802e-16	6.45932468246258e-18	6.800329828734691e-16	1.100615940733545e-17	9.691345650243918e-16	7.554026867763002e-17	6.805475235863267e-16	1.384244581940357e-16	nan	nan	2.773590216378906e-16	5.25302811777793e-16	nan	nan	8.076607819672726e-16	6.128422617170198e-17
53798.10000000087	9.211413510614202e-16	2.8012537954816544e-17	6.054922267971329e-16	2.8245561633791536e-17	8.795504963935251e-16	1.411280253896387e-17	3.986026282879196e-16	6.606172304908227e-18	6.789100284249244e-16	1.1188667796701371e-17	9.633890208945934e-16	7.672410253368037e-17	6.756107131351254e-16	1.4447564097168588e-16	nan	nan	2.729143275659522e-16	5.531484646763869e-16	nan	nan	8.053058434368339e-16	6.204747499665511e-17
53798.150000000875	9.15028757068476e-16	2.845940271439226e-17	6.033656739492406e-16	2.921930169220695e-17	8.77028704262273e-16	1.4282226070144632e-17	3.983173265094988e-16	6.7607357014121845e-18	6.777727379021241e-16	1.1382200129767404e-17	9.576443107849988e-16	7.792023081720644e-17	6.707576425424213e-16	1.504630531342439e-16	nan	nan	2.686057925157562e-16	5.805506103764735e-16	nan	nan	8.029475467871052e-16	6.2819021529772e-17
53798.20000000088	9.089436226725439e-16	2.8919989943076585e-17	nan	nan	8.744867538303717e-16	1.4460581155266703e-17	3.980221699142283e-16	6.923173635244477e-18	6.766212925161595e-16	1.1586584975327143e-17	9.519009609004666e-16	7.912470573555445e-17	6.659865523111163e-16	1.5637613865022331e-16	nan	nan	2.644312863001227e-16	6.074935393476374e-16	nan	nan	8.0058680466804895e-16	6.35963613032599e-17
53798.25000000088	9.028865445414156e-16	2.939351399816548e-17	nan	nan	8.71924920969331e-16	1.4647462279888917e-17	3.9771727611564844e-16	7.093158835395107e-18	6.754558477094143e-16	1.1801229459717726e-17	9.461594922629274e-16	8.03338208478262e-17	6.612956914672653e-16	1.62205745919584e-16	nan	nan	2.603886973226235e-16	6.339626678397865e-16	nan	nan	7.982245005830244e-16	6.437713046171575e-17
53798.30000000088	8.968574902998054e-16	2.98789834695708e-17	nan	nan	8.693434696874446e-16	1.4842389171814384e-17	3.9740274288380643e-16	7.270143391501327e-18	6.742765523491158e-16	1.2025435210093743e-17	9.404204208226647e-16	8.154410186331056e-17	6.566833173272758e-16	1.6794387540084516e-16	nan	nan	2.564759322905147e-16	6.599443707545529e-16	nan	nan	7.958614893031675e-16	6.515910199767126e-17
53798.350000000886	8.90856425023751e-16	3.03754227631313e-17	nan	nan	8.667426638557307e-16	1.5044879318217376e-17	3.970786676167065e-16	7.453577274954369e-18	6.730835551263375e-16	1.225850842172529e-17	9.346842575664113e-16	8.275229627520864e-17	6.521476952585295e-16	1.735834810034146e-16	nan	nan	2.526909159179415e-16	6.854258548830422e-16	nan	nan	7.934985972709298e-16	6.594018116210693e-17
53798.40000000089	8.848833142099432e-16	3.0881876833285507e-17	nan	nan	8.641227672092336e-16	1.5254451112296747e-17	3.967451474348786e-16	7.642915675764122e-18	6.718770045577418e-16	1.249976546624433e-17	9.28951508627783e-16	8.39553622887608e-17	6.476870984488545e-16	1.7911831270447442e-16	nan	nan	2.490315906384023e-16	7.103950609399836e-16	nan	nan	7.911366229931101e-16	6.671840028732764e-17
53798.45000000089	8.789381237754667e-16	3.139741411438246e-17	nan	nan	8.6148404334901225e-16	1.5470626594595428e-17	3.964022791837182e-16	7.837623999335038e-18	6.706570489870651e-16	1.2748537408157162e-17	9.232226753948171e-16	8.515045740726308e-17	6.432998076713135e-16	1.8454279095901535e-16	nan	nan	2.4549591631885083e-16	7.348405865062151e-16	nan	nan	7.887763374233689e-16	6.749191321986679e-17
53798.500000000895	8.730208200575518e-16	3.1921128766507484e-17	nan	nan	8.588267557439809e-16	1.569293380117327e-17	3.9605015943578224e-16	8.037181673743157e-18	6.694238365871097e-16	1.3004173526621464e-17	9.174982546171926e-16	8.633492695769005e-17	6.389841110508446e-16	1.8985190578219278e-16	nan	nan	2.420818699729962e-16	7.587516244037361e-16	nan	nan	7.86418484334366e-16	6.825898952536098e-17
53798.5500000009	8.671313698136503e-16	3.245214232141529e-17	nan	nan	8.561511677323061e-16	1.5920908738565506e-17	3.9568888449309157e-16	8.241084930583402e-18	6.681775153612337e-16	1.3266043953590792e-17	9.11778738513756e-16	8.750629276901289e-17	6.34738303834412e-16	1.950411351011047e-16	nan	nan	2.3878744547904816e-16	7.821179126395163e-16	nan	nan	7.840637806796842e-16	6.901800859588234e-17
53798.6000000009	8.612697402210626e-16	3.298960481039478e-17	nan	nan	8.534575425235303e-16	1.6154097010941605e-17	3.953185503894472e-16	8.448848722020646e-18	6.669182331450945e-16	1.3533541544670919e-17	9.060646148774859e-16	8.866224215986515e-17	6.305606881565308e-16	2.0010637825396825e-16	nan	nan	2.356106532932845e-16	8.049296931498081e-16	nan	nan	7.817129169455587e-16	6.97674537630307e-17
53798.650000000904	8.554358988770622e-16	3.3532695450898134e-17	nan	nan	8.507461432001072e-16	1.6392055128930853e-17	3.9493925289272395e-16	8.660007927515486e-18	6.656461376083922e-16	1.3806083098052822e-17	9.003563671818352e-16	8.980061734645011e-17	6.264495728117492e-16	2.050439014740206e-16	nan	nan	2.3254952017809214e-16	8.271776773334192e-16	nan	nan	7.793665574926281e-16	7.050590649693179e-17
53798.70000000091	8.496298137986423e-16	3.408062296218792e-17	nan	nan	8.480172327192031e-16	1.6634351531325632e-17	3.945510875071166e-16	8.874117989213578e-18	6.643613762565285e-16	1.408311003004242e-17	8.946544746850706e-16	9.091940534515565e-17	6.224032730207318e-16	2.0985029291664085e-16	nan	nan	2.2960208891717214e-16	8.488530168925386e-16	nan	nan	7.770253408876935e-16	7.123204075187874e-17
53798.75000000091	8.438514534223479e-16	3.463262557351345e-17	nan	nan	8.452710739144906e-16	1.6880567351308938e-17	3.941541494754921e-16	9.090755098086144e-18	6.630640964322603e-16	1.4364088607356637e-17	8.88959412533668e-16	9.201672841573539e-17	6.184201102047158e-16	2.1452242533354157e-16	nan	nan	2.267664180402715e-16	8.699472788772707e-16	nan	nan	7.746898802257029e-16	7.194461750326228e-17
53798.80000000091	8.3810078660427675e-16	3.518797078117154e-17	nan	nan	8.42507929497731e-16	1.713029695872602e-17	3.9374853378164033e-16	9.309516035090067e-18	6.617544453175135e-16	1.4648509824786762e-17	8.83271651866676e-16	9.309083506884059e-17	6.144984117536264e-16	2.1905742491289768e-16	nan	nan	2.2404058155343025e-16	8.904524241008467e-16	nan	nan	7.723607634419738e-16	7.264247950728297e-17
53798.850000000915	8.323777826199649e-16	3.5745954904136017e-17	nan	nan	8.397280620608787e-16	1.738314830829795e-17	3.9333433515252003e-16	9.530017754711622e-18	6.60432569934822e-16	1.493588900609034e-17	8.775916599175847e-16	9.41400916449596e-17	6.106365107978422e-16	2.234526451211213e-16	nan	nan	2.214226686586659e-16	9.103607882906782e-16	nan	nan	7.700385536147485e-16	7.332454630431936e-17
53798.90000000092	8.26682411164269e-16	3.630590248104919e-17	nan	nan	8.369317340772923e-16	1.763874312202839e-17	3.9291164806058266e-16	9.751896782494166e-18	6.590986171493655e-16	1.5225765194425523e-17	8.719199001169087e-16	9.516297445943832e-17	6.068327459818929e-16	2.2770564462606593e-16	nan	nan	2.1891078348876654e-16	9.296650654858128e-16	nan	nan	7.677237892582857e-16	7.398980947835318e-17
53798.95000000092	8.210146423511717e-16	3.686716554555267e-17	nan	nan	8.341192079040056e-16	1.789671693159677e-17	3.924805667260069e-16	9.974808484326933e-18	6.577527336703243e-16	1.5517700388263824e-17	8.66256832193414e-16	9.615806249926898e-17	6.030854612349679e-16	2.3181416857010225e-16	nan	nan	2.1650304483483036e-16	9.483582933000834e-16	nan	nan	7.654169846064192e-16	7.463732817820239e-17
53799.000000000924	8.153744467139054e-16	3.742912281125422e-17	nan	nan	8.312907457831754e-16	1.8156719004358854e-17	3.9204118511894947e-16	1.0198426253327501e-17	6.563950660527875e-16	1.5811278669036826e-17	8.606029122749981e-16	9.712403065110756e-17	5.993930055461094e-16	2.35776132608213e-16	nan	nan	2.14197585877616e-16	9.664338397518365e-16	nan	nan	7.63118629886776e-16	7.526622490116401e-17
53799.05000000093	8.09761795204721e-16	3.799117879263187e-17	nan	nan	8.28446609843822e-16	1.8418412174074824e-17	3.9159359696182826e-16	1.042244064994735e-17	6.550257606992867e-16	1.6106105258098577e-17	8.549585929891633e-16	9.805964343588391e-17	5.957537327351393e-16	2.3958960924118245e-16	nan	nan	2.119925539233383e-16	9.838853914229727e-16	nan	nan	7.608291915857298e-16	7.587568153575916e-17
53799.10000000093	8.041766591947845e-16	3.855276288378643e-17	nan	nan	8.255870621037616e-16	1.8681472594842022e-17	3.9113789573157315e-16	1.0646558522717881e-17	6.53644963861565e-16	1.640180553340566e-17	8.49324323562404e-16	9.896374922282745e-17	5.921660012278924e-16	2.4325281606421334e-16	nan	nan	2.0988611013612195e-16	1.0007069427578335e-15	nan	nan	7.585491127041418e-16	7.646493565738028e-17
53799.15000000093	7.98619010474205e-16	3.911332841306778e-17	nan	nan	8.227123644711523e-16	1.8945589434389024e-17	3.9067417466183913e-16	1.0870502130101746e-17	6.522528216422607e-16	1.6698024029824192e-17	8.437005499196831e-16	9.98352748945392e-17	5.886281738310705e-16	2.467641056228203e-16	nan	nan	2.0787642927844334e-16	1.0168927863489525e-15	nan	nan	7.562788130039739e-16	7.703327706856502e-17
53799.200000000936	7.930888212519743e-16	3.967235168828995e-17	nan	nan	8.198227787464332e-16	1.921046452111896e-17	3.9020252674529544e-16	1.1094008278554698e-17	6.508494799965404e-16	1.699442344132317e-17	8.380877147826754e-16	1.0067322093434615e-16	5.851386175049235e-16	2.501219566244873e-16	nan	nan	2.0596169944345046e-16	1.032437504085495e-15	nan	nan	7.540186892458482e-16	7.758004457418622e-17
53799.25000000094	7.875860641558002e-16	4.0229331044296223e-17	nan	nan	8.169185666236979e-16	1.9475811956626187e-17	3.897230447358218e-16	1.1316827487427891e-17	6.494350847337689e-16	1.729068363955831e-17	8.324862577677591e-16	1.0147665690755555e-16	5.816957031406949e-16	2.5332496630027113e-16	nan	nan	2.0414012179975049e-16	1.0473359590626632e-15	nan	nan	7.517691154176858e-16	7.810462298095415e-17
53799.30000000094	7.821107122320744e-16	4.078378590224943e-17	nan	nan	8.139999896930184e-16	1.9741357704024625e-17	3.892358211507731e-16	1.1538723188055995e-17	6.480097815192522e-16	1.7586500718941668e-17	8.268966154842711e-16	1.0224471730901997e-16	5.782978053335625e-16	2.5637184374655527e-16	nan	nan	2.0240991032934508e-16	1.0615832881681634e-15	nan	nan	7.49530442954384e-16	7.8606440310112e-17
53799.350000000944	7.766627389459528e-16	4.133525584793346e-17	nan	nan	8.110673094415746e-16	2.000683916054348e-17	3.887409482731998e-16	1.175947096165539e-17	6.465737158758464e-16	1.7881586075788045e-17	8.213192216306531e-16	1.0297659775056941e-16	5.749433021589873e-16	2.5926140410702083e-16	nan	nan	2.0076929157245154e-16	1.0751748952762173e-15	nan	nan	7.473030009487045e-16	7.908496521202112e-17
53799.40000000095	7.712421181811186e-16	4.188329973463194e-17	nan	nan	8.08120787255869e-16	2.0272004721757256e-17	3.882385181540456e-16	1.1978857818700422e-17	6.451270331856615e-16	1.817566552659508e-17	8.157545070912968e-16	1.0367155146325034e-16	5.716305749494612e-16	2.619925634783682e-16	nan	nan	1.9921650436707592e-16	1.0881064449906836e-15	nan	nan	7.450870963534029e-16	7.953970457138327e-17
53799.45000000095	7.65848824239922e-16	4.242749481461516e-17	nan	nan	8.051606844231494e-16	2.0536613342838438e-17	3.8772862261441214e-16	1.2196681520885693e-17	6.436698786917849e-16	1.8468478468721017e-17	8.102029000324967e-16	1.043288860907612e-16	5.683580080699196e-16	2.645643344430889e-16	nan	nan	1.977497996004862e-16	1.1003738568886936e-15	nan	nan	7.428830141746356e-16	7.997020129206758e-17
53799.50000000095	7.604828318431761e-16	4.296743590228239e-17	nan	nan	8.021872621333054e-16	2.080043410211736e-17	3.872113532477492e-16	1.2412749945731442e-17	6.422023974997015e-16	1.8759777085169474e-17	8.046648259980736e-16	1.0494796075203462e-16	5.651239886925551e-16	2.6697582214816046e-16	nan	nan	1.9636743994758193e-16	1.1119733002231636e-15	nan	nan	7.406910176567411e-16	8.037603225087456e-17
53799.550000000956	7.55144116130264e-16	4.350273457077393e-17	nan	nan	7.99200781480659e-16	2.106324577021825e-17	3.866868014220668e-16	1.2626880493010318e-17	6.407247345793803e-16	1.904932559396043e-17	7.991407080042476e-16	1.055281833524964e-16	5.619269065758579e-16	2.6922622086193455e-16	nan	nan	1.9506769962587727e-16	1.1229011890492238e-15	nan	nan	7.385113484584663e-16	8.075680641001262e-17
53799.60000000096	7.498326526590525e-16	4.403301838328073e-17	nan	nan	7.962015034654788e-16	2.132483638820233e-17	3.8615505828214676e-16	1.2838899531684036e-17	6.392370347666246e-16	1.9336899542067204e-17	7.936309666346619e-16	1.0606900812502509e-16	5.587651538400681e-16	2.7131481095198737e-16	nan	nan	1.938488641396868e-16	1.1331541777445214e-15	nan	nan	7.36344226820627e-16	8.111216307857857e-17
53799.65000000096	7.445484174058066e-16	4.4557930159584866e-17	nan	nan	7.931896889958877e-16	2.1585002856661013e-17	3.856162147517317e-16	1.3048641885602471e-17	6.377394427648609e-16	1.9622285142843972e-17	7.881360201338064e-16	1.0656993338316503e-16	5.556371247436835e-16	2.732409562359003e-16	nan	nan	1.9270923003306956e-16	1.1427291568976083e-15	nan	nan	7.341898517253664e-16	8.144177031388287e-17
53799.700000000965	7.392913867653826e-16	4.507712727774006e-17	nan	nan	7.901655988896706e-16	2.1843550537632597e-17	3.8507036153577413e-16	1.3255950356024483e-17	6.362321031466874e-16	1.9905278655575182e-17	7.826562845014464e-16	1.0703049947056466e-16	5.525412154600288e-16	2.750041016642163e-16	nan	nan	1.9164710463826016e-16	1.1516232495425589e-15	nan	nan	7.320484010469287e-16	8.174532345403074e-17
53799.75000000097	7.3406153755092675e-16	4.559028101069676e-17	nan	nan	7.871294938758386e-16	2.2100292870735888e-17	3.845175891225492e-16	1.3460675278860128e-17	6.347151603557721e-16	2.0185685805729868e-17	7.771921735858442e-16	1.074502868919601e-16	5.494758238566341e-16	2.7660377130116425e-16	nan	nan	1.9066080583135362e-16	1.159833807720412e-15	nan	nan	7.299200316941245e-16	8.2022543773751e-17
53799.80000000097	7.288588469941934e-16	4.6097075896983225e-17	nan	nan	7.840816345964271e-16	2.2355051003920697e-17	3.8395798778592845e-16	1.3662674114501368e-17	6.331887587082777e-16	2.0463321243602982e-17	7.717440991760602e-16	1.0782891461232754e-16	5.464393492689728e-16	2.780395665739639e-16	nan	nan	1.8974866178381174e-16	1.1673584093513285e-15	nan	nan	7.278048797444678e-16	8.227317725604356e-17
53799.85000000097	7.236832927452534e-16	4.6597209144690714e-17	nan	nan	7.810222816082249e-16	2.260765343992077e-17	3.833916475874995e-16	1.3861811068118714e-17	6.316530423945951e-16	2.0738008039807503e-17	7.663124710951592e-16	1.0816603851200994e-16	5.434301922799003e-16	2.7931116476593637e-16	nan	nan	1.889090107185158e-16	1.174194855402928e-15	nan	nan	7.257030605700109e-16	8.24969934727779e-17
53799.90000000098	7.185348528726671e-16	4.709039006759257e-17	nan	nan	7.779516953845834e-16	2.285793569811823e-17	3.8281865837879107e-16	1.405795673831333e-17	6.301081554812015e-16	2.100957721515465e-17	7.608976972921366e-16	1.0846134998676757e-16	5.404467544964618e-16	2.8041831773248656e-16	nan	nan	1.881402006643481e-16	1.180341167342693e-15	nan	nan	7.236146689549905e-16	8.269378456793152e-17
53799.95000000098	7.134135058634302e-16	4.7576339552230995e-17	nan	nan	7.748701363169877e-16	2.3105739992315694e-17	3.8223910980344597e-16	1.4250987792147452e-17	6.285542419119155e-16	2.1277867303164758e-17	7.555001839332367e-16	1.0871457468274155e-16	5.374874383263009e-16	2.8136085082210937e-16	nan	nan	1.8744058921308025e-16	1.1857955848637543e-15	nan	nan	7.215397792052617e-16	8.286336433769166e-17
53800.00000000098	7.083192306231464e-16	4.80547895547105e-17	nan	nan	7.717778647170868e-16	2.335091492387874e-17	3.816530912993698e-16	1.4440786664621283e-17	6.269914455099447e-16	2.154272394296874e-17	7.501203354940646e-16	1.0892547135729439e-16	5.345506467555635e-16	2.8213866198750944e-16	nan	nan	1.8680854328030577e-16	1.1905565638748615e-15	nan	nan	7.194784452495825e-16	8.30055674021521e-17
53800.050000000985	7.032520064756821e-16	4.852548262584206e-17	nan	nan	7.686751408180461e-16	2.359331519028699e-17	3.8106069210093144e-16	1.4627241280777976e-17	6.254199099793501e-16	2.1803999500641678e-17	7.447585548501515e-16	1.0909383085761006e-16	5.316347831250475e-16	2.8275172107418942e-16	nan	nan	1.8624243886005554e-16	1.1946227747467904e-15	nan	nan	7.1743070073279e-16	8.312024846383579e-17
53800.10000000099	6.982118131636791e-16	4.8988171463286854e-17	nan	nan	7.65562224776589e-16	2.3832801308589927e-17	3.804620012411086e-16	1.481024479876594e-17	6.238397789067601e-16	2.2061552717119964e-17	7.394152433673403e-16	1.0921947520977e-16	5.287382509097418e-16	2.8320006927591896e-16	nan	nan	1.8574066078746843e-16	1.1979931008084607e-15	nan	nan	7.153965591008857e-16	8.320728164874076e-17
53800.15000000099	6.931986308482199e-16	4.9442618489458014e-17	nan	nan	7.62439376674536e-16	2.4069239353287297e-17	3.7985710755366434e-16	1.4989695372246603e-17	6.222511957629938e-16	2.231524838085837e-17	7.34090800993136e-16	1.0930225681180746e-16	5.258594534909489e-16	2.8348381874853176e-16	nan	nan	1.8530160249935664e-16	1.2006666370872363e-15	nan	nan	7.133760136780709e-16	8.326655992605791e-17
53800.200000000994	6.882124401089303e-16	4.988859545370559e-17	nan	nan	7.593068565206871e-16	2.4302500708241673e-17	3.792460996753138e-16	1.516549593067856e-17	6.206543039047305e-16	2.2564957023435135e-17	7.287856263457106e-16	1.093420577249881e-16	5.229967939389926e-16	2.836031523748282e-16	nan	nan	1.8492366579584034e-16	1.2026426892887574e-15	nan	nan	7.11369037735752e-16	8.329799460314037e-17
