MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_r	sdss_r_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
56601.168499988744	1.1590542647016455e-15	2.1538467147581247e-17	4.731086359168475e-16	6.7025410649361566e-18	8.079828632839647e-16	1.326987107513034e-17	9.76418550019193e-16	1.6228518344003823e-17	1.0100638168870413e-15	1.3743850882280426e-17	4.1231609299055865e-16	2.281798346913698e-17	nan	nan	nan	nan	nan	nan
56601.21849998875	1.1569727652821582e-15	2.145863967772977e-17	4.7300142788297445e-16	6.711559968894876e-18	8.078060360201872e-16	1.3236995975545968e-17	9.764085835929933e-16	1.6201259942643432e-17	1.009935537182316e-15	1.3627654258464049e-17	4.0973507158155585e-16	2.2811115100855926e-17	nan	nan	nan	nan	nan	nan
56601.26849998875	1.1549035210503332e-15	2.137363287157545e-17	4.728959738129564e-16	6.720155653764816e-18	8.0762695658743025e-16	1.3203254068690851e-17	9.76409832057913e-16	1.6171000730021485e-17	1.009804979763387e-15	1.3508667627568986e-17	4.0717079932210833e-16	2.280351867788824e-17	nan	nan	nan	nan	nan	nan
56601.31849998875	1.1528462618149592e-15	2.1284723665428047e-17	4.727923150667586e-16	6.728430161260853e-18	8.074455070061212e-16	1.3169052864045949e-17	9.764215186182136e-16	1.613847608826423e-17	1.0096718719316462e-15	1.3387831681765795e-17	4.0462314692371283e-16	2.279532101912018e-17	nan	nan	nan	nan	nan	nan
56601.368499988756	1.1508007175175385e-15	2.1193285815193596e-17	4.726904930084669e-16	6.736492161648136e-18	8.072615692816844e-16	1.3134821997897187e-17	9.764428666089958e-16	1.6104472703609805e-17	1.0095359409699788e-15	1.3266162667817833e-17	4.020919851069976e-16	2.2786671318479124e-17	nan	nan	nan	nan	nan	nan
56601.41849998876	1.1487666182282294e-15	2.1100789019551975e-17	4.725905490069038e-16	6.744456598026391e-18	8.070750254045737e-16	1.3101012257805956e-17	9.764730994795448e-16	1.6069827274776177e-17	1.0093969141420297e-15	1.3144753514011368e-17	3.995771846056361e-16	2.2777739949557356e-17	nan	nan	nan	nan	nan	nan
56601.46849998876	1.1467436941419955e-15	2.1008796855994026e-17	4.724925244362552e-16	6.752444291033332e-18	8.068857573487955e-16	1.3068094364281297e-17	9.7651144077667e-16	1.6035424654761288e-17	1.0092545186907815e-15	1.3024774021889305e-17	3.970786161343862e-16	2.2768717019914384e-17	nan	nan	nan	nan	nan	nan
56601.518499988764	1.1447316755746665e-15	2.091896325733298e-17	4.723964606766972e-16	6.7605815003767996e-18	8.066936470722741e-16	1.3036557479790373e-17	9.765571141281083e-16	1.600219532546972e-17	1.0091084818366015e-15	1.2907469832346471e-17	3.9459615060563903e-16	2.275980700512052e-17	nan	nan	nan	nan	nan	nan
56601.56849998877	1.1427302929589379e-15	2.0833027241739707e-17	4.723023991150252e-16	6.768999439998421e-18	8.064985765156291e-16	1.3006907419081482e-17	9.766093432258276e-16	1.5971112103823937e-17	1.0089585307771866e-15	1.279415984574878e-17	3.9212966706343736e-16	2.275105610478294e-17	nan	nan	nan	nan	nan	nan
56601.61849998877	1.1407392768403833e-15	2.0752805606754798e-17	4.722103811452673e-16	6.7778337439598426e-18	8.063004276022231e-16	1.2979664534782429e-17	9.766673518094478e-16	1.5943185981411433e-17	1.0088043926846587e-15	1.2686231746751656e-17	3.896790559910565e-16	2.2742281020783417e-17	nan	nan	nan	nan	nan	nan
56601.66849998877	1.1387583578738225e-15	2.0680183310765778e-17	4.721204481693437e-16	6.7872238806463575e-18	8.060990822371932e-16	1.2955361257396351e-17	9.767303636495052e-16	1.5919461008658785e-17	1.0086457947057065e-15	1.2585135279541116e-17	3.872442087314426e-16	2.2733297745149456e-17	nan	nan	nan	nan	nan	nan
56601.718499988776	1.1367872668190379e-15	2.0617101299565746e-17	4.720326415976367e-16	6.797312513473148e-18	8.0589442230724515e-16	1.2934539274851358e-17	9.767976025309694e-16	1.5901008149741073e-17	1.008482463959537e-15	1.249237293207322e-17	3.8482501663341213e-16	2.2723941719932467e-17	nan	nan	nan	nan	nan	nan
56601.76849998878	1.1348257345370403e-15	2.0565541595483244e-17	4.719470028496955e-16	6.808244806956572e-18	8.056863296796523e-16	1.2917746342356921e-17	9.768682922364159e-16	1.5888918057399176e-17	1.0083141275365137e-15	1.2409487740358856e-17	3.8242137105556537e-16	2.2714069380565744e-17	nan	nan	nan	nan	nan	nan
56601.81849998878	1.132873491986202e-15	2.052750955579617e-17	4.718635733547674e-16	6.8201676779698e-18	8.05474686202272e-16	1.2905532724451424e-17	9.76941656529509e-16	1.588429274729472e-17	1.0081405124970743e-15	1.2338048009896848e-17	3.800331633415008e-16	2.270355950961007e-17	nan	nan	nan	nan	nan	nan
56601.868499988785	1.1309302702181027e-15	2.0505013325192853e-17	4.717823945525041e-16	6.833228992898084e-18	8.052593737025931e-16	1.2898447279538107e-17	9.770169191383594e-16	1.5888236190500506e-17	1.007961345870451e-15	1.2279628893044733e-17	3.7766028485829796e-16	2.269231429870897e-17	nan	nan	nan	nan	nan	nan
56601.91849998879	1.1289958003737593e-15	2.0500040655461244e-17	4.717035078935698e-16	6.8475767124639696e-18	8.050402739877199e-16	1.2897033211125107e-17	9.770933037387994e-16	1.590184388868466e-17	1.0077763546531728e-15	1.223579094288026e-17	3.753026269560778e-16	2.268026027218793e-17	nan	nan	nan	nan	nan	nan
56601.96849998879	1.1270698136796764e-15	2.0514533436043476e-17	4.716269548402203e-16	6.8633579872965804e-18	8.048172688431496e-16	1.2901823522753513e-17	9.771700339378379e-16	1.5926191548303242e-17	1.0075852658077395e-15	1.2208055994551155e-17	3.729600810090948e-16	2.266734894960789e-17	nan	nan	nan	nan	nan	nan
56602.01849998879	1.1251520414441018e-15	2.055036046097776e-17	4.715527768669788e-16	6.880718208402168e-18	8.045902400325504e-16	1.2913336226161346e-17	9.77246333256915e-16	1.5962323025196753e-17	1.0073878062615797e-15	1.2197880979191236e-17	3.7063253837529684e-16	2.265355731155462e-17	nan	nan	nan	nan	nan	nan
56602.068499988796	1.1232422150525885e-15	2.0609289138223386e-17	4.7148101546127e-16	6.8998000181043386e-18	8.043590692974436e-16	1.2932069367458926e-17	9.773214251153396e-16	1.601123776541053e-17	1.0071837029056244e-15	1.2206630536982342e-17	3.683198904308951e-16	2.26388880675783e-17	nan	nan	nan	nan	nan	nan
56602.1184999888	1.1213400675696215e-15	2.0692932752970343e-17	4.714117121239959e-16	6.920742288128935e-18	8.041236385388071e-16	1.2958495219819962e-17	9.773945334317426e-16	1.6073876655041883e-17	1.006972682929243e-15	1.2235547819133451e-17	3.6602202854623053e-16	2.2623369753747105e-17	nan	nan	nan	nan	nan	nan
56602.1684999888	1.1194454071787002e-15	2.080161496409284e-17	4.71344895052601e-16	6.94363770942095e-18	8.038838883625458e-16	1.2992821501508518e-17	9.77465081025394e-16	1.6150672278978215e-17	1.0067545818763043e-15	1.2285181637733686e-17	3.637388440942529e-16	2.2607056521975355e-17	nan	nan	nan	nan	nan	nan
56602.218499988805	1.1175581476535605e-15	2.0933906573813625e-17	4.71280534169208e-16	6.968392469292423e-18	8.036399019561926e-16	1.3034654544802346e-17	9.775329738704383e-16	1.6240917816784483e-17	1.0065294984533298e-15	1.235459344545537e-17	3.614702284570437e-16	2.2590027834560214e-17	nan	nan	nan	nan	nan	nan
56602.26849998881	1.1156782107561119e-15	2.1088126055475334e-17	4.712185834666617e-16	6.994858452397594e-18	8.0339178371112375e-16	1.3083488111970089e-17	9.775981897312697e-16	1.6343683985115512e-17	1.006297570505558e-15	1.2442512262863921e-17	3.5921607301211846e-16	2.2572387886260267e-17	nan	nan	nan	nan	nan	nan
56602.31849998881	1.1138055183130319e-15	2.1262489572625897e-17	4.711589969508403e-16	7.022883872853011e-18	8.031396379956319e-16	1.313879364452532e-17	9.776607062219119e-16	1.645799127576453e-17	1.0060589358391135e-15	1.254756176712358e-17	3.56976269142211e-16	2.2554264799629377e-17	nan	nan	nan	nan	nan	nan
56602.368499988814	1.111939992214749e-15	2.1455140096172053e-17	4.71101728640376e-16	7.052314334640093e-18	8.028835691555614e-16	1.3200025564125176e-17	9.777205008055827e-16	1.658282309089081e-17	1.0058137322219646e-15	1.2668288814600879e-17	3.5475070823918645e-16	2.2535809660659542e-17	nan	nan	nan	nan	nan	nan
56602.41849998882	1.1100815544143514e-15	2.1664174525262257e-17	4.710467325659505e-16	7.082993827030617e-18	8.026236815154196e-16	1.32666263083916e-17	9.777775507941478e-16	1.671713805644231e-17	1.0055620973847308e-15	1.2803190552284604e-17	3.5253928168577853e-16	2.2517195245915736e-17	nan	nan	nan	nan	nan	nan
56602.46849998882	1.1082301269265644e-15	2.188766824683204e-17	4.709939627695999e-16	7.114765652063018e-18	8.023600793776782e-16	1.3338031038986986e-17	9.778318333477005e-16	1.6859881318533703e-17	1.0053041690209726e-15	1.2950739229442394e-17	3.5034188087776607e-16	2.2498614553304226e-17	nan	nan	nan	nan	nan	nan
56602.51849998882	1.1063856318266272e-15	2.2123696782178854e-17	4.709433733040533e-16	7.147473281569549e-18	8.020928670241386e-16	1.3413671977428071e-17	9.77883325474015e-16	1.700999469469342e-17	1.00504008478836e-15	1.3109404113928435e-17	3.481583973687732e-16	2.248027530724869e-17	nan	nan	nan	nan	nan	nan
56602.568499988825	1.1045479912492969e-15	2.23703543634326e-17	4.708949182320303e-16	7.180961142770961e-18	8.018221487164558e-16	1.3492982339043715e-17	9.779320040280582e-16	1.71664256129909e-17	1.0047699823088033e-15	1.327767019396944e-17	3.459887300170179e-16	2.246222280090446e-17	nan	nan	nan	nan	nan	nan
56602.61849998883	1.102717127387637e-15	2.2625769443820797e-17	4.708485516255562e-16	7.215075332765754e-18	8.015480286957894e-16	1.3575399850790908e-17	9.779778457115058e-16	1.732813482516191e-17	1.0044939991695726e-15	1.3454053585150538e-17	3.4383278799481216e-16	2.244426692475423e-17	nan	nan	nan	nan	nan	nan
56602.66849998883	1.1008929624921448e-15	2.2888117272326115e-17	4.708042275652802e-16	7.249664263389293e-18	8.012706111840891e-16	1.3660369851987128e-17	9.78020827072216e-16	1.7494102923423392e-17	1.0042122729233773e-15	1.363711375115919e-17	3.416904812310828e-16	2.2426216789060148e-17	nan	nan	nan	nan	nan	nan
56602.718499988834	1.099075418869623e-15	2.3155629751967865e-17	4.707619001397863e-16	7.284579238888432e-18	8.009900003843965e-16	1.374734798651505e-17	9.780609245037304e-16	1.766333572344746e-17	1.0039249410896568e-15	1.382546277940342e-17	3.395617196606269e-16	2.2407901513897105e-17	nan	nan	nan	nan	nan	nan
56602.76849998884	1.097264418882046e-15	2.3426602857757398e-17	4.707215234449003e-16	7.319674969544457e-18	8.007063004809562e-16	1.383580250462369e-17	9.780981142447387e-16	1.783486859979177e-17	1.0036321411552131e-15	1.4017772035115022e-17	3.374464132215027e-16	2.2389171848146845e-17	nan	nan	nan	nan	nan	nan
56602.81849998884	1.095459884945487e-15	2.369940191875402e-17	4.706830515830372e-16	7.354810025100905e-18	8.004196156396449e-16	1.392521619879147e-17	9.781323723786434e-16	1.8007769874640496e-17	1.0033340105742363e-15	1.4212776559874467e-17	3.3534447185307304e-16	2.2369901553469662e-17	nan	nan	nan	nan	nan	nan
56602.86849998884	1.0936617395292496e-15	2.3972465075077246e-17	4.706464386624509e-16	7.389847232076026e-18	8.001300500094947e-16	1.401508800180444e-17	9.78163674832927e-16	1.8181143368217968e-17	1.0030306867694824e-15	1.440927758460967e-17	3.332558055090504e-16	2.2349988592822066e-17	nan	nan	nan	nan	nan	nan
56602.918499988846	1.0918699051546056e-15	2.4244305210738184e-17	4.706116387966177e-16	7.424654019487001e-18	7.998377077221062e-16	1.4104934278673458e-17	9.781919973787231e-16	1.835413022080088e-17	1.0027223071332051e-15	1.4606143514775036e-17	3.311803241242318e-16	2.2329356072536793e-17	nan	nan	nan	nan	nan	nan
56602.96849998885	1.0900843043937641e-15	2.4513510643042657e-17	4.705786061035017e-16	7.459102717585794e-18	7.995426928917119e-16	1.4194289845677394e-17	9.782173156302967e-16	1.852591009346951e-17	1.0024090090269028e-15	1.4802309711769015e-17	3.2911793765754774e-16	2.2307952976289465e-17	nan	nan	nan	nan	nan	nan
56603.01849998885	1.0883048598689336e-15	2.4778744821504563e-17	4.705472947048909e-16	7.493070814184228e-18	7.992451096173831e-16	1.4282708748137688e-17	9.782396050443965e-16	1.8695701848719476e-17	1.0020909297830385e-15	1.4996777358274767e-17	3.2706855605357903e-16	2.2285754647253473e-17	nan	nan	nan	nan	nan	nan
56603.068499988854	1.0865314942510837e-15	2.503874525966862e-17	4.705176587257013e-16	7.526441173228219e-18	7.989450619816324e-16	1.4369764830509533e-17	9.782588409199164e-16	1.886276380399055e-17	1.0017682067048677e-15	1.5188611650768347e-17	3.250320892692994e-16	2.2262763125589386e-17	nan	nan	nan	nan	nan	nan
56603.11849998886	1.0847641302589857e-15	2.5292321891415882e-17	4.704896522933029e-16	7.559102220050747e-18	7.986426540524779e-16	1.4455052127923128e-17	9.782749983971689e-16	1.902639364227764e-17	1.0014409770673745e-15	1.537693952658102e-17	3.2300844726037806e-16	2.223900718117683e-17	nan	nan	nan	nan	nan	nan
56603.16849998886	1.0830026906582785e-15	2.55383550147443e-17	4.704632295368178e-16	7.590948097591526e-18	7.983379898826175e-16	1.4538185109133996e-17	9.782880524575328e-16	1.9185928054092538e-17	1.0011093781186126e-15	1.556094708833099e-17	3.2099753999096344e-16	2.2214542209167008e-17	nan	nan	nan	nan	nan	nan
56603.21849998886	1.081247098260137e-15	2.5775792957738287e-17	4.704383445864411e-16	7.621878797716619e-18	7.980311735107945e-16	1.4618798796482995e-17	9.782979779227546e-16	1.9340742176012376e-17	1.0007735470789712e-15	1.573987686132398e-17	3.18999277414768e-16	2.2189449827973414e-17	nan	nan	nan	nan	nan	nan
56603.268499988866	1.0794972759203632e-15	2.6003649576966674e-17	4.704149515727448e-16	7.65180027142189e-18	7.977223089614001e-16	1.4696548787346597e-17	9.783047494545227e-16	1.9490248881669928e-17	1.0004336211429613e-15	1.5913024985332515e-17	3.170135695018105e-16	2.2163837331869328e-17	nan	nan	nan	nan	nan	nan
56603.31849998887	1.0777531465383488e-15	2.622100167800184e-17	4.703930046260303e-16	7.680624521511766e-18	7.974115002461412e-16	1.4771111198563213e-17	9.783083415538436e-16	1.963389797306989e-17	1.0000897374799187e-15	1.6079738420897894e-17	3.150403262168918e-16	2.2137836842846537e-17	nan	nan	nan	nan	nan	nan
56603.36849998887	1.076014633056015e-15	2.6426986427770143e-17	4.703724578755883e-16	7.708269681151425e-18	7.970988513633888e-16	1.4842182553977795e-17	9.783087285605704e-16	1.9771175312267317e-17	9.997420332334272e-16	1.6239412228539565e-17	3.130794575293782e-16	2.2111604253807134e-17	nan	nan	nan	nan	nan	nan
56603.418499988875	1.0742816584566862e-15	2.6620798814748353e-17	4.70353265449025e-16	7.734660081233447e-18	7.96784466299099e-16	1.4909479630913802e-17	9.783058846527729e-16	1.9901601927234143e-17	9.99390645523591e-16	1.639148696373007e-17	3.1113087341059317e-16	2.2085317957224012e-17	nan	nan	nan	nan	nan	nan
56603.46849998888	1.0725541457640385e-15	2.680168919932161e-17	4.703353814716126e-16	7.759726309445834e-18	7.964684490276386e-16	1.4972739282339683e-17	9.782997838462592e-16	2.0024733119540757e-17	9.990357114468259e-16	1.6535446216765007e-17	3.091944838338167e-16	2.2059177238807764e-17	nan	nan	nan	nan	nan	nan
56603.51849998888	1.0708320180411553e-15	2.6968960986383396e-17	4.703187600655571e-16	7.78340526355133e-18	7.961509035115153e-16	1.5031718246588533e-17	9.7829039999395e-16	2.0140157596962794e-17	9.986773680761134e-16	1.6670814318682856e-17	3.0727019890604095e-16	2.203339653222346e-17	nan	nan	nan	nan	nan	nan
56603.56849998888	1.0691151983893093e-15	2.7121968444904927e-17	4.703033553493352e-16	7.805640201148769e-18	7.958319337022665e-16	1.50861929570276e-17	9.782777067853932e-16	2.0247496649673062e-17	9.983157524627003e-16	1.6797154223858516e-17	3.053579347141236e-16	2.2008021499522656e-17	nan	nan	nan	nan	nan	nan
56603.61849998889	1.0674036099470723e-15	2.726011469159389e-17	4.702891214370058e-16	7.826380788051097e-18	7.955116435413963e-16	1.5135959361454563e-17	9.78261677746115e-16	2.0346403385506012e-17	9.979510016365738e-16	1.6914065578062152e-17	3.034576157648706e-16	2.1982853204146953e-17	nan	nan	nan	nan	nan	nan
56603.66849998889	1.0656971758890946e-15	2.7382849852144983e-17	4.702760124375064e-16	7.845583147046648e-18	7.951901369597399e-16	1.518083275997219e-17	9.782422862371286e-16	2.0436562036760297e-17	9.975832526057239e-16	1.7021182972790382e-17	3.015691671977743e-16	2.1957691815343682e-17	nan	nan	nan	nan	nan	nan
56603.71849998889	1.0639958194251818e-15	2.748966940918038e-17	4.702639824539816e-16	7.863209908767597e-18	7.948675178787979e-16	1.5220647669212715e-17	9.782195054543443e-16	2.05176873490528e-17	9.972126423589905e-16	1.711817438746636e-17	2.9969251416472e-16	2.1932358231232404e-17	nan	nan	nan	nan	nan	nan
56603.768499988895	1.062299463799148e-15	2.7580112743969475e-17	4.702529855831033e-16	7.879230266047844e-18	7.945438902111804e-16	1.5255257719244282e-17	9.781933084279679e-16	2.05895240607674e-17	9.968393078650225e-16	1.7204739817281678e-17	2.9782758180063427e-16	2.190669581475784e-17	nan	nan	nan	nan	nan	nan
56603.8184999889	1.060608032287814e-15	2.7653761877418463e-17	4.702429759143437e-16	7.893620033079038e-18	7.942193578603845e-16	1.5284535589416634e-17	9.781636680219652e-16	2.0651846480512103e-17	9.964633860736876e-16	1.72806100838636e-17	2.959742952587068e-16	2.188057193628978e-17	nan	nan	nan	nan	nan	nan
56603.8684999889	1.0589214481999285e-15	2.771024041500617e-17	4.702339075293426e-16	7.906361710436508e-18	7.938940247222716e-16	1.5308372988192965e-17	9.781305569334281e-16	2.0704458168981163e-17	9.960850139167882e-16	1.7345545827167e-17	2.9413257968364803e-16	2.1853879199009204e-17	nan	nan	nan	nan	nan	nan
56603.918499988904	1.0572396348751214e-15	2.7749212700007136e-17	4.702257345011717e-16	7.91744455687569e-18	7.935679946845423e-16	1.5326680681867424e-17	9.780939476920819e-16	2.0747191731055415e-17	9.957043283078257e-16	1.739933667409359e-17	2.9230236023843154e-16	2.1826536516199e-17	nan	nan	nan	nan	nan	nan
56603.96849998891	1.0555625156828406e-15	2.7770383180606964e-17	4.702184108936759e-16	7.926864668712402e-18	7.93241371627944e-16	1.5339388576278043e-17	9.780538126596316e-16	2.0779908723617068e-17	9.953214661444519e-16	1.744180058387351e-17	2.90483562071029e-16	2.1798489836246773e-17	nan	nan	nan	nan	nan	nan
56604.01849998891	1.0538900140213475e-15	2.777349599610083e-17	4.70211890760751e-16	7.934625067331455e-18	7.929142594265564e-16	1.5346445855309567e-17	9.780101240291655e-16	2.0802499684417126e-17	9.94936564307081e-16	1.7472783367535407e-17	2.886761103274553e-16	2.1769712771357406e-17	nan	nan	nan	nan	nan	nan
56604.06849998891	1.052222053316527e-15	2.7758334790251615e-17	4.702061281457236e-16	7.9407357952737e-18	7.925867619477433e-16	1.5347821180553518e-17	9.7796285382462e-16	2.0814884287418534e-17	9.945497596611008e-16	1.7492158382615445e-17	2.868799301830769e-16	2.1740206872351473e-17	nan	nan	nan	nan	nan	nan
56604.118499988916	1.05055855702102e-15	2.7724722760674317e-17	4.702010770805568e-16	7.945214021173604e-18	7.922589830537251e-16	1.534350295442127e-17	9.779119739001356e-16	2.0817011630263618e-17	9.94161189056459e-16	1.749982640369814e-17	2.850949467917357e-16	2.1710001767209955e-17	nan	nan	nan	nan	nan	nan
56604.16849998892	1.0488994486130343e-15	2.7672522955670967e-17	4.701966915852734e-16	7.948084153632393e-18	7.919310266008004e-16	1.5333499651216792e-17	9.778574559394883e-16	2.080886065989017e-17	9.937709893296041e-16	1.7495715672669933e-17	2.833210853196665e-16	2.1679154970626182e-17	nan	nan	nan	nan	nan	nan
56604.21849998892	1.0472446515953292e-15	2.760163883296468e-17	4.701929256671921e-16	7.949377963946795e-18	7.916029964406479e-16	1.5317840218102343e-17	9.777992714554892e-16	2.0790440742708116e-17	9.933792973021514e-16	1.74797821324418e-17	2.815582709298429e-16	2.1647751543637512e-17	nan	nan	nan	nan	nan	nan
56604.268499988924	1.0455940894941287e-15	2.751201509711607e-17	4.701897333202462e-16	7.949134717385657e-18	7.91274996420517e-16	1.5296574549679166e-17	9.777373917893425e-16	2.0761792386264976e-17	9.929862497840794e-16	1.7452009852358313e-17	2.7980642878589066e-16	2.161590344625184e-17	nan	nan	nan	nan	nan	nan
56604.31849998893	1.0439476858581321e-15	2.740363883676051e-17	4.701870685243257e-16	7.947401312512567e-18	7.90947130383863e-16	1.526977403832399e-17	9.776717881100725e-16	2.0722988119961236e-17	9.925919835718484e-16	1.741241165215228e-17	2.7806548406448066e-16	2.158374868697587e-17	nan	nan	nan	nan	nan	nan
56604.36849998893	1.042305364257452e-15	2.7276540986358276e-17	4.70184885244553e-16	7.944232427837471e-18	7.906195021704417e-16	1.5237532202881166e-17	9.776024314139445e-16	2.0674133542772893e-17	9.921966354512435e-16	1.73610299377155e-17	2.7633536193576124e-16	2.1551450149395083e-17	nan	nan	nan	nan	nan	nan
56604.41849998893	1.0406670482824807e-15	2.7130798141965678e-17	4.70183137430629e-16	7.939690674753335e-18	7.902922156173897e-16	1.5199965397522445e-17	9.775292925237428e-16	2.0615368546478057e-17	9.918003421966057e-16	1.729793776075715e-17	2.74615987570533e-16	2.151919423175091e-17	nan	nan	nan	nan	nan	nan
56604.468499988936	1.0390326615429298e-15	2.696653476551893e-17	4.701817790161034e-16	7.933846755484218e-18	7.899653745589226e-16	1.5157213602649333e-17	9.774523420882922e-16	2.0546868723252213e-17	9.914032405716716e-16	1.722324011875911e-17	2.72907286146119e-16	2.1487189133069108e-17	nan	nan	nan	nan	nan	nan
56604.51849998894	1.0374021276667605e-15	2.6783925818183084e-17	4.701807639177003e-16	7.926779624437511e-18	7.896390828277155e-16	1.5109441298076104e-17	9.773715505817191e-16	2.0468846966838368e-17	9.910054673315061e-16	1.7137075514923923e-17	2.7120918293833275e-16	2.1455658758259738e-17	nan	nan	nan	nan	nan	nan
56604.56849998894	1.0357753702990269e-15	2.6583199869856756e-17	4.701800460346458e-16	7.918576650968567e-18	7.893134442542691e-16	1.505683841908095e-17	9.772868883028805e-16	2.0381555276032774e-17	9.906071592210254e-16	1.703961779983141e-17	2.6952160786703706e-16	2.1424649752828092e-17	nan	nan	nan	nan	nan	nan
56604.618499988945	1.0341523131009892e-15	2.636464273855586e-17	4.701795792479472e-16	7.909333781204453e-18	7.889885626685281e-16	1.499962139369861e-17	9.771983253747753e-16	2.0285286769457964e-17	9.902084529774552e-16	1.6931078319256266e-17	2.67844497378549e-16	2.1393952002632476e-17	nan	nan	nan	nan	nan	nan
56604.66849998895	1.0325328797489355e-15	2.6128601722055156e-17	4.701793174197125e-16	7.899155696143811e-18	7.88664541899596e-16	1.4938034258937886e-17	9.771058317438155e-16	2.0180377919069415e-17	9.898094853301494e-16	1.6811708397242742e-17	2.661777883992449e-16	2.1363354273535953e-17	nan	nan	nan	nan	nan	nan
56604.71849998895	1.0309169939331308e-15	2.5875490492351482e-17	4.701792143924541e-16	7.888155962742652e-18	7.883414857764809e-16	1.487234985125121e-17	9.770093771792949e-16	2.0067211008827683e-17	9.89410393001702e-16	1.6681802184726793e-17	2.645214178724596e-16	2.133266699670349e-17	nan	nan	nan	nan	nan	nan
56604.76849998895	1.0293045793568975e-15	2.5605794732279163e-17	4.70179223988409e-16	7.87645717426561e-18	7.880194981283495e-16	1.4802871064572216e-17	9.769089312726722e-16	1.994621682225012e-17	9.890113127077767e-16	1.65416999093131e-17	2.6287532273500536e-16	2.1301724159045028e-17	nan	nan	nan	nan	nan	nan
56604.818499988956	1.0276955597353976e-15	2.5320078603748512e-17	4.701793000088536e-16	7.864191075560487e-18	7.876986827855914e-16	1.4729932166551732e-17	9.768044634369607e-16	1.9817877559412776e-17	9.886123811590781e-16	1.639179156062918e-17	2.6123943992369455e-16	2.1270385005503695e-17	nan	nan	nan	nan	nan	nan
56604.86849998896	1.0260898587946372e-15	2.5018992145470206e-17	4.701793962333587e-16	7.85149866841879e-18	7.873791435795008e-16	1.4653900159388134e-17	9.76695942906144e-16	1.968272997898118e-17	9.88213735060797e-16	1.623252105201899e-17	2.596137063851232e-16	2.123853536408633e-17	nan	nan	nan	nan	nan	nan
56604.91849998896	1.0244874002704537e-15	2.4703279707455205e-17	4.701794664191671e-16	7.838530291543666e-18	7.870609843430229e-16	1.4575176168661144e-17	9.765833387344026e-16	1.9541368754628687e-17	9.87815511113934e-16	1.606439089538816e-17	2.579980590684965e-16	2.1206088836036642e-17	nan	nan	nan	nan	nan	nan
56604.968499988965	1.022888107907365e-15	2.4373789535573455e-17	4.701794643004431e-16	7.825445669138068e-18	7.86744308911675e-16	1.4494196837512302e-17	9.764666197955656e-16	1.9394450026539148e-17	9.87417846015707e-16	1.5887967427572237e-17	2.5639243490736546e-16	2.1172987627533083e-17	nan	nan	nan	nan	nan	nan
56605.01849998897	1.0212919054577489e-15	2.4031484623906616e-17	4.701793435876258e-16	7.81241392143043e-18	7.864292211233874e-16	1.4411435698574083e-17	9.763457547823988e-16	1.9242695117799753e-17	9.870208764602662e-16	1.570388662204308e-17	2.5479677086071904e-16	2.1139203211658344e-17	nan	nan	nan	nan	nan	nan
56605.06849998897	1.0196987166803862e-15	2.3677454950332207e-17	4.701790579666852e-16	7.799613530014002e-18	7.861158248194085e-16	1.4327404488839065e-17	9.762207122060245e-16	1.9086894371685478e-17	9.866247391396683e-16	1.5512860510335124e-17	2.5321100387123983e-16	2.1104736644653412e-17	nan	nan	nan	nan	nan	nan
56605.118499988974	1.0181084653398257e-15	2.331293120186135e-17	4.701785610984684e-16	7.787232250345317e-18	7.858042238444793e-16	1.424265436535897e-17	9.760914603951353e-16	1.892791104842947e-17	9.86229570743744e-16	1.531568422666034e-17	2.51635070898569e-16	2.1069618729888777e-17	nan	nan	nan	nan	nan	nan
56605.16849998898	1.0165210752050449e-15	2.2939300072761522e-17	4.701778066179704e-16	7.775466963307602e-18	7.854945220475639e-16	1.4157776971460304e-17	9.759579674954727e-16	1.876668519909726e-17	9.858355079617158e-16	1.511324366699792e-17	2.5006890889191173e-16	2.1033909851372617e-17	nan	nan	nan	nan	nan	nan
56605.21849998898	1.0149364700486054e-15	2.2558121179995173e-17	4.701767481336881e-16	7.764523457504375e-18	7.851868232820396e-16	1.4073405293709512e-17	9.758202014690445e-16	1.8604237408936268e-17	9.8544268748215e-16	1.49065237247523e-17	2.485124548096047e-16	2.099769953681754e-17	nan	nan	nan	nan	nan	nan
56605.26849998898	1.0133545736453473e-15	2.2171145573059498e-17	4.70175339226863e-16	7.754616133839707e-18	7.848812314065388e-16	1.3990214241436544e-17	9.756781300935142e-16	1.8441672273062065e-17	9.850512459939356e-16	1.4696617021166597e-17	2.4696564560672327e-16	2.096110584570735e-17	nan	nan	nan	nan	nan	nan
56605.318499988985	1.0117753097715474e-15	2.1780335716368256e-17	4.701735334508359e-16	7.745967623987288e-18	7.84577850285187e-16	1.3908920869533083e-17	9.755317209615124e-16	1.8280181433831402e-17	9.846613201868929e-16	1.4484732992605713e-17	2.4542841824682223e-16	2.0924274363276677e-17	nan	nan	nan	nan	nan	nan
