MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_z	sdss_z_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56038.376499988306	1.9031444833626407e-15	6.151419038701378e-16	3.2285953864811894e-15	6.208893194020876e-17	4.146207495595581e-15	9.832280643093575e-17	4.413883581333465e-15	1.3551228526749905e-16	1.9568654977256827e-15	5.062315661781737e-17	2.91947456136987e-15	1.2950589677729034e-16	1.4608769594489548e-15	2.9405624565334374e-17	1.0499057763099352e-15	5.499299413761007e-17	1.1262423733784245e-15	2.117760515005957e-17	1.3076152549953374e-15	7.865068734996295e-17	4.1511355802051e-15	1.807328368017824e-16
56038.42649998831	1.9027861822388478e-15	6.126319965631201e-16	3.2252860593912237e-15	6.197142585089719e-17	4.141467823140772e-15	9.80385849232929e-17	4.408952470252273e-15	1.3502603809420227e-16	1.9543417039808503e-15	5.0463486944857804e-17	2.9194981366452686e-15	1.3122128938841002e-16	1.4595893606951496e-15	2.227783820704023e-17	1.0493322344836363e-15	5.552922661231971e-17	1.1254902755929237e-15	2.1178776410509668e-17	1.3075513220724915e-15	7.942949974076534e-17	4.147645765658392e-15	1.8334903502475457e-16
56038.47649998831	1.9024276919062288e-15	6.097305985364509e-16	3.221991761871681e-15	6.183953583816212e-17	4.136758423844719e-15	9.772534776846762e-17	4.40406942396956e-15	1.3448722790097218e-16	1.951835637087455e-15	5.028702459977464e-17	nan	nan	1.4583161604430916e-15	1.9827786062759006e-17	nan	nan	1.124733989994148e-15	2.1180242417134235e-17	nan	nan	nan	nan
56038.526499988315	1.902067970909225e-15	6.064392674318229e-16	3.2187124462164477e-15	6.169338592549952e-17	4.132079311043344e-15	9.738335668507486e-17	4.399235022472709e-15	1.3389627979102386e-16	1.9493472504531234e-15	5.0093915396877636e-17	nan	nan	1.4570589753392031e-15	2.3906830009422516e-17	nan	nan	1.1239736335386667e-15	2.11819824154898e-17	nan	nan	nan	nan
56038.57649998832	1.9017059669065954e-15	6.027598027620162e-16	3.215448064746698e-15	6.153311233650677e-17	4.12743049812085e-15	9.701289902183598e-17	4.394449845871634e-15	1.3325366455490824e-16	1.946876497506029e-15	4.988432002740696e-17	nan	nan	1.4558177353214177e-15	3.179482561077618e-17	nan	nan	1.1232093323404782e-15	2.1183944486172308e-17	nan	nan	nan	nan
56038.62649998832	1.9013406165151073e-15	5.9869425071473105e-16	3.2121985697966927e-15	6.135886366413229e-17	4.122811998519591e-15	9.661428826893261e-17	4.3897144743896915e-15	1.3255989978012035e-16	1.94442333171505e-15	4.9658414388662835e-17	nan	nan	1.4545920810870232e-15	4.101486816889578e-17	nan	nan	1.1224412132861785e-15	2.118608086658247e-17	nan	nan	nan	nan
56038.67649998832	1.900970845152559e-15	5.942449096460723e-16	3.2089639137280916e-15	6.117080106982991e-17	4.118223825738312e-15	9.618786463816145e-17	4.385029488376603e-15	1.3181555109310905e-16	1.9419877065692244e-15	4.941638993752791e-17	nan	nan	1.4533816474819314e-15	5.05400834792619e-17	nan	nan	1.1216694032734636e-15	2.118835148094215e-17	nan	nan	nan	nan
56038.72649998833	1.900595566878323e-15	5.894143363237668e-16	3.205744048919556e-15	6.09690984880847e-17	4.11366599331875e-15	9.573399566688795e-17	4.38039546830538e-15	1.310212335205459e-16	1.939569575585115e-15	4.9158454084940364e-17	nan	nan	1.4521860634531904e-15	5.995411246484061e-17	nan	nan	1.1208940292051992e-15	2.1190724101365344e-17	nan	nan	nan	nan
56038.77649998833	1.900213684232619e-15	5.842053529898677e-16	3.202538927770995e-15	6.075394285314346e-17	4.109138514867141e-15	9.525307689603217e-17	4.3758129947690064e-15	1.3017761300525975e-16	1.9371688923114607e-15	4.8884830625618607e-17	nan	nan	1.4510049519997815e-15	6.905966362246808e-17	nan	nan	1.1201152179687412e-15	2.1193174425878602e-17	nan	nan	nan	nan
56038.82649998833	1.899824088074165e-15	5.786210553252396e-16	3.199348502703568e-15	6.052553434259049e-17	4.104641404033418e-15	9.474553259543704e-17	4.371282648493348e-15	1.2928540805152798e-16	1.9347856103264646e-15	4.8595760203012814e-17	nan	nan	1.4498379301229926e-15	7.774696070040841e-17	nan	nan	1.1193330964620898e-15	2.1195686139827693e-17	nan	nan	nan	nan
56038.876499988335	1.8994256574155428e-15	5.726648214112597e-16	3.196172726160243e-15	6.028408663440748e-17	4.10017467453589e-15	9.421181654379034e-17	4.366805010329741e-15	1.2834539154724308e-16	1.932419683231201e-15	4.829150081829681e-17	nan	nan	1.4486846087755866e-15	8.594627473266559e-17	nan	nan	1.1185477915797476e-15	2.1198250932214427e-17	nan	nan	nan	nan
56038.92649998834	1.8990172592578443e-15	5.663403218011781e-16	3.1930115506031133e-15	6.002982718035724e-17	4.095738340125285e-15	9.365241287114316e-17	4.362380661258442e-15	1.273583927458939e-16	1.9300710646550454e-15	4.797232837835036e-17	nan	nan	1.4475445928098622e-15	9.360863878253195e-17	nan	nan	1.117759430220323e-15	2.1200868506783893e-17	nan	nan	nan	nan
56038.97649998834	1.8985977484223576e-15	5.596515308326176e-16	3.189864928510375e-15	5.976299749953631e-17	4.091332414626697e-15	9.306783696420359e-17	4.3580101823922065e-15	1.2632529943469733e-16	1.9277397082634265e-15	4.7638537290374254e-17	nan	nan	1.4464174809251187e-15	1.0069711794123912e-16	nan	nan	1.116968139272997e-15	2.1203546484866325e-17	nan	nan	nan	nan
56039.026499988344	1.898165967381407e-15	5.526027393357509e-16	3.1867328123899755e-15	5.948385348676776e-17	4.086956911906452e-15	9.245863642359937e-17	4.3536941549729705e-15	1.2524706029607163e-16	1.9254255677407685e-15	4.7290441100189214e-17	nan	nan	1.4453028656136767e-15	1.0718248083403591e-16	nan	nan	1.1161740456359211e-15	2.120630036071294e-17	nan	nan	nan	nan
56039.07649998835	1.897720746087102e-15	5.451985689196966e-16	3.1836151547581375e-15	5.919266573412454e-17	4.082611845896781e-15	9.182539210531933e-17	4.349433160377984e-15	1.2412468748644081e-16	1.9231285968032856e-15	4.6928373185010574e-17	nan	nan	1.4442003331061483e-15	1.1304088383683063e-16	nan	nan	1.1153772761984285e-15	2.120915336175258e-17	nan	nan	nan	nan
56039.12649998835	1.8972609017981795e-15	5.374439880519906e-16	3.1805119081662015e-15	5.888971987548847e-17	4.0782972305655105e-15	9.116871921379651e-17	4.3452277801235224e-15	1.2295925943581404e-16	1.9208487491954907e-15	4.655268748637442e-17	nan	nan	1.443109463315638e-15	1.1825255023301761e-16	nan	nan	1.1145779578538053e-15	2.1212136293962335e-17	nan	nan	nan	nan
56039.17649998835	1.8967852389049852e-15	5.293443301865633e-16	3.1774230251696454e-15	5.85753169391003e-17	4.0740130799491906e-15	9.048926846592834e-17	4.341078595861944e-15	1.217519238890171e-16	1.9185859786874848e-15	4.616375931104953e-17	nan	nan	1.4420298297810029e-15	1.2280097506103007e-16	nan	nan	1.1137762174989873e-15	2.1215287348121797e-17	nan	nan	nan	nan
56039.226499988355	1.896292548753018e-15	5.209053142433939e-16	3.1743484583564938e-15	5.824977372132623e-17	4.069759408138998e-15	8.978772733596721e-17	4.336986189373888e-15	1.20503901213511e-16	1.9163402390765045e-15	4.576198617616455e-17	nan	nan	1.440960999608902e-15	1.2667242438467738e-16	nan	nan	1.1129721820192017e-15	2.1218651854651418e-17	nan	nan	nan	nan
56039.27649998836	1.8957816094639263e-15	5.12133067801587e-16	3.1712881603289734e-15	5.791342316945661e-17	4.065536229265228e-15	8.90648213578658e-17	4.332951142595902e-15	1.1921648797845593e-16	1.9141114841911884e-15	4.534778871507443e-17	nan	nan	1.439902533414994e-15	1.2985560839430632e-16	nan	nan	1.1121659783127526e-15	2.1222282040572775e-17	nan	nan	nan	nan
56039.32649998836	1.8952511857553418e-15	5.030341534392574e-16	3.168242083707989e-15	5.756661478743286e-17	4.061343557533246e-15	8.832131550925809e-17	4.328974037594605e-15	1.1789106084211544e-16	1.9118996678834355e-15	4.49216116465335e-17	nan	nan	1.438853985264009e-15	1.3234146239888406e-16	nan	nan	1.1113577332745989e-15	2.1226236686310642e-17	nan	nan	nan	nan
56039.376499988364	1.8947000287582085e-15	4.936155987407499e-16	3.165210181138714e-15	5.72097150396749e-17	4.057181407178371e-15	8.75580156673658e-17	4.325055456585488e-15	1.1652908074444388e-16	1.9097047440342203e-15	4.448392480181156e-17	nan	nan	1.4378149026089808e-15	1.3412299822943892e-16	nan	nan	1.110547573789512e-15	2.1230580800501262e-17	nan	nan	nan	nan
56039.42649998837	1.894126875832655e-15	4.838849305993588e-16	3.1621924052815324e-15	5.684310777897252e-17	4.0530497925190955e-15	8.677577012694578e-17	4.321195981929335e-15	1.1513209744943212e-16	1.9075266665547556e-15	4.4035224216982015e-17	nan	nan	1.4367848262289194e-15	1.3519520413813183e-16	nan	nan	1.1097356267579242e-15	2.1235385253602702e-17	nan	nan	nan	nan
56039.47649998837	1.8935304503814093e-15	4.738502145767661e-16	3.1591887088209853e-15	5.64671946743091e-17	4.048948727901052e-15	8.597547119678843e-17	4.317396196121479e-15	1.1370175443682878e-16	1.9053653893764126e-15	4.357603328610149e-17	nan	nan	1.4357632901661157e-15	1.3555498022455145e-16	nan	nan	1.1089220190601978e-15	2.124072631120204e-17	nan	nan	nan	nan
56039.52649998837	1.8929094616619027e-15	4.63520100244734e-16	3.1561990444572716e-15	5.608239565357505e-17	4.044878227734716e-15	8.515805686761057e-17	4.313656681824284e-15	1.1223979417234953e-16	1.903220866468555e-15	4.310690398200744e-17	nan	nan	1.4347498216618622e-15	1.352011018719356e-16	nan	nan	1.108106877599046e-15	2.1246685207898273e-17	nan	nan	nan	nan
56039.576499988376	1.8922626045956374e-15	4.529038736402103e-16	3.153223364912622e-15	5.568914934283307e-17	4.040838306491889e-15	8.432451251827032e-17	4.3099780218354334e-15	1.1074806377589357e-16	1.901093051810626e-15	4.2628418133287326e-17	nan	nan	1.4337439410913265e-15	1.3413420728851214e-16	nan	nan	1.1072903292560468e-15	2.1253347647623576e-17	nan	nan	nan	nan
56039.62649998838	1.89158855957617e-15	4.4201151822099804e-16	3.1502616229272736e-15	5.528791350852264e-17	4.0368289786845476e-15	8.347587270495298e-17	4.306360799105448e-15	1.0922852108618565e-16	1.8989818994278143e-15	4.21411887713172e-17	nan	nan	1.4327451618972447e-15	1.3235680796721163e-16	nan	nan	1.1064725009019823e-15	2.1260803135731805e-17	nan	nan	nan	nan
56039.67649998838	1.890885992274716e-15	4.308537860317934e-16	3.147313771258575e-15	5.4879165500107726e-17	4.032850258886696e-15	8.261322297291647e-17	4.3028055967380675e-15	1.0768324115954657e-16	1.89688736336159e-15	4.164586152761478e-17	nan	nan	1.4317529905227691e-15	1.2987332333645887e-16	nan	nan	1.1056535020022237e-15	2.12690876603687e-17	nan	nan	nan	nan
56039.726499988385	1.8901535534438112e-15	4.1944228119540516e-16	3.144379762692059e-15	5.4463402682579834e-17	4.0289021617343676e-15	8.173770172392089e-17	4.299312997990768e-15	1.061144231726208e-16	1.8948093976840494e-15	4.114311607952222e-17	nan	nan	1.4307669263428293e-15	1.2669014362337717e-16	nan	nan	1.1048333946530036e-15	2.127808546001266e-17	nan	nan	nan	nan
56039.77649998839	1.889389878718884e-15	4.077895583576606e-16	3.1414595500242173e-15	5.404114285626686e-17	4.024984701898131e-15	8.085050208265933e-17	4.2958835862773126e-15	1.0452439775469554e-16	1.8927479564878364e-15	4.063366765060594e-17	nan	nan	1.4297864615948353e-15	1.2281572863210875e-16	nan	nan	1.1040122329669983e-15	2.128765820600544e-17	nan	nan	nan	nan
56039.82649998839	1.888593588417628e-15	3.959092393651465e-16	3.1385530860701083e-15	5.3612924657574156e-17	4.021097894119043e-15	7.995287377431567e-17	4.292517945168015e-15	1.0291563471880533e-16	1.890702993900485e-15	4.01182685317145e-17	nan	nan	1.4288110813078125e-15	1.182607557309055e-16	nan	nan	1.1031900710470011e-15	2.1297671729945938e-17	nan	nan	nan	nan
56039.87649998839	1.8877632873375226e-15	3.838161522826309e-16	3.1356603236693937e-15	5.317930793823956e-17	4.017241753189967e-15	7.904612498312416e-17	4.289216658388455e-15	1.0129075116096954e-16	1.888674464071238e-15	3.959770962698647e-17	nan	nan	1.427840263231004e-15	1.1303833955460343e-16	nan	nan	1.1023669630102504e-15	2.1307996625092198e-17	nan	nan	nan	nan
56039.926499988396	1.8868975645508474e-15	3.7152649791203776e-16	3.132781215677729e-15	5.274087410319641e-17	4.0134162939524e-15	7.813162414534758e-17	4.285980309828815e-15	9.965251989232446e-17	1.886662321180353e-15	3.907282199278519e-17	nan	nan	1.426873477760605e-15	1.0716436201394201e-16	nan	nan	1.1015429629581702e-15	2.131850875303026e-17	nan	nan	nan	nan
56039.9764999884	1.885994993197852e-15	3.5905805032070447e-16	3.1299157149710135e-15	5.2298226415314597e-17	4.009621531310222e-15	7.721080167283129e-17	4.282809483538387e-15	9.800387810923377e-17	1.884666519427083e-15	3.854447836646499e-17	nan	nan	1.4259101878661706e-15	1.0065798071598768e-16	nan	nan	1.10071812500359e-15	2.1329089760481513e-17	nan	nan	nan	nan
56040.0264999884	1.885054130277398e-15	3.464303996010821e-16	3.127063774440914e-15	5.185199023750108e-17	4.0058574802085445e-15	7.628515153440822e-17	4.279704763728887e-15	9.634793621436228e-17	1.882687013043633e-15	3.801359462031176e-17	nan	nan	1.4249498490152437e-15	9.354244078825442e-17	nan	nan	1.099892503252191e-15	2.1339627505949264e-17	nan	nan	nan	nan
56040.076499988405	1.884073516435982e-15	3.336652472651583e-16	3.124225347003703e-15	5.140281321509595e-17	4.00212415566649e-15	7.535623267495047e-17	4.276666734774465e-15	9.468798663896734e-17	1.8807237562858563e-15	3.748113114289822e-17	nan	nan	1.423991909097249e-15	8.584643078260485e-17	nan	nan	1.099066151812849e-15	2.1350016489300415e-17	nan	nan	nan	nan
56040.12649998841	1.8830516757536156e-15	3.207867674320673e-16	3.12140038558818e-15	5.095136538192293e-17	3.998421572738073e-15	7.442567017851455e-17	4.2736959812164345e-15	9.302751247712458e-17	1.878776703436356e-15	3.6948094073662776e-17	nan	nan	1.4230358083459773e-15	7.760647330706532e-17	nan	nan	1.0982391247977844e-15	2.136015818190076e-17	nan	nan	nan	nan
56040.17649998841	1.881987115528332e-15	3.078220504132005e-16	3.118588843144839e-15	5.0498339165529805e-17	3.994749746551315e-15	7.349515615265969e-17	4.270793087764801e-15	9.137019568206254e-17	1.876845808805259e-15	3.6415536353772376e-17	nan	nan	1.4220809792609987e-15	6.887142055294654e-17	nan	nan	1.09741147630979e-15	2.1369961431337814e-17	nan	nan	nan	nan
56040.226499988414	1.880878326057785e-15	2.9480164953182735e-16	3.1157906726444187e-15	5.004444929158048e-17	3.991108692264197e-15	7.256645020970646e-17	4.2679586393037706e-15	8.971992450093269e-17	1.8749310267247904e-15	3.58845585204051e-17	nan	nan	1.4211268465280079e-15	5.971158364874838e-17	nan	nan	1.096583260462455e-15	2.1379342683682518e-17	nan	nan	nan	nan
56040.27649998842	1.8797237804190447e-15	2.8176025705388168e-16	3.1130058270723084e-15	4.959043255910946e-17	3.987498425115052e-15	7.164137948806244e-17	4.265193220876142e-15	8.808079977020846e-17	1.873032311557413e-15	3.535630916922672e-17	nan	nan	1.4201728269378436e-15	5.0239065350941296e-17	nan	nan	1.0957545313576603e-15	2.138822628179923e-17	nan	nan	nan	nan
56040.32649998842	1.878521934245465e-15	2.6873754079211624e-16	3.1102342594359302e-15	4.913704746286353e-17	3.9839189603813334e-15	7.07218380901655e-17	4.2624974177014674e-15	8.645713955668005e-17	1.8711496176904008e-15	3.483198500510082e-17	nan	nan	1.4192183293043782e-15	4.0658306898595114e-17	nan	nan	1.0949253431070175e-15	2.1396544690926907e-17	nan	nan	nan	nan
56040.37649998842	1.87727122550185e-15	2.557791787075961e-16	3.1074759227585856e-15	4.868507365488682e-17	3.980370313396531e-15	6.980978583953506e-17	4.259871815177973e-15	8.485348155761572e-17	1.8692828995331254e-15	3.4312830364340603e-17	nan	nan	1.4182627543811944e-15	3.1407795047649144e-17	nan	nan	1.0940957498177297e-15	2.140423866946931e-17	nan	nan	nan	nan
56040.426499988425	1.875970074256718e-15	2.4293813328903884e-16	3.1047307700842686e-15	4.823531121672235e-17	3.976852499551933e-15	6.890724622173675e-17	4.257316998877058e-15	8.327458254647908e-17	1.8674321115286855e-15	3.380013610753322e-17	nan	nan	1.4173054947770663e-15	2.3584685194220963e-17	nan	nan	1.093265805601409e-15	2.141125747400532e-17	nan	nan	nan	nan
56040.47649998843	1.8746168824522402e-15	2.302762077111274e-16	3.101998754472518e-15	4.778857970391294e-17	3.973365534296977e-15	6.801630335888632e-17	4.254833554535622e-15	8.172541403576443e-17	1.8655972081387883e-15	3.329523774590436e-17	nan	nan	1.4163459348702876e-15	1.9816969149914806e-17	nan	nan	1.0924355645602403e-15	2.1417558943865514e-17	nan	nan	nan	nan
56040.52649998843	1.8732100336722456e-15	2.178659160185495e-16	3.099279829002332e-15	4.734571696733588e-17	3.969909433132556e-15	6.713909789571438e-17	4.252422068085223e-15	8.021115319173608e-17	1.863778143851115e-15	3.279951267160481e-17	nan	nan	1.4153835675777887e-15	2.2727622689740647e-17	nan	nan	1.0916050808055316e-15	2.1423109624160043e-17	nan	nan	nan	nan
56040.576499988434	1.8717478929068835e-15	2.0579266934455066e-16	3.0965739467725052e-15	4.690757769397142e-17	3.966484211607496e-15	6.627782163351823e-17	4.2500831256257356e-15	7.873716796516975e-17	1.8619748731843606e-15	3.2314376323531835e-17	nan	nan	1.4144184544279268e-15	3.018227822487131e-17	nan	nan	1.090774408445398e-15	2.1427884860224235e-17	nan	nan	nan	nan
56040.62649998844	1.8702288063156222e-15	1.9415721149654932e-16	3.0938810608969304e-15	4.647503166406549e-17	3.963089885335819e-15	6.543471073082943e-17	4.247817313445296e-15	7.7308995270231e-17	1.8601873506769914e-15	3.184127716023563e-17	nan	nan	1.413450826349969e-15	3.931832955235067e-17	nan	nan	1.089943601584153e-15	2.1431868810707404e-17	nan	nan	nan	nan
56040.67649998844	1.8686511009873067e-15	1.8307810227964892e-16	3.091201124511533e-15	4.604896168424359e-17	3.959726469981592e-15	6.461203734067796e-17	4.2456252180070064e-15	7.59323110570928e-17	1.858415530894223e-15	3.1381690255946736e-17	nan	nan	1.4124809059894811e-15	4.888069110150247e-17	nan	nan	1.0891127143359939e-15	2.1435054465206898e-17	nan	nan	nan	nan
56040.72649998844	1.8670130846976984e-15	1.726938090784029e-16	3.0885340907642044e-15	4.563026116989867e-17	3.956393981264216e-15	6.381209953074875e-17	4.243507425965049e-15	7.461289110700335e-17	1.8566593684307338e-15	3.0937109395428786e-17	nan	nan	1.4115089076974358e-15	5.837472304225273e-17	nan	nan	1.0882818008047778e-15	2.1437443652451526e-17	nan	nan	nan	nan
56040.776499988446	1.8653130456645386e-15	1.631635944879295e-16	3.0858799128266582e-15	4.521983137073528e-17	3.953092434960183e-15	6.303720933754018e-17	4.241464524151638e-15	7.335656154617599e-17	1.854918817900199e-15	3.050903752062695e-17	nan	nan	1.4105350375678576e-15	6.757520279644131e-17	nan	nan	1.0874509150955788e-15	2.143904700713802e-17	nan	nan	nan	nan
56040.82649998845	1.8635492523001253e-15	1.546658946421629e-16	3.083238543884141e-15	4.481857819063414e-17	3.9498218468949745e-15	6.228967884659622e-17	4.239497099600555e-15	7.216913825322715e-17	1.8531938339457554e-15	3.009897543525738e-17	nan	nan	1.4095594934741005e-15	7.636121179511106e-17	nan	nan	1.086620111319857e-15	2.1439883869325728e-17	nan	nan	nan	nan
56040.87649998845	1.86171995296096e-15	1.4739241732815385e-16	3.0806099371422537e-15	4.442740860457936e-17	3.946582232957155e-15	6.157180424898827e-17	4.237605739513384e-15	7.105635479877173e-17	1.8514843712357402e-15	2.970840869320204e-17	nan	nan	1.4085824651040877e-15	8.465815451425756e-17	nan	nan	1.0857894435834468e-15	2.14399822359719e-17	nan	nan	nan	nan
56040.926499988454	1.8598233756949937e-15	1.4153614539608364e-16	3.0779940458247152e-15	4.4047226649417227e-17	3.943373609083573e-15	6.088584781490702e-17	4.235791031302227e-15	7.002377899558109e-17	1.849790384460199e-15	2.933879267890461e-17	nan	nan	1.4076041339942886e-15	9.241482114797715e-17	nan	nan	1.0849589659959832e-15	2.143937857217651e-17	nan	nan	nan	nan
56040.97649998846	1.8578577279861006e-15	1.3727245247147034e-16	3.0753908231659815e-15	4.367892898339533e-17	3.940195991271696e-15	6.02340178403769e-17	4.234053562553896e-15	6.90767189294537e-17	1.848111828333214e-15	2.899153594136855e-17	nan	nan	1.4066246735622228e-15	9.959323530149446e-17	nan	nan	1.0841287326671022e-15	2.143811776506179e-17	nan	nan	nan	nan
56041.02649998846	1.8558213209867175e-15	1.3472966193522473e-16	3.072800219378718e-15	4.3323368204530514e-17	3.937049367900875e-15	5.961835804900631e-17	4.23239381159604e-15	6.821989416794541e-17	1.8464486427062924e-15	2.8667923305072604e-17	nan	nan	1.4056442491382485e-15	1.0616371394951585e-16	nan	nan	1.0832987976986842e-15	2.1436252831944543e-17	nan	nan	nan	nan
56041.07649998846	1.8537149417633816e-15	1.3386317797579765e-16	3.0702221235179907e-15	4.2980742011721015e-17	3.933933172416505e-15	5.903903766949297e-17	4.23081006122257e-15	6.745303273166266e-17	1.8448004686652235e-15	2.836798149146914e-17	nan	nan	1.404663017995853e-15	1.1210226634379253e-16	nan	nan	1.0824692152031019e-15	2.1433844785223684e-17	nan	nan	nan	nan
56041.126499988466	1.8515416654148314e-15	1.34463455191731e-16	3.067656368082785e-15	4.265064063503597e-17	3.930846325124957e-15	5.849448201148654e-17	4.229298564043375e-15	6.677119671949174e-17	1.843166671038707e-15	2.8090564879585425e-17	nan	nan	1.4036811293804207e-15	1.1738913090075898e-16	nan	nan	1.081640039288166e-15	2.143096236856849e-17	nan	nan	nan	nan
56041.17649998847	1.8493046333949302e-15	1.3627549846808124e-16	3.065102783477109e-15	4.233261803720566e-17	3.9277877270709384e-15	5.798296906230944e-17	4.2278554965147345e-15	6.616888336839846e-17	1.8415466042945185e-15	2.783441383693018e-17	nan	nan	1.4026987245377071e-15	1.2200790515751483e-16	nan	nan	1.080811324060015e-15	2.1427681779672728e-17	nan	nan	nan	nan
56041.22649998847	1.8470069671790426e-15	1.3902906664209284e-16	3.0625612001100066e-15	4.2026218082166436e-17	3.924756279373162e-15	5.750270875280869e-17	4.226477035248706e-15	6.564026674113799e-17	1.839939622915164e-15	2.7598210230748597e-17	nan	nan	1.4017159367398958e-15	1.2594500384062949e-16	nan	nan	1.0799831236260032e-15	2.1424086382136207e-17	nan	nan	nan	nan
56041.276499988475	1.8446517687448397e-15	1.4246110172852066e-16	3.060031448410426e-15	4.173097853653101e-17	3.921750883183472e-15	5.705186081110566e-17	4.225159357027451e-15	6.517928559367573e-17	1.838345081411062e-15	2.7380592491680166e-17	nan	nan	1.4007328913116917e-15	1.291893084632981e-16	nan	nan	1.079155492097287e-15	2.1420266361521405e-17	nan	nan	nan	nan
56041.32649998848	1.842242121050674e-15	1.4633073189238254e-16	3.0575133588259944e-15	4.144643504005608e-17	3.918770439701291e-15	5.662855271322712e-17	4.22389863877791e-15	6.477973219944262e-17	1.836762334306976e-15	2.7180170820502768e-17	nan	nan	1.3997497056542958e-15	1.3173193448804534e-16	nan	nan	1.0783284835828936e-15	2.1416318322084308e-17	nan	nan	nan	nan
56041.37649998848	1.8397810885109823e-15	1.5042678529535078e-16	3.055006761816753e-15	4.117212504194479e-17	3.915813850165159e-15	5.623089751873754e-17	4.222691057571296e-15	6.443533947627557e-17	1.835190736148991e-15	2.6995542256796814e-17	nan	nan	1.398766489268657e-15	1.3356607435057986e-16	nan	nan	1.0775021521850077e-15	2.1412344929886905e-17	nan	nan	nan	nan
56041.42649998848	1.837271717469866e-15	1.5456962881501866e-16	3.0525114878618668e-15	4.090759166641599e-17	3.912880015873884e-15	5.585701134133928e-17	4.221532790612343e-15	6.413986418893626e-17	1.8336296414979225e-15	2.682530533148873e-17	nan	nan	1.3977833437774496e-15	1.3468689210102624e-16	nan	nan	1.0766765520208678e-15	2.140845443861876e-17	nan	nan	nan	nan
56041.47649998849	1.8347170366716078e-15	1.586095323024364e-16	3.0500273674536983e-15	4.065238748439334e-17	3.909967838135787e-15	5.5505030271647065e-17	4.220420015218849e-15	6.388716435547309e-17	1.8320784049397857e-15	2.6668074111764215e-17	nan	nan	1.3968003629458465e-15	1.350914553512256e-16	nan	nan	1.075851737187945e-15	2.1404760208615468e-17	nan	nan	nan	nan
56041.52649998849	1.832120057729225e-15	1.6242334501974681e-16	3.0475542310970243e-15	4.0406078174708095e-17	3.907076218324391e-15	5.5173126555064274e-17	4.21934890882909e-15	6.367126954736878e-17	1.830536381064085e-15	2.6522491436123206e-17	nan	nan	1.3958176327010153e-15	1.347786961937834e-16	nan	nan	1.0750277618028689e-15	2.1401380183688047e-17	nan	nan	nan	nan
56041.57649998849	1.8294837755905243e-15	1.6591065432870469e-16	3.0450919093197723e-15	4.016824605775651e-17	3.904204057834363e-15	5.4859523922129467e-17	4.2183156489701045e-15	6.348644321012955e-17	1.8290029244820337e-15	2.638724119403577e-17	nan	nan	1.3948352311506645e-15	1.3374939664817203e-16	nan	nan	1.0742046799701056e-15	2.1398436307068868e-17	nan	nan	nan	nan
56041.626499988495	1.8268111690020606e-15	1.6899007447704485e-16	3.0426402326581457e-15	3.9938493468483537e-17	3.901350258101251e-15	5.456251189648663e-17	4.21731641327176e-15	6.332723663056002e-17	1.8274773898168635e-15	2.6261059577264606e-17	nan	nan	1.3938532286002659e-15	1.3200619704405713e-16	nan	nan	1.0733825457857578e-15	2.1396053887608433e-17	nan	nan	nan	nan
56041.6764999885	1.8241052009706965e-15	1.7159596155980772e-16	3.040199031662999e-15	3.97164459858014e-17	3.8985137205792854e-15	5.4280459072395676e-17	4.2163473794406626e-15	6.318853453284178e-17	1.8259591317026604e-15	2.6142745211311305e-17	nan	nan	1.3928716875690076e-15	1.2955362825861715e-16	nan	nan	1.0725614026166936e-15	2.1394300452586277e-17	nan	nan	nan	nan
56041.7264999885	1.8213688192230383e-15	1.7367564639535976e-16	3.0377681369006207e-15	3.950175546543222e-17	3.895693346764631e-15	5.401182523315838e-17	4.21540472525325e-15	6.306559265439806e-17	1.824447504787855e-15	2.6031168164692988e-17	nan	nan	1.3918906628048457e-15	1.2639817143979298e-16	nan	nan	1.0717412646578112e-15	2.1393081222949625e-17	nan	nan	nan	nan
56041.776499988504	1.8186049566630094e-15	1.751871730758297e-16	3.035347378953292e-15	3.9294102891252207e-17	3.892888038179535e-15	5.37551723530691e-17	4.214484628548632e-15	6.295406782621329e-17	1.8229418637235916e-15	2.5925277843410356e-17	nan	nan	1.390910201298171e-15	1.2254835241968463e-16	nan	nan	1.0709221411808854e-15	2.1392276556402085e-17	nan	nan	nan	nan
56041.82649998851	1.8158165318268905e-15	1.7609748658674613e-16	3.032936588413696e-15	3.90932010326544e-17	3.8900966963589325e-15	5.350917442291876e-17	4.213583267218609e-15	6.285004129421017e-17	1.8214415631772954e-15	2.5824109791105965e-17	nan	nan	1.3899303422943722e-15	1.1801488339072494e-16	nan	nan	1.0701040414479607e-15	2.1391770348627e-17	nan	nan	nan	nan
56041.87649998851	1.813006449337011e-15	1.763810004648471e-16	3.030535595887823e-15	3.8898796880918086e-17	3.8873182228782866e-15	5.327262611525864e-17	4.212696819191819e-15	6.275003604261663e-17	1.819945957822596e-15	2.5726791443525828e-17	nan	nan	1.3889511173052149e-15	1.1281087322681208e-16	nan	nan	1.0692869747254902e-15	2.1391450626214136e-17	nan	nan	nan	nan
