MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
53269.00289999993	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.05289999993	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.10289999993	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.152899999935	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.20289999994	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.25289999994	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.302899999944	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.35289999995	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.40289999995	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.45289999995	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.502899999956	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.55289999996	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.60289999996	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.652899999965	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.70289999997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.75289999997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.80289999997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.852899999976	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.90289999998	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53269.95289999998	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53270.002899999985	6.152452216206945e-14	4.393852805627496e-16	nan	nan	nan	nan	nan	nan	nan	nan
53270.05289999999	6.411636575760688e-14	4.253927641015692e-16	nan	nan	2.1678411998417268e-14	1.7540071622303018e-17	nan	nan	3.2791101285171074e-14	9.60246886659279e-17
53270.10289999999	6.671226685388423e-14	4.173628258723175e-16	nan	nan	2.425642089026049e-14	1.8862144693766392e-17	nan	nan	3.497685660262731e-14	9.428169374868391e-17
53270.152899999994	6.930658395363557e-14	4.1511793341133773e-16	nan	nan	2.6690013677602698e-14	2.2000470165650786e-17	nan	nan	3.714070210637694e-14	9.656278365507086e-17
53270.2029	7.189454730748704e-14	4.1824624124815404e-16	nan	nan	2.89501780857615e-14	2.5492995681417744e-17	nan	nan	3.927209303134116e-14	1.0190364733861416e-16
53270.2529	7.44721994788626e-14	4.261567510510573e-16	nan	nan	3.1020330407968714e-14	2.880472969225976e-17	nan	nan	4.1363149425913646e-14	1.0929241995297175e-16
53270.3029	7.703602554772935e-14	4.381590706428114e-16	nan	nan	3.290242453928858e-14	3.174363813980371e-17	nan	nan	4.340736761253442e-14	1.1790045946987578e-16
53270.352900000005	7.958296447659448e-14	4.53538395404791e-16	nan	nan	3.4603514011862585e-14	3.430962879976799e-17	nan	nan	4.54008712215041e-14	1.2712036022790945e-16
53270.40290000001	8.211061553984051e-14	4.716104710297204e-16	nan	nan	3.6131059957177164e-14	3.6612692499502e-17	nan	nan	4.734014133249927e-14	1.365537129490956e-16
