spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange	sdss_u'_fitflux	sdss_u'_fitfluxerr	sdss_u'_inrange	sdss_z_fitflux	sdss_z_fitfluxerr	sdss_z_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/2009jf_2009-10-20_02-22-55_ESO-NTT_EFOSC2-NTT_ESO-NTT.asci	55124.1	5.68800473969933e-15	5.4050885300891677e-17	True	2.130265241661603e-15	1.509751277269476e-17	True	3.621480236519513e-15	2.6000161736532363e-17	True	3.089139622228064e-15	6.990442703720741e-17	True	5.186879728139565e-15	3.774668047434871e-17	True	5.768952522571598e-15	1.2209993911783345e-16	True	2.6010055297294756e-15	3.4227088935684247e-17	True	2.555926821233595e-15	2.7170010856863764e-17	True	4.298392757276551e-15	5.764437581362854e-17	True	4.032071214177243e-15	4.117509281996596e-17	True	2.915574205629398e-15	1.9373635537914192e-16	True	2.4575868135076857e-15	9.795012036248727e-17	True	1.787567150947375e-15	2.5928272570805267e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN_2009jf_2009-10-21_06-51-50_Lick-3m_KAST_UCB-SNDB_0.flm	55125.29	5.325121284514926e-15	4.978467519092104e-17	True	2.1305783651760322e-15	1.6010458490141302e-17	True	3.61044646026072e-15	2.707836817245443e-17	True	2.809098774851104e-15	6.953272188970074e-17	True	5.083034877022357e-15	3.633167016817258e-17	True	5.580587383772733e-15	9.266690859333556e-17	True	2.599722415472053e-15	3.3759133444368015e-17	True	2.5592437563699523e-15	2.5604394167023334e-17	True	4.282306122993755e-15	5.659371207658253e-17	True	4.0153272747939915e-15	3.829156983194629e-17	True	2.6433784496342906e-15	1.7279933451092257e-16	True	2.161720874547959e-15	6.948681048703777e-17	True	1.792582455984977e-15	2.541857592313394e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-10-26_04-04-48_FLWO-1.5m_FAST_CfA-Stripped.flm	55130.17	3.942669509432927e-15	5.413639013023588e-17	True	2.018431654939377e-15	1.939348134543313e-17	True	3.380424918011405e-15	3.112574032899569e-17	True	1.730544061684963e-15	8.91229217852069e-17	True	4.355951994089488e-15	3.687961257065835e-17	True	4.6335791310112905e-15	5.871346778831415e-17	True	2.4633653917528107e-15	3.170752405813069e-17	True	2.446788116895425e-15	2.3964719347463315e-17	True	3.861065293759965e-15	5.3791166231436945e-17	True	3.715133820902988e-15	3.7993850387491095e-17	True	1.63400744130278e-15	1.4091197354998251e-16	True	9.896045341110984e-16	3.4250769401709084e-16	True	1.6821508361570919e-15	2.161071293067575e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN_2009jf_2009-10-27_03-20-09_Lick-3m_KAST_UCB-SNDB_0.flm	55131.14	3.6504828221257604e-15	5.099342805858353e-17	True	1.980230878049513e-15	1.962529817549126e-17	True	3.300122441341245e-15	3.1924208571091675e-17	True	1.5615521626847797e-15	9.692818920655245e-17	True	4.167114777366817e-15	3.773249621169145e-17	True	4.384907359585119e-15	5.589930608828768e-17	True	2.4101801493504165e-15	2.9117993483419824e-17	True	2.4006200348468387e-15	2.5856047388220372e-17	True	3.738040119003324e-15	5.1965034763303645e-17	True	3.610873545635322e-15	4.1699039732003014e-17	True	1.4845542295872527e-15	1.7590807885947588e-16	True	8.316335565135406e-16	4.4396660817035636e-16	True	1.6477047502132185e-15	1.9914191081581626e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-10-28_00-00-00_VLT-UT1_FORS2_None.ascii	55132.0	3.3616044106609112e-15	4.695221213925551e-17	True	1.943030257687083e-15	1.969499428748214e-17	True	3.221560868850592e-15	3.247407619626412e-17	True	1.425270480721562e-15	1.01964704973295e-16	True	3.9874431534027e-15	3.7818107541019417e-17	True	4.148217962076843e-15	5.3061722016520387e-17	True	2.355739358296131e-15	2.8440666444372446e-17	True	2.3537037469491638e-15	2.7457347702874243e-17	True	3.621315985278695e-15	5.448073866026833e-17	True	3.508965958270611e-15	4.507584423550038e-17	True	1.365571460591795e-15	1.9973626035634822e-16	True	7.113496927483971e-16	5.306597427185115e-16	True	1.6149713933656496e-15	1.964158369923811e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-11-04_00-00-00_NOT_ALFOSC_None.ascii	55139.0	1.814780646945398e-15	2.2943864244518308e-17	True	1.5790329030466414e-15	1.3406740189095712e-17	True	2.4641764747828802e-15	2.2830225142063836e-17	True	7.360043455670295e-16	3.990899713055813e-17	True	2.611240602362635e-15	2.4592323006129006e-17	True	2.3313183178566394e-15	4.4023883832963776e-17	True	1.8513750022764473e-15	2.0875360766621588e-17	True	1.8455637978167983e-15	2.1025141851555087e-17	True	2.6438887418306337e-15	3.427960385569926e-17	True	2.5911714300585256e-15	2.94221664649363e-17	True	7.474062236636574e-16	4.0840659784451825e-17	True	2.258557329707609e-16	9.838037375328098e-16	True	1.3371991745707524e-15	1.8980753135524322e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN_2009jf_2009-11-10_05-54-14_Lick-3m_KAST_UCB-SNDB_0.flm	55145.25	1.108049084792078e-15	2.1104783680746325e-17	True	1.257913019905437e-15	1.281538588155929e-17	True	1.865943950372591e-15	2.5748200460587292e-17	True	5.319105432965374e-16	4.1287812123978647e-17	True	1.9032144719325558e-15	2.099724037306499e-17	True	1.7548274820656676e-15	1.6063343125449787e-16	True	1.4344400212584032e-15	3.825067703483194e-17	True	1.4146415278098752e-15	1.8805333718464123e-17	True	2.0093031658056127e-15	6.711350602320415e-17	True	1.9463058534295194e-15	2.740080880267758e-17	True	5.001171104785812e-16	1.8577693360483573e-16	True	2.0762860769883125e-16	8.877468211079026e-16	True	1.1436662807106873e-15	2.994787423849622e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-11-13_00-00-00_NOT_ALFOSC_None.ascii	55148.0	1.2075525344576806e-15	2.0528383405543648e-17	True	1.1436428771296602e-15	1.0332497164368028e-17	True	1.6748014213109482e-15	2.2871330417074653e-17	True	4.759492587874605e-16	1.7324207005172136e-17	True	1.7456077421564734e-15	1.4604054749031055e-17	True	1.4200113278161543e-15	5.787300179313288e-17	True	1.2847876908047615e-15	1.5992967244376425e-17	True	1.2745105621464106e-15	2.037871274345379e-17	True	1.7755225979907597e-15	2.320496975428715e-17	True	1.7407403013027495e-15	3.108749137028601e-17	True	4.414245717854108e-16	9.765417210147136e-17	True	2.4814754665773696e-16	6.785487408513394e-16	True	1.0748184837658986e-15	1.4040273146928305e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-11-16_06-43-12_FLWO-1.5m_FAST_CfA-Stripped.flm	55151.28	8.886134927361534e-16	1.9272566929409043e-17	True	1.0463337035878602e-15	1.2791291392095183e-17	True	1.4895145912599444e-15	2.206933719196098e-17	True	4.346075065127668e-16	3.575023707457439e-17	True	1.5206881673451052e-15	1.6974454179239813e-17	True	1.186618482750755e-15	1.2497489850121313e-16	True	1.138617991968597e-15	2.864990468328128e-17	True	1.1407200076477928e-15	1.2457232617350667e-17	True	1.5749315220719302e-15	4.645411613197848e-17	True	1.5548964406071045e-15	1.775621031080701e-17	True	3.981764961590175e-16	1.2198733700477094e-16	True	3.010134127956645e-16	2.9105751538293803e-16	True	1.0092044443284055e-15	2.1211898680221938e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-11-19_00-00-00_CA-2.2m_CAFOS_None.ascii	55154.0	8.75392725300207e-16	2.1164151585742085e-17	True	9.868357535867707e-16	1.3040002045172576e-17	True	1.3690400312858595e-15	1.873315458624494e-17	True	4.2168338578380003e-16	4.570472662344676e-17	True	1.4088447669801114e-15	1.3666636656204874e-17	True	1.1195621735638243e-15	2.203995851264275e-16	True	1.0456991009383339e-15	1.9862049372483286e-17	True	1.0556094516656775e-15	1.1256019067510068e-17	True	1.4754994217667916e-15	2.947807507336741e-17	True	1.4451768864176467e-15	1.6185172227990546e-17	True	3.782733404318751e-16	1.8614004863588858e-16	True	3.2878178287129017e-16	1.4792177738713207e-16	True	9.747200392549524e-16	1.7395197904750527e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-11-20_03-07-12_FLWO-1.5m_FAST_CfA-Stripped.flm	55155.13	8.812735408589696e-16	2.1979671552866128e-17	True	9.630184025534056e-16	1.2020328897512213e-17	True	1.3294079028181644e-15	1.6864191855381077e-17	True	4.1688157932737493e-16	4.139529382344966e-17	True	1.3775853393723468e-15	1.3524275850922595e-17	True	1.1121328150677764e-15	2.2032316936246268e-16	True	1.0190917490983019e-15	2.0092272819482773e-17	True	1.0243428901861774e-15	1.1171952584928207e-17	True	1.4431928026419095e-15	3.0395939564139666e-17	True	1.4101394522963116e-15	1.632354870794466e-17	True	3.7310171463228583e-16	1.8038435793559695e-16	True	3.329934307456656e-16	3.1941781189606083e-16	False	9.649829905326693e-16	1.7315113736112035e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-12-05_00-00-00_NOT_ALFOSC_None.ascii	55170.0	7.949752950693662e-16	5.3663773370977225e-17	True	6.766206580897095e-16	1.0907260320480354e-17	True	1.016743989216597e-15	1.8203285218448042e-17	True	4.0685558071883325e-16	2.344018330644445e-17	True	1.103159097024936e-15	3.113941121393357e-17	True	1.0177718833389623e-15	1.0561848638108448e-16	True	7.867147307283071e-16	2.815105376276122e-17	True	7.541195543683551e-16	2.069874669354607e-17	True	1.118104131376404e-15	4.803782909083233e-17	True	1.0944839389061243e-15	3.3024881532497014e-17	True	3.466173115692189e-16	8.067172157788153e-17	True	2.1981879576682268e-16	1.6503324330221173e-15	False	7.789552533000729e-16	2.4891793762978278e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-12-11_01-55-12_FLWO-1.5m_FAST_CfA-Stripped.flm	55176.08	7.30647547443749e-16	1.7421854772599775e-17	True	6.190692984385495e-16	2.4628364550746612e-17	True	8.839439382840242e-16	4.489636255915999e-17	True	3.8135196969623576e-16	2.2417669085871567e-17	True	1.0310160537378161e-15	1.657707858237479e-17	True	9.626042618568998e-16	3.837778783603295e-16	False	7.474066132546098e-16	1.102640237582031e-16	False	6.768838508814452e-16	1.0791320849055527e-17	True	1.0709626961346885e-15	1.8857744801484412e-16	False	9.895668246282911e-16	1.6241232030638688e-17	True	3.143317946311925e-16	2.8161828765702414e-16	False	1.6117667612381422e-16	1.842667310186247e-15	False	6.886179607021239e-16	8.77626073228735e-17	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-12-15_03-21-36_FLWO-1.5m_FAST_CfA-Stripped.flm	55180.14	6.658616987445514e-16	2.590263689082882e-17	True	5.847498858458034e-16	3.760796153164957e-17	True	8.150256044001356e-16	7.223320627894515e-17	True	3.5986953421432417e-16	2.138781459224151e-17	True	9.772874817341003e-16	1.5452888630220477e-17	True	8.967757709783225e-16	8.357262990015571e-16	False	7.148726838778542e-16	2.5107986850830806e-16	False	6.303158797540863e-16	9.687072506424371e-18	True	1.026729805215002e-15	4.2946020491904733e-16	False	9.33930080325816e-16	1.5218422515344344e-17	True	2.840125783420514e-16	5.986898550333457e-16	False	1.2822320080812677e-16	1.915973438415755e-15	False	6.317580999948895e-16	1.7918545920605837e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-12-17_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	55182.16	6.816900576289567e-16	1.8356218503437063e-17	True	5.684455419282095e-16	4.0295173722418326e-17	True	7.855461885930624e-16	7.809447091812492e-17	True	3.4800260163121655e-16	2.087712623978201e-17	True	9.441429804689962e-16	1.2432667718564919e-17	True	8.591363922213861e-16	1.0514828953255544e-15	False	6.97187470089709e-16	3.2437296296755376e-16	False	6.03343470678607e-16	8.136134214281166e-18	True	1.001824983757976e-15	5.53833048226386e-16	False	9.071911944523803e-16	1.2572759838012631e-17	True	2.6790978215822206e-16	7.450425137742409e-16	False	1.1386283687007837e-16	1.941580510441231e-15	False	6.046032476261251e-16	2.269477907495425e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2009-12-27_00-00-00_CA-2.2m_CAFOS_None.ascii	55192.0	6.681634631488861e-16	1.87114726888826e-17	True	4.927521865580879e-16	1.4890098473553172e-17	True	6.72038431327731e-16	2.829670915508876e-17	True	2.975977853580987e-16	1.8551381472235902e-17	True	8.140848721031609e-16	7.864102829571792e-18	True	6.617995896052697e-16	1.9095147357176825e-15	False	6.034758093229624e-16	6.679352703236711e-16	False	5.58526465592089e-16	6.61120645238121e-17	True	8.653453921988306e-16	1.1281662457734572e-15	False	7.869574550396703e-16	1.324047667904174e-16	True	1.9107669803764072e-16	1.290959281285655e-15	False	6.158369962476848e-17	2.0063488344660072e-15	False	4.838445667989966e-16	4.489656296465801e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2010-01-06_02-24-00_FLWO-1.5m_FAST_CfA-Stripped.flm	55202.1	5.918085587835972e-16	1.5908498803920518e-17	True	4.175632679405955e-16	3.5122601199455115e-18	True	5.795802406857154e-16	6.379161149348652e-18	True	2.563035903712245e-16	1.6507457121104192e-17	True	6.925916741736156e-16	6.640855140315147e-18	True	4.760808536508072e-16	2.450619860407127e-15	False	5.051354774075539e-16	9.588555173018498e-16	False	5.088988708274506e-16	3.79413725421629e-17	True	7.190182993013139e-16	1.6019593986122645e-15	False	6.799018720021389e-16	1.4945886979434315e-16	True	1.2681523711831397e-16	1.5963322365644986e-15	False	3.132902180311937e-17	2.0252967610155572e-15	False	3.800286237954764e-16	6.336649902798222e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN2009jf_2010-01-07_00-00-00_NOT_ALFOSC_None.ascii	55203.0	5.916980039622911e-16	1.5378251267438667e-17	True	4.1120354703907253e-16	3.3643893576717257e-18	True	5.715997548377735e-16	6.0425578849536374e-18	True	2.565051361403972e-16	1.6554020025762622e-17	True	6.816594504110436e-16	6.768753149974385e-18	True	4.613110897403906e-16	2.485207193441966e-15	False	4.966174842281927e-16	9.81183051056339e-16	False	4.978437780350078e-16	2.971583739222575e-17	True	7.063053242820108e-16	1.6377551842831352e-15	False	6.709968160829005e-16	1.351220766666228e-16	True	1.2199645963769508e-16	1.6143851502395836e-15	False	2.944898648877718e-17	2.0260544034397856e-15	False	3.717365232433766e-16	6.476895859700057e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/SN_2009jf_2010-02-06_05-06-43_Keck1_LRIS_UCB-SNDB_0.flm	55233.21	4.0226047747408007e-16	1.4855804021740922e-17	True	2.516217585119174e-16	2.337483038897997e-18	True	3.7177071541471793e-16	4.265063057694084e-18	True	1.5371850976409145e-16	1.130315831811052e-17	True	4.2166990396970927e-16	5.8550066102837406e-18	True	1.4091372666355828e-16	2.969660811487395e-15	False	2.59950562770804e-16	1.4461710580510525e-15	False	6.630402750176094e-17	4.927809037153571e-16	False	3.560606551852937e-16	2.3557381321596628e-15	False	4.191360637195101e-16	9.26523442368231e-16	False	2.917952538939882e-17	1.833377879827284e-15	False	3.3268665037853458e-18	2.0316737582107505e-15	False	1.7038140060229517e-16	9.32537573269365e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009jf/2009jf_2010-06-19_09-07-06_ESO-NTT_EFOSC2-NTT_ESO-NTT_0.asci	55366.38	7.811060414349616e-17	1.2597945161084142e-17	True	2.8700075602138874e-17	9.9060180644293e-19	True	5.5389672367275153e-17	1.8652619960070955e-18	True	1.8004686065857118e-17	3.4740575365867128e-15	False	5.0327505058611776e-17	3.3911131863954715e-18	True	2.6294101390743887e-19	3.0232624786359665e-15	False	7.13387328853918e-18	1.6331149371562406e-15	False	-3.7483856819664677e-17	1.3928557657237309e-15	False	7.762029151992569e-18	2.6103915472313604e-15	False	3.596462088378662e-17	2.288257414971398e-15	False	1.8310386583695703e-20	1.8483553121508146e-15	False	8.920148121792934e-23	2.0317446604167806e-15	False	3.4510272839050916e-18	1.0380503568397269e-15	False
