MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err
54721.85010000015	nan	nan	6.536925294137995e-15	1.2087943023301737e-16	nan	nan	1.821473997287971e-15	3.7340532028318805e-17	3.759320217532302e-15	9.390333864358306e-17	nan	nan
54721.90010000015	nan	nan	6.582611061086219e-15	1.2110859443830206e-16	nan	nan	1.844316413860463e-15	3.746544791580957e-17	3.792462224944254e-15	9.375918729583198e-17	nan	nan
54721.950100000155	nan	nan	6.62739800748126e-15	1.213131007894063e-16	nan	nan	1.8668231866135464e-15	3.758405678129975e-17	3.825303610934145e-15	9.363296616492083e-17	nan	nan
54722.00010000016	nan	nan	6.6712842625465564e-15	1.2148982394099033e-16	nan	nan	1.8889927648223724e-15	3.769475864076342e-17	3.8578360922537846e-15	9.35218693499158e-17	nan	nan
54722.05010000016	nan	nan	6.714267930708314e-15	1.2163653925801964e-16	nan	nan	1.9108250479453266e-15	3.779586965880612e-17	3.8900513814578165e-15	9.342337929227491e-17	nan	nan
54722.10010000016	nan	nan	6.756347091538375e-15	1.2175187979613486e-16	nan	nan	1.932319931113488e-15	3.788613614068367e-17	3.921941199424389e-15	9.333525679756658e-17	nan	nan
54722.150100000166	nan	nan	6.797519799696178e-15	1.218352908744217e-16	nan	nan	1.9534773034847174e-15	3.7964725262211804e-17	3.953498954031459e-15	9.325514119844939e-17	nan	nan
54722.20010000017	nan	nan	6.83778408487042e-15	1.2188698234990284e-16	nan	nan	1.974297048240086e-15	3.8031211415237945e-17	3.984721425280039e-15	9.318015197063241e-17	nan	nan
54722.25010000017	nan	nan	6.877137951720533e-15	1.219078784780149e-16	nan	nan	1.994779042580033e-15	3.808555905451009e-17	4.0156057896800125e-15	9.310758165808375e-17	nan	nan
54722.300100000175	nan	nan	6.915579379817094e-15	1.2189956505173014e-16	nan	nan	2.0149231577212414e-15	3.812810214219839e-17	4.0461492191567115e-15	9.30349892358775e-17	nan	nan
54722.35010000018	nan	nan	6.953106323581601e-15	1.2186423336096918e-16	nan	nan	2.0347292588919774e-15	3.815952011246106e-17	4.076348881011357e-15	9.296019828690859e-17	nan	nan
54722.40010000018	nan	nan	6.989716712226964e-15	1.2180462039765828e-16	nan	nan	2.054197205329522e-15	3.8180810125142214e-17	4.106201937883856e-15	9.288129358212953e-17	nan	nan
54722.450100000184	nan	nan	7.025408449696072e-15	1.2172394465156986e-16	nan	nan	2.073326861844536e-15	3.8193247965591196e-17	4.135705547713967e-15	9.279661627031773e-17	nan	nan
54722.50010000019	nan	nan	7.0601794146003816e-15	1.216258367967807e-16	nan	nan	2.092119487142462e-15	3.81974776355749e-17	4.164856863702753e-15	9.270475785182222e-17	nan	nan
54722.55010000019	nan	nan	7.094027460158287e-15	1.215142645637497e-16	nan	nan	2.110579052745896e-15	3.819266217117232e-17	4.1936530342746314e-15	9.260455308275789e-17	nan	nan
54722.60010000019	nan	nan	7.126953416109057e-15	1.213919670553178e-16	nan	nan	2.1287098366360138e-15	3.817801485558652e-17	4.222091203038713e-15	9.249507192122407e-17	nan	nan
54722.650100000195	nan	nan	7.158971384989039e-15	1.2125530788950784e-16	nan	nan	2.1465161109548226e-15	3.815301274680577e-17	4.250168508749847e-15	9.237561060186214e-17	nan	nan
54722.7001000002	nan	nan	7.190099125319011e-15	1.210990677654544e-16	nan	nan	2.1640021420776526e-15	3.8117408380637515e-17	4.277882085270745e-15	9.224568189522993e-17	nan	nan
54722.7501000002	nan	nan	7.220354371137152e-15	1.209183321277494e-16	nan	nan	2.181172190685139e-15	3.807123675944438e-17	4.305229061532854e-15	9.210500458194522e-17	nan	nan
54722.800100000204	nan	nan	7.24975483232739e-15	1.20708552266367e-16	nan	nan	2.1980305118359813e-15	3.8014817706169853e-17	4.3322065614978434e-15	9.195349214973774e-17	nan	nan
54722.85010000021	nan	nan	7.27831819508014e-15	1.2046559987093875e-16	nan	nan	2.21458135503898e-15	3.7948753559395485e-17	4.358811704272246e-15	9.179124064681422e-17	nan	nan
54722.90010000021	nan	nan	7.306062122351468e-15	1.201858158136605e-16	nan	nan	2.230828964325483e-15	3.787392207135864e-17	4.3850426310098834e-15	9.161816171122319e-17	nan	nan
54722.95010000021	nan	nan	7.333004254322444e-15	1.198660538932743e-16	nan	nan	2.2467775783210502e-15	3.779146426674676e-17	4.410900952723133e-15	9.14331293070626e-17	nan	nan
54723.000100000216	nan	nan	7.359162208856547e-15	1.1950372026169422e-16	nan	nan	2.2624314303177813e-15	3.7702766920215636e-17	4.436389009531306e-15	9.12349262880571e-17	nan	nan
54723.05010000022	nan	nan	7.384553581958956e-15	1.1909680922491345e-16	nan	nan	2.2777947483460267e-15	3.7609439231219184e-17	4.461509136530266e-15	9.102250161266833e-17	nan	nan
54723.10010000022	nan	nan	7.409195948233418e-15	1.186439360438632e-16	nan	nan	2.2928717722424837e-15	3.751325033232474e-17	4.486263663822056e-15	9.079497352421572e-17	nan	nan
54723.150100000224	nan	nan	7.433106861339663e-15	1.18144367285662e-16	nan	nan	2.307667473499913e-15	3.7414703646484616e-17	4.510654916543985e-15	9.055163190387743e-17	nan	nan
54723.20010000023	nan	nan	7.456303854450037e-15	1.1759804917155384e-16	nan	nan	2.3221878221694795e-15	3.7312515442849607e-17	4.534685214898434e-15	9.029193984866128e-17	nan	nan
54723.25010000023	nan	nan	7.47880444070602e-15	1.17005634246251e-16	nan	nan	2.336438855332889e-15	3.7205449068131824e-17	4.558356874181502e-15	9.001553451311739e-17	nan	nan
54723.30010000023	nan	nan	7.500626113674079e-15	1.163685065528185e-16	nan	nan	2.35042660524467e-15	3.70924871315077e-17	4.581672204812708e-15	8.972222724204104e-17	nan	nan
54723.350100000236	nan	nan	7.521786347801005e-15	1.1568880533006855e-16	nan	nan	2.364157099435031e-15	3.697285853215022e-17	4.6046335123638945e-15	8.94120030022135e-17	nan	nan
54723.40010000024	nan	nan	7.54230259886933e-15	1.1496944705786091e-16	nan	nan	2.3776363608127862e-15	3.68460597115188e-17	4.6272430975883166e-15	8.908501911128067e-17	nan	nan
54723.45010000024	nan	nan	7.562192304452318e-15	1.1421414545664264e-16	nan	nan	2.390870407769081e-15	3.671187026623183e-17	4.649503256450142e-15	8.874160324060344e-17	nan	nan
54723.500100000245	nan	nan	7.581472884367682e-15	1.134274287931325e-16	nan	nan	2.4038652542797067e-15	3.6570362985478126e-17	4.6714162801528335e-15	8.838225065731253e-17	nan	nan
54723.55010000025	nan	nan	7.600161741132264e-15	1.1261465355917126e-16	nan	nan	2.4166269100083455e-15	3.642190827642699e-17	4.69298445516843e-15	8.800762065105081e-17	nan	nan
54723.60010000025	nan	nan	7.618276260415589e-15	1.1178201326796703e-16	nan	nan	2.4291613804094697e-15	3.626717283062136e-17	4.7142100632666136e-15	8.761853207727369e-17	nan	nan
54723.65010000025	nan	nan	7.63583381149322e-15	1.1093654076397763e-16	nan	nan	2.4414746668309317e-15	3.610711226128804e-17	4.7350953815430435e-15	8.721595793105494e-17	nan	nan
54723.70010000026	nan	nan	7.652851747699317e-15	1.1008610206868053e-16	nan	nan	2.453572766617153e-15	3.594295732016169e-17	4.7556426824493654e-15	8.680101884995086e-17	nan	nan
54723.75010000026	nan	nan	7.669347406880556e-15	1.092393794083515e-16	nan	nan	2.4654616732115846e-15	3.577619319312789e-17	4.775854233820433e-15	8.637497543195637e-17	nan	nan
54723.80010000026	nan	nan	7.685338111847146e-15	1.0840584071678004e-16	nan	nan	2.477147376259118e-15	3.560853128258481e-17	4.795732298904071e-15	8.593921923707968e-17	nan	nan
54723.850100000265	nan	nan	7.700841170825738e-15	1.0759569260985246e-16	nan	nan	2.4886358617037677e-15	3.544187278360759e-17	4.815279136537882e-15	8.549526222639157e-17	nan	nan
54723.90010000027	nan	nan	7.715873877911146e-15	1.068198136492512e-16	nan	nan	2.499933009765748e-15	3.5277404271053274e-17	4.834497744788914e-15	8.50441843135759e-17	nan	nan
54723.95010000027	nan	nan	7.730453513517544e-15	1.0608966470434622e-16	nan	nan	2.511044334774291e-15	3.5113381055565576e-17	4.8533935891245915e-15	8.45853710953935e-17	nan	nan
54724.000100000274	nan	nan	7.744597344830009e-15	1.054171734649466e-16	nan	nan	2.5219752673153143e-15	3.494754098990972e-17	4.871972643462836e-15	8.411794900446231e-17	nan	nan
54724.05010000028	nan	nan	7.758322626255374e-15	1.0481459072523304e-16	nan	nan	2.532731234669816e-15	3.477783618340786e-17	4.8902408773776885e-15	8.364117385657134e-17	nan	nan
54724.10010000028	nan	nan	7.771646599872966e-15	1.0429431701687709e-16	nan	nan	2.5433176609068675e-15	3.4602481133234424e-17	4.908204256176616e-15	8.315444560671846e-17	nan	nan
54724.15010000028	nan	nan	7.784586495885105e-15	1.0386869954835862e-16	nan	nan	2.5537399669765923e-15	3.441999373201547e-17	4.925868740977584e-15	8.265732211214449e-17	nan	nan
54724.200100000286	nan	nan	7.797159533066805e-15	1.0354980121021231e-16	nan	nan	2.5640035708030983e-15	3.42292295313496e-17	4.9432402887858415e-15	8.214953193567049e-17	nan	nan
54724.25010000029	nan	nan	7.809382864817371e-15	1.0334897199078702e-16	nan	nan	2.574113887377319e-15	3.4029409629777596e-17	4.960324852571319e-15	8.163098621490539e-17	nan	nan
54724.30010000029	nan	nan	7.821271023488505e-15	1.0326844218801712e-16	nan	nan	2.5840763288497215e-15	3.3820142487062705e-17	4.97712838134526e-15	8.110178960733497e-17	nan	nan
54724.350100000294	nan	nan	7.832834821707659e-15	1.0329776874159999e-16	nan	nan	2.593896304623076e-15	3.360143983747875e-17	4.993656820237993e-15	8.056225031013599e-17	nan	nan
54724.4001000003	nan	nan	7.844084779483136e-15	1.0342498985983961e-16	nan	nan	2.603579221445562e-15	3.3373726705941445e-17	5.009916110574641e-15	8.001288913130439e-17	nan	nan
54724.4501000003	nan	nan	7.855031407230346e-15	1.0363778791406935e-16	nan	nan	2.613130483502751e-15	3.313784531623251e-17	5.025912189952984e-15	7.9454447563216e-17	nan	nan
54724.5001000003	nan	nan	7.865685206045852e-15	1.039237321497013e-16	nan	nan	2.622555492511054e-15	3.2895052441494266e-17	5.041650992319867e-15	7.888789478251727e-17	nan	nan
54724.550100000306	nan	nan	7.876056667981237e-15	1.0427049764785381e-16	nan	nan	2.6318596478096218e-15	3.264700948785023e-17	5.05713844804823e-15	7.831443346685705e-17	nan	nan
54724.60010000031	nan	nan	7.886156276317578e-15	1.0466605735173157e-16	nan	nan	2.641048346453832e-15	3.239576434100998e-17	5.0723804840136285e-15	7.773550428057992e-17	nan	nan
54724.65010000031	nan	nan	7.895994505837473e-15	1.0509884589305545e-16	nan	nan	2.6501269833067322e-15	3.2143723761826977e-17	5.087383023671108e-15	7.715278884230742e-17	nan	nan
54724.700100000315	nan	nan	7.905581823099906e-15	1.0555789554846775e-16	nan	nan	2.6591009511329107e-15	3.189361491335228e-17	5.1021519871319636e-15	7.656821094010343e-17	nan	nan
54724.75010000032	nan	nan	7.914928686712612e-15	1.0603294587122783e-16	nan	nan	2.6679756406895544e-15	3.1648434480453784e-17	5.1166932912400705e-15	7.598393571583165e-17	nan	nan
54724.80010000032	nan	nan	7.924045547605272e-15	1.0651452936938612e-16	nan	nan	2.6767562366946204e-15	3.141043452670386e-17	5.131012849649254e-15	7.540236649301708e-17	nan	nan
54724.85010000032	nan	nan	7.932942849302283e-15	1.0699403607303337e-16	nan	nan	2.6854470445653148e-15	3.117794960913193e-17	5.145116572899098e-15	7.482613887491826e-17	nan	nan
54724.900100000326	nan	nan	7.941631028195604e-15	1.074637600195632e-16	nan	nan	2.69405213223498e-15	3.094844756866003e-17	5.159010368492005e-15	7.425811169963274e-17	nan	nan
54724.95010000033	nan	nan	7.95012051381728e-15	1.0791693063806999e-16	nan	nan	2.7025755659517617e-15	3.07197252431627e-17	5.1727001409695296e-15	7.370135440502852e-17	nan	nan
54725.00010000033	nan	nan	7.958421729111804e-15	1.083477318124217e-16	nan	nan	2.7110214103519434e-15	3.048999922075902e-17	5.186191791988983e-15	7.315913033526664e-17	nan	nan
54725.050100000335	nan	nan	7.96654509070849e-15	1.0875131109504127e-16	nan	nan	2.7193937285288197e-15	3.025798807096652e-17	5.199491220399871e-15	7.263487551743157e-17	nan	nan
54725.10010000034	nan	nan	7.974501009193302e-15	1.0912378117645346e-16	nan	nan	2.727696582102986e-15	3.002298653787561e-17	5.2126043223204355e-15	7.213217245288044e-17	nan	nan
54725.15010000034	nan	nan	7.982299889381147e-15	1.0946221532744606e-16	nan	nan	2.735934031291467e-15	2.9784932127350884e-17	5.22553699229857e-15	7.165471388316828e-17	nan	nan
54725.200100000344	nan	nan	7.989952130587746e-15	1.0976463813898601e-16	nan	nan	2.7441101349774744e-15	2.9544464263683356e-17	5.238295399135946e-15	7.120508726900855e-17	nan	nan
54725.25010000035	nan	nan	7.997468126901522e-15	1.1003001250533573e-16	nan	nan	2.752228950779577e-15	2.930297574473417e-17	5.250886351579298e-15	7.07831914623682e-17	nan	nan
54725.30010000035	nan	nan	8.004858267454654e-15	1.1025822344121475e-16	nan	nan	2.7602945351217206e-15	2.906265556236969e-17	5.263316746868819e-15	7.038861248278305e-17	nan	nan
54725.35010000035	nan	nan	8.012132936695263e-15	1.1045005898970146e-16	nan	nan	2.7683109433024597e-15	2.882652130231152e-17	5.27559347992454e-15	7.002103633690425e-17	nan	nan
54725.400100000355	nan	nan	8.019302514658859e-15	1.1060718817215543e-16	nan	nan	2.776282229564245e-15	2.8598438315164803e-17	5.287723443435169e-15	6.968026991536886e-17	nan	nan
54725.45010000036	nan	nan	8.026377377239019e-15	1.1073213564975265e-16	nan	nan	2.784212447163438e-15	2.8383121720561635e-17	5.299713527947924e-15	6.936625836350265e-17	nan	nan
54725.50010000036	nan	nan	8.033367896459439e-15	1.1082825251050087e-16	nan	nan	2.7921056484389755e-15	2.8186116182200467e-17	5.311570621957893e-15	6.907909866075042e-17	nan	nan
54725.550100000364	nan	nan	8.040284440744658e-15	1.1089968236866766e-16	nan	nan	2.7999658848826967e-15	2.8013747465293715e-17	5.323301611997563e-15	6.881904917602782e-17	nan	nan
54725.60010000037	nan	nan	8.047137375191322e-15	1.1095132176549906e-16	nan	nan	2.807797207207823e-15	2.787303932328731e-17	5.334913382726112e-15	6.858653497849e-17	nan	nan
54725.65010000037	nan	nan	8.053937061839081e-15	1.1098877369818774e-16	nan	nan	2.8156036654193852e-15	2.7771589611057803e-17	5.346412817018898e-15	6.838214871739074e-17	nan	nan
54725.70010000037	nan	nan	8.060693859941505e-15	1.1101829299282484e-16	nan	nan	2.823389308882809e-15	2.7717401066448525e-17	5.357806796056856e-15	6.820664690658551e-17	nan	nan
54725.750100000376	nan	nan	8.067418126237503e-15	1.1104672217689305e-16	nan	nan	2.831158186393544e-15	2.7718665248243517e-17	5.369102199415944e-15	6.806094148689532e-17	nan	nan
54725.80010000038	nan	nan	8.074120215221119e-15	1.11081416527756e-16	nan	nan	2.8389143462466608e-15	2.778350274385083e-17	5.3803059051563254e-15	6.794608657966177e-17	nan	nan
54725.85010000038	nan	nan	8.080810479413368e-15	1.1113015707440226e-16	nan	nan	2.846661810409707e-15	2.7918446047153424e-17	5.39142478991168e-15	6.786326039500304e-17	nan	nan
54725.900100000385	nan	nan	8.087499269632182e-15	1.1120105053916042e-16	nan	nan	2.854404474919732e-15	2.812349702153797e-17	5.402465728978866e-15	6.781374232150024e-17	nan	nan
54725.95010000039	nan	nan	8.094196935263883e-15	1.1130241552966455e-16	nan	nan	2.86214619751228e-15	2.839628133775721e-17	5.413435596406731e-15	6.779888529355765e-17	nan	nan
54726.00010000039	nan	nan	8.100913824532764e-15	1.1144265473323607e-16	nan	nan	2.869890835685499e-15	2.873396058300503e-17	5.424341265085908e-15	6.782008362187628e-17	nan	nan
54726.05010000039	nan	nan	8.107660284772719e-15	1.1163011342589194e-16	nan	nan	2.8776422467740345e-15	2.913333953960821e-17	5.435189606837814e-15	6.787873655770676e-17	nan	nan
54726.100100000396	1.1236342860797113e-14	1.4393219435218124e-16	8.114446184686693e-15	1.1187231649742734e-16	1.0019146597247494e-14	1.2983937085067656e-16	2.8854040689385048e-15	2.959074915652671e-17	5.445987177383997e-15	6.797597513354747e-17	1.1452905495450221e-14	3.040525787457923e-16
54726.1501000004	1.1229469997497535e-14	1.4248735488703086e-16	8.121274296494282e-15	1.1216740141675445e-16	1.001600052017028e-14	1.2853003037987738e-16	2.893176688086002e-15	3.0099280996329116e-17	5.456735853566645e-15	6.810940383919469e-17	1.1430239608717231e-14	3.022581913146479e-16
54726.2001000004	1.1222584237320244e-14	1.410673908124492e-16	8.128141958194032e-15	1.1250625881578665e-16	1.0012845029282975e-14	1.2724350999805226e-16	2.900957999674123e-15	3.06496764567566e-17	5.467433929139848e-15	6.827393048795619e-17	1.140756390320699e-14	3.004786141816989e-16
54726.250100000405	1.121568499064414e-14	1.3967235647757614e-16	8.135046369290002e-15	1.1287942933615003e-16	1.0009679827683567e-14	1.2597987380638425e-16	2.9087458357866514e-15	3.1232828916758903e-17	5.478079605903087e-15	6.846440853578601e-17	1.1384878387200574e-14	2.9871387126336465e-16
54726.30010000041	1.1208771667840603e-14	1.383023056366563e-16	8.141984728850043e-15	1.1327742942084197e-16	1.0006504618461211e-14	1.247391856611455e-16	2.916538028403687e-15	3.1840016069783284e-17	5.488671084737967e-15	6.867576470296386e-17	1.1362183069057625e-14	2.9696398624563486e-16
54726.35010000041	1.1201843679269417e-14	1.3695729133788564e-16	8.148954235430737e-15	1.136908844455213e-16	1.0003319104693117e-14	1.2352150906424687e-16	2.9243324093634913e-15	3.246302043196851e-17	5.4992065655849596e-15	6.890305206979662e-17	1.1339477957059216e-14	2.952289825532978e-16
54726.400100000414	1.1194900435278774e-14	1.3563736579939082e-16	8.155952087002373e-15	1.141106449226534e-16	1.0000122989444563e-14	1.2232690703869275e-16	2.932126810324288e-15	3.3094205702964904e-17	5.509684247419706e-15	6.914149595397496e-17	1.1316763059554514e-14	2.935088833411266e-16
54726.45010000042	1.118794134620151e-14	1.3434258027503276e-16	8.162975480875111e-15	1.1452788623172142e-16	9.996915975768048e-15	1.211554419913156e-16	2.939919062726336e-15	3.372655804936068e-17	5.520102328227723e-15	6.93865328348526e-17	1.129403838481412e-14	2.9180371147484183e-16
54726.50010000042	1.1180965822362945e-14	1.330729849090965e-16	8.170021613623477e-15	1.1493419284603303e-16	9.993697766703153e-15	1.2000717556529535e-16	2.9477069977539727e-15	3.435370102114257e-17	5.530459004982081e-15	6.963384277425533e-17	1.1271303941171486e-14	2.9011348949169674e-16
54726.55010000042	1.1173973274073353e-14	1.318286285794793e-16	8.177087681011249e-15	1.1532162839425883e-16	9.990468065280191e-15	1.1888216848035425e-16	2.955488446297214e-15	3.496989173485798e-17	5.540752473618398e-15	6.987937591828764e-17	1.1248559736954826e-14	2.8843823960891824e-16
54726.600100000425	1.1166963111632048e-14	1.3060955872747314e-16	8.184170877917325e-15	1.156827931217865e-16	9.987226574513185e-15	1.1778048035685504e-16	2.963261238914225e-15	3.5570004600451705e-17	5.550980929010747e-15	7.011937373625368e-17	1.1225805780429502e-14	2.8677798366611654e-16
54726.65010000043	1.1159934745319848e-14	1.294158211792009e-16	8.191268398260527e-15	1.1601087042324984e-16	9.983972997404084e-15	1.1670216953106418e-16	2.971023205792733e-15	3.614950748803405e-17	5.561142564948418e-15	7.035038568728603e-17	1.1203042079955157e-14	2.8513274314032225e-16
54726.70010000043	1.115288758540943e-14	1.282474599524264e-16	8.198377434924561e-15	1.1629966413113807e-16	9.980707036942479e-15	1.1564729285475142e-16	2.978772176711915e-15	3.670443400057731e-17	5.571235574111212e-15	7.056928199666557e-17	1.1180268643791912e-14	2.8350253908036154e-16
54726.750100000434	1.114582104215592e-14	1.271045170520897e-16	8.205495179682893e-15	1.165436281914318e-16	9.977428396103776e-15	1.146159054832568e-16	2.9865059810050538e-15	3.723135448221958e-17	5.581258148045858e-15	7.077326319715858e-17	1.1157485480309888e-14	2.818873921278677e-16
