MJD	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56624.55000000134	2.510740811292565e-15	7.227984931331271e-17	3.799049995751534e-15	9.640528712145047e-17	4.6984783099975554e-15	1.7527055399261857e-16	nan	nan	nan	nan	3.7599326556758975e-15	1.7925111865064003e-16	1.535913471269929e-15	2.0088288268270058e-16	nan	nan	4.2776806411198224e-16	6.18099334206062e-17	nan	nan	4.826336059650439e-15	1.5329004019596374e-16
56624.600000001345	2.5110882556089697e-15	7.278334877764504e-17	3.798838992738945e-15	9.689401116802665e-17	4.688544705327304e-15	1.760577931009727e-16	nan	nan	nan	nan	3.744610897851404e-15	1.7855686728391195e-16	1.5247897430423591e-15	2.0003811802250876e-16	nan	nan	4.262554814760464e-16	6.166820694424108e-17	nan	nan	4.819810940872717e-15	1.5315494749577008e-16
56624.65000000135	2.5113952001841184e-15	7.330698371749765e-17	3.7985594132998936e-15	9.74333793899623e-17	4.67852068303146e-15	1.7687314082253972e-16	nan	nan	nan	nan	3.729212955110606e-15	1.778268865538076e-16	1.5136670236506593e-15	1.9882498653740321e-16	nan	nan	4.2476232100411856e-16	6.149280421665678e-17	nan	nan	4.813207217296911e-15	1.5301448570653565e-16
56624.70000000135	2.5116618091763164e-15	7.385069332344473e-17	3.7982104089264035e-15	9.80232157314971e-17	4.668407256046905e-15	1.7771560324844158e-16	nan	nan	nan	nan	3.713740431899337e-15	1.770614583346523e-16	1.5025470602350938e-15	1.9724658995803738e-16	nan	nan	4.232891001470036e-16	6.128389274900467e-17	nan	nan	4.806525366105471e-15	1.528687137820766e-16
56624.75000000135	2.5118882460970367e-15	7.441441086660817e-17	3.797791129371382e-15	9.866330254820189e-17	4.658205429916191e-15	1.7858417463838638e-16	nan	nan	nan	nan	3.698194927639834e-15	1.7626103690999327e-16	1.491431566704359e-15	1.9530748248830545e-16	nan	nan	4.218363370695757e-16	6.104185598846594e-17	nan	nan	4.79976586390711e-15	1.527176984963436e-16
56624.800000001356	2.5120746738130154e-15	7.499806492821832e-17	3.797300722631911e-15	9.935338885722304e-17	4.647916202844112e-15	1.794778415954602e-16	nan	nan	nan	nan	3.682578036807654e-15	1.7542625059356762e-16	1.4803222244999882e-15	1.9301372147750739e-16	nan	nan	4.204045506766383e-16	6.076729436611578e-17	nan	nan	4.792929186737213e-15	1.5256151446658567e-16
56624.85000000136	2.512221254548453e-15	7.560158047274288e-17	3.796738334932429e-15	1.0009319776995825e-16	4.637540565754029e-15	1.8039558689492302e-16	nan	nan	nan	nan	3.666891349008745e-15	1.7455790319331297e-16	1.4692206833508785e-15	1.9037294376425544e-16	nan	nan	4.189942606387889e-16	6.046102688190936e-17	nan	nan	4.786015810066947e-15	1.5240024416785597e-16
56624.90000000136	2.512328149887119e-15	7.622487976647733e-17	3.79610311070795e-15	1.0088243306415391e-16	4.627079502343811e-15	1.813363929666449e-16	nan	nan	nan	nan	3.651136449056113e-15	1.7365697529661244e-16	1.4581285620182e-15	1.873944706262117e-16	nan	nan	4.176059874181924e-16	6.012409318187175e-17	nan	nan	4.779026208801647e-15	1.5223397793965586e-16
56624.950000001365	2.512395520774541e-15	7.686788314491921e-17	3.7953941925872945e-15	1.0172078486694956e-16	4.616533989141548e-15	1.8229924503342755e-16	nan	nan	nan	nan	3.635314917046277e-15	1.7272462534591566e-16	1.4470474490308033e-15	1.8408944536640928e-16	nan	nan	4.1624025229456084e-16	5.97577560593652e-17	nan	nan	4.7719608572848624e-15	1.5206281398370617e-16
56625.00000000137	2.5124235275200687e-15	7.75305096329217e-17	3.794610721376191e-15	1.0260793443468247e-16	4.60590499556089e-15	1.832831339095326e-16	nan	nan	nan	nan	3.619428328435807e-15	1.7176219046509837e-16	1.4359789034113747e-15	1.8047100883568574e-16	nan	nan	4.1489757739101038e-16	5.936350428433489e-17	nan	nan	4.764820229303831e-15	1.5188685835284565e-16
56625.05000000137	2.5124123297990914e-15	7.821267742253306e-17	3.7937518360404e-15	1.0354355802905705e-16	4.5951934839561254e-15	1.8428705846559954e-16	nan	nan	nan	nan	3.603478254117467e-15	1.7077118698666735e-16	1.4249244553934736e-15	1.7655451966096398e-16	nan	nan	4.135784857000498e-16	5.894305563262803e-17	nan	nan	4.757604798089679e-15	1.5170622493129142e-16
56625.100000001374	2.5123620866550764e-15	7.89143042140615e-17	3.792816673688809e-15	1.0452732990179676e-16	4.5844004096768944e-15	1.8531002776779352e-16	nan	nan	nan	nan	3.587466260496069e-15	1.6975331061934011e-16	1.41388560712966e-15	1.7235782763243555e-16	nan	nan	4.122835011095322e-16	5.849835994906683e-17	nan	nan	4.750315036323198e-15	1.515210354052528e-16
56625.15000000138	2.51227295650174e-15	7.963530742667611e-17	3.791804369556475e-15	1.0555892441084725e-16	4.573526721122753e-15	1.8635106290033568e-16	nan	nan	nan	nan	3.571393909564732e-15	1.687104361839216e-16	1.4028638333908801e-15	1.6790161057229784e-16	nan	nan	4.110131484286313e-16	5.803160203318621e-17	nan	nan	4.742951416136359e-15	1.5133141922360835e-16
56625.20000000138	2.5121450971251137e-15	8.037560428511226e-17	3.7907140569877e-15	1.0663801730160162e-16	4.5625733597971725e-15	1.874091984815776e-16	nan	nan	nan	nan	3.555262758980204e-15	1.676446168333575e-16	1.3918605822572791e-15	1.632097869563625e-16	nan	nan	4.0976795341393197e-16	5.754520408418356e-17	nan	nan	4.735514409116571e-15	1.51137513549458e-16
56625.25000000138	2.5119786656856717e-15	8.113511178947117e-17	3.7895448674190194e-15	1.0776428619415161e-16	4.551541260361629e-15	1.8848348388480918e-16	nan	nan	nan	nan	3.539074362138644e-15	1.6655808265955985e-16	1.3808772758006244e-15	1.5831001833221007e-16	nan	nan	4.085484427954259e-16	5.70418273808438e-17	nan	nan	4.72800448631053e-15	1.5093946320046107e-16
56625.300000001385	2.5117738187204292e-15	8.191374657561651e-17	3.788295930362079e-15	1.0893741032507771e-16	4.5404313506889486e-15	1.8957298417537547e-16	nan	nan	nan	nan	3.522830268250915e-15	1.6545323857638346e-16	1.3699153107585188e-15	1.5323431664763807e-16	nan	nan	4.073551443026572e-16	5.652437280353581e-17	nan	nan	4.720422118223205e-15	1.5073742057913958e-16
56625.35000000139	2.5115307121450002e-15	8.271142467346505e-17	3.786966373386767e-15	1.1015706959708352e-16	4.529244551916797e-15	1.9067678077633218e-16	nan	nan	nan	nan	3.506532022417872e-15	1.6433266135374548e-16	1.358976059200554e-15	1.4801977097834241e-16	nan	nan	4.0618858669084955e-16	5.599597972900235e-17	nan	nan	4.712767774829387e-15	1.5053154559151226e-16
56625.40000000139	2.5112495012557005e-15	8.352806117097325e-17	3.7855553221039496e-15	1.1142294299360876e-16	4.517981778500585e-15	1.9179397187480008e-16	nan	nan	nan	nan	3.4901811657053896e-15	1.6319909566405885e-16	1.3480608691865865e-15	1.4270940405346825e-16	nan	nan	4.050492997670243e-16	5.546002274621823e-17	nan	nan	4.705041925566797e-15	1.5032200555479705e-16
56625.450000001394	2.5109303407316226e-15	8.436356979125003e-17	3.7840619001484674e-15	1.1273470641822353e-16	4.506643938266136e-15	1.929236725816126e-16	nan	nan	nan	nan	3.473779235219325e-15	1.6205544898760022e-16	1.3371710654172972e-15	1.3735315842817996e-16	nan	nan	4.039378144162449e-16	5.49201055562063e-17	nan	nan	4.697245039347435e-15	1.5010897509261843e-16
56625.5000000014	2.510573384636692e-15	8.521786239053915e-17	3.782485229161927e-15	1.1409203001975862e-16	4.495231932462243e-15	1.940650148564372e-16	nan	nan	nan	nan	3.457327764180335e-15	1.6090478521002585e-16	1.3263079498772103e-15	1.320089903679029e-16	nan	nan	4.028546626278511e-16	5.438005133509028e-17	nan	nan	4.689377584555759e-15	1.4989263601803848e-16
56625.5500000014	2.5101788099677446e-15	8.609071467260013e-17	3.780824711577388e-15	1.1549415105506347e-16	4.483746778954093e-15	1.9521698210466144e-16	nan	nan	nan	nan	3.440828281998454e-15	1.5975031673263945e-16	1.315472802470324e-15	1.2674400945186195e-16	nan	nan	4.01800377521677e-16	5.384388876443051e-17	nan	nan	4.68144002905607e-15	1.4967317720381036e-16
56625.6000000014	2.5097468872949127e-15	8.698136517343734e-17	3.779080879015065e-15	1.169386024660445e-16	4.4721899817066996e-15	1.9637791416034153e-16	nan	nan	nan	nan	3.4242823143476058e-15	1.585953949052563e-16	1.304666881648492e-15	1.2163553446050602e-16	nan	nan	4.0077549337443264e-16	5.3315832875763737e-17	nan	nan	4.673432840192017e-15	1.494507944388904e-16
56625.650000001406	2.5092779101272377e-15	8.78889186693803e-17	3.777254543885559e-15	1.1842249708049184e-16	4.460563161442e-15	1.9754600508338867e-16	nan	nan	nan	nan	3.407691383239999e-15	1.5744349858275117e-16	1.293891425032787e-15	1.167718322871583e-16	nan	nan	3.9978054564599683e-16	5.28002598289046e-17	nan	nan	4.665356484790336e-15	1.4922569027116305e-16
56625.70000000141	2.5087721713705203e-15	8.881248267023953e-17	3.77534651660431e-15	1.1994296621022693e-16	4.448867932585443e-15	1.9871947122287844e-16	nan	nan	nan	nan	3.3910570071002925e-15	1.5629822060176163e-16	1.2831476500279176e-15	1.1225216421472856e-16	nan	nan	3.9881607100584603e-16	5.230167476022962e-17	nan	nan	4.657211429167644e-15	1.4899807383579368e-16
56625.75000000141	2.508229963331312e-15	8.975116992239348e-17	3.773357605607793e-15	1.2149717233379348e-16	4.437105903354366e-15	1.998965538350074e-16	nan	nan	nan	nan	3.37438070083977e-15	1.5516325197327594e-16	1.2724367544299044e-15	1.0818560178058678e-16	nan	nan	3.978826073594337e-16	5.182467191416594e-17	nan	nan	4.6489981391286084e-15	1.4876816066840319e-16
56625.800000001414	2.507651577720767e-15	9.070410064451013e-17	3.7712886173694834e-15	1.2308231996698385e-16	4.425278675845462e-15	2.010755213814309e-16	nan	nan	nan	nan	3.3576639759301304e-15	1.5404236359145153e-16	1.2617599170271726e-15	1.046879546811741e-16	nan	nan	3.9698069387470946e-16	5.137388642371121e-17	nan	nan	4.640717079972334e-15	1.485361725027282e-16
56625.85000000142	2.5070373056585682e-15	9.167040450882179e-17	3.769140356416104e-15	1.246956648403927e-16	4.413387846122212e-15	2.022546715285622e-16	nan	nan	nan	nan	3.3409083404774857e-15	1.5293938527089113e-16	1.2511182981951926e-15	1.0187619985579653e-16	nan	nan	3.9611087100864794e-16	5.095393734867662e-17	nan	nan	4.63236871649388e-15	1.4830233705225903e-16
56625.90000000142	2.506387437676815e-15	9.264922238239173e-17	3.766913625343688e-15	1.2633452151651313e-16	4.4014350043023615e-15	2.034323328684136e-16	nan	nan	nan	nan	3.3241152992959406e-15	1.5185818194340612e-16	1.2405130404848291e-15	9.986018151850686e-17	nan	nan	3.9527368053370433e-16	5.0569361921255425e-17	nan	nan	4.623953512990239e-15	1.4806688777481885e-16
56625.95000000142	2.5057022637238917e-15	9.363970784340843e-17	3.76460922483352e-15	1.2799626958600367e-16	4.389421734644469e-15	2.0460686638153093e-16	nan	nan	nan	nan	3.307286532821576e-15	1.508024060087252e-16	1.229945220561831e-15	9.872648716101249e-17	nan	nan	3.9446957640438886e-16	5.022426683357979e-17	nan	nan	4.615471942568956e-15	1.4783005447214804e-16
56626.000000001426	2.504982073168376e-15	9.464102848798342e-17	3.762227953668312e-15	1.2967835858464284e-16	4.377349615634925e-15	2.0577666666221076e-16	nan	nan	nan	nan	3.290426394343247e-15	1.4977238827065767e-16	1.21941517055625e-15	9.844953447323186e-17	nan	nan	3.936976798351689e-16	4.991842517672654e-17	nan	nan	4.606924617146141e-15	1.475919353246146e-16
56626.05000000143	2.5042271548029384e-15	9.565236704337073e-17	3.759770608747956e-15	1.313783117708317e-16	4.365220220074114e-15	2.0694016292548666e-16	nan	nan	nan	nan	3.273541294191735e-15	1.487659014274766e-16	1.2089226459521688e-15	9.891204460394236e-17	nan	nan	3.929560863673424e-16	4.964822606848803e-17	nan	nan	4.598312255380763e-15	1.4735252841375372e-16
56626.10000000143	2.5034377968481172e-15	9.66729223029343e-17	3.7572379851056946e-15	1.330937288987173e-16	4.353035115162901e-15	2.080958198148265e-16	nan	nan	nan	nan	3.2566376930357798e-15	1.4778066500935262e-16	1.1984673716412997e-15	9.997892370152656e-17	nan	nan	3.9224286635576536e-16	4.940982220873173e-17	nan	nan	4.589635578205256e-15	1.471118345962919e-16
56626.150000001435	2.5026142869562972e-15	9.770190989842373e-17	3.754630875924024e-15	1.3482228811471387e-16	4.340795862588257e-15	2.0924213802858365e-16	nan	nan	nan	nan	3.239722049181799e-15	1.4681443842057122e-16	1.188049056489146e-15	1.0150975684690366e-16	nan	nan	3.9155609129411903e-16	4.9199281588174843e-17	nan	nan	4.580895306074958e-15	1.4686986043322957e-16
56626.20000000144	2.501756912215487e-15	9.873856292412963e-17	3.7519500725503445e-15	1.3656174709677981e-16	4.328504018609181e-15	2.1037765478247213e-16	nan	nan	nan	nan	3.2228008188637055e-15	1.4586504737730762e-16	1.1776673934828964e-15	1.0336775300060019e-16	nan	nan	3.908938337224379e-16	4.901265442574725e-17	nan	nan	4.572092158967699e-15	1.4662661839523406e-16
56626.25000000144	2.500865959153209e-15	9.978213242728671e-17	3.749196364513112e-15	1.383099435463838e-16	4.3161611341420744e-15	2.1150094412430916e-16	nan	nan	nan	nan	3.205880456532328e-15	1.4493040909085533e-16	1.1673220598737637e-15	1.0542593863332178e-16	nan	nan	3.902541671346087e-16	4.8846035592541474e-17	nan	nan	4.563226856392011e-15	1.4638212705470428e-16
56626.30000000144	2.499941713740315e-15	1.0083188777812559e-16	3.7463705395375745e-15	1.4006479513301368e-16	4.3037687548459634e-15	2.1261061711632205e-16	nan	nan	nan	nan	3.188967415144925e-15	1.4400855611735667e-16	1.157012717313726e-15	1.0757063850779954e-16	nan	nan	3.8963516588602583e-16	4.8695621732661353e-17	nan	nan	4.554300117392288e-15	1.4613641126438983e-16
56626.35000000145	2.4989844613948787e-15	1.0188711693233197e-16	3.743473383561551e-15	1.418242989814436e-16	4.2913284212075154e-15	2.1370532189937203e-16	nan	nan	nan	nan	3.172068146454421e-15	1.4309765881361527e-16	1.146739011986811e-15	1.0970280615147317e-16	nan	nan	3.890349051011582e-16	4.8557762604257974e-17	nan	nan	4.545312660553654e-15	1.458895023228411e-16
56626.40000000145	2.4979944869859457e-15	1.0294712659778878e-16	3.7405056807512185e-15	1.4358653078184215e-16	4.278841668625871e-15	2.1478374365245301e-16	nan	nan	nan	nan	3.155189101298894e-15	1.4219604635360568e-16	1.1365005747349166e-15	1.1173790931803657e-16	nan	nan	3.884514605811769e-16	4.8429006448254913e-17	nan	nan	4.536265204002973e-15	1.4564143812600977e-16
56626.45000000145	2.4969720748374537e-15	1.040112423167336e-16	3.737468213516806e-15	1.453496435938259e-16	4.26631002749702e-15	2.1584460445981027e-16	nan	nan	nan	nan	3.1383367298907134e-15	1.4130222627318597e-16	1.126297021178218e-15	1.136049911635618e-16	nan	nan	3.8788290871164166e-16	4.83061394337962e-17	nan	nan	4.5271584654200916e-15	1.4539226330468676e-16
56626.500000001455	2.495917508731975e-15	1.0507880847357096e-16	3.734361762528557e-15	1.4711186640682005e-16	4.253735023298347e-15	2.1688666309716112e-16	nan	nan	nan	nan	3.1215174821059067e-15	1.4041490251900154e-16	1.1161279518302297e-15	1.1524536114203573e-16	nan	nan	3.8732732637016133e-16	4.818621941978795e-17	nan	nan	4.517993162037539e-15	1.4514202934853784e-16
56626.55000000146	2.4948310719146054e-15	1.0614918823768044e-16	3.7311871067321125e-15	1.4887150251061877e-16	4.2411181766725225e-15	2.179087147474944e-16	nan	nan	nan	nan	3.1047378077732295e-15	1.3953299198286655e-16	1.1059929522075443e-15	1.1661120684109167e-16	nan	nan	3.867827908340655e-16	4.8066604408206864e-17	nan	nan	4.508770010647716e-15	1.448907947153069e-16
56626.60000000146	2.493713047096704e-15	1.0722176344996618e-16	3.7279450233642846e-15	1.5062692772317023e-16	4.228461003511558e-15	2.189095906561344e-16	nan	nan	nan	nan	3.088004156963483e-15	1.3865563950390896e-16	1.0958915929342834e-15	1.1766429292428459e-16	nan	nan	3.86247379688174e-16	4.794497614994902e-17	nan	nan	4.499489727608466e-15	1.4463862492579688e-16
56626.650000001464	2.4925637164597545e-15	1.0829593446093394e-16	3.724636287968914e-15	1.523765885155072e-16	4.215765015040432e-15	2.198881577338405e-16	nan	nan	nan	nan	3.0713229802785853e-15	1.377822313175045e-16	1.0858234298413492e-15	1.1837482993066835e-16	nan	nan	3.857191707324123e-16	4.7819359401439016e-17	nan	nan	4.490153028845104e-15	1.4438559264399452e-16
56626.70000000147	2.491383361659116e-15	1.0937111992742417e-16	3.721261674412125e-15	1.5411900006792153e-16	4.20303171790048e-15	2.208433181159995e-16	nan	nan	nan	nan	3.0547007291408508e-15	1.3691240692248884e-16	1.075788004060438e-15	1.1872054589756435e-16	nan	nan	3.85196241889592e-16	4.768813732782588e-17	nan	nan	4.480760629858313e-15	1.4413177774213917e-16
56626.75000000147	2.490172263827862e-15	1.1044675657441968e-16	3.717821954898178e-15	1.5585274428610759e-16	4.190262614232848e-15	2.2177400868515637e-16	nan	nan	nan	nan	3.038143856082164e-15	1.3604606932713962e-16	1.065784842112919e-15	1.1868596744742109e-16	nan	nan	3.8467667111311186e-16	4.755006351187195e-17	nan	nan	4.471313245727289e-15	1.4387726735056986e-16
56626.80000000147	2.4889307035805524e-15	1.115222989277285e-16	3.714317899984956e-15	1.5757646780136879e-16	4.1774592017613134e-15	2.2267920056346263e-16	nan	nan	nan	nan	3.0216588150330987e-15	1.3518339361817783e-16	1.0558134559936055e-15	1.1826190564220723e-16	nan	nan	3.841585362946949e-16	4.740427096440277e-17	nan	nan	4.461811591113687e-15	1.436221558916796e-16
56626.850000001476	2.487658961016994e-15	1.1259721902266162e-16	3.710750278599391e-15	1.5928887997463085e-16	4.164622973875435e-15	2.235578985809902e-16	nan	nan	nan	nan	3.0052520616123963e-15	1.3432483377874565e-16	1.0458733432494251e-15	1.1744513961989618e-16	nan	nan	3.8363991517204432e-16	4.725027844757654e-17	nan	nan	4.452256380271756e-15	1.4336654509805665e-16
56626.90000000148	2.4863573157260432e-15	1.1367100609336693e-16	3.707119858053266e-15	1.6098875092068835e-16	4.151755419712926e-15	2.244091407251779e-16	nan	nan	nan	nan	2.988930053415911e-15	1.3347112765812936e-16	1.0359639870530242e-15	1.1623829402889184e-16	nan	nan	3.8311888523659818e-16	4.708799432127814e-17	nan	nan	4.442648327044683e-15	1.4311054401408507e-16
56626.95000000148	2.4850260467893795e-15	1.1474316624687122e-16	3.7034274040582555e-15	1.6267490956592366e-16	4.138858024242395e-15	2.25231997576265e-16	nan	nan	nan	nan	2.972699250306289e-15	1.3262329997141922e-16	1.0260848562713985e-15	1.1464991234765249e-16	nan	nan	3.8259352364120003e-16	4.6917718010109094e-17	nan	nan	4.432988144877775e-15	1.428542689808718e-16
56627.000000001484	2.483665432785237e-15	1.1581322212542844e-16	3.699673680741874e-15	1.6434624174988388e-16	4.1259322683454936e-15	2.26025571732857e-16	nan	nan	nan	nan	2.9565661147021184e-15	1.3178266317942695e-16	1.0162354055295104e-15	1.1269473601338672e-16	nan	nan	3.820619071077767e-16	4.674013906656931e-17	nan	nan	4.423276546817535e-15	1.4259784360384316e-16
56627.05000000149	2.4822757517922085e-15	1.168807125604161e-16	3.6958594506625005e-15	1.660016883790621e-16	4.1129796288989546e-15	2.267889972314656e-16	nan	nan	nan	nan	2.940537111867589e-15	1.3095081607102365e-16	1.0064150752689544e-15	1.103942079437919e-16	nan	nan	3.815221118350024e-16	4.655633367864151e-17	nan	nan	4.4135142455184546e-15	1.42341398702885e-16
56627.10000000149	2.480857281392989e-15	1.1794519222044717e-16	3.691985474824986e-15	1.6764024363916327e-16	4.100001578856801e-15	2.2752143896337976e-16	nan	nan	nan	nan	2.924618710201748e-15	1.3012963984122259e-16	9.966232918017094e-16	1.0777722736636062e-16	nan	nan	3.8097221340592565e-16	4.6367758339948825e-17	nan	nan	4.4037019532499e-15	1.4208507224442532e-16
56627.15000000149	2.479410298678095e-15	1.190062312562329e-16	3.688052512696085e-15	1.6926095327048837e-16	4.0869995873317415e-15	2.282220920917253e-16	nan	nan	nan	nan	2.908817381528432e-15	1.2932129143048113e-16	9.868594673590027e-16	1.0488118874909363e-16	nan	nan	3.8041028669558646e-16	4.617624027210407e-17	nan	nan	4.3938403818974325e-15	1.418290092546807e-16
56627.200000001496	2.477935080249643e-15	1.2006341494427464e-16	3.684061322219687e-15	1.708629129097414e-16	4.0739751196769465e-15	2.288901814714375e-16	nan	nan	nan	nan	2.893139601385772e-15	1.2852819386663734e-16	9.771230001352832e-16	1.0175333679888155e-16	nan	nan	3.7983440577858254e-16	4.598396406644503e-17	nan	nan	4.383930242969287e-15	1.4157336171434841e-16
56627.2500000015	2.4764319022250926e-15	1.2111634333112302e-16	3.680012659832135e-15	1.7244526650033134e-16	4.0609296375674294e-15	2.295249610742981e-16	nan	nan	nan	nan	2.877591849316223e-15	1.2775302332983047e-16	9.674132743273729e-16	9.845245372464833e-17	nan	nan	3.7924264383668156e-16	4.5793453903151565e-17	nan	nan	4.373972247603363e-15	1.413182884333766e-16
56627.3000000015	2.4749010402409554e-15	1.221646308798221e-16	3.67590728047771e-15	1.7400720477244516e-16	4.047864599081178e-15	2.3012571342106037e-16	nan	nan	nan	nan	2.8621806091563186e-15	1.2699869264836517e-16	9.577296601688016e-16	9.505084938779958e-17	nan	nan	3.786330730662594e-16	4.560755061798971e-17	nan	nan	4.363967106567023e-15	1.4106395490592227e-16
56627.350000001505	2.4733427694565206e-15	1.2320790611985685e-16	3.6717459376237495e-15	1.7554796379307354e-16	4.034781458780256e-15	2.3069174902241003e-16	nan	nan	nan	nan	2.846912369326795e-15	1.2626833092913535e-16	9.48071513959358e-16	9.163652521729497e-17	nan	nan	3.780037645858037e-16	4.542938283175851e-17	nan	nan	4.353915530267118e-15	1.408105331447782e-16
56627.40000000151	2.471757364557625e-15	1.242458113016906e-16	3.667529383275988e-15	1.770668235859346e-16	4.021681667791837e-15	2.312224058301052e-16	nan	nan	nan	nan	2.831793623122851e-15	1.2556525903433274e-16	9.384381780898438e-16	8.8315194702612e-17	nan	nan	3.7735278834338436e-16	4.526233134776099e-17	nan	nan	4.343818228751918e-15	1.4055820149463347e-16
56627.45000000151	2.470145099760328e-15	1.2527800205679171e-16	3.663258367993786e-15	1.7856310682042867e-16	4.0085666738886135e-15	2.3171704869971676e-16	nan	nan	nan	nan	2.8168308690044567e-15	1.2489296063832086e-16	9.28828981062119e-16	8.521153323491801e-17	nan	nan	3.766782130240139e-16	4.5109986072383737e-17	nan	nan	4.333675911716776e-15	1.4030714442385219e-16
56627.50000000151	2.4685062488146227e-15	1.2630414706396586e-16	3.658933640905231e-15	1.800361775683895e-16	3.9954379215697374e-15	2.3217506886586297e-16	nan	nan	nan	nan	2.8020306108868885e-15	1.2425504863858962e-16	9.192432375044002e-16	8.246860156636068e-17	nan	nan	3.7597810595699994e-16	4.4976094836979657e-17	nan	nan	4.323489288506971e-15	1.4005755229407193e-16
56627.550000001516	2.4668410850081847e-15	1.2732392772259922e-16	3.654555949722661e-15	1.8148544012717835e-16	3.9822968521410235e-15	2.325958834310107e-16	nan	nan	nan	nan	2.7873993584313126e-15	1.236552267527308e-16	9.096802481818545e-16	8.024396168534476e-17	nan	nan	3.752505330232239e-16	4.4864503708102124e-17	nan	nan	4.313259068127937e-15	1.3980962110716112e-16
56627.60000000152	2.465149881170042e-15	1.283370378332432e-16	3.650126040757411e-15	1.8291033790736386e-16	3.969144903795172e-15	2.3297893486840606e-16	nan	nan	nan	nan	2.772943627335808e-15	1.2309724621300683e-16	9.001393000025186e-16	7.870092761323093e-17	nan	nan	3.7449355856241287e-16	4.477908867371238e-17	nan	nan	4.302985959244552e-15	1.395635522288611e-16
56627.65000000152	2.4634329096742933e-15	1.293431832860066e-16	3.645644658935236e-15	1.8431035238301618e-16	3.9559835116921376e-15	2.3332369053989694e-16	nan	nan	nan	nan	2.7586699396261374e-15	1.2258485756939688e-16	8.906196660185379e-16	7.799423429251471e-17	nan	nan	3.7370524528027886e-16	4.472367898428236e-17	nan	nan	4.2926706701877255e-15	1.393195520892633e-16
56627.700000001525	2.4616904424437754e-15	1.3034208175697328e-16	3.641112547811381e-15	1.856850021024871e-16	3.942814108038896e-15	2.336296422290225e-16	nan	nan	nan	nan	2.744583904914814e-15	1.2212102212420164e-16	8.811211835273205e-16	7.823443805958719e-17	nan	nan	3.728838732570786e-16	4.4701295869386106e-17	nan	nan	4.282313888804855e-15	1.3907780259613304e-16
56627.75000000153	2.4599227509537883e-15	1.3133346241285495e-16	3.636530449585624e-15	1.8703384175757973e-16	3.929638122169326e-15	2.338963056898455e-16	nan	nan	nan	nan	2.730684347442994e-15	1.2170316927789002e-16	8.716479487694251e-16	7.936402889422947e-17	nan	nan	3.7202934006519035e-16	4.4709759581132125e-17	nan	nan	4.271916153664398e-15	1.3883827388546977e-16
56627.80000000153	2.4581301062357446e-15	1.323170656240324e-16	3.631899105117487e-15	1.883564613088322e-16	3.916456980623935e-15	2.3412322021174674e-16	nan	nan	nan	nan	2.7169670539787235e-15	1.2132622067780387e-16	8.622059607261602e-16	8.123446715161281e-17	nan	nan	3.711422672378957e-16	4.474448603688239e-17	nan	nan	4.261477936250947e-15	1.38600843846123e-16
56627.850000001534	2.4563127788808878e-15	1.3329264268600414e-16	3.627219253941136e-15	1.8965248516467563e-16	3.9032721072294515e-15	2.343099482004664e-16	nan	nan	nan	nan	2.7034278035788985e-15	1.209850741281766e-16	8.528012171732025e-16	8.368143312237313e-17	nan	nan	3.7022327794861497e-16	4.480080634625522e-17	nan	nan	4.250999707416814e-15	1.3836539501190846e-16
56627.90000000154	2.4544710390439215e-15	1.3425995554925256e-16	3.622491634280489e-15	1.9092157141209972e-16	3.89008492317818e-15	2.3445607477551117e-16	nan	nan	nan	nan	2.6900623817716405e-15	1.2067467163750745e-16	8.434397076595905e-16	8.654147896000999e-17	nan	nan	3.692729936180137e-16	4.4874059112599026e-17	nan	nan	4.240481937700598e-15	1.3813181542908677e-16
56627.95000000154	2.4526051564467262e-15	1.3521877655750972e-16	3.617716983064319e-15	1.9216341109673227e-16	3.876896847107279e-15	2.345612073839749e-16	nan	nan	nan	nan	2.6768665803790562e-15	1.203900519365187e-16	8.341274155162348e-16	8.966303836024606e-17	nan	nan	3.6829203394446333e-16	4.495966316409187e-17	nan	nan	4.229925097330933e-15	1.3789999904903023e-16
56628.00000000154	2.4507154003819824e-15	1.361688881943028e-16	3.612896035941102e-15	1.9337772754990469e-16	3.863709295178175e-15	2.3462497543090974e-16	nan	nan	nan	nan	2.6638361973400547e-15	1.2012639868998482e-16	8.248703198615685e-16	9.291206934474964e-17	nan	nan	3.6728101693444386e-16	4.5053180884407905e-17	nan	nan	4.219329656227911e-15	1.3766984610280677e-16
56628.050000001545	2.4488020397168683e-15	1.371100828377078e-16	3.6080295272941066e-15	1.9456427576067598e-16	3.85052368115519e-15	2.346470299261245e-16	nan	nan	nan	nan	2.650967036533361e-15	1.1987908426570922e-16	8.156743976048475e-16	9.617370556855787e-17	nan	nan	3.662405589328813e-16	4.5150372211518675e-17	nan	nan	4.208696084007533e-15	1.3744126345777707e-16
