3000	0.006241
3010	0.01144
3020	0.03314
3030	0.05907
3040	0.122
3050	0.2561
3060	0.5383
3070	1.162
3080	2.096
3090	3.436
3100	4.956
3110	6.632
3120	8.505
3130	10.68
3140	13.49
3150	16.44
3160	19.56
3170	22.89
3180	25.48
3190	27.71
3200	29.63
3210	31.17
3220	32.9
3230	34.76
3240	36.95
3250	39.33
3260	42.48
3270	45.53
3280	48.69
3290	51.57
3300	53.84
3310	55.36
3320	55.97
3330	56.33
3340	55.8
3350	55.12
3360	54.26
3370	53.29
3380	52.97
3390	52.63
3400	52.82
3410	53.17
3420	53.81
3430	54.98
3440	56.28
3450	57.84
3460	59.72
3470	61.36
3480	63.15
3490	65.09
3500	66.7
3510	68.32
3520	69.78
3530	70.88
3540	71.99
3550	72.66
3560	73.08
3570	73.45
3580	73.71
3590	73.62
3600	73.58
3610	73.4
3620	73.11
3630	72.49
3640	71.9
3650	71.39
3660	70.49
3670	69.38
3680	68.14
3690	66.95
3700	65.29
3710	63.63
3720	61.69
3730	59.71
3740	57.32
3750	55
3760	52.37
3770	49.73
3780	46.97
3790	44.24
3800	41.27
3810	38.32
3820	35.32
3830	32.24
3840	29.28
3850	26.24
3860	23.31
3870	20.49
3880	17.77
3890	15.2
3900	12.83
3910	10.65
3920	8.687
3930	6.99
3940	5.484
3950	4.209
3960	3.194
3970	2.366
3980	1.72
3990	1.219
4000	0.8809
4010	0.5891
4020	0.3926
4030	0.2559
4040	0.1598
4050	0.09942
4060	0.06119
4070	0.03663
4080	0.0213
4090	0.01171
4100	0.006882
4110	0.004022
4120	0.002195
4130	0.001191
4140	0.000695
4150	0.000422
4160	0.0002096
4170	0.00008844
4180	0.0001079
4190	-0.00003221
4200	0.0000678
4210	-0.00000811
4220	0.00001363
4230	0.00006846
4240	-0.000003276
4250	-0.0000185
4260	0.0001283
4270	-0.00002726
4280	0.00004692
4290	0.00001476
4300	0.00006773
4310	0.00001539
4320	0.00006718
4330	0.00004645
4340	0.00006658
4350	-0.00000693
4360	0.00003632
4370	-0.00002637
4380	0.00001495
4390	-0.000003072
4400	0.00001514
4410	0.00003644
4420	-0.000008068
4430	0.00003649
4440	-0.000002639
4450	0.00001563
4460	0.000005228
4470	0.00001582
4480	-0.00001281
4490	-0.00003859
4500	0.00006771
4510	0.00005732
4520	0.00003671
4530	0.00003673
4540	-0.000002065
4550	0.00002654
4560	-0.000007036
4570	0.00001644
4580	0.00001654
4590	0.00002672
4600	-0.000006745
4610	0.00007699
4620	0.00001693
4630	-0.00001635
4640	-0.000008558
4650	-0.00003539
4660	0.00004776
4670	-0.000002856
4680	0.000005065
4690	0.00004765
4700	0.000005364
4710	-0.000002501
4720	0.00004755
4730	0.00005799
4740	-0.000007382
4750	0.00006823
4760	0.00004747
4770	0.00006796
4780	0.00002695
4790	0.00004741
4800	0.00008785
4810	0.00007778
4820	0.00007008
4830	0.0001026
4840	0.00006984
4850	0.0001668
4860	0.0001988
4870	0.0001767
4880	0.0001864
4890	0.000282
4900	0.000186
4910	0.0003013
4920	0.0002903
4930	0.0002576
4940	0.0003197
4950	0.0003083
4960	0.0003286
4970	0.000286
4980	0.0002853
4990	0.0002534
5000	0.0002124
5010	0.0002116
5020	0.00016
5030	0.0002006
5040	0.0001895
5050	0.0001288
5060	0.0001588
5070	0.0001282
5080	0.0001685
5090	0.0001279
5100	0.0001379
5110	0.0001177
5120	0.00007753
5130	0.0001568
5140	0.00002772
5150	0.00002775
5160	0.00009723
5170	0.0001068
5180	0.00005741
5190	0.00009677
5200	0.0001164
5210	0.00002789
5220	0.00009676
