MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_z	sdss_z_err
55916.06000000542	1.1576659290666904e-16	8.227484724032372e-18	8.382057053765946e-17	1.4479498028172915e-18	1.2924943981730115e-16	2.3061332058493225e-18	5.988527261218069e-17	1.0496076777498887e-16	1.2925516576391228e-16	1.0113097941224391e-17	8.346300320170979e-17	6.06195611181189e-17
55916.11000000542	1.1553856010626138e-16	7.97828974061424e-18	8.374404141808182e-17	1.4491945779246609e-18	1.2901406478244297e-16	3.295931546126013e-18	5.985510057371696e-17	1.0105749987580802e-16	1.292101836054842e-16	7.694866510662279e-18	8.336974036655545e-17	6.084685990430777e-17
55916.160000005424	1.153063079147396e-16	7.738739773080923e-18	8.366707191050581e-17	1.4511361637542896e-18	1.2876892547761753e-16	4.487555621911778e-18	5.98259282240341e-17	9.712728111204479e-17	1.2917277462400945e-16	5.1706653946281084e-18	8.327650577841575e-17	6.107217398834912e-17
55916.21000000543	1.150701859871285e-16	7.506617640053152e-18	8.358971608015055e-17	1.4536939982911788e-18	1.2851548052264539e-16	5.6762635361020495e-18	5.979777533699462e-17	9.31701194334183e-17	1.2914329216591732e-16	2.6675745517859336e-18	8.31833014950233e-17	6.12955010810997e-17
55916.26000000543	1.14830543970741e-16	7.27974538946336e-18	8.351202799122337e-17	1.4567879491017797e-18	1.282551852793087e-16	6.795770511908259e-18	5.977066195406023e-17	8.918603336282528e-17	1.2912208805843206e-16	1.5314860770410826e-18	8.309012955833113e-17	6.151683893654596e-17
55916.31000000543	1.1458773150221192e-16	7.056017370455656e-18	8.343406170725713e-17	1.4603392280437133e-18	1.279894921661277e-16	7.818170732693187e-18	5.974460838745656e-17	8.517505371993517e-17	1.291091466202926e-16	3.590786911167302e-18	8.299699199459412e-17	6.173618535118967e-17
55916.360000005436	1.1434209821580326e-16	6.833431388161605e-18	8.335587129113195e-17	1.4642712023333567e-18	1.2771985097258063e-16	8.728689778937608e-18	5.971963522337238e-17	8.113722585557589e-17	1.2910363184362516e-16	6.025542177791075e-18	8.290389081443995e-17	6.19535381634459e-17
55916.41000000544	1.1409399373925152e-16	6.610118055221497e-18	8.327751080531457e-17	1.4685101010251622e-18	1.2744770917282752e-16	9.518215232226525e-18	5.969576332519427e-17	7.707261259584063e-17	1.291045967968669e-16	8.343221257749398e-18	8.281082801295203e-17	6.216889525305021e-17
55916.46000000544	1.1384376770325929e-16	6.384368917036019e-18	8.319903431124907e-17	1.4729856180334623e-18	1.2717451223898124e-16	1.0180630086636193e-17	5.967301383677653e-17	7.298129818903748e-17	1.2911109445489654e-16	1.0477107103958923e-17	8.271780556973559e-17	6.2382254540479e-17
55916.510000005444	1.1359176972132573e-16	6.15466460591324e-18	8.312049587080385e-17	1.4776314170654984e-18	1.2690170395398098e-16	1.071170865609132e-17	5.965140818574701e-17	6.886339369622678e-17	1.2912217749608808e-16	1.2401814981803048e-17	8.262482544899856e-17	6.259361398637834e-17
55916.56000000545	1.1333834941406867e-16	5.919704900868597e-18	8.304194954490081e-17	1.4823855437598413e-18	1.2663072672410887e-16	1.1108606584470976e-17	5.963096808684936e-17	6.471904450285723e-17	1.2913689809923793e-16	1.410208220424211e-17	8.253188959962279e-17	6.280297159100544e-17
55916.61000000545	1.1308385640091945e-16	5.678443483874493e-18	8.29634493949188e-17	1.4871907531488136e-18	1.2636302189121562e-16	1.1369608211943579e-17	5.961171554532173e-17	6.054844101905905e-17	1.291543077403294e-16	1.5566968577217737e-17	8.243899995523997e-17	6.301032539367888e-17
55916.66000000545	1.1282864028825855e-16	5.430131350375241e-18	8.288504948196468e-17	1.4919947589950626e-18	1.2610003004468699e-16	1.149399984265794e-17	5.959367286031255e-17	5.635183429819106e-17	1.2917345698910851e-16	1.678820284006476e-17	8.234615843430056e-17	6.32156734722398e-17
55916.710000005456	1.1257305068839862e-16	5.174374556456563e-18	8.280680386731934e-17	1.496750413856122e-18	1.2584319133322688e-16	1.1482013654288301e-17	5.957686262833374e-17	5.212955946531926e-17	1.2919339530543365e-16	1.775957259800305e-17	8.225336694015289e-17	6.341901394252218e-17
55916.76000000546	1.1231743721899136e-16	4.911214544789938e-18	8.272876661257921e-17	1.5014158273391302e-18	1.2559394577647326e-16	1.1334819227680713e-17	5.956130774675167e-17	4.788207196690642e-17	1.2921317083536443e-16	1.8476660447211587e-17	8.216062736110926e-17	6.362034495783348e-17
55916.81000000546	1.1206214948523079e-16	4.641243139633502e-18	8.265099177946036e-17	1.5059544288786803e-18	1.253537335765316e-16	1.105455608509396e-17	5.954703141731639e-17	4.36100056932752e-17	1.2923183020696325e-16	1.8936723786264208e-17	8.206794157052239e-17	6.381966470844474e-17
55916.860000005465	1.1180753709883636e-16	4.365770001469758e-18	8.257353343039688e-17	1.5103349823964368e-18	1.2512399542944875e-16	1.0644412318906825e-17	5.953405714972939e-17	3.9314270131449766e-17	1.2924841832577318e-16	1.9138649934503133e-17	8.197531142685407e-17	6.401697142108958e-17
55916.91000000547	1.1155394967627331e-16	4.087068239613381e-18	8.249644562834505e-17	1.5145315579462286e-18	1.249061728366977e-16	1.0108767755168528e-17	5.952240876525033e-17	3.4996220981221794e-17	1.2926197816993805e-16	1.908296347429611e-17	8.188273877374729e-17	6.421226335847233e-17
55916.96000000547	1.1130173682807467e-16	3.808733261144142e-18	8.241978243660926e-17	1.5185234646666846e-18	1.2470170841670816e-16	9.453442308074768e-18	5.951211040034338e-17	3.065797823999297e-17	1.292715505849349e-16	1.877188282919173e-17	8.179022544009732e-17	6.440553881878639e-17
55917.01000000547	1.1105124817189213e-16	3.536195811775753e-18	8.234359791991906e-17	1.522295149572601e-18	1.2451204621650403e-16	8.686135129009972e-18	5.950318651036302e-17	2.6303064760359964e-17	1.2927617407788244e-16	1.8209437331054147e-17	8.16977732401209e-17	6.459679613523904e-17
55917.06000000548	1.1080283333012318e-16	3.2774156792768657e-18	8.226794614328683e-17	1.5258360644460482e-18	1.2433863202349147e-16	7.817241655663139e-18	5.94956618732805e-17	2.1937814772603147e-17	1.2927488461139377e-16	1.7401673829553933e-17	8.160538397342742e-17	6.478603367558745e-17
55917.11000000548	1.1055684192041952e-16	3.0437018850885305e-18	8.219288117322625e-17	1.5291405030157631e-18	1.241829136774523e-16	6.861485616725701e-18	5.948956159345065e-17	1.7574891751341417e-17	1.2926671539694737e-16	1.6357013778560232e-17	8.151305942508576e-17	6.497324984168159e-17
55917.16000000548	1.103136235717041e-16	2.8503688654261586e-18	8.211845707723012e-17	1.5322074095467144e-18	1.2404634138278403e-16	5.841471695947715e-18	5.948491110541985e-17	1.324371854854098e-17	1.2925069668772356e-16	1.5086889179130698e-17	8.142080136569672e-17	6.515844306901598e-17
55917.210000005485	1.10073527915866e-16	2.7164700163998676e-18	8.204472792383561e-17	1.5350401596507875e-18	1.2393036802105144e-16	4.796183188934714e-18	5.94817361777757e-17	9.030203071581339e-18	1.2922585557090087e-16	1.360694373409171e-17	8.132861155145657e-17	6.53416118262898e-17
55917.26000000549	1.0983690459428584e-16	2.662415648712881e-18	8.1971747783364e-17	1.5376463126832057e-18	1.2383644946389312e-16	3.802903806560043e-18	5.948006291703829e-17	5.295515554488897e-18	1.2919121575935005e-16	1.1939492039011097e-17	8.123649172423201e-17	6.552275461497504e-17
55917.31000000549	1.0960410274232439e-16	2.704957939675606e-18	8.189957062082861e-17	1.5400372790456671e-18	1.2376604488632037e-16	3.0300957224765605e-18	nan	nan	1.291457973827188e-16	1.0119088505267644e-17	8.114444361162045e-17	6.570186996889235e-17
55917.360000005494	1.093753647423409e-16	2.8492249844966383e-18	8.182822785616237e-17	1.5422161619412794e-18	1.2372061218388858e-16	2.7837260170874268e-18	nan	nan	1.2908861677785205e-16	8.206746307086812e-18	8.105246892702286e-17	6.587895645379545e-17
55917.4100000055	1.091506947955466e-16	3.0846967138041137e-18	8.175770060578265e-17	1.5441629326798243e-18	1.2370057509144322e-16	3.204878215363905e-18	nan	nan	1.2901868627852616e-16	6.3310907572351715e-18	8.096056936970643e-17	6.60540126669621e-17
55917.4600000055	1.0893006487508151e-16	3.394968712393395e-18	8.168796318039317e-17	1.5458575502472412e-18	1.2370404523381581e-16	3.9947444635452375e-18	nan	nan	1.2893501400446295e-16	4.8115423369083814e-18	8.086874662487585e-17	6.622703723679384e-17
55917.5100000055	1.0871344696001797e-16	3.7636388948214675e-18	8.161898989301489e-17	1.5472837286886714e-18	1.2372882446977533e-16	4.885778637582225e-18	nan	nan	1.2883660650581495e-16	4.345385232609949e-18	8.077700236373328e-17	6.639802882242256e-17
55917.560000005506	1.0850081303298762e-16	4.17692771231541e-18	8.155075505791981e-17	1.5484290744502533e-18	1.237727178042656e-16	5.751174444702131e-18	nan	nan	1.2872307122391546e-16	5.3005487028794485e-18	8.068533824354938e-17	6.656698611332472e-17
55917.61000000551	1.0829213509441881e-16	4.624211139509549e-18	8.14832329907833e-17	1.5492851915157035e-18	1.2383353291776435e-16	6.5332803402258595e-18	nan	nan	1.2859536190216335e-16	6.975558713932877e-18	8.059375590772397e-17	6.673390782894252e-17
55917.66000000551	1.0808738513940092e-16	5.09759759793589e-18	8.141639800869504e-17	1.5498477576299359e-18	1.2390907969599373e-16	7.202924999863438e-18	nan	nan	1.2845461056854525e-16	8.823462910435428e-18	8.050225698585609e-17	6.689879271831246e-17
55917.710000005514	1.0788653517726064e-16	5.5912820473464285e-18	8.135022443018067e-17	1.5501165709430741e-18	1.2399716975990233e-16	7.743728401041763e-18	nan	nan	1.2830194498005775e-16	1.0623744455957426e-17	8.041084309380153e-17	6.706163955970135e-17
55917.76000000552	1.0768955721969762e-16	6.100970471464977e-18	8.128468657488643e-17	1.5500955697623703e-18	1.2409561599586112e-16	8.145953066841638e-18	nan	nan	1.2813848886598839e-16	1.2283743981505238e-17	8.031951583374316e-17	6.72224471602482e-17
55917.81000000552	1.0749642329086914e-16	6.623442317405428e-18	8.121975876398152e-17	1.5497928238549875e-18	1.2420223208597724e-16	8.403895317684503e-18	nan	nan	1.279653621704657e-16	1.3757013189516614e-17	8.022827679425062e-17	6.738121435561453e-17
55917.86000000552	1.0730710541849188e-16	7.156238150366001e-18	8.115541531973399e-17	1.5492204978384327e-18	1.243148320384627e-16	8.51470759817292e-18	nan	nan	1.277836812943314e-16	1.5016473692982168e-17	8.01371275503454e-17	6.753794000963956e-17
55917.910000005526	1.0712157563087573e-16	7.697441998664545e-18	8.109163056524952e-17	1.5483947857738279e-18	1.244312297179846e-16	8.477874325870526e-18	nan	nan	1.275945593363528e-16	1.6044714605376966e-17	8.004606966356238e-17	6.769262301400424e-17
55917.96000000553	1.0693980597234763e-16	8.245530491404352e-18	8.10283788251895e-17	1.547335815357873e-18	1.2454923837590255e-16	8.295045347665823e-18	nan	nan	1.2739910633383693e-16	1.6830016093912762e-17	7.995510468201122e-17	6.784526228789977e-17
55918.01000000553	1.0676176848842092e-16	8.799267863846259e-18	8.096563442507475e-17	1.5460675194095303e-18	1.2466667018034684e-16	7.970134411099941e-18	nan	nan	1.2719842950266583e-16	1.7364532566827394e-17	7.986423414044288e-17	6.799585677770433e-17
55918.060000005535	1.0658743523172768e-16	9.357632202179289e-18	8.090337169114409e-17	1.544617473465127e-18	1.2478133574603245e-16	7.509713172039904e-18	nan	nan	1.2699363347680404e-16	1.764339019515731e-17	7.977345956030495e-17	6.814440545666511e-17
55918.11000000554	1.0641677826201866e-16	9.919763038113212e-18	8.084156495084391e-17	1.543016695672348e-18	1.248910436637592e-16	6.923871609249394e-18	nan	nan	1.2678582054731211e-16	1.7664214772373267e-17	7.968278244980765e-17	6.829090732458788e-17
55918.16000000554	1.062497696461633e-16	1.0484923628115392e-17	8.078018853245827e-17	1.5412994070393274e-18	1.2499360002949655e-16	6.227983088699104e-18	nan	nan	1.2657609090090192e-16	1.7426884901149612e-17	7.9592204303982e-17	6.843536140753077e-17
55918.21000000554	1.0608638145518358e-16	1.1052473450196721e-17	8.071921676506539e-17	1.5395027475321447e-18	1.2508680797300214e-16	5.4464443560093295e-18	nan	nan	1.2636554285808434e-16	1.693341939150733e-17	7.950172660474065e-17	6.85777667575074e-17
55918.260000005546	1.0592658576484731e-16	1.1621847878381936e-17	8.065862397845066e-17	1.5376664467302949e-18	1.2516846718588279e-16	4.6210432920054515e-18	nan	nan	1.2615527311092852e-16	1.618796088568133e-17	7.941135082094007e-17	6.871812245219281e-17
55918.31000000555	1.0577035466100708e-16	1.2192542980285019e-17	8.059838451929436e-17	1.5358323535585783e-18	1.2523637344902151e-16	3.8300935704787024e-18	nan	nan	1.259463769604883e-16	1.5196849746684116e-17	7.932107840843499e-17	6.885642759463756e-17
55918.36000000555	1.056176602348545e-16	1.2764103993050595e-17	8.053847614749585e-17	1.5340249152206625e-18	1.25288318159308e-16	3.2255643014337323e-18	nan	nan	1.2573994855392577e-16	1.396881435546741e-17	7.923091081014385e-17	6.899268131298777e-17
55918.410000005555	1.0546847458114053e-16	1.3336116503006554e-17	8.047888423847354e-17	1.5322273666287796e-18	1.2532209252486115e-16	3.0471639545700248e-18	nan	nan	1.2553708112137073e-16	1.251536127036514e-17	7.914084945610316e-17	6.912688276020988e-17
55918.46000000556	1.0532276980529414e-16	1.3908199597064244e-17	8.04195951980105e-17	1.5304190584403005e-18	1.25336472322333e-16	3.4018273995841146e-18	nan	nan	1.2533886721255653e-16	1.0851594463737852e-17	7.905089576352766e-17	6.925903111382243e-17
55918.51000000556	1.0518051801096465e-16	1.4480000502366217e-17	8.036059543290159e-17	1.528581628822033e-18	1.2533243634521777e-16	4.076268183605822e-18	nan	nan	1.2514639893327014e-16	8.998152128094832e-18	7.896105113686821e-17	6.938912557563299e-17
55918.560000005564	1.0504169131129294e-16	1.505119034242682e-17	8.030187135008306e-17	1.526699336243431e-18	1.2531125683724384e-16	4.856560216162692e-18	nan	nan	1.249607681816492e-16	6.986733117087773e-18	7.887131696786963e-17	6.951716537148134e-17
55918.61000000557	1.0490626183365731e-16	1.5621460744016928e-17	8.024340935711124e-17	1.5247593481205669e-18	1.252742009296965e-16	5.6243938081397346e-18	nan	nan	1.247830668843752e-16	4.8808037022783506e-18	7.878169463562637e-17	6.964314975098798e-17
55918.66000000557	1.0477420170009697e-16	1.6190521100297067e-17	8.01851958620538e-17	1.5227519853114094e-18	1.2522253091320333e-16	6.319546692938085e-18	nan	nan	1.2461438723278845e-16	2.891222316047923e-18	7.869218550664256e-17	6.976707798730846e-17
55918.71000000557	1.0464548304510889e-16	1.6758096341551395e-17	8.012721727354414e-17	1.5206709237498863e-18	1.2515750450864396e-16	6.909399965282674e-18	nan	nan	1.2445581953758127e-16	2.1208124919672443e-18	7.860279093488669e-17	6.988894937689285e-17
55918.760000005575	1.0452007799963067e-16	1.7323925104727256e-17	8.006946000016121e-17	1.518513353398572e-18	1.2508037513726087e-16	7.374892160734029e-18	nan	nan	1.2430794998423108e-16	3.566639692892587e-18	7.851351226184484e-17	7.000876323925179e-17
55918.81000000558	1.0439795871002374e-16	1.7887758220818493e-17	8.001191045136518e-17	1.516280094988488e-18	1.2499239218999775e-16	7.704413898544768e-18	nan	nan	1.2417023920269435e-16	5.525669279756542e-18	7.842435081658307e-17	7.012651891672686e-17
55918.86000000558	1.0427909732858176e-16	1.8449357448086344e-17	7.995455503670324e-17	1.513975674355816e-18	1.2489480129611325e-16	7.891053119294621e-18	nan	nan	1.240419961630638e-16	7.410617144421301e-18	7.833530791579674e-17	7.024221577426687e-17
55918.910000005584	1.041634660070052e-16	1.900849440996031e-17	7.98973801660816e-17	1.5116083537569581e-18	1.247888445911142e-16	7.931313862263205e-18	nan	nan	1.2392253043880419e-16	9.102651925180104e-18	7.824638486386935e-17	7.035585319920984e-17
55918.96000000559	1.0405103689877413e-16	1.95649496988632e-17	7.984037224986339e-17	1.5091901198370427e-18	1.246757609840533e-16	7.824559822263854e-18	nan	nan	1.2381115206027207e-16	1.0558813152164504e-17	7.815758295292486e-17	7.046743060106968e-17
55919.01000000559	1.0394178217813152e-16	2.0118512102387425e-17	7.978351769815061e-17	1.5067366267031269e-18	1.2455678642422263e-16	7.572897308560372e-18	nan	nan	1.2370717136823963e-16	1.1756402878018223e-17	7.806890346288356e-17	7.0576947411329e-17
55919.06000000559	1.0383567401398131e-16	2.0668977951419747e-17	7.972680292208968e-17	1.5042670925188111e-18	1.2443315416730548e-16	7.18144081945021e-18	nan	nan	1.236098988673807e-16	1.2681195711431523e-17	7.798034766151498e-17	7.068440308323563e-17
55919.110000005596	1.0373268457760031e-16	2.1216150546422853e-17	7.967021433250062e-17	1.5018041480373755e-18	1.2430609504101148e-16	6.659089096750668e-18	nan	nan	1.2351864507972187e-16	1.3323932355090066e-17	7.789191680449166e-17	7.078979709160673e-17
55919.1600000056	1.0363278605746886e-16	2.175983966730604e-17	7.961373834015996e-17	1.4993736346128863e-18	1.2417683771024647e-16	6.020225457150043e-18	nan	nan	1.2343272039800722e-16	1.3679023198848893e-17	7.780361213544265e-17	7.089312893263563e-17
55919.2100000056	1.0353595063494856e-16	2.2299861137400263e-17	7.95573613566166e-17	1.497004349477527e-18	1.2404660894185949e-16	5.288394670765807e-18	nan	nan	1.2335143493897316e-16	1.374400978806087e-17	7.771543488600612e-17	7.099439812370541e-17
55919.260000005605	1.0344215050504522e-16	2.283603644710347e-17	7.950106979311487e-17	1.4947277358758536e-18	1.2391663386900994e-16	4.504593278881067e-18	nan	nan	1.2327409839650298e-16	1.3519353090151259e-17	7.76273862758819e-17	7.10936042032068e-17
55919.31000000561	1.0335135785564594e-16	2.336819241628316e-17	7.944485007280061e-17	1.4925774239996093e-18	1.2378813625518688e-16	3.746318994863077e-18	nan	nan	1.2320001989463245e-16	1.3008410581445437e-17	7.753946751288298e-17	7.119074673036146e-17
55919.36000000561	1.0326354490548543e-16	2.3896160897445786e-17	7.938869109604867e-17	1.4905694518267124e-18	1.2366233875794718e-16	3.1647746564986345e-18	nan	nan	1.231285078403964e-16	1.2217579857721184e-17	7.745167979298858e-17	7.128582528505026e-17
55919.41000000561	1.0317868384601015e-16	2.4419778508062875e-17	7.933258729009741e-17	1.488678151441876e-18	1.2354046117235538e-16	2.9997593924713354e-18	nan	nan	1.2305886977647346e-16	1.1156675824513588e-17	7.736402430039351e-17	7.137883946764613e-17
55919.460000005616	1.0309674689951417e-16	2.4938886394934066e-17	7.92765338301656e-17	1.486874048674391e-18	1.2342329446218152e-16	3.359826178537759e-18	nan	nan	1.2299041223362613e-16	9.839772471064426e-18	7.727650220756163e-17	7.146978889885244e-17
55919.51000000562	1.030177062817661e-16	2.545333001611816e-17	7.922052589130882e-17	1.4851301761657227e-18	1.2331067369091247e-16	4.034478547134087e-18	nan	nan	1.2292244058289764e-16	8.287223412027405e-18	7.718911467527485e-17	7.155867321954623e-17
55919.56000000562	1.0294153421268712e-16	2.596295894987921e-17	7.916455864876762e-17	1.483422459241397e-18	1.2320230419687705e-16	4.813115864928611e-18	nan	nan	1.2285425888754683e-16	6.5314217284975025e-18	7.710186285268266e-17	7.16454920906257e-17
55919.610000005625	1.0286820291753743e-16	2.6467626715544184e-17	7.9108627277652e-17	1.4817300482378118e-18	1.230978908138204e-16	5.579316208589022e-18	nan	nan	1.2278516975469747e-16	4.6381553946709944e-18	7.701474787735424e-17	7.173024519286289e-17
55919.66000000563	1.0279768463700107e-16	2.696719061632673e-17	7.90527269531046e-17	1.4800355991275049e-18	1.2299713780889624e-16	6.2735804180229735e-18	nan	nan	1.2271447418667857e-16	2.8222830077409848e-18	7.692777087532743e-17	7.181293222676172e-17
55919.71000000563	1.0272995159752464e-16	2.7461511588492803e-17	7.899685285017013e-17	1.478325503461898e-18	1.2289974882049101e-16	6.863458391277451e-18	nan	nan	1.2264147263612568e-16	2.1332897119986697e-18	7.684093296115639e-17	7.189355291242037e-17
55919.76000000563	1.0266497604750411e-16	2.795045406992229e-17	7.894100014393682e-17	1.4765900676320903e-18	1.2280542679587785e-16	7.329823336937378e-18	nan	nan	1.2256571892388362e-16	3.5016724907945795e-18	7.67542352379616e-17	7.197210698939785e-17
55919.81000000564	1.0260273022762345e-16	2.8433885874920956e-17	7.888516400948202e-17	1.4748236440983074e-18	1.227138739286798e-16	7.660905946284089e-18	nan	nan	1.2248733441995815e-16	5.389710729078288e-18	7.666767879747991e-17	7.204859421658622e-17
55919.86000000564	1.0254318639814311e-16	2.891167807929574e-17	7.882933962197014e-17	1.4730247134158452e-18	1.2262479159612964e-16	7.84959920602792e-18	nan	nan	1.2240651558589265e-16	7.226995333472136e-18	7.658126472010913e-17	7.21230143720875e-17
55919.91000000564	1.024863168050861e-16	2.938370491532032e-17	7.877352215599984e-17	1.4711959182304468e-18	1.2253788029614004e-16	7.89220211762729e-18	nan	nan	1.2232345695545307e-16	8.889482841811525e-18	7.649499407495958e-17	7.219536725309469e-17
55919.960000005645	1.0243209371286538e-16	2.984984367215107e-17	7.871770678661586e-17	1.4693440487242356e-18	1.2245283958413837e-16	7.787872090819145e-18	nan	nan	1.222383511772448e-16	1.0330282365027381e-17	7.640886791989846e-17	7.226565267577726e-17
55920.01000000565	1.0238048938411427e-16	3.03099746066607e-17	7.866188868865621e-17	1.4674799788074454e-18	1.2236936800968722e-16	7.538507916785415e-18	nan	nan	1.2215138905694498e-16	1.1523711795122916e-17	7.632288730160043e-17	7.233387047517291e-17
55920.06000000565	1.023314760927373e-16	3.076398085555524e-17	7.860606303662166e-17	1.4656185518535698e-18	1.2228716305286097e-16	7.149008748568687e-18	nan	nan	1.2206275959916858e-16	1.2453127842699816e-17	7.623705325558996e-17	7.240002050508146e-17
55920.110000005654	1.022850261067068e-16	3.121174835749501e-17	7.855022500515443e-17	1.4637784146026253e-18	1.2220592106038097e-16	6.6280363432568375e-18	nan	nan	1.21972650048968e-16	1.3107242998542539e-17	7.615136680629176e-17	7.2464102637966e-17
55920.16000000566	1.0224111170763921e-16	3.165316577757089e-17	7.849436976879878e-17	1.461981797658618e-18	1.2212533718148614e-16	5.9896920934920904e-18	nan	nan	1.218812459329735e-16	1.3478736833892153e-17	7.606582896707497e-17	7.252611676485609e-17
55920.21000000566	1.0219970517359166e-16	3.208812443808639e-17	7.843849250174002e-17	1.460254239508591e-18	1.2204510530354325e-16	5.2571615157612024e-18	nan	nan	1.2178873110018534e-16	1.3563662201646498e-17	7.598044074029932e-17	7.258606279525786e-17
55920.26000000566	1.0216077879863832e-16	3.251651825131412e-17	7.838258837829397e-17	1.4586242536473101e-18	1.219649179873732e-16	4.4709928448099994e-18	nan	nan	1.2169528776241928e-16	1.336119716708018e-17	7.589520311736004e-17	7.264394065706702e-17
55920.310000005666	1.0212430486558208e-16	3.2938243659324433e-17	7.83266525783356e-17	1.4571228410478738e-18	1.2188446640229554e-16	3.708354735334102e-18	nan	nan	1.216010965344132e-16	1.2873597150292679e-17	7.581011707873441e-17	7.269975029648673e-17
55920.36000000567	1.0209025567264969e-16	3.335319957402545e-17	7.827068150218111e-17	1.4557633364564012e-18	1.2180344026086264e-16	3.121482828669014e-18	nan	nan	1.2150633647360494e-16	1.2106321840450576e-17	7.572518359402389e-17	7.275349167795058e-17
55920.41000000567	1.0205860351925431e-16	3.376128732350616e-17	7.821467427331557e-17	1.4545168522612401e-18	1.2172152828750843e-16	2.954999778100622e-18	nan	nan	1.2141118511958223e-16	1.1068403392976468e-17	7.56404036220022e-17	7.280516478404995e-17
55920.460000005674	1.0202932070599556e-16	3.4162410598395876e-17	7.81586303841175e-17	1.453350862307456e-18	1.2163853087145297e-16	3.320391848577416e-18	nan	nan	1.2131581853321585e-16	9.773289460433063e-18	7.555577811065552e-17	7.285476961546488e-17
55920.51000000568	1.0200237954177821e-16	3.455647540304465e-17	7.810254932614948e-17	1.4522356346145643e-18	1.2155449945560712e-16	4.002011088399327e-18	nan	nan	1.2122041133547781e-16	8.240884959097749e-18	7.547130799722849e-17	7.290230619090089e-17
55920.56000000568	1.0197775233847312e-16	3.49433900089908e-17	7.804643059135486e-17	1.451144626526721e-18	1.2146951805417793e-16	4.786247347801573e-18	nan	nan	1.2112513674595939e-16	6.503386049402349e-18	7.538699420826789e-17	7.294777454702902e-17
55920.61000000568	1.019554114132902e-16	3.5323064910339336e-17	7.79902736709481e-17	1.4500548221767529e-18	1.2138366908238649e-16	5.556512987225747e-18	nan	nan	1.2103016662107937e-16	4.626880811035248e-18	7.530283765966326e-17	7.299117473843108e-17
55920.660000005686	1.0193532907928676e-16	3.569541278134241e-17	7.793407805667673e-17	1.4489470137178892e-18	1.2129703337509473e-16	6.253709405514174e-18	nan	nan	1.209356714920097e-16	2.8275887195576816e-18	7.52188392566931e-17	7.303250683754939e-17
55920.71000000569	1.0191747766257105e-16	3.6060348436323734e-17	7.787784323954853e-17	1.4478060289546928e-18	1.2120969020512095e-16	6.84571857022516e-18	nan	nan	1.2084182033167898e-16	2.1480741389266474e-18	7.5134999894064e-17	7.307177093463969e-17
55920.76000000569	1.0190182948984456e-16	3.64177887914568e-17	7.782156871064739e-17	1.4466209055812313e-18	1.2112171730121444e-16	7.313623628966163e-18	nan	nan	1.2074872348908465e-16	3.50580513881552e-18	7.505132045595605e-17	7.310896713773069e-17
55920.810000005695	1.0188835689077485e-16	3.676765282870844e-17	7.776525396087232e-17	1.4453850141699483e-18	1.2103319086571892e-16	7.645777597209227e-18	nan	nan	1.2065636207878711e-16	5.385811242175112e-18	7.49678018160603e-17	7.314409557258604e-17
55920.8600000057	1.0187703219977532e-16	3.710986155993641e-17	7.770889848079589e-17	1.444096130782389e-18	1.2094418559191149e-16	7.835138932756561e-18	nan	nan	1.2056469866658294e-16	7.218252205703027e-18	7.488444483762399e-17	7.317715638267156e-17
55920.9100000057	1.018678277548187e-16	3.744433799589728e-17	7.765250176104512e-17	1.4427564591087523e-18	1.2085477468102114e-16	7.87803367733971e-18	nan	nan	1.2047369458273135e-16	8.877813691064866e-18	7.48012503734899e-17	7.32081497291269e-17
55920.9600000057	1.0186071589803027e-16	3.777100711241956e-17	7.759606329185536e-17	1.4413726029206869e-18	1.2076502985894222e-16	7.773616809721863e-18	nan	nan	1.203833099147192e-16	1.0316999732762296e-17	7.471821926613777e-17	7.323707579074153e-17
55921.01000000571	1.0185566897034888e-16	3.808979582171447e-17	7.753958256354902e-17	1.4399554871764356e-18	1.206750213926249e-16	7.52375716507045e-18	nan	nan	1.2029350349975167e-16	1.1509782487629194e-17	7.463535234772383e-17	7.326393476393512e-17
55921.06000000571	1.0185265932517107e-16	3.8400632941988974e-17	7.748305906607859e-17	1.4385202280721003e-18	1.2058481810616664e-16	7.133291984772693e-18	nan	nan	1.2020423291697172e-16	1.2439284786596882e-17	7.455265044012175e-17	7.328872686274169e-17
55921.11000000571	1.018516593087747e-16	3.8703449172039346e-17	7.742649228926604e-17	1.4370859490562569e-18	1.204944873965945e-16	6.610777167092617e-18	nan	nan	1.2011545447939871e-16	1.3094044141173682e-17	7.447011435496127e-17	7.331145231879966e-17
55921.160000005715	1.0185264128345468e-16	3.8998177062588455e-17	7.736988172271575e-17	1.435675541970718e-18	1.2040409524933958e-16	5.970142117744207e-18	nan	nan	1.200271232255934e-16	1.3466601900750167e-17	7.438774489367008e-17	7.333211138134455e-17
55921.21000000572	1.0185557760142109e-16	3.9284750993023625e-17	7.731322685607561e-17	1.434315370646485e-18	1.2031370625341458e-16	5.234301696545429e-18	nan	nan	1.1993919291104108e-16	1.3552898935785413e-17	7.430554284751033e-17	7.335070431720715e-17
55921.26000000572	1.0186044062496884e-16	3.956310714527162e-17	7.72565271783952e-17	1.4330349146494446e-18	1.2022338361629374e-16	4.443420818577306e-18	nan	nan	1.1985161599925498e-16	1.3352022269542949e-17	7.422350899761872e-17	7.336723141081581e-17
