time,logL_BVRI,logL_BVRI_err
55962.05,0.7020401573498829,0.0007707016344989191
55962.25,1.0452396085740798,0.0003356606077751296
55962.55,1.3059995283408319,0.0002180095809883195
55963.85,1.7541488968258743,9.715563659422943e-05
55965.65,1.9930950382307333,5.728507816514494e-05
55967.46,2.127964332538171,3.362446651272727e-05
55969.26,2.2255907434675835,3.789068495437801e-05
55971.06,2.3064869696526893,5.112828295309779e-05
55973.03,2.358399223740521,4.005903444892994e-05
55975.01,2.3921740373117415,5.0021392727154305e-05
55976.99,2.4079185195555954,4.2726476905728325e-05
55977.97,2.4107139356186624,8.636717526029552e-06
55978.0,2.4112784122935595,8.782300940967667e-06
55979.95,2.3954832903581176,5.888903962340116e-06
55980.0,2.3956490172257716,4.0373429875580967e-07
55982.92,2.3484216859400253,7.215059565374091e-06
55983.9,2.325472263074775,4.9576216449862084e-05
55985.88,2.2869133786941918,0.000121793576370887
55987.85,2.2401076639845936,0.00017874848894507166
55989.83,2.1979501206304235,0.0001282475372686909
55992.0,2.1624755645955913,0.00011529591463998675
55994.18,2.1171338658245595,8.570801208789843e-05
55996.35,2.065000145739615,6.963650622978934e-05
55998.53,1.9951414057410848,7.0118328347061e-05
56000.7,1.93907378900113,8.561070210990318e-05
56002.73,1.90065082414808,0.00019278572155270192
56004.76,1.86922732576769,0.00019928647572204988
56006.78,1.835865940089164,0.00016220339864719455
56008.81,1.8025756375274105,0.00015114631603950046
56010.84,1.7752293349830321,0.0001294735185480347
56012.87,1.7207291564501954,0.0
56014.9,1.6882592954231443,0.0
56016.92,1.6571498903320678,0.0
56018.95,1.6247598482519057,0.0
56020.98,1.5916535540303336,0.0
56023.01,1.5584582421667257,0.0
56025.04,1.522791478294176,0.0
56027.06,1.486532164275876,0.0
56029.09,1.447576270286882,0.0
56031.12,1.4080161180742194,0.0
56033.15,1.3660254029767118,0.0
56035.18,1.3230871089850518,0.0
56037.2,1.2807669245690607,0.0
56039.23,1.2372655743207823,0.0
56041.26,1.1946117751493261,0.0
56043.29,1.1506542800297124,0.0
56045.32,1.1072756774483434,0.0
56047.34,1.062315339789531,0.0
56049.37,1.017862352586403,0.0
