#wls	flux	flux_err
3888.4411	1.0274e-16	3.9073e-18
3889.8976	1.0298e-16	3.9073e-18
3891.3742	1.0320e-16	3.9073e-18
3892.8407	1.0349e-16	3.9073e-18
3894.3073	1.0386e-16	3.9073e-18
3895.7738	1.0427e-16	3.9073e-18
3897.2404	1.0467e-16	3.9073e-18
3898.7069	1.0510e-16	3.9073e-18
3900.1836	1.0554e-16	3.9073e-18
3901.6401	1.0594e-16	3.9073e-18
3903.1066	1.0627e-16	3.9073e-18
3904.5832	1.0663e-16	3.9073e-18
3906.0397	1.0696e-16	3.9073e-18
3907.5063	1.0721e-16	3.9073e-18
3908.9829	1.0743e-16	3.9073e-18
3910.4494	1.0765e-16	3.9073e-18
3911.9059	1.0787e-16	3.9073e-18
3913.3825	1.0810e-16	3.9073e-18
3914.8491	1.0838e-16	3.8905e-18
3916.3157	1.0871e-16	3.8980e-18
3917.7822	1.0906e-16	3.8630e-18
3919.2488	1.0946e-16	3.8790e-18
3920.7153	1.0989e-16	3.9493e-18
3922.1919	1.1031e-16	3.9501e-18
3923.6484	1.1073e-16	3.9467e-18
3925.1150	1.1112e-16	3.9494e-18
3926.5916	1.1140e-16	3.9306e-18
3928.0481	1.1158e-16	3.8476e-18
3929.5247	1.1177e-16	3.8216e-18
3930.9913	1.1192e-16	3.8281e-18
3932.4578	1.1203e-16	3.8252e-18
3933.9244	1.1216e-16	3.8249e-18
3935.3909	1.1231e-16	3.7746e-18
3936.8575	1.1238e-16	3.6295e-18
3938.3341	1.1239e-16	3.5443e-18
3939.7906	1.1237e-16	3.4778e-18
3941.2571	1.1230e-16	3.4661e-18
3942.7337	1.1216e-16	3.6157e-18
3944.2003	1.1199e-16	3.6668e-18
3945.6568	1.1178e-16	3.6027e-18
3947.1334	1.1157e-16	3.4695e-18
3948.6000	1.1136e-16	3.3524e-18
3950.0565	1.1113e-16	3.3708e-18
3951.5331	1.1094e-16	3.4901e-18
3952.9996	1.1078e-16	3.5140e-18
3954.4662	1.1062e-16	3.3762e-18
3955.9327	1.1048e-16	3.2356e-18
3957.3993	1.1039e-16	3.1193e-18
3958.8659	1.1032e-16	3.0502e-18
3960.3425	1.1027e-16	3.1212e-18
3961.7990	1.1026e-16	3.1910e-18
3963.2655	1.1025e-16	3.3287e-18
3964.7421	1.1024e-16	3.6660e-18
3966.2087	1.1016e-16	3.8832e-18
3967.6652	1.1002e-16	4.0133e-18
3969.1418	1.0989e-16	4.0861e-18
3970.6083	1.0984e-16	4.0604e-18
3972.0749	1.0977e-16	4.0777e-18
3973.5415	1.0967e-16	4.0915e-18
3975.0080	1.0961e-16	4.2020e-18
3976.4846	1.0952e-16	4.3922e-18
3977.9411	1.0939e-16	4.4341e-18
3979.4077	1.0929e-16	4.4302e-18
3980.8843	1.0925e-16	4.4321e-18
3982.3508	1.0923e-16	4.4443e-18
3983.8073	1.0923e-16	4.4345e-18
3985.2839	1.0932e-16	4.4523e-18
3986.7505	1.0946e-16	4.6519e-18
3988.2171	1.0963e-16	4.7623e-18
3989.6836	1.0982e-16	4.8301e-18
3991.1502	1.1000e-16	4.8863e-18
3992.6167	1.1019e-16	4.8010e-18
3994.0833	1.1039e-16	4.7349e-18
3995.5498	1.1064e-16	4.7332e-18
3997.0164	1.1097e-16	4.7425e-18
3998.4930	1.1136e-16	4.7614e-18
3999.9495	1.1170e-16	4.7518e-18
4001.4160	1.1202e-16	4.7039e-18
4002.8926	1.1233e-16	4.6676e-18
4004.3592	1.1261e-16	4.6684e-18
4005.8157	1.1284e-16	4.6489e-18
4007.2923	1.1307e-16	4.6307e-18
4008.7589	1.1332e-16	4.6243e-18
4010.2254	1.1355e-16	4.5590e-18
4011.6920	1.1371e-16	4.4560e-18
4013.1585	1.1382e-16	4.2508e-18
4014.6251	1.1394e-16	3.8895e-18
4016.0916	1.1407e-16	3.5837e-18
4017.5582	1.1419e-16	3.3319e-18
4019.0348	1.1437e-16	3.1358e-18
4020.5014	1.1459e-16	3.1228e-18
4021.9579	1.1481e-16	3.1230e-18
4023.4345	1.1499e-16	3.1187e-18
4024.9010	1.1515e-16	3.0679e-18
4026.3676	1.1529e-16	2.9105e-18
4027.8341	1.1535e-16	2.8902e-18
4029.3007	1.1534e-16	2.8890e-18
4030.7672	1.1529e-16	2.8855e-18
4032.2438	1.1523e-16	2.8811e-18
4033.7004	1.1510e-16	2.8832e-18
4035.1669	1.1496e-16	2.8333e-18
4036.6435	1.1488e-16	2.5715e-18
4038.1000	1.1482e-16	2.3686e-18
4039.5666	1.1477e-16	2.2343e-18
4041.0432	1.1475e-16	2.0660e-18
4042.5097	1.1478e-16	1.9297e-18
4043.9662	1.1478e-16	1.8895e-18
4045.4428	1.1473e-16	1.8796e-18
4046.9094	1.1465e-16	1.8850e-18
4048.3760	1.1455e-16	1.8805e-18
4049.8425	1.1437e-16	1.8445e-18
4051.3091	1.1411e-16	1.7342e-18
4052.7756	1.1383e-16	1.7092e-18
4054.2522	1.1356e-16	1.6748e-18
4055.7087	1.1325e-16	1.5781e-18
4057.1753	1.1296e-16	1.4854e-18
4058.6519	1.1276e-16	1.4825e-18
4060.1084	1.1261e-16	1.4910e-18
4061.5850	1.1248e-16	1.4950e-18
4063.0516	1.1240e-16	1.4429e-18
4064.5181	1.1238e-16	1.4034e-18
4065.9847	1.1234e-16	1.3958e-18
4067.4512	1.1231e-16	1.4820e-18
4068.9178	1.1235e-16	1.5743e-18
4070.3944	1.1239e-16	1.5547e-18
4071.8509	1.1240e-16	1.5451e-18
4073.3174	1.1244e-16	1.5758e-18
4074.7940	1.1244e-16	1.7931e-18
4076.2606	1.1240e-16	2.0976e-18
4077.7171	1.1244e-16	2.2766e-18
4079.1937	1.1258e-16	2.3240e-18
4080.6603	1.1273e-16	2.3238e-18
4082.1168	1.1291e-16	2.3246e-18
4083.5934	1.1310e-16	2.3561e-18
4085.0599	1.1318e-16	2.4420e-18
4086.5265	1.1316e-16	2.4550e-18
4087.9930	1.1315e-16	2.4377e-18
4089.4596	1.1312e-16	2.4295e-18
4090.9261	1.1306e-16	2.3931e-18
4092.4028	1.1300e-16	2.3823e-18
4093.8593	1.1294e-16	2.3786e-18
4095.3258	1.1289e-16	2.3833e-18
4096.8024	1.1288e-16	2.3708e-18
4098.2690	1.1290e-16	2.3758e-18
4099.7255	1.1294e-16	2.3860e-18
4101.2021	1.1307e-16	2.3578e-18
4102.6686	1.1321e-16	2.2999e-18
4104.1251	1.1335e-16	2.2828e-18
4105.6017	1.1353e-16	2.2886e-18
