#wls	flux	flux_err
3650.0000	2.7468e-15	5.4287e-16
3651.2700	2.7646e-15	5.4287e-16
3652.5400	2.7820e-15	5.4287e-16
3653.8100	2.8008e-15	5.4287e-16
3655.0800	2.8201e-15	5.4287e-16
3656.3500	2.8377e-15	5.4287e-16
3657.6300	2.8532e-15	5.4287e-16
3658.9000	2.8682e-15	5.4287e-16
3660.1700	2.8838e-15	5.4287e-16
3661.4400	2.8988e-15	5.4287e-16
3662.7100	2.9126e-15	5.4287e-16
3663.9800	2.9259e-15	5.4287e-16
3665.2500	2.9381e-15	5.4287e-16
3666.5200	2.9485e-15	5.4287e-16
3667.7900	2.9579e-15	5.4287e-16
3669.0600	2.9661e-15	5.4287e-16
3670.3300	2.9725e-15	5.4287e-16
3671.6100	2.9775e-15	5.4287e-16
3672.8800	2.9833e-15	5.4287e-16
3674.1500	2.9899e-15	5.4287e-16
3675.4200	2.9955e-15	5.4328e-16
3676.6900	2.9989e-15	5.3699e-16
3677.9600	2.9998e-15	5.3125e-16
3679.2300	2.9977e-15	5.2584e-16
3680.5000	2.9936e-15	5.2059e-16
3681.7700	2.9895e-15	5.2078e-16
3683.0400	2.9864e-15	5.2546e-16
3684.3100	2.9838e-15	5.1296e-16
3685.5900	2.9804e-15	4.6623e-16
3686.8600	2.9753e-15	4.1498e-16
3688.1300	2.9678e-15	4.0796e-16
3689.4000	2.9584e-15	4.0915e-16
3690.6700	2.9481e-15	3.9510e-16
3691.9400	2.9373e-15	3.7859e-16
3693.2100	2.9261e-15	3.5841e-16
3694.4800	2.9139e-15	3.3603e-16
3695.7500	2.8993e-15	3.1296e-16
3697.0200	2.8813e-15	3.0311e-16
3698.2900	2.8609e-15	3.0815e-16
3699.5600	2.8392e-15	3.1676e-16
3700.8400	2.8161e-15	3.1909e-16
3702.1100	2.7900e-15	3.1798e-16
3703.3800	2.7601e-15	3.2000e-16
3704.6500	2.7275e-15	3.2938e-16
3705.9200	2.6937e-15	3.4152e-16
3707.1900	2.6589e-15	3.5221e-16
3708.4600	2.6234e-15	3.6197e-16
3709.7300	2.5886e-15	3.7283e-16
3711.0000	2.5554e-15	3.8052e-16
3712.2700	2.5217e-15	3.8283e-16
3713.5400	2.4852e-15	3.8164e-16
3714.8200	2.4460e-15	3.8134e-16
3716.0900	2.4058e-15	3.8117e-16
3717.3600	2.3657e-15	3.7849e-16
3718.6300	2.3261e-15	3.7760e-16
3719.9000	2.2870e-15	3.7557e-16
3721.1700	2.2475e-15	3.5746e-16
3722.4400	2.2069e-15	3.3906e-16
3723.7100	2.1653e-15	3.3355e-16
3724.9800	2.1232e-15	3.3439e-16
3726.2500	2.0803e-15	3.3437e-16
3727.5200	2.0367e-15	3.3400e-16
3728.8000	1.9927e-15	3.2626e-16
3730.0700	1.9487e-15	3.0235e-16
3731.3400	1.9044e-15	2.8255e-16
3732.6100	1.8598e-15	2.8118e-16
3733.8800	1.8156e-15	2.7935e-16
3735.1500	1.7716e-15	2.8042e-16
3736.4200	1.7269e-15	2.7643e-16
3737.6900	1.6816e-15	2.6562e-16
3738.9600	1.6366e-15	2.6117e-16
3740.2300	1.5938e-15	2.6123e-16
3741.5000	1.5539e-15	2.6125e-16
3742.7800	1.5156e-15	2.6173e-16
3744.0500	1.4765e-15	2.6173e-16
3745.3200	1.4369e-15	2.5879e-16
3746.5900	1.3988e-15	2.5367e-16
3747.8600	1.3639e-15	2.5017e-16
3749.1300	1.3323e-15	2.5100e-16
3750.4000	1.3057e-15	2.5154e-16
3751.6700	1.2811e-15	2.5164e-16
3752.9400	1.2569e-15	2.4534e-16
3754.2100	1.2344e-15	2.3043e-16
3755.4800	1.2150e-15	2.1482e-16
3756.7600	1.1934e-15	1.9667e-16
3758.0300	1.1616e-15	1.7403e-16
3759.3000	1.1197e-15	1.5471e-16
3760.5700	1.0764e-15	1.4535e-16
3761.8400	1.0426e-15	1.4329e-16
3763.1100	1.0209e-15	1.4349e-16
3764.3800	1.0061e-15	1.4270e-16
3765.6500	9.9320e-16	1.4019e-16
3766.9200	9.8209e-16	1.3920e-16
3768.1900	9.7361e-16	1.4320e-16
3769.4600	9.6967e-16	1.5107e-16
3770.7400	9.6900e-16	1.5709e-16
3772.0100	9.6990e-16	1.5796e-16
3773.2800	9.6922e-16	1.5851e-16
3774.5500	9.6788e-16	1.6116e-16
3775.8200	9.6704e-16	1.6455e-16
3777.0900	9.6345e-16	1.6478e-16
3778.3600	9.5551e-16	1.6291e-16
3779.6300	9.4660e-16	1.6635e-16
3780.9000	9.4022e-16	1.7170e-16
3782.1700	9.3707e-16	1.7804e-16
3783.4400	9.3664e-16	1.8334e-16
3784.7100	9.3785e-16	1.8371e-16
3785.9900	9.3864e-16	1.8281e-16
3787.2600	9.3819e-16	1.8255e-16
3788.5300	9.3888e-16	1.8094e-16
3789.8000	9.4395e-16	1.8123e-16
3791.0700	9.5322e-16	1.8230e-16
3792.3400	9.6433e-16	1.8249e-16
3793.6100	9.7234e-16	1.8222e-16
3794.8800	9.7498e-16	1.8221e-16
3796.1500	9.7500e-16	1.8534e-16
3797.4200	9.7513e-16	1.8770e-16
3798.6900	9.7782e-16	1.8942e-16
3799.9700	9.8326e-16	1.9208e-16
3801.2400	9.9078e-16	1.9347e-16
3802.5100	9.9787e-16	1.8863e-16
3803.7800	1.0030e-15	1.7611e-16
3805.0500	1.0089e-15	1.6576e-16
3806.3200	1.0193e-15	1.6221e-16
3807.5900	1.0328e-15	1.6187e-16
3808.8600	1.0429e-15	1.6223e-16
3810.1300	1.0468e-15	1.6236e-16
3811.4000	1.0484e-15	1.6173e-16
3812.6700	1.0528e-15	1.6303e-16
3813.9500	1.0604e-15	1.6728e-16
3815.2200	1.0683e-15	1.6918e-16
3816.4900	1.0760e-15	1.6682e-16
3817.7600	1.0838e-15	1.6150e-16
3819.0300	1.0932e-15	1.5668e-16
3820.3000	1.1046e-15	1.6077e-16
3821.5700	1.1166e-15	1.6720e-16
3822.8400	1.1267e-15	1.6724e-16
3824.1100	1.1348e-15	1.6285e-16
3825.3800	1.1444e-15	1.6149e-16
3826.6500	1.1583e-15	1.6165e-16
3827.9300	1.1766e-15	1.5797e-16
3829.2000	1.1978e-15	1.5367e-16
3830.4700	1.2209e-15	1.4719e-16
3831.7400	1.2441e-15	1.3899e-16
