#wls	flux	flux_err
3201.0284	1.0403e-16	9.0181e-18
3202.7260	1.0372e-16	9.0181e-18
3204.4235	1.0330e-16	9.0181e-18
3206.1211	1.0281e-16	9.0181e-18
3207.8187	1.0237e-16	9.0181e-18
3209.5163	1.0215e-16	9.0181e-18
3211.2139	1.0220e-16	9.0181e-18
3212.9115	1.0228e-16	9.0181e-18
3214.6091	1.0237e-16	9.0181e-18
3216.3067	1.0262e-16	9.0181e-18
3218.0042	1.0277e-16	9.0181e-18
3219.7018	1.0276e-16	9.0181e-18
3221.3994	1.0279e-16	9.0181e-18
3223.0970	1.0294e-16	9.0181e-18
3224.7946	1.0319e-16	9.0181e-18
3226.4922	1.0351e-16	9.0287e-18
3228.1898	1.0392e-16	8.6504e-18
3229.8874	1.0448e-16	8.3279e-18
3231.5850	1.0517e-16	8.1442e-18
3233.2825	1.0585e-16	8.0174e-18
3234.9801	1.0650e-16	7.9665e-18
3236.6777	1.0721e-16	8.1181e-18
3238.3753	1.0791e-16	8.1040e-18
3240.0729	1.0852e-16	7.6158e-18
3241.7805	1.0907e-16	7.3340e-18
3243.4781	1.0963e-16	7.3845e-18
3245.1757	1.1007e-16	7.4765e-18
3246.8733	1.1049e-16	7.4432e-18
3248.5709	1.1090e-16	7.5532e-18
3250.2685	1.1130e-16	7.5284e-18
3251.9661	1.1168e-16	7.2994e-18
3253.6636	1.1208e-16	7.0471e-18
3255.3612	1.1248e-16	7.0998e-18
3257.0588	1.1280e-16	7.4245e-18
3258.7564	1.1300e-16	7.7796e-18
3260.4540	1.1305e-16	7.8015e-18
3262.1516	1.1309e-16	7.6197e-18
3263.8492	1.1319e-16	7.3490e-18
3265.5468	1.1335e-16	7.2035e-18
3267.2443	1.1359e-16	7.0709e-18
3268.9419	1.1403e-16	7.0608e-18
3270.6395	1.1458e-16	7.4534e-18
3272.3371	1.1525e-16	8.0277e-18
3274.0347	1.1594e-16	8.4661e-18
3275.7323	1.1665e-16	8.8178e-18
3277.4299	1.1737e-16	9.1480e-18
3279.1275	1.1779e-16	9.3625e-18
3280.8251	1.1814e-16	9.3888e-18
3282.5226	1.1857e-16	9.3669e-18
3284.2202	1.1900e-16	9.3204e-18
3285.9178	1.1936e-16	9.2160e-18
3287.6154	1.1974e-16	9.2982e-18
3289.3130	1.1986e-16	9.4622e-18
3291.0106	1.1960e-16	9.4434e-18
3292.7082	1.1924e-16	9.4461e-18
3294.4058	1.1893e-16	9.6544e-18
3296.1033	1.1879e-16	9.5734e-18
3297.8110	1.1873e-16	9.2601e-18
3299.5086	1.1868e-16	9.2295e-18
3301.2062	1.1851e-16	9.2490e-18
3302.9037	1.1839e-16	9.4572e-18
3304.6013	1.1826e-16	9.8187e-18
3306.2989	1.1794e-16	9.9684e-18
3307.9965	1.1764e-16	9.6675e-18
3309.6941	1.1753e-16	9.3918e-18
3311.3917	1.1755e-16	9.4215e-18
3313.0893	1.1763e-16	9.6019e-18
3314.7869	1.1779e-16	9.8427e-18
3316.4844	1.1805e-16	1.0274e-17
3318.1820	1.1829e-16	1.0731e-17
3319.8796	1.1814e-16	1.0719e-17
3321.5772	1.1785e-16	1.0491e-17
3323.2748	1.1763e-16	1.0218e-17
3324.9724	1.1744e-16	9.9518e-18
3326.6700	1.1723e-16	9.6481e-18
3328.3676	1.1714e-16	9.4140e-18
3330.0652	1.1706e-16	9.3511e-18
3331.7627	1.1694e-16	9.4114e-18
3333.4603	1.1678e-16	9.4090e-18
3335.1579	1.1658e-16	9.4185e-18
3336.8555	1.1627e-16	9.3691e-18
3338.5531	1.1594e-16	9.2119e-18
3340.2507	1.1561e-16	9.0889e-18
3341.9483	1.1527e-16	8.9701e-18
3343.6459	1.1502e-16	8.7309e-18
3345.3434	1.1490e-16	8.6514e-18
3347.0410	1.1471e-16	8.5779e-18
3348.7386	1.1430e-16	8.4132e-18
3350.4362	1.1380e-16	8.2099e-18
3352.1338	1.1323e-16	7.9265e-18
3353.8314	1.1263e-16	7.4435e-18
3355.5390	1.1213e-16	6.7733e-18
3357.2366	1.1194e-16	6.2492e-18
3358.9342	1.1200e-16	6.0929e-18
3360.6318	1.1200e-16	6.1481e-18
3362.3294	1.1186e-16	6.0409e-18
3364.0270	1.1180e-16	5.8372e-18
3365.7245	1.1175e-16	5.3669e-18
3367.4221	1.1155e-16	4.8367e-18
3369.1197	1.1152e-16	4.7197e-18
3370.8173	1.1176e-16	4.4389e-18
3372.5149	1.1206e-16	4.2792e-18
3374.2125	1.1243e-16	4.1385e-18
3375.9101	1.1286e-16	3.9994e-18
3377.6077	1.1330e-16	3.8535e-18
3379.3053	1.1385e-16	3.7809e-18
3381.0028	1.1448e-16	3.7227e-18
3382.7004	1.1503e-16	3.7790e-18
3384.3980	1.1554e-16	3.7885e-18
3386.0956	1.1611e-16	3.7494e-18
3387.7932	1.1648e-16	3.7143e-18
3389.4908	1.1675e-16	3.8185e-18
3391.1884	1.1704e-16	3.9687e-18
3392.8860	1.1734e-16	4.0548e-18
3394.5835	1.1752e-16	4.0040e-18
3396.2811	1.1775e-16	3.9156e-18
3397.9787	1.1791e-16	4.0090e-18
3399.6763	1.1792e-16	4.0611e-18
3401.3739	1.1783e-16	4.0602e-18
3403.0715	1.1766e-16	4.0609e-18
3404.7691	1.1735e-16	4.1918e-18
3406.4667	1.1691e-16	4.5209e-18
3408.1643	1.1641e-16	4.4759e-18
3409.8618	1.1593e-16	4.2825e-18
3411.5695	1.1560e-16	4.3693e-18
3413.2671	1.1532e-16	4.4980e-18
3414.9646	1.1501e-16	4.5325e-18
3416.6622	1.1482e-16	4.4440e-18
3418.3598	1.1478e-16	4.1779e-18
3420.0574	1.1470e-16	4.1188e-18
3421.7550	1.1471e-16	4.1923e-18
3423.4526	1.1475e-16	4.1753e-18
3425.1502	1.1476e-16	4.1860e-18
3426.8478	1.1472e-16	4.2086e-18
3428.5454	1.1472e-16	4.1838e-18
3430.2429	1.1466e-16	4.0181e-18
3431.9405	1.1468e-16	3.9577e-18
3433.6381	1.1477e-16	3.9491e-18
3435.3357	1.1490e-16	3.9084e-18
3437.0333	1.1500e-16	4.0314e-18
3438.7309	1.1516e-16	4.0145e-18
3440.4285	1.1542e-16	3.9326e-18
3442.1261	1.1568e-16	3.8957e-18
3443.8236	1.1586e-16	3.9174e-18
3445.5212	1.1597e-16	3.9029e-18
3447.2188	1.1606e-16	3.7716e-18
3448.9164	1.1615e-16	3.7107e-18
3450.6140	1.1627e-16	3.7099e-18
3452.3116	1.1651e-16	3.7166e-18
3454.0092	1.1682e-16	3.6341e-18
3455.7068	1.1720e-16	3.2379e-18
3457.4044	1.1765e-16	2.9947e-18
3459.1019	1.1820e-16	2.9231e-18
3460.7995	1.1878e-16	2.6768e-18
3462.4971	1.1932e-16	2.4774e-18
3464.1947	1.1976e-16	2.3924e-18
3465.9023	1.2015e-16	2.3362e-18
3467.5999	1.2041e-16	2.2859e-18
3469.2975	1.2060e-16	2.3341e-18
3470.9951	1.2093e-16	2.3446e-18
3472.6927	1.2138e-16	2.3455e-18
3474.3903	1.2181e-16	2.4904e-18
3476.0879	1.2227e-16	2.5581e-18
3477.7855	1.2277e-16	2.4782e-18
3479.4830	1.2313e-16	2.4604e-18
3481.1806	1.2323e-16	2.6930e-18
3482.8782	1.2318e-16	3.0673e-18
3484.5758	1.2305e-16	3.0911e-18
3486.2734	1.2277e-16	2.9535e-18
3487.9710	1.2245e-16	2.9458e-18
3489.6686	1.2228e-16	3.0006e-18
3491.3662	1.2224e-16	3.2194e-18
3493.0637	1.2220e-16	3.2932e-18
3494.7613	1.2213e-16	3.2744e-18
3496.4589	1.2201e-16	3.2114e-18
3498.1565	1.2175e-16	3.1454e-18
3499.8541	1.2146e-16	3.1736e-18
3501.5517	1.2121e-16	3.1969e-18
3503.2493	1.2101e-16	3.1761e-18
3504.9469	1.2091e-16	3.1579e-18
3506.6445	1.2092e-16	3.2061e-18
3508.3420	1.2081e-16	3.3015e-18
3510.0396	1.2056e-16	3.3567e-18
3511.7372	1.2029e-16	3.3456e-18
3513.4348	1.2002e-16	3.3535e-18
3515.1324	1.1969e-16	3.3115e-18
3516.8300	1.1935e-16	3.3460e-18
3518.5276	1.1900e-16	3.5168e-18
3520.2252	1.1856e-16	3.7040e-18
3521.9228	1.1802e-16	3.7859e-18
3523.6304	1.1755e-16	3.6365e-18
3525.3280	1.1716e-16	3.5364e-18
3527.0256	1.1681e-16	3.7025e-18
3528.7231	1.1663e-16	4.2258e-18
3530.4207	1.1648e-16	4.5508e-18
3532.1183	1.1623e-16	4.3468e-18
3533.8159	1.1601e-16	4.2480e-18
3535.5135	1.1583e-16	4.2457e-18
3537.2111	1.1562e-16	4.3949e-18
3538.9087	1.1555e-16	4.8745e-18
3540.6063	1.1562e-16	5.1429e-18
3542.3038	1.1571e-16	5.2568e-18
3544.0014	1.1587e-16	5.4169e-18
3545.6990	1.1609e-16	5.5307e-18
3547.3966	1.1627e-16	5.5755e-18
3549.0942	1.1638e-16	5.6057e-18
3550.7918	1.1648e-16	5.6202e-18
3552.4894	1.1654e-16	5.6228e-18
3554.1870	1.1654e-16	5.6392e-18
3555.8846	1.1651e-16	5.7695e-18
3557.5821	1.1650e-16	6.0408e-18
3559.2797	1.1655e-16	6.2583e-18
3560.9773	1.1668e-16	6.4086e-18
3562.6749	1.1690e-16	6.4990e-18
3564.3725	1.1722e-16	6.5891e-18
3566.0701	1.1769e-16	6.6467e-18
3567.7677	1.1823e-16	6.5840e-18
3569.4653	1.1873e-16	6.4440e-18
3571.1629	1.1919e-16	6.3602e-18
3572.8604	1.1949e-16	6.3668e-18
3574.5580	1.1960e-16	6.4297e-18
3576.2556	1.1970e-16	6.3923e-18
3577.9532	1.1988e-16	6.1161e-18
3579.6608	1.2010e-16	5.7648e-18
3581.3584	1.2046e-16	5.6359e-18
3583.0560	1.2093e-16	5.6443e-18
3584.7536	1.2130e-16	5.6786e-18
3586.4512	1.2155e-16	5.6616e-18
3588.1488	1.2171e-16	5.4486e-18
3589.8464	1.2179e-16	5.1936e-18
3591.5440	1.2176e-16	5.0250e-18
3593.2415	1.2172e-16	4.8233e-18
3594.9391	1.2175e-16	4.6713e-18
3596.6367	1.2183e-16	4.7340e-18
3598.3343	1.2193e-16	4.8422e-18
3600.0319	1.2208e-16	4.9046e-18
3601.7295	1.2224e-16	4.9067e-18
3603.4271	1.2236e-16	4.9068e-18
3605.1247	1.2241e-16	4.9309e-18
3606.8222	1.2235e-16	4.9747e-18
3608.5198	1.2224e-16	5.1345e-18
3610.2174	1.2208e-16	5.2960e-18
3611.9150	1.2192e-16	5.3714e-18
3613.6126	1.2180e-16	5.2519e-18
3615.3102	1.2172e-16	5.0720e-18
3617.0078	1.2169e-16	5.0345e-18
3618.7054	1.2169e-16	5.2100e-18
3620.4030	1.2165e-16	5.4841e-18
3622.1005	1.2154e-16	5.6466e-18
3623.7981	1.2135e-16	5.6621e-18
3625.4957	1.2113e-16	5.6567e-18
3627.1933	1.2083e-16	5.6557e-18
3628.8909	1.2036e-16	5.6550e-18
3630.5885	1.1980e-16	5.6521e-18
3632.2861	1.1930e-16	5.6303e-18
3633.9937	1.1878e-16	5.6272e-18
3635.6913	1.1824e-16	5.6023e-18
3637.3889	1.1780e-16	5.4586e-18
3639.0865	1.1753e-16	5.3746e-18
3640.7841	1.1730e-16	5.3919e-18
3642.4816	1.1713e-16	5.4414e-18
3644.1792	1.1709e-16	5.5110e-18
3645.8768	1.1713e-16	5.4156e-18
3647.5744	1.1713e-16	5.1680e-18
3649.2720	1.1711e-16	4.9033e-18
3650.9696	1.1710e-16	4.7495e-18
3652.6672	1.1706e-16	4.7353e-18
3654.3648	1.1697e-16	4.7162e-18
3656.0623	1.1680e-16	4.5054e-18
3657.7599	1.1653e-16	4.1154e-18
3659.4575	1.1627e-16	3.6501e-18
3661.1551	1.1601e-16	3.2771e-18
3662.8527	1.1575e-16	3.1950e-18
3664.5503	1.1553e-16	3.2103e-18
3666.2479	1.1530e-16	3.2112e-18
3667.9455	1.1502e-16	3.0932e-18
3669.6431	1.1472e-16	2.8246e-18
3671.3406	1.1439e-16	2.6081e-18
3673.0382	1.1408e-16	2.5401e-18
3674.7358	1.1380e-16	2.5619e-18
3676.4334	1.1348e-16	2.5648e-18
3678.1310	1.1312e-16	2.5560e-18
3679.8286	1.1271e-16	2.5558e-18
3681.5262	1.1234e-16	2.5292e-18
3683.2238	1.1207e-16	2.4488e-18
3684.9213	1.1185e-16	2.3378e-18
3686.6189	1.1172e-16	2.3635e-18
3688.3165	1.1176e-16	2.4551e-18
3690.0141	1.1181e-16	2.5732e-18
3691.7217	1.1180e-16	2.7221e-18
3693.4193	1.1182e-16	2.7119e-18
3695.1169	1.1177e-16	2.6143e-18
3696.8145	1.1166e-16	2.6787e-18
3698.5121	1.1150e-16	2.7446e-18
3700.2097	1.1128e-16	2.7587e-18
3701.9073	1.1107e-16	2.7564e-18
3703.6049	1.1089e-16	2.7625e-18
3705.3024	1.1076e-16	2.7971e-18
3707.0000	1.1076e-16	2.8315e-18
3708.6976	1.1089e-16	2.8695e-18
3710.3952	1.1112e-16	2.8688e-18
