#wls	flux	flux_err
3500.0000	1.3398e-16	1.7564e-17
3501.5000	1.3247e-16	1.7564e-17
3503.0000	1.3109e-16	1.7564e-17
3504.5000	1.2992e-16	1.7564e-17
3506.0000	1.2866e-16	1.7564e-17
3507.5000	1.2757e-16	1.7564e-17
3509.0000	1.2650e-16	1.7564e-17
3510.5000	1.2527e-16	1.7564e-17
3512.0000	1.2407e-16	1.7564e-17
3513.5000	1.2304e-16	1.7564e-17
3515.0000	1.2201e-16	1.7564e-17
3516.5000	1.2099e-16	1.7564e-17
3518.0000	1.2001e-16	1.7564e-17
3519.5000	1.1900e-16	1.7564e-17
3521.0000	1.1788e-16	1.7564e-17
3522.5000	1.1662e-16	1.7564e-17
3524.0000	1.1533e-16	1.7564e-17
3525.5000	1.1410e-16	1.7173e-17
3527.0000	1.1287e-16	1.6712e-17
3528.5000	1.1158e-16	1.5777e-17
3530.0000	1.1042e-16	1.4021e-17
3531.5000	1.0943e-16	1.3494e-17
3533.0000	1.0848e-16	1.3220e-17
3534.5000	1.0746e-16	1.2911e-17
3536.0000	1.0644e-16	1.2984e-17
3537.5000	1.0547e-16	1.3353e-17
3539.0000	1.0449e-16	1.3647e-17
3540.5000	1.0359e-16	1.3889e-17
3542.0000	1.0287e-16	1.3768e-17
3543.5000	1.0227e-16	1.3832e-17
3545.0000	1.0165e-16	1.4207e-17
3546.5000	1.0106e-16	1.4651e-17
3548.0000	1.0043e-16	1.5416e-17
3549.5000	9.9983e-17	1.5141e-17
3551.0000	9.9498e-17	1.5092e-17
3552.5000	9.9157e-17	1.5099e-17
3554.0000	9.8869e-17	1.5013e-17
3555.5000	9.8614e-17	1.5144e-17
3557.0000	9.8243e-17	1.5074e-17
3558.5000	9.8172e-17	1.5027e-17
3560.0000	9.8108e-17	1.4985e-17
3561.5000	9.7944e-17	1.5298e-17
3563.0000	9.7930e-17	1.6270e-17
3564.5000	9.8025e-17	1.7101e-17
3566.0000	9.8259e-17	1.7222e-17
3567.5000	9.8748e-17	1.7087e-17
3569.0000	9.9528e-17	1.7406e-17
3570.5000	1.0029e-16	1.7855e-17
3572.0000	1.0096e-16	1.8960e-17
3573.5000	1.0151e-16	1.9587e-17
3575.0000	1.0201e-16	1.9751e-17
3576.5000	1.0261e-16	2.0034e-17
3578.0000	1.0320e-16	2.0195e-17
3579.5000	1.0383e-16	2.0181e-17
3581.0000	1.0450e-16	2.0199e-17
