#wls	flux	flux_err
3649.9952	1.1434e-16	2.7996e-18
3651.2709	1.1411e-16	2.7996e-18
3652.5366	1.1387e-16	2.7996e-18
3653.8123	1.1361e-16	2.7996e-18
3655.0779	1.1332e-16	2.7996e-18
3656.3536	1.1302e-16	2.7996e-18
3657.6193	1.1270e-16	2.7996e-18
3658.8850	1.1240e-16	2.7996e-18
3660.1607	1.1214e-16	2.7996e-18
3661.4263	1.1192e-16	2.7996e-18
3662.7020	1.1171e-16	2.7996e-18
3663.9677	1.1149e-16	2.7996e-18
3665.2434	1.1126e-16	2.7996e-18
3666.5090	1.1104e-16	2.7996e-18
3667.7847	1.1086e-16	2.7996e-18
3669.0504	1.1069e-16	2.7996e-18
3670.3161	1.1052e-16	2.7996e-18
3671.5918	1.1035e-16	2.7996e-18
3672.8574	1.1021e-16	2.7996e-18
3674.1331	1.1009e-16	2.7996e-18
3675.3988	1.0999e-16	2.7501e-18
3676.6745	1.0990e-16	2.7477e-18
3677.9401	1.0983e-16	2.7517e-18
3679.2058	1.0974e-16	2.7581e-18
3680.4815	1.0966e-16	2.7641e-18
3681.7472	1.0958e-16	2.8558e-18
3683.0228	1.0954e-16	3.0401e-18
3684.2885	1.0952e-16	3.1792e-18
3685.5642	1.0952e-16	3.2071e-18
3686.8299	1.0954e-16	3.0545e-18
3688.0955	1.0959e-16	2.8341e-18
3689.3712	1.0967e-16	2.7230e-18
3690.6369	1.0978e-16	2.7056e-18
3691.9126	1.0988e-16	2.7073e-18
3693.1782	1.0997e-16	2.7061e-18
3694.4540	1.1005e-16	2.7545e-18
3695.7196	1.1014e-16	2.8054e-18
3696.9853	1.1027e-16	2.8154e-18
3698.2610	1.1041e-16	2.8134e-18
3699.5266	1.1055e-16	2.8204e-18
3700.8023	1.1067e-16	2.8400e-18
3702.0680	1.1079e-16	2.8957e-18
3703.3437	1.1093e-16	2.8666e-18
3704.6093	1.1111e-16	2.7749e-18
3705.8750	1.1129e-16	2.7571e-18
3707.1507	1.1145e-16	2.7265e-18
3708.4164	1.1158e-16	2.6283e-18
3709.6921	1.1169e-16	2.6030e-18
3710.9577	1.1178e-16	2.6023e-18
3712.2334	1.1184e-16	2.6092e-18
3713.4991	1.1191e-16	2.6210e-18
3714.7748	1.1197e-16	2.6144e-18
3716.0404	1.1202e-16	2.6172e-18
3717.3061	1.1203e-16	2.6222e-18
3718.5818	1.1200e-16	2.6171e-18
3719.8475	1.1194e-16	2.5636e-18
3721.1232	1.1187e-16	2.4638e-18
3722.3888	1.1179e-16	2.4514e-18
3723.6645	1.1168e-16	2.4398e-18
