#wls	flux	flux_err
3699.9987	1.1545e-16	1.7056e-18
3701.2744	1.1539e-16	1.7056e-18
3702.5401	1.1535e-16	1.7056e-18
3703.8057	1.1531e-16	1.7056e-18
3705.0815	1.1525e-16	1.7056e-18
3706.3471	1.1515e-16	1.7056e-18
3707.6228	1.1505e-16	1.7056e-18
3708.8885	1.1495e-16	1.7056e-18
3710.1642	1.1487e-16	1.7056e-18
3711.4298	1.1481e-16	1.7056e-18
3712.6955	1.1475e-16	1.7056e-18
3713.9712	1.1467e-16	1.7056e-18
3715.2368	1.1457e-16	1.7056e-18
3716.5125	1.1447e-16	1.7056e-18
3717.7682	1.1439e-16	1.7056e-18
3719.0439	1.1431e-16	1.7056e-18
3720.3095	1.1424e-16	1.7056e-18
3721.5752	1.1415e-16	1.7056e-18
3722.8509	1.1405e-16	1.7056e-18
3724.1165	1.1391e-16	1.7056e-18
3725.3922	1.1374e-16	1.7080e-18
3726.6579	1.1354e-16	1.7100e-18
3727.9336	1.1336e-16	1.6799e-18
3729.1993	1.1321e-16	1.5289e-18
3730.4649	1.1308e-16	1.3187e-18
3731.7406	1.1296e-16	1.2581e-18
3733.0063	1.1285e-16	1.2636e-18
3734.2820	1.1274e-16	1.2650e-18
3735.5476	1.1264e-16	1.2720e-18
3736.8233	1.1254e-16	1.2707e-18
3738.0890	1.1244e-16	1.2714e-18
3739.3647	1.1234e-16	1.2463e-18
3740.6304	1.1225e-16	1.1638e-18
3741.8960	1.1218e-16	1.0961e-18
3743.1717	1.1211e-16	1.0901e-18
3744.4374	1.1203e-16	1.0827e-18
3745.7131	1.1196e-16	1.0730e-18
3746.9787	1.1190e-16	1.0886e-18
3748.2544	1.1185e-16	1.1135e-18
3749.5201	1.1184e-16	1.1197e-18
3750.7757	1.1186e-16	1.0904e-18
3752.0514	1.1191e-16	1.0829e-18
3753.3171	1.1195e-16	1.0561e-18
3754.5928	1.1196e-16	9.4097e-19
3755.8584	1.1196e-16	8.7622e-19
3757.1341	1.1198e-16	9.0553e-19
3758.3998	1.1203e-16	9.6289e-19
3759.6654	1.1208e-16	9.9271e-19
3760.9411	1.1212e-16	9.9073e-19
3762.2068	1.1213e-16	9.9630e-19
3763.4825	1.1212e-16	1.0201e-18
3764.7482	1.1211e-16	1.0358e-18
3766.0239	1.1213e-16	1.0349e-18
3767.2895	1.1216e-16	1.0354e-18
3768.5552	1.1221e-16	1.0654e-18
3769.8309	1.1228e-16	1.1741e-18
3771.0965	1.1235e-16	1.3347e-18
3772.3722	1.1243e-16	1.4745e-18
3773.6379	1.1251e-16	1.5554e-18
3774.9136	1.1260e-16	1.5741e-18
3776.1793	1.1271e-16	1.5797e-18
3777.4449	1.1281e-16	1.6413e-18
3778.7206	1.1289e-16	1.7009e-18
3779.9863	1.1291e-16	1.7095e-18
3781.2620	1.1290e-16	1.7022e-18
3782.5276	1.1290e-16	1.7006e-18
3783.8033	1.1293e-16	1.7003e-18
3785.0590	1.1296e-16	1.6971e-18
3786.3346	1.1297e-16	1.6972e-18
3787.6003	1.1299e-16	1.6950e-18
3788.8660	1.1302e-16	1.6987e-18
3790.1417	1.1310e-16	1.7120e-18
3791.4073	1.1320e-16	1.7144e-18
3792.6830	1.1330e-16	1.7159e-18
3793.9487	1.1339e-16	1.7236e-18
3795.2244	1.1344e-16	1.7385e-18
3796.4900	1.1347e-16	1.7625e-18
3797.7557	1.1347e-16	1.7944e-18
3799.0314	1.1348e-16	1.8190e-18
3800.2971	1.1349e-16	1.8161e-18
3801.5728	1.1348e-16	1.8237e-18
3802.8384	1.1349e-16	1.8833e-18
3804.1141	1.1351e-16	1.9187e-18
3805.3798	1.1355e-16	1.9217e-18
3806.6454	1.1358e-16	1.9043e-18
3807.9211	1.1361e-16	1.8707e-18
3809.1868	1.1364e-16	1.8844e-18
3810.4625	1.1369e-16	1.9370e-18
3811.7282	1.1375e-16	1.9625e-18
3813.0039	1.1380e-16	1.9528e-18
3814.2695	1.1385e-16	1.9644e-18
3815.5352	1.1390e-16	1.9971e-18
3816.8109	1.1394e-16	2.0197e-18
3818.0665	1.1399e-16	2.0171e-18
3819.3422	1.1404e-16	1.9594e-18
3820.6078	1.1408e-16	1.8426e-18
3821.8836	1.1412e-16	1.7067e-18
3823.1492	1.1416e-16	1.6002e-18
3824.4149	1.1420e-16	1.5585e-18
3825.6906	1.1425e-16	1.5601e-18
3826.9562	1.1431e-16	1.5333e-18
3828.2319	1.1437e-16	1.5040e-18
3829.4976	1.1442e-16	1.5076e-18
3830.7733	1.1446e-16	1.5171e-18
3832.0390	1.1450e-16	1.5218e-18
3833.3146	1.1455e-16	1.5222e-18
3834.5803	1.1461e-16	1.5233e-18
3835.8460	1.1463e-16	1.5342e-18
3837.1217	1.1466e-16	1.5651e-18
3838.3873	1.1472e-16	1.5891e-18
3839.6630	1.1482e-16	1.5862e-18
3840.9287	1.1493e-16	1.5826e-18
3842.2044	1.1501e-16	1.5801e-18
3843.4700	1.1510e-16	1.5731e-18
3844.7357	1.1519e-16	1.5538e-18
3846.0114	1.1532e-16	1.5043e-18
3847.2771	1.1548e-16	1.4234e-18
3848.5528	1.1564e-16	1.3545e-18
3849.8184	1.1580e-16	1.3330e-18
3851.0841	1.1597e-16	1.3270e-18
3852.3497	1.1614e-16	1.2590e-18
3853.6154	1.1630e-16	1.2045e-18
3854.8911	1.1644e-16	1.2018e-18
3856.1568	1.1661e-16	1.2271e-18
3857.4324	1.1679e-16	1.2492e-18
3858.6981	1.1700e-16	1.1779e-18
3859.9738	1.1721e-16	1.0580e-18
3861.2395	1.1740e-16	1.0175e-18
3862.5051	1.1758e-16	1.0605e-18
3863.7808	1.1775e-16	1.0730e-18
3865.0465	1.1792e-16	1.0343e-18
3866.3222	1.1810e-16	9.9970e-19
3867.5878	1.1827e-16	9.8476e-19
3868.8636	1.1843e-16	9.8177e-19
3870.1292	1.1856e-16	9.8115e-19
3871.3949	1.1868e-16	9.8017e-19
3872.6706	1.1878e-16	9.8033e-19
3873.9362	1.1889e-16	9.8281e-19
3875.2119	1.1901e-16	9.9218e-19
3876.4776	1.1917e-16	9.8743e-19
3877.7533	1.1938e-16	9.7028e-19
3879.0189	1.1961e-16	9.6258e-19
3880.2946	1.1982e-16	9.5213e-19
3881.5603	1.2001e-16	9.4999e-19
3882.8260	1.2022e-16	9.5102e-19
3884.1017	1.2042e-16	9.4975e-19
