MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_r	sdss_r_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
57683.600000001956	1.925844131379232e-15	3.4722225295993344e-17	1.478781706406624e-15	2.255358587317151e-17	2.4753586114074394e-15	3.78727193872018e-17	2.9404168821630534e-15	5.029775227365557e-17	nan	nan	nan	nan	1.6556763876589511e-15	1.1195906424758828e-16	3.9988656159444216e-16	3.156637343053333e-17	nan	nan	2.525022193697782e-16	3.5380360829230946e-17	nan	nan	2.4758277899844e-15	2.1463080332441886e-16
57683.65000000196	1.915720889212083e-15	3.479355015834162e-17	1.4764985058570559e-15	2.2424861413513612e-17	2.4698611591804028e-15	3.764522448685368e-17	2.9286096549128768e-15	5.003853021459971e-17	nan	nan	nan	nan	1.6467790870316579e-15	1.139734199304319e-16	3.9765217404794095e-16	3.158031442964691e-17	nan	nan	2.5110531782021117e-16	3.5641032408187003e-17	nan	nan	2.4650517461070844e-15	2.155478118321964e-16
57683.70000000196	1.9056905182403423e-15	3.4914243031858395e-17	1.4742165214527701e-15	2.2300717357737053e-17	2.46436714234605e-15	3.7425410877185235e-17	2.916825702057938e-15	4.981038655332194e-17	nan	nan	nan	nan	1.6379348448842387e-15	1.1610190255367045e-16	3.9547026685507174e-16	3.1609307500844585e-17	nan	nan	2.4972067500458606e-16	3.591046085694457e-17	nan	nan	2.4543278574283755e-15	2.16402899251109e-16
57683.750000001965	1.895752343790596e-15	3.508001492919128e-17	1.4719357853307723e-15	2.2181033407339625e-17	2.4588767016801318e-15	3.7213051079686796e-17	2.9050657794594233e-15	4.96111616310292e-17	nan	nan	nan	nan	1.6291433012167192e-15	1.1832821152827753e-16	3.9333986251955505e-16	3.165185233277274e-17	nan	nan	2.4834816895969236e-16	3.618731794983109e-17	nan	nan	2.4436558199386254e-15	2.171948609585747e-16
57683.80000000197	1.885905692465159e-15	3.528655640407414e-17	1.4696563296287488e-15	2.206568763717133e-17	2.453389977965187e-15	3.7007914936826135e-17	2.8933306431144397e-15	4.9438667347172314e-17	nan	nan	nan	nan	1.6204040972436895e-15	1.2063642181476128e-16	3.912599843186739e-16	3.1706499084781675e-17	nan	nan	2.4698767802550237e-16	3.647029006400378e-17	nan	nan	2.433035330479342e-15	2.1792254988497484e-16
57683.85000000197	1.8761498921328495e-15	3.552959297461431e-17	1.467378186485177e-15	2.1954556865199072e-17	2.4479071119883615e-15	3.6809770320429536e-17	2.8816210491640306e-15	4.929070126152256e-17	nan	nan	nan	nan	1.6117168753856288e-15	1.2301112512039023e-16	3.892296562883279e-16	3.177186271880647e-17	nan	nan	2.4563908084185136e-16	3.675808444499391e-17	nan	nan	2.4224660867378488e-15	2.1858487537434643e-16
57683.90000000197	1.8664842719186804e-15	3.5804933013071586e-17	1.465101388039492e-15	2.184751702410011e-17	2.442428244541493e-15	3.661838384471311e-17	2.8699377538976906e-15	4.9165060061813823e-17	nan	nan	nan	nan	1.6030812792598877e-15	1.2543753006803484e-16	3.8724790320803147e-16	3.1846634997591704e-17	nan	nan	2.4430225634518897e-16	3.7049434584921553e-17	nan	nan	2.411947787241706e-15	2.1918080217588925e-16
57683.950000001976	1.856908162195267e-15	3.610850755800638e-17	1.462825966432205e-15	2.1744443534088543e-17	2.4369535164232065e-15	3.6433521577915225e-17	2.8582815137597384e-15	4.905955222253691e-17	nan	nan	nan	nan	1.5944969536722532e-15	1.2790152761786108e-16	3.853137505859104e-16	3.1929594192177265e-17	nan	nan	2.429770837652876e-16	3.734310477261112e-17	nan	nan	2.4014801313534353e-15	2.1970934956747217e-16
57684.00000000198	1.847420894572585e-15	3.6436402034164164e-17	1.4605519538046981e-15	2.1645211674585253e-17	2.431483068434388e-15	3.62549497509568e-17	2.8466530853544408e-15	4.8972009718515884e-17	nan	nan	nan	nan	1.5859635446079215e-15	1.30389728072096e-16	3.834262246437746e-16	3.2019612583754326e-17	nan	nan	2.4166344262199826e-16	3.7637893883146036e-17	nan	nan	2.3910628192651533e-15	2.2016959061197823e-16
57684.05000000198	1.8380218018890173e-15	3.678488027658436e-17	1.4582793822996503e-15	2.154969695383683e-17	2.42601704138489e-15	3.6082435460343354e-17	2.835053225452889e-15	4.890029869541971e-17	nan	nan	nan	nan	1.5774806992229953e-15	1.3288947560004515e-16	3.8158435230205674e-16	3.211566187073413e-17	nan	nan	2.4036121272196535e-16	3.7932638479036306e-17	nan	nan	2.3806955519930253e-15	2.2056065154823228e-16
57684.100000001985	1.8287102182014907e-15	3.715040154221214e-17	1.4560082840611576e-15	2.1457775474369326e-17	2.4205555760908468e-15	3.591574736153659e-17	2.823482690995656e-15	4.884232904034217e-17	nan	nan	nan	nan	1.5690480658357603e-15	1.3538884556728497e-16	3.797871611650826e-16	3.2216816609286006e-17	nan	nan	2.3907027415539883e-16	3.822621529712949e-17	nan	nan	2.3703780313720098e-15	2.2088171131858526e-16
57684.15000000199	1.8194854787763994e-15	3.7529631363087496e-17	1.4537386912341945e-15	2.136932429315755e-17	2.415098813372248e-15	3.5754656351734074e-17	2.8119422391030956e-15	4.879606282523981e-17	nan	nan	nan	nan	1.560665293917894e-15	1.3787662918843363e-16	3.7803367950587467e-16	3.23222558235853e-17	nan	nan	2.377905072928003e-16	3.851754319489544e-17	nan	nan	2.36010996005053e-15	2.2113200123564787e-16
57684.20000000199	1.81034692007974e-15	3.791944717165632e-17	1.4514706359655709e-15	2.1284221775421834e-17	2.4096468940589708e-15	3.559893623736321e-17	2.8004326270778406e-15	4.875952163124255e-17	nan	nan	nan	nan	1.5523320340860488e-15	1.4034230924335078e-16	3.7632293625139656e-16	3.2431262919368896e-17	nan	nan	2.36521792781752e-16	3.88055846274859e-17	nan	nan	2.3498910414849875e-15	2.2131080479152666e-16
57684.25000000199	1.801293879767928e-15	3.8316939628931116e-17	1.4492041504036479e-15	2.1202347940479756e-17	2.404199958985414e-15	3.5448364387986124e-17	2.7889546124113873e-15	4.873079278345821e-17	nan	nan	nan	nan	1.54404793809306e-15	1.427760298646532e-16	3.7465396096752425e-16	3.254322403098607e-17	nan	nan	2.352640115436514e-16	3.9089346723434624e-17	nan	nan	2.3397209799345738e-15	2.2141745761351496e-16
57684.300000002	1.7923256966782097e-15	3.871941053734893e-17	1.4469392666980291e-15	2.1123584798691424e-17	2.3987581489933515e-15	3.530272236982455e-17	2.777508952789404e-15	4.8708034550252904e-17	nan	nan	nan	nan	1.5358126588194364e-15	1.4516856275538436e-16	3.7302578384418406e-16	3.2657624919579624e-17	nan	nan	2.3401704477050093e-16	3.936788202250173e-17	nan	nan	2.329599480455812e-15	2.2145134757097498e-16
57684.350000002	1.7834417108195832e-15	3.9124368135115456e-17	1.44467601700036e-15	2.10478166786435e-17	2.393321604934275e-15	3.5161796561748454e-17	2.7660964060980277e-15	4.868948037325003e-17	nan	nan	nan	nan	1.527625850264694e-15	1.475112716377639e-16	3.7143743568039124e-16	3.277404652922497e-17	nan	nan	2.3278077392166705e-16	3.964028893420782e-17	nan	nan	2.3195262488973787e-15	2.2141191503916638e-16
57684.400000002	1.7746412633630856e-15	3.952952046987973e-17	1.4424144334641605e-15	2.0974930543367692e-17	2.38789046766504e-15	3.502537874905518e-17	2.7547177304306296e-15	4.867344220956058e-17	nan	nan	nan	nan	1.5194871675390384e-15	1.4979607627732292e-16	3.6988794984884124e-16	3.2892121257077454e-17	nan	nan	2.315550807206834e-16	3.9905711970470695e-17	nan	nan	2.3095009918947066e-15	2.21298653326608e-16
57684.450000002005	1.7659236966324996e-15	3.9932767442855856e-17	1.4401545482442016e-15	2.0904816295349336e-17	2.3824648780531406e-15	3.489326669569257e-17	2.743373684091404e-15	4.865831307103943e-17	nan	nan	nan	nan	1.5113962668546078e-15	1.5201541705325904e-16	3.683763899192342e-16	3.3010996194208883e-17	nan	nan	2.303398471520104e-16	4.0163341800566165e-17	nan	nan	2.2995234168647064e-15	2.2111110927374012e-16
57684.50000000201	1.7572883540950222e-15	4.033219201218874e-17	1.4378963934981741e-15	2.0837367068795548e-17	2.3770449769713503e-15	3.4765264692937746e-17	2.7320650256012614e-15	4.8642568853475556e-17	nan	nan	nan	nan	1.503352805517069e-15	1.5416222075482416e-16	3.669018428260784e-16	3.312946511577583e-17	nan	nan	2.291349554578459e-16	4.0412415171634276e-17	nan	nan	2.2895932320005347e-15	2.2084888403194e-16
57684.55000000201	1.7487345803518675e-15	4.072605094930287e-17	1.4356400013849165e-15	2.077247950966227e-17	2.371630905303251e-15	3.464118408367587e-17	2.7207925137060055e-15	4.86247695447166e-17	nan	nan	nan	nan	1.4953564419171797e-15	1.5622986805713326e-16	3.654633966412415e-16	3.324640135807027e-17	nan	nan	2.2794028813491796e-16	4.065221473311604e-17	nan	nan	2.2797101462662855e-15	2.2051163403301037e-16
57684.600000002014	1.740261721128933e-15	4.1112765457343514e-17	1.4333854040659808e-15	2.0710054042220313e-17	2.3662228039415557e-15	3.452084376303678e-17	2.7095569073798387e-15	4.8603559904013584e-17	nan	nan	nan	nan	1.4874068355222224e-15	1.5821216295838202e-16	3.640601399734728e-16	3.3360774286374063e-17	nan	nan	2.267557279312767e-16	4.0882068799176906e-17	nan	nan	2.2698738693917165e-15	2.200990721610965e-16
57684.65000000202	1.731869123267425e-15	4.149091188853474e-17	1.43113263370489e-15	2.0649995121770512e-17	2.360820813785766e-15	3.440407065218124e-17	2.6983589658310718e-15	4.85776696972345e-17	nan	nan	nan	nan	1.4795036468676578e-15	1.6010330433441362e-16	3.6269116195431905e-16	3.347165320249457e-17	nan	nan	2.2558115784311934e-16	4.110135107903899e-17	nan	nan	2.2600841118670818e-15	2.1961096914022753e-16
57684.70000000202	1.7235561347147042e-15	4.185921273657367e-17	1.4288817224678334e-15	2.0592211473999317e-17	2.3554250757469438e-15	3.429070014836865e-17	2.6871994485092636e-15	4.854591357084171e-17	nan	nan	nan	nan	1.4716465375486978e-15	1.6189785967352318e-16	3.613555522242205e-16	3.357821010579496e-17	nan	nan	2.2441646111159426e-16	4.130948040157568e-17	nan	nan	2.250340584937834e-15	2.19047155152866e-16
57684.75000000202	1.7153221045147098e-15	4.221652802982813e-17	1.4266327025229475e-15	2.053661631955976e-17	2.3500357307453684e-15	3.418057654793713e-17	2.676079115110323e-15	4.850719064148098e-17	nan	nan	nan	nan	1.4638351702119086e-15	1.6359074099113278e-16	3.600524009183634e-16	3.367972143762856e-17	nan	nan	2.2326152121960265e-16	4.15059204572934e-17	nan	nan	2.2406430005993674e-15	2.1840752170645298e-16
57684.800000002026	1.7071663827987852e-15	4.256184721163829e-17	1.4243856060410825e-15	2.0483127584951626e-17	2.3446529197111217e-15	3.407355344346079e-17	2.6649987255811782e-15	4.846048387025918e-17	nan	nan	nan	nan	1.4560692085468783e-15	1.651771828797557e-16	3.5878079865285793e-16	3.3775568924842047e-17	nan	nan	2.2211622188864955e-16	4.169017957803248e-17	nan	nan	2.2309910715920035e-15	2.1769202376742051e-16
57684.85000000203	1.6990883207766614e-15	4.289428156201058e-17	1.4221404651958665e-15	2.043166809876828e-17	2.339276783585009e-15	3.396949409662488e-17	2.6539590401269743e-15	4.840485928683691e-17	nan	nan	nan	nan	1.448348317277734e-15	1.666527226221673e-16	3.5753983651049673e-16	3.3865239624474435e-17	nan	nan	2.2098044707565889e-16	4.186181057227088e-17	nan	nan	2.2213845113954182e-15	2.1690068218446164e-16
57684.90000000203	1.6910872707268816e-15	4.321305719074747e-17	1.4198973121631826e-15	2.0382165773643044e-17	2.3339074633177227e-15	3.3868271784242064e-17	2.6429608192167287e-15	4.8339465122265445e-17	nan	nan	nan	nan	1.4406721621549814e-15	1.6801318228054201e-16	3.5632860602697597e-16	3.394832525233522e-17	nan	nan	2.1985408096979512e-16	4.202041063187048e-17	nan	nan	2.2118230342238788e-15	2.1603358642556958e-16
57684.950000002034	1.6831625859871701e-15	4.351750861329416e-17	1.41765617912219e-15	2.033455377374877e-17	2.3285450998704292e-15	3.376977011852354e-17	2.632004823588508e-15	4.8263530900554334e-17	nan	nan	nan	nan	1.4330404099470953e-15	1.6925465266715966e-16	3.551461991768126e-16	3.402452086327151e-17	nan	nan	2.187370079893135e-16	4.216562132440541e-17	nan	nan	2.202306355020772e-15	2.1509089765639182e-16
57685.00000000204	1.675313620946159e-15	4.380707290770905e-17	1.4154170982545407e-15	2.0288770668086034e-17	2.3231898342176147e-15	3.3673883343896474e-17	2.6210918142551372e-15	4.8176366537823644e-17	nan	nan	nan	nan	1.4254527284322735e-15	1.7037347910256386e-16	3.539917083593649e-16	3.409362293316859e-17	nan	nan	2.1762911277840128e-16	4.2297128683712965e-17	nan	nan	2.192834189453527e-15	2.140728521906304e-16
57685.05000000204	1.6675397310333233e-15	4.4081284439933775e-17	1.4131801017449333e-15	2.0244760569587387e-17	2.31784180734047e-15	3.3580516606631425e-17	2.610222552509298e-15	4.807736148862782e-17	nan	nan	nan	nan	1.417908786390143e-15	1.713662488715319e-16	3.528642263848202e-16	3.415552687767027e-17	nan	nan	2.1653028020401665e-16	4.2414663410206183e-17	nan	nan	2.183406253908521e-15	2.1297976534723298e-16
57685.10000000204	1.6598402727100195e-15	4.433977013899584e-17	1.4109452217811837e-15	2.0202473259638464e-17	2.3125011602375274e-15	3.3489586200926846e-17	2.59939779993144e-15	4.7965983978644815e-17	nan	nan	nan	nan	1.4104082535935542e-15	1.7222978029571302e-16	3.5176284646030194e-16	3.4210224025456406e-17	nan	nan	2.1544039535274387e-16	4.251800119150045e-17	nan	nan	2.1740222654857704e-15	2.118120357528282e-16
57685.150000002046	1.6522146034603098e-15	4.45822452981693e-17	1.408712490554084e-15	2.0161864298881974e-17	2.3071680339151127e-15	3.340101979035865e-17	2.5886183183941894e-15	4.784178035288602e-17	nan	nan	nan	nan	1.4029508008002916e-15	1.729611133523724e-16	3.5068666217590187e-16	3.425779805248616e-17	nan	nan	2.1435934352765296e-16	4.260696315318272e-17	nan	nan	2.164681941994002e-15	2.1057015013270387e-16
57685.20000000205	1.6446620817818838e-15	4.48085098759142e-17	1.4064819402578123e-15	2.0122895124127387e-17	2.3018425693928724e-15	3.33147566045052e-17	2.577884870067181e-15	4.7704374571851887e-17	nan	nan	nan	nan	1.395536099744947e-15	1.735575017822382e-16	3.4963476749053343e-16	3.4298420868070366e-17	nan	nan	2.1328701024514948e-16	4.268141644894673e-17	nan	nan	2.155385001945289e-15	2.092546886384352e-16
57685.25000000205	1.6371820671765025e-15	4.501844526823549e-17	1.4042536030897996e-15	2.0085533130657902e-17	2.2965249077039422e-15	3.323074761120793e-17	2.5671982174239088e-15	4.7553467878910035e-17	nan	nan	nan	nan	1.3881638231306763e-15	1.740164066437428e-16	3.486062567182514e-16	3.433234793343847e-17	nan	nan	2.1222328123184553e-16	4.274127499884061e-17	nan	nan	2.1461311645502434e-15	2.0786633076603934e-16
57685.300000002055	1.629773920141152e-15	4.52120115240436e-17	1.4020275112507686e-15	2.004975174122149e-17	2.2912151898910937e-15	3.3148955665201187e-17	2.556559123248045e-15	4.738883866266106e-17	nan	nan	nan	nan	1.3808336446210424e-15	1.7433549128727053e-16	3.476002245140927e-16	3.435991298330364e-17	nan	nan	2.1116804242142696e-16	4.2786500384057927e-17	nan	nan	2.1369201497125174e-15	2.0640586192450565e-16
57685.35000000206	1.6224370021585628e-15	4.53892449741157e-17	1.3998036969449475e-15	2.0015530461163124e-17	2.2859135570146082e-15	3.3069355631281366e-17	2.5459683506377153e-15	4.7210342534006235e-17	nan	nan	nan	nan	1.3735452388318655e-15	1.7451261774100297e-16	3.4661576586015216e-16	3.438152211242714e-17	nan	nan	2.1012117995153106e-16	4.281710290626094e-17	nan	nan	2.1277516780241007e-15	2.0487418072123359e-16
57685.40000000206	1.6151706756884465e-15	4.5550256245106276e-17	1.397582192380339e-15	1.9982854919233466e-17	2.280620150143817e-15	3.2991934483888015e-17	2.5354266630127466e-15	4.701791263687593e-17	nan	nan	nan	nan	1.3662982813231213e-15	1.7454584451944423e-16	3.456520016142798e-16	3.4397606278299585e-17	nan	nan	2.090825801606095e-16	4.2833142819167655e-17	nan	nan	2.1186254707599566e-15	2.0327230703847207e-16
57685.45000000206	1.6079743041580267e-15	4.569522863030127e-17	1.395363029768238e-15	1.9951716895005052e-17	2.2753351103638022e-15	3.2916691381988156e-17	2.5249348241189703e-15	4.681156020699544e-17	nan	nan	nan	nan	1.3590924485907541e-15	1.7443342588717803e-16	3.447084354258531e-16	3.440804398708435e-17	nan	nan	2.0805212958482777e-16	4.2834731739764086e-17	nan	nan	2.109541249873062e-15	2.016013909827682e-16
57685.50000000207	1.6008472519529055e-15	4.582441678895803e-17	1.3931462413240778e-15	1.9922114332125734e-17	2.2700585787743917e-15	3.284363771783579e-17	2.5144935980354686e-15	4.659137539493213e-17	nan	nan	nan	nan	1.3519274180587024e-15	1.7417381263424688e-16	3.437848656792956e-16	3.4412302599049954e-17	nan	nan	2.0702971495493816e-16	4.282203424601004e-17	nan	nan	2.1004987379893576e-15	1.9986272279806916e-16
57685.55000000207	1.593788884408229e-15	4.593814574663215e-17	1.3909318592669316e-15	1.989405133746611e-17	2.264790696485216e-15	3.277279714139846e-17	2.50410374917832e-15	4.635752836313204e-17	nan	nan	nan	nan	1.344802868070728e-15	1.7376565444651737e-16	3.4288109862198504e-16	3.4409903048124784e-17	nan	nan	2.0601522319316773e-16	4.2795269667317926e-17	nan	nan	2.0914976584026137e-15	1.9805774384262045e-16
57685.60000000207	1.586798567799204e-15	4.6036810168550036e-17	1.3887199158198693e-15	1.9867538166459644e-17	2.25953160462459e-15	3.2704205557692195e-17	2.4937660423093073e-15	4.61102706687382e-17	nan	nan	nan	nan	1.337718477882463e-15	1.732078039849702e-16	3.4199694078727026e-16	3.44004374538349e-17	nan	nan	2.0500854141011684e-16	4.275471407325552e-17	nan	nan	2.0825377350694148e-15	1.9618805873965475e-16
57685.650000002075	1.5798756693322223e-15	4.612087387868572e-17	1.386510443209782e-15	1.9842591193575437e-17	2.2542814443334797e-15	3.263791109820034e-17	2.48348124253937e-15	4.584993693934654e-17	nan	nan	nan	nan	1.330673927653211e-15	1.724993228227728e-16	3.4113219899146577e-16	3.438357390108686e-17	nan	nan	2.0400955690166036e-16	4.2700702464868824e-17	nan	nan	2.073618692604212e-15	1.942554488221997e-16
57685.70000000208	1.5730195571357154e-15	4.619086959560745e-17	1.384303473667985e-15	1.9819232868853413e-17	2.2490403567681e-15	3.2573974063270604e-17	2.473250115333809e-15	4.557694684600745e-17	nan	nan	nan	nan	1.3236688984380837e-15	1.7163948942977602e-16	3.4028668033101285e-16	3.435906055707488e-17	nan	nan	2.0301815714583023e-16	4.2633631171488404e-17	nan	nan	2.0647402562741394e-15	1.922618870033012e-16
57685.75000000208	1.566229600250887e-15	4.6247398856086895e-17	1.3820990394297105e-15	1.9797491659115913e-17	2.2438084830998297e-15	3.251246683690439e-17	2.4630734265212585e-15	4.52918073760532e-17	nan	nan	nan	nan	1.3167030721799644e-15	1.706278094419473e-16	3.3946019217949303e-16	3.4326729170867775e-17	nan	nan	2.020342297997416e-16	4.2553960453986e-17	nan	nan	2.0559021519941052e-15	1.9020955421344532e-16
57685.800000002084	1.5595051686229919e-15	4.629113209554965e-17	1.379897172734709e-15	1.977740197462733e-17	2.2385859645165548e-15	3.245347377159164e-17	2.452951942296026e-15	4.49951154025159e-17	nan	nan	nan	nan	1.3097761317014362e-15	1.694640285097436e-16	3.386525421846331e-16	3.4286497989207906e-17	nan	nan	2.0105766269648867e-16	4.24622173130011e-17	nan	nan	2.0471041063217602e-15	1.881008575576055e-16
57685.85000000209	1.552845633091972e-15	4.632280885278117e-17	1.3776979058268458e-15	1.9759004079846306e-17	2.233372942217052e-15	3.2397091041541534e-17	2.442886429225684e-15	4.468756054237101e-17	nan	nan	nan	nan	1.3028877606969732e-15	1.681481480862326e-16	3.378635382655331e-16	3.423837411480095e-17	nan	nan	2.0008834384205017e-16	4.2358998497350336e-17	nan	nan	2.0383458464524677e-15	1.8593845035363562e-16
57685.90000000209	1.5462503653833872e-15	4.634323806429951e-17	1.3755012709547027e-15	1.9742343989220795e-17	2.2281695574230547e-15	3.2343426465188175e-17	2.432877654257098e-15	4.436992829001246e-17	nan	nan	nan	nan	1.296037643724814e-15	1.6668044459717823e-16	3.3709298860956745e-16	3.4182455321848646e-17	nan	nan	1.9912616141222177e-16	4.2244973703930623e-17	nan	nan	2.029627100214357e-15	1.8372525422174099e-16
57685.95000000209	1.5397187380997383e-15	4.6353298409974395e-17	1.3733073003712765e-15	1.972747334614893e-17	2.2229759513685297e-15	3.229259929144188e-17	2.422926384720727e-15	4.4043103402429714e-17	nan	nan	nan	nan	1.2892254661992152e-15	1.6506149253113266e-16	3.363407016695934e-16	3.411893133277471e-17	nan	nan	1.9817100374951607e-16	4.212088895534384e-17	nan	nan	2.020947596063313e-15	1.814644833993934e-16
57686.000000002095	1.5332501247109225e-15	4.6353938669538367e-17	1.37111602633421e-15	1.971444928631464e-17	2.2177922653030268e-15	3.224473995516334e-17	2.4130333883378467e-15	4.3708073505676793e-17	nan	nan	nan	nan	1.2824509143824095e-15	1.6329219210571375e-16	3.356064861609651e-16	3.404808454730697e-17	nan	nan	1.9722275936010054e-16	4.198757013538703e-17	nan	nan	2.012307063078062e-15	1.7915967145709292e-16
57686.0500000021	1.5268438995453653e-15	4.6346178044697037e-17	1.3689274811059881e-15	1.970333428373668e-17	2.2126186404961204e-15	3.219998979201864e-17	2.4031994332244526e-15	4.336593287585386e-17	nan	nan	nan	nan	1.2757136753767299e-15	1.6137380230783092e-16	3.348901510586529e-16	3.3970290203579143e-17	nan	nan	1.9628131691071066e-16	4.184592665504683e-17	nan	nan	2.003705230955059e-15	1.7681470058471812e-16
57686.1000000021	1.520499437781439e-15	4.633110639799938e-17	1.3667416969536853e-15	1.9694195980343728e-17	2.207455218230539e-15	3.2158500718653616e-17	2.3934252879009768e-15	4.3017886337409263e-17	nan	nan	nan	nan	1.2690134371167635e-15	1.5930798027776605e-16	3.341915055942898e-16	3.388601593694689e-17	nan	nan	1.9534656522557592e-16	4.1696955212757307e-17	nan	nan	1.9951418300037238e-15	1.7443383360396967e-16
57686.150000002104	1.5142161154376848e-15	4.6309884355068853e-17	1.3645587061494572e-15	1.96871069974548e-17	2.2023021398104607e-15	3.2120434871555856e-17	2.383711721292635e-15	4.2665253201134436e-17	nan	nan	nan	nan	1.2623498883615123e-15	1.5709682821787036e-16	3.3351035925327433e-16	3.3795820689716154e-17	nan	nan	1.9441839328337258e-16	4.154174360215353e-17	nan	nan	1.9866165911413845e-15	1.7202174883636934e-16
57686.20000000211	1.5079933093644531e-15	4.628374321160349e-17	1.3623785409705544e-15	1.9682144730359336e-17	2.1971595465538024e-15	3.20859642075513e-17	2.374059502739885e-15	4.230947114441278e-17	nan	nan	nan	nan	1.2557227186864122e-15	1.5474294926037697e-16	3.328465217719321e-16	3.370035291240042e-17	nan	nan	1.9349669021412896e-16	4.13814745081376e-17	nan	nan	1.9781292458883073e-15	1.6958357791371434e-16
57686.25000000211	1.5018303972345705e-15	4.6253984582856027e-17	1.3602012336990631e-15	1.9679391124391295e-17	2.1920275798001822e-15	3.205527005972863e-17	2.364469402001431e-15	4.1952099911561994e-17	nan	nan	nan	nan	1.2491316184757345e-15	1.5224951403959338e-16	3.321998031344894e-16	3.3600347984208104e-17	nan	nan	1.9258134529617758e-16	4.1217429218094446e-17	nan	nan	1.9696795263629625e-15	1.671249465542709e-16
57686.30000000211	1.495726757534398e-15	4.62219797275479e-17	1.3580268166224665e-15	1.9678932433212985e-17	2.1869063809034616e-15	3.202854265394171e-17	2.3549421892610972e-15	4.159482468639684e-17	nan	nan	nan	nan	1.2425762789145657e-15	1.4962034008756333e-16	3.315700135702562e-16	3.3496624768850535e-17	nan	nan	1.9167224795310818e-16	4.105099115891194e-17	nan	nan	1.96126716527683e-15	1.6465201823634659e-16
57686.350000002116	1.4896817695550902e-15	4.618916847479459e-17	1.3558553220332087e-15	1.9680858958864538e-17	2.1817960912388666e-15	3.200598057775319e-17	2.3454786351339626e-15	4.1239458954988925e-17	nan	nan	nan	nan	1.2360563919810323e-15	1.4685998662324945e-16	3.3095696355070185e-16	3.3390081212741036e-17	nan	nan	1.907692877506799e-16	4.088364915292756e-17	nan	nan	1.9528918959297228e-15	1.6217154057414926e-16
57686.40000000212	1.4836948133832205e-15	4.615705767900678e-17	1.3536867822295742e-15	1.9685264773435575e-17	2.17669685219771e-15	3.198779020736576e-17	2.3360795106712737e-15	4.088794664812259e-17	nan	nan	nan	nan	1.2295716504386911e-15	1.439738678422319e-16	3.30360503168432e-16	3.328164817658185e-17	nan	nan	1.898723543937972e-16	4.071700026645482e-17	nan	nan	1.9445534522047063e-15	1.596908940288227e-16
57686.45000000212	1.4777652698922083e-15	4.612721912540414e-17	1.3515212295149197e-15	1.9692247422733627e-17	2.1716088051934228e-15	3.1974185089105707e-17	2.3267455873661246e-15	4.0542363313561855e-17	nan	nan	nan	nan	1.2231217478285141e-15	1.4096838844479087e-16	3.297810720226054e-16	3.31717156565591e-17	nan	nan	1.8898133772344458e-16	4.055275210445904e-17	nan	nan	1.936251568563372e-15	1.5721814236234378e-16
57686.500000002125	1.4718925207330617e-15	4.6101286807916466e-17	1.3493586961981018e-15	1.970190761173596e-17	2.1665320916556914e-15	3.196538527391342e-17	2.317477637161186e-15	4.0204916035397485e-17	nan	nan	nan	nan	1.2167063784613127e-15	1.3785110586653036e-16	3.292195635769433e-16	3.3060274442181387e-17	nan	nan	1.8809612771363724e-16	4.039272438413725e-17	nan	nan	1.9279859800408093e-15	1.5476208395029994e-16
57686.55000000213	1.466075948325815e-15	4.608095350266682e-17	1.347199214593959e-15	1.9714348872554734e-17	2.1614668530350636e-15	3.19616166086891e-17	2.3082764324517307e-15	3.987794178522725e-17	nan	nan	nan	nan	1.2103252374100785e-15	1.3463092448083783e-16	3.286768832216385e-16	3.294737998291027e-17	nan	nan	1.8721661446837912e-16	4.023884960016892e-17	nan	nan	1.91975642224086e-15	1.5233230270293396e-16
57686.60000000213	1.4603149358501126e-15	4.606796656375718e-17	1.3450428170226081e-15	1.9729677215002898e-17	2.156413230802112e-15	3.196310998267734e-17	2.2991427460932804e-15	3.956390386055596e-17	nan	nan	nan	nan	1.2039780205019205e-15	1.3131832789066972e-16	3.2815393661853654e-16	3.2833171205183066e-17	nan	nan	1.86342688218625e-16	4.00931725763312e-17	nan	nan	1.911562631331085e-15	1.499392168937174e-16
57686.65000000213	1.4546088672366571e-15	4.606412287480081e-17	1.342889535810291e-15	1.9748000760517715e-17	2.151371366445254e-15	3.197010052955992e-17	2.290077351407448e-15	3.9265386048630996e-17	nan	nan	nan	nan	1.1976644243106817e-15	1.2792565622297164e-16	3.276516297153253e-16	3.271787635348548e-17	nan	nan	1.8547423931922624e-16	3.995784868366294e-17	nan	nan	1.903404344038111e-15	1.4759412365557406e-16
57686.700000002136	1.4489571271580786e-15	4.6071262899953856e-17	1.340739403288939e-15	1.9769429359962773e-17	2.146341401477625e-15	3.1982826787927265e-17	2.2810810221861053e-15	3.8985084147377813e-17	nan	nan	nan	nan	1.191384146149203e-15	1.2446743591933773e-16	3.2717086875949674e-16	3.260181788955596e-17	nan	nan	1.84611158245905e-16	3.9835140496721785e-17	nan	nan	1.895281297642551e-15	1.453092362824313e-16
