spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-04_12-22-16_FTS_FLOYDS-S_ePESSTO.asci	57269.52	1.236169891322776e-14	8.114070504767982e-17	True	3.71820895351716e-15	9.15109353263118e-16	False	5.625218174496822e-15	1.920509384066737e-16	False	1.3928059318197197e-14	9.630309618767121e-16	True	7.673174032483588e-15	6.217481783031511e-17	True	1.1281751622097946e-14	5.376926780793066e-17	True	3.5570288843088225e-15	1.8703894743184217e-17	True	5.699232305513634e-15	2.6924743526486257e-17	True	1.1466198504646358e-14	4.304176587593157e-16	True	1.129202479085059e-14	5.477339624439331e-16	True	8.955048244879394e-15	5.105997853625259e-16	True	1.2567128620490543e-14	4.787939731925435e-16	True	8.352794040458498e-15	3.802171263958524e-16	True	6.704532738193366e-15	2.6297492232186294e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-07_12-38-35_FTS_FLOYDS-S_ePESSTO.asci	57272.53	1.1582494319513672e-14	1.0093991024379449e-16	True	3.8036917786759646e-15	7.390901718053518e-16	False	5.721417492307334e-15	1.1977592913620353e-16	True	1.230798289681655e-14	7.643713600271036e-16	True	7.498696715141618e-15	5.821897006904805e-17	True	1.058762328955286e-14	4.07167252235699e-17	True	3.773111196211215e-15	2.2933956292339807e-17	True	6.121231206368973e-15	4.080769136789796e-17	True	1.04853973309266e-14	3.2843770271216147e-16	True	1.0337666116017073e-14	5.406905613562822e-16	True	6.277342577117558e-15	5.287859305782332e-16	True	9.343522019710153e-15	5.897439772460292e-16	True	6.2403564325327564e-15	4.2206415268187286e-16	True	6.799605203131818e-15	2.1741772134255967e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-11_10-53-36_FTS_FLOYDS-S_ePESSTO.asci	57276.45	9.611452257720621e-15	1.268745552189338e-16	True	3.88547598349473e-15	5.0820610055740955e-16	False	5.840550273071037e-15	7.73236204882652e-17	True	9.471555548843967e-15	1.0535334211386392e-15	True	7.396423900191916e-15	1.120821942845892e-16	True	9.646328909324664e-15	3.9218292856813274e-17	True	4.077939388524312e-15	3.769542821082906e-17	True	6.476627691403368e-15	6.09839466008982e-17	True	9.13024231786066e-15	2.5648479242599095e-16	True	6.926740999976202e-15	2.0060716509532071e-16	True	2.580782828276446e-15	4.487535067431967e-16	True	3.985528895273518e-15	4.1396723480859617e-16	True	2.403357920961578e-15	1.3275506553725908e-16	True	6.8534372293428324e-15	1.9361548236485736e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-16_12-09-11_FTS_FLOYDS-S_ePESSTO.asci	57281.51	7.836495994143679e-15	7.511175568456995e-17	True	3.925463765493597e-15	2.3583729165418284e-16	False	5.934036818776373e-15	4.941322016813029e-17	True	6.549782803554599e-15	7.596544780051976e-16	True	7.251898771237853e-15	6.374854092889404e-17	True	8.353242931186146e-15	4.04752730970677e-17	True	4.353354644648369e-15	4.1757479585769906e-17	True	6.583712077913166e-15	7.830267468899309e-17	True	7.376834739169141e-15	1.8403525396617061e-16	True	3.905457207111507e-15	1.8815646191936438e-16	True	7.523367497053227e-16	1.3005657247771464e-16	True	1.827071366771396e-15	2.0285436788832256e-16	True	9.226668352471484e-16	1.3623077562574982e-16	True	6.716030324084518e-15	1.622759816728232e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-20_13-50-34_FTS_FLOYDS-S_ePESSTO.asci	57285.58	6.2696600786191575e-15	6.69593310276724e-17	True	3.8865976018799756e-15	1.1063162788870967e-16	True	5.892690821633446e-15	3.969086485645651e-17	True	5.424774400544719e-15	1.5485656772771153e-15	True	6.813421257021784e-15	6.556027540944055e-17	True	7.312275702481237e-15	4.047828200271118e-17	True	4.3330457891648665e-15	3.951982852929674e-17	True	6.558637536004487e-15	5.459002092802912e-17	True	6.067102062746266e-15	1.6659336216588807e-16	True	2.5643847083587315e-15	2.6256593325994485e-16	True	3.7173210834858856e-16	2.776283054877756e-16	True	1.017537264478122e-15	4.0068145371013385e-16	True	5.675546845881692e-16	2.702427339539288e-16	True	6.386950842196889e-15	1.5120118034898793e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-09-24_12-38-47_VLT-UT2_X-Shooter_ePESSTO.asci	57289.53	5.1594892815052956e-15	7.29163752286456e-17	True	3.765526513659768e-15	8.858168156428127e-17	True	5.7340153178505024e-15	4.003738535367627e-17	True	4.597738197224325e-15	2.963626599268667e-15	False	6.411031590083853e-15	7.03767973008083e-17	True	6.36401841945648e-15	4.000480016651919e-17	True	4.179739255332477e-15	4.414891443007656e-17	True	6.4457723507397356e-15	6.62843744040226e-17	True	4.928231033729725e-15	1.4429633364271843e-16	True	1.6729950916384496e-15	1.0013429585694774e-16	True	2.471150306624115e-16	4.5634406603490374e-17	True	7.161028168380666e-16	7.472841597074818e-17	True	3.782012879748201e-16	5.1851157855630016e-17	True	5.915740713218386e-15	1.4260607107430555e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-10-04_00-32-31_ESO-NTT_EFOSC2-NTT_ePESSTO.asci	57299.02	3.5765000849480555e-15	9.362492840668543e-17	True	3.2455496954418683e-15	4.113657136767123e-17	True	5.130263821603917e-15	4.334051628716475e-17	True	3.0604002901269223e-15	6.333856126245131e-15	False	5.218137735318267e-15	8.197555480247749e-17	True	4.5391960854718445e-15	3.9909920694067287e-17	True	3.881509871864928e-15	4.4607362636971946e-17	True	5.639793557420886e-15	6.586272510858445e-17	True	3.241418192602636e-15	1.2854961995201843e-16	True	7.982675326251293e-16	2.6095575636700797e-16	True	1.4637962329687237e-16	3.136379849046137e-16	True	4.734170877367203e-16	4.586906331068654e-16	True	2.5750953158379836e-16	3.0675243482517123e-16	True	4.744148325246203e-15	1.6753189195544822e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-10-06_10-19-06_FTS_FLOYDS-S_ePESSTO.asci	57301.43	3.1410494700611353e-15	1.78226344009464e-16	True	3.2284993881256373e-15	4.956909313658372e-17	True	4.97404612679781e-15	4.322952940194478e-17	True	2.7546157783603626e-15	7.026147479271787e-15	False	5.0737208303116385e-15	7.725001502757469e-17	True	4.194930573116402e-15	4.206922799901204e-17	True	3.8128412717422676e-15	5.4232804290462574e-17	True	5.4561707673129594e-15	7.979632361791781e-17	True	3.0427255114801607e-15	1.4294641519471436e-16	True	6.402674688499886e-16	2.30012798143407e-16	True	1.3716515965461478e-16	2.583017161080533e-16	True	3.718709807358171e-16	3.8078601452242336e-16	True	2.0722737656932049e-16	2.517785462312606e-16	True	4.533363438030411e-15	1.952107069433391e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-10-14_11-29-18_FTS_FLOYDS-S_ePESSTO.asci	57309.48	2.267706228971111e-15	4.1945943918258324e-17	True	3.0559122280337914e-15	7.193055523673611e-17	True	4.4253414557905175e-15	4.5706129019501603e-17	True	1.9286819037223846e-15	8.817113752841221e-15	False	4.1070629665575755e-15	4.6170019115851436e-17	True	3.3697809877014896e-15	4.142376442032436e-17	True	3.3353695300321888e-15	5.723759339892714e-17	True	4.792890457798715e-15	8.311234620675344e-17	True	2.4902331898553525e-15	3.823746381795081e-16	True	4.1579662406910586e-16	7.000656564113608e-17	True	1.0862470897385733e-16	3.227504403042687e-17	True	2.6097603651239784e-16	5.4514699526828393e-17	True	1.4136398236471382e-16	3.6664194296600535e-17	True	3.925060019728969e-15	3.4593557600312614e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//ASASSN15oz/ASASSN-15oz_2015-10-25_10-22-21_FTS_FLOYDS-S_ePESSTO.asci	57320.43	1.9597842464129068e-15	6.273714909410423e-17	True	2.2881659748493073e-15	5.806748662829922e-16	False	3.843356781056874e-15	3.225417217543336e-16	False	1.1754813082161686e-15	1.0231408143778645e-14	False	3.4142931655456337e-15	6.711426989782389e-17	True	2.7093362008081358e-15	2.4325501005535616e-17	True	2.9283338274852555e-15	3.92607517007061e-17	True	4.2428696312992495e-15	6.02974578479031e-17	True	1.8528724548384894e-15	4.164008493669836e-16	True	3.6065278390324707e-16	6.379271619967929e-17	True	9.42317232738528e-17	3.52900441082811e-17	True	2.2638514891044455e-16	5.64396174320118e-17	True	1.2262824003215326e-16	3.780645446956405e-17	True	3.1968189471654685e-15	3.5097754876707e-16	True
